START-OF-LOG: 3.0
CREATED-BY: DXKEEPER 11.4.8
CONTEST: CQ-WW-SSB
CALLSIGN: WA8Y
LOCATION: MI
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TIME:
CATEGORY-TRANSMITTER: ONE
OFFTIME: 10/26/2013  0000 10/27/2013  2359
QSO:  3775 PH 2013-10-26 0847 WA8Y     59 04 6Y3M             59 08
QSO:  3779 PH 2013-10-26 0847 WA8Y     59 04 VA3SWG           59 04
QSO:  3781 PH 2013-10-26 0849 WA8Y     59 04 8P5A             59 08
QSO:  3797 PH 2013-10-26 0850 WA8Y     59 04 PJ2T             59 09
QSO:  3800 PH 2013-10-26 0851 WA8Y     59 04 VP2MXA           59 08
QSO:  3805 PH 2013-10-26 0852 WA8Y     59 04 NP2P             59 08
QSO:  3778 PH 2013-10-26 0901 WA8Y     59 04 NP4A             59 08
QSO:  3783 PH 2013-10-26 0904 WA8Y     59 04 TI5W             59 07
QSO:  3788 PH 2013-10-26 0905 WA8Y     59 04 HK1NA            59 09
QSO:  3769 PH 2013-10-26 0911 WA8Y     59 04 8P6AW            59 09
QSO:  3752 PH 2013-10-26 0923 WA8Y     59 04 TI8M             59 07
QSO:  3739 PH 2013-10-26 0924 WA8Y     59 04 HI8GPR           59 08
QSO:  7132 PH 2013-10-26 0933 WA8Y     59 04 T48K             59 08
QSO:  7136 PH 2013-10-26 0934 WA8Y     59 04 TI5W             59 07
QSO:  7139 PH 2013-10-26 0945 WA8Y     59 04 JM1XCW           59 25
QSO:  7152 PH 2013-10-26 0948 WA8Y     59 04 NR6O             59 03
QSO:  7176 PH 2013-10-26 0950 WA8Y     59 04 CE3CT            59 12
QSO:  7133 PH 2013-10-26 1226 WA8Y     59 04 XE2JA            59 06
QSO:  7136 PH 2013-10-26 1228 WA8Y     59 04 JA4FLJ           59 25
QSO:  7158 PH 2013-10-26 1240 WA8Y     59 04 XE2S             59 06
QSO:  7162 PH 2013-10-26 1241 WA8Y     59 04 VE3DC            59 04
QSO:  7166 PH 2013-10-26 1242 WA8Y     59 04 KH7CW            59 31
QSO:  7167 PH 2013-10-26 1243 WA8Y     59 04 VE3MGY           59 04
QSO:  7170 PH 2013-10-26 1244 WA8Y     59 04 KH6MB            59 31
QSO:  7171 PH 2013-10-26 1245 WA8Y     59 04 NH7A             59 31
QSO:  7175 PH 2013-10-26 1253 WA8Y     59 04 JA9RT           59 25
QSO:  7194 PH 2013-10-26 1257 WA8Y     59 04 VA7BEC           59 03
QSO:  7196 PH 2013-10-26 1258 WA8Y     59 04 JH4UYB           59 25
QSO:  7160 PH 2013-10-26 1313 WA8Y     59 04 JA8WKE           59 25
QSO:  7137 PH 2013-10-26 1343 WA8Y     59 04 JA5FDJ           59 25
QSO: 28400 PH 2013-10-26 1413 WA8Y     59 04 R2MA             59 16
QSO: 28401 PH 2013-10-26 1414 WA8Y     59 04 UW1M             59 16
QSO: 28402 PH 2013-10-26 1415 WA8Y     59 04 EF5Y             59 14
QSO: 28404 PH 2013-10-26 1416 WA8Y     59 04 9A7A             59 15
QSO: 28407 PH 2013-10-26 1418 WA8Y     59 04 4O3A             59 15
QSO: 28408 PH 2013-10-26 1420 WA8Y     59 04 IQ1TO            59 15
QSO: 28408 PH 2013-10-26 1421 WA8Y     59 04 SX2I             59 20
QSO: 28410 PH 2013-10-26 1422 WA8Y     59 04 SO6X             59 15
QSO: 28413 PH 2013-10-26 1423 WA8Y     59 04 XE2CQ            59 06
QSO: 28415 PH 2013-10-26 1423 WA8Y     59 04 II9P             59 15
QSO: 28417 PH 2013-10-26 1424 WA8Y     59 04 DJ8OG            59 14
QSO: 28420 PH 2013-10-26 1432 WA8Y     59 04 7Z1SJ             59 21
QSO: 28421 PH 2013-10-26 1432 WA8Y     59 04 DP6T             59 14
QSO: 28423 PH 2013-10-26 1433 WA8Y     59 04 I2SVA            59 15
QSO: 28426 PH 2013-10-26 1435 WA8Y     59 04 PT5J             59 11
QSO: 28430 PH 2013-10-26 1435 WA8Y     59 04 MM0AMW           59 14
QSO: 28433 PH 2013-10-26 1436 WA8Y     59 04 HB9MM            59 14
QSO: 28434 PH 2013-10-26 1437 WA8Y     59 04 SP9AQF           59 15
QSO: 28435 PH 2013-10-26 1439 WA8Y     59 04 LN8W             59 14
QSO: 28437 PH 2013-10-26 1439 WA8Y     59 04 TO1A             59 09
QSO: 28438 PH 2013-10-26 1440 WA8Y     59 04 EA7OT            59 14
QSO: 28441 PH 2013-10-26 1443 WA8Y     59 04 DK6XZ            59 14
QSO: 28442 PH 2013-10-26 1444 WA8Y     59 04 CR5T             59 14
QSO: 28443 PH 2013-10-26 1444 WA8Y     59 04 EU6ML            59 16
QSO: 28447 PH 2013-10-26 1445 WA8Y     59 04 TG9NX            59 07
QSO: 28450 PH 2013-10-26 1447 WA8Y     59 04 PI4DX            59 14
QSO: 28451 PH 2013-10-26 1448 WA8Y     59 04 GM0B             59 14
QSO: 28453 PH 2013-10-26 1448 WA8Y     59 04 II9K             59 15
QSO: 28455 PH 2013-10-26 1449 WA8Y     59 04 TM0R             59 14
QSO: 28456 PH 2013-10-26 1450 WA8Y     59 04 ED5O             59 14
QSO: 28457 PH 2013-10-26 1451 WA8Y     59 04 ED2W             59 14
QSO: 28461 PH 2013-10-26 1504 WA8Y     59 04 EF1W             59 14
QSO: 28462 PH 2013-10-26 1505 WA8Y     59 04 WP4SD            59 08
QSO: 28463 PH 2013-10-26 1506 WA8Y     59 04 P33W             59 20
QSO: 28467 PH 2013-10-26 1507 WA8Y     59 04 IO1T             59 15
QSO: 28468 PH 2013-10-26 1509 WA8Y     59 04 ES9C             59 15
QSO: 28473 PH 2013-10-26 1514 WA8Y     59 04 9A8M             59 15
QSO: 28474 PH 2013-10-26 1514 WA8Y     59 04 ES1TU            59 15
QSO: 28476 PH 2013-10-26 1515 WA8Y     59 04 DR5N             59 14
QSO: 28459 PH 2013-10-26 1520 WA8Y     59 04 OH3OJ            59 15
QSO: 28478 PH 2013-10-26 1521 WA8Y     59 04 IK4ZGO           59 15
QSO: 28480 PH 2013-10-26 1522 WA8Y     59 04 9A4WY            59 15
QSO: 28481 PH 2013-10-26 1523 WA8Y     59 04 OH8L             59 15
QSO: 28483 PH 2013-10-26 1525 WA8Y     59 04 9A3B             59 15
QSO: 28484 PH 2013-10-26 1526 WA8Y     59 04 TM6M             59 14
QSO: 28487 PH 2013-10-26 1526 WA8Y     59 04 D4C              59 35
QSO: 28489 PH 2013-10-26 1529 WA8Y     59 04 ON4UN            59 14
QSO: 28490 PH 2013-10-26 1530 WA8Y     59 04 H7H              59 07
QSO: 28492 PH 2013-10-26 1531 WA8Y     59 04 SN7Q             59 15
QSO: 28492 PH 2013-10-26 1532 WA8Y     59 04 PI4COM           59 14
QSO: 28494 PH 2013-10-26 1533 WA8Y     59 04 IB9T             59 15
QSO: 28497 PH 2013-10-26 1534 WA8Y     59 04 CR6K             59 14
QSO: 28500 PH 2013-10-26 1535 WA8Y     59 04 ZF2AH            59 08
QSO: 28504 PH 2013-10-26 1537 WA8Y     59 04 OH0JFP           59 15
QSO: 28508 PH 2013-10-26 1540 WA8Y     59 04 OE8Q             59 15
QSO: 28509 PH 2013-10-26 1541 WA8Y     59 04 IR1O             59 15
QSO: 28510 PH 2013-10-26 1541 WA8Y     59 04 DF0HQ            59 14
QSO: 28511 PH 2013-10-26 1542 WA8Y     59 04 ED1R             59 14
QSO: 28513 PH 2013-10-26 1544 WA8Y     59 04 M6T              59 14
QSO: 28516 PH 2013-10-26 1545 WA8Y     59 04 P3N              59 20
QSO: 28518 PH 2013-10-26 1546 WA8Y     59 04 IR4M             59 15
QSO: 28520 PH 2013-10-26 1546 WA8Y     59 04 PJ4X             59 09
QSO: 28522 PH 2013-10-26 1547 WA8Y     59 04 DK5QN            59 14
QSO: 28524 PH 2013-10-26 1548 WA8Y     59 04 IG9Y             59 15
QSO: 28526 PH 2013-10-26 1549 WA8Y     59 04 SW5CC            59 20
QSO: 28527 PH 2013-10-26 1552 WA8Y     59 04 SQ9NIS           59 15
QSO: 28531 PH 2013-10-26 1554 WA8Y     59 04 II2S             59 15
QSO: 28535 PH 2013-10-26 1555 WA8Y     59 04 PE2LZ            59 14
QSO: 28535 PH 2013-10-26 1556 WA8Y     59 04 SV2HTI           59 20
