START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: SP8MRD
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: HIGH
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-ASSISTED: ASSISTED
LOCATION: DX
CLUB: SP DX Club
CLAIMED-SCORE:
OPERATORS: SP8MRD
NAME: Piotr O¿arski
CREATED-BY: DQR_Log v. 3.2.5 - (c) SP7DQR
SOAPBOX: IC 775 DX II 200W Yagi GB37 made in SP3GEM
QSO: 28000 PH 2013-10-27 1013 SP8MRD        59           15 RM4I            59           16
QSO: 28000 PH 2013-10-27 1013 SP8MRD        59           15 RX9SR           59           16
QSO: 28000 PH 2013-10-27 1014 SP8MRD        59           15 BY0AA           59           23
QSO: 28000 PH 2013-10-27 1016 SP8MRD        59           15 E20WXA          59           23
QSO: 28000 PH 2013-10-27 1019 SP8MRD        59           15 EA6/S53R        59           14
QSO: 28000 PH 2013-10-27 1020 SP8MRD        59           15 EA7ZY           59           14
QSO: 28000 PH 2013-10-27 1411 SP8MRD        59           15 N5AW            59           04
QSO: 28000 PH 2013-10-27 1412 SP8MRD        59           15 KN2M            59           05
QSO: 28000 PH 2013-10-27 1413 SP8MRD        59           15 CR6K            59           14
QSO: 28000 PH 2013-10-27 1415 SP8MRD        59           15 K1LZ            59           05
QSO: 28000 PH 2013-10-27 1416 SP8MRD        59           15 K3ZO            59           05
QSO: 28000 PH 2013-10-27 1417 SP8MRD        59           15 K1RM            59           05
QSO: 28000 PH 2013-10-27 1420 SP8MRD        59           15 VE3RA           59           04
QSO: 28000 PH 2013-10-27 1423 SP8MRD        59           15 VE2IM           59           02
QSO: 28000 PH 2013-10-27 1424 SP8MRD        59           15 CJ3T            59           04
QSO: 28000 PH 2013-10-27 1430 SP8MRD        59           15 VE3LOE          59           04
QSO: 28000 PH 2013-10-27 1430 SP8MRD        59           15 K2QPN           59           05
QSO: 28000 PH 2013-10-27 1432 SP8MRD        59           15 CT1DJE          59           14
QSO: 28000 PH 2013-10-27 1434 SP8MRD        59           15 K3SAE           59           05
QSO: 28000 PH 2013-10-27 1434 SP8MRD        59           15 VA2AAB          59           05
QSO: 28000 PH 2013-10-27 1438 SP8MRD        59           15 YN5Z            59           07
QSO: 28000 PH 2013-10-27 1440 SP8MRD        59           15 TI5W            59           07
QSO: 28000 PH 2013-10-27 1441 SP8MRD        59           15 8P5A            59           08
QSO: 28000 PH 2013-10-27 1448 SP8MRD        59           15 PR5D            59           11
QSO: 28000 PH 2013-10-27 1450 SP8MRD        59           15 KB0EO           59           04
QSO: 28000 PH 2013-10-27 1452 SP8MRD        59           15 W1NA            59           05
QSO: 28000 PH 2013-10-27 1453 SP8MRD        59           15 NN3W            59           05
QSO: 21000 PH 2013-10-27 1456 SP8MRD        59           15 EE2K            59           14
QSO: 21000 PH 2013-10-27 1457 SP8MRD        59           15 GM3F            59           14
QSO: 21000 PH 2013-10-27 1458 SP8MRD        59           15 SN7D            59           15
QSO: 21000 PH 2013-10-27 1459 SP8MRD        59           15 K3EST           59           03
QSO: 21000 PH 2013-10-27 1501 SP8MRD        59           15 IF9A            59           15
QSO: 21000 PH 2013-10-27 1502 SP8MRD        59           15 IB9T            59           15
QSO: 21000 PH 2013-10-27 1504 SP8MRD        59           15 YU1UN           59           15
QSO: 21000 PH 2013-10-27 1506 SP8MRD        59           15 II9P            59           15
QSO: 21000 PH 2013-10-27 1507 SP8MRD        59           15 N9RV            59           04
QSO: 21000 PH 2013-10-27 1507 SP8MRD        59           15 TM6M            59           14
QSO: 21000 PH 2013-10-27 1508 SP8MRD        59           15 ED9Z            59           33
QSO: 21000 PH 2013-10-27 1509 SP8MRD        59           15 GZ5Y            59           14
QSO: 21000 PH 2013-10-27 1511 SP8MRD        59           15 EA1KY           59           14
QSO: 21000 PH 2013-10-27 1514 SP8MRD        59           15 KL7RA           59           01
QSO: 21000 PH 2013-10-27 1521 SP8MRD        59           15 UA3QNS          59           16
QSO: 21000 PH 2013-10-27 1525 SP8MRD        59           15 9K2HN           59           21
QSO: 21000 PH 2013-10-27 1527 SP8MRD        59           15 P43A            59           09
QSO: 21000 PH 2013-10-27 1528 SP8MRD        59           15 TI5W            59           07
QSO: 21000 PH 2013-10-27 1530 SP8MRD        59           15 TM1O            59           14
QSO: 21000 PH 2013-10-27 1531 SP8MRD        59           15 TM1T            59           14
QSO: 21000 PH 2013-10-27 1533 SP8MRD        59           15 KD2RD           59           05
QSO: 21000 PH 2013-10-27 1534 SP8MRD        59           15 7Z1SJ           59           21
QSO: 21000 PH 2013-10-27 1535 SP8MRD        59           15 K9CT            59           04
QSO: 21000 PH 2013-10-27 1535 SP8MRD        59           15 K1LZ            59           05
QSO: 21000 PH 2013-10-27 1536 SP8MRD        59           15 KV0Q            59           04
QSO: 21000 PH 2013-10-27 1537 SP8MRD        59           15 KC1XX           59           05
QSO: 21000 PH 2013-10-27 1538 SP8MRD        59           15 IG9Y            59           33
QSO: 21000 PH 2013-10-27 1540 SP8MRD        59           15 VE7GL           59           03
QSO: 21000 PH 2013-10-27 1541 SP8MRD        59           15 EA7ATX          59           14
QSO: 21000 PH 2013-10-27 1541 SP8MRD        59           15 VE3EJ           59           04
QSO: 21000 PH 2013-10-27 1542 SP8MRD        59           15 DL5ZBA          59           14
QSO: 21000 PH 2013-10-27 1542 SP8MRD        59           15 PJ2T            59           09
QSO: 21000 PH 2013-10-27 1545 SP8MRD        59           15 HK1NA           59           09
QSO: 21000 PH 2013-10-27 1547 SP8MRD        59           15 D4C             59           35
QSO: 21000 PH 2013-10-27 1548 SP8MRD        59           15 EA3KT           59           14
QSO: 21000 PH 2013-10-27 1550 SP8MRD        59           15 GM0B            59           14
QSO: 21000 PH 2013-10-27 1553 SP8MRD        59           15 EE7Y            59           14
QSO: 21000 PH 2013-10-27 1555 SP8MRD        59           15 EA1FDI          59           14
QSO: 21000 PH 2013-10-27 1558 SP8MRD        59           15 VP5T            59           08
QSO: 21000 PH 2013-10-27 1559 SP8MRD        59           15 EF5T            59           14
QSO: 21000 PH 2013-10-27 1601 SP8MRD        59           15 WE3C            59           05
QSO: 21000 PH 2013-10-27 1601 SP8MRD        59           15 ED1R            59           14
QSO: 21000 PH 2013-10-27 1604 SP8MRD        59           15 ZS6TQ           59           38
QSO: 21000 PH 2013-10-27 1607 SP8MRD        59           15 VU2DK           59           22
QSO: 21000 PH 2013-10-27 1611 SP8MRD        59           15 YY2CAR          59           09
END-OF-LOG:
