START-OF-LOG: 3.0
CALLSIGN: W3UAS
CLUB: UNALLOCATED SPACE
CONTEST: CQ-WW-SSB
CATEGORY-OVERLAY: ROOKIE
CLAIMED-SCORE:
OPERATORS: KB3ZVN, K3CPK, KB3WOM
SOAPBOX: Station W3UAS Unallocated Space
NAME: COREY KOVAL K3CPK
CREATED-BY: N1MM Logger V13.6.1
LOCATION: MDC
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: TWO
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-ASSISTED: ASSISTED
CATEGORY-STATION: FIXED
QSO: 14201 PH 2013-10-26 0005 W3UAS        59	05  CQ3L    59	03  1
QSO: 14201 PH 2013-10-26 0006 W3UAS        59	05  CN3A    59	33 1
QSO: 14201 PH 2013-10-26 0008 W3UAS        59	05  CR3A    59	33 1
QSO: 14201 PH 2013-10-26 0009 W3UAS        59	05  VA7LL   59	14 1
QSO: 14260 PH 2013-10-26 0015 W3UAS        59	05  KP2M      	  59	08 1
QSO: 14286 PH 2013-10-26 0024 W3UAS        59	05  NP4G    	  59	08 1
QSO: 14311 PH 2013-10-26 0030 W3UAS        59	05  RU1A   	  59	16 1
QSO: 14335 PH 2013-10-26 0042 W3UAS        59	05  V31RL         59	07 1
QSO:  3795 PH 2013-10-26 0116 W3UAS        59	05  W8PR          59	04 1
QSO: 28419 PH 2013-10-26 0128 W3UAS        59	05  TO1A          59	09 1
QSO: 14348 PH 2013-10-26 0157 W3UAS        59	05  HC1JQ         59	10 1
QSO: 14340 PH 2013-10-26 0202 W3UAS        59	05  XE3/K5ENS     59	06 1
QSO: 14340 PH 2013-10-26 0204 W3UAS        59	05  EA7LL         59	14 1
QSO: 14313 PH 2013-10-26 0210 W3UAS        59	05  YU0T          59	15 1
QSO: 14306 PH 2013-10-26 0216 W3UAS        59	05  IR8C          59	15 1
QSO: 14301 PH 2013-10-26 0227 W3UAS        59	05  OH8X          59	16 1
QSO: 14320 PH 2013-10-26 0254 W3UAS        59	05  C4A           59	20 1
QSO:  7183 PH 2013-10-26 0316 W3UAS        59	05  DR1A          59	14 1
QSO: 14278 PH 2013-10-26 0424 W3UAS        59	05  D4C           59	35 1
QSO:  3759 PH 2013-10-26 0554 W3UAS        59	05  VE30I         59	04  1
QSO:  7126 PH 2013-10-26 0715 W3UAS        59	05  VE2IM         59	02  1
QSO:  7176 PH 2013-10-26 0739 W3UAS        59	05  8P5A          59	08  1
QSO: 14156 PH 2013-10-26 0818 W3UAS        59	05  W3LPL         59	05  1
QSO:  7207 PH 2013-10-26 0826 W3UAS        59	05  P49Y          59	09  1
QSO:  7190 PH 2013-10-26 0829 W3UAS        59	05  PV8DX         59	11 1
QSO:  7126 PH 2013-10-26 0838 W3UAS        59	05  VE2IM         59	02  1
QSO: 14262 PH 2013-10-26 1007 W3UAS        59	05  VK7DZ         59	30 1
QSO: 14221 PH 2013-10-26 1046 W3UAS        59	05  DK5QN         59	14 1
QSO: 14272 PH 2013-10-26 1302 W3UAS        59	05  9Y4D          59	09  1
QSO: 14230 PH 2013-10-26 1314 W3UAS        59	05  YE2R          59	28 1
QSO: 14323 PH 2013-10-26 1322 W3UAS        59	05  JA5FDJ        59	25 1
QSO: 14239 PH 2013-10-26 1335 W3UAS        59	05  J3A           59	08  1
QSO: 28537 PH 2013-10-26 1341 W3UAS        59	05  SN2B          59	15 1
QSO: 28275 PH 2013-10-26 1355 W3UAS        59	05  IK0RHS        59	15 1
QSO: 28832 PH 2013-10-26 1500 W3UAS        59	05  A73A          59	21 1
QSO: 28451 PH 2013-10-26 1516 W3UAS        59	05  CE1TT         59	12 1
QSO: 28381 PH 2013-10-26 1113 W3UAS        59	05  DR1A          59	14 1
QSO: 28391 PH 2013-10-26 1117 W3UAS        59	05  3Z2X          59	15 1
