START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ WW DX Contest Log 4.2
CONTEST: CQ-WW-SSB
CALLSIGN: K8RO
LOCATION: MI
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-TIME: 12-HOURS
CLAIMED-SCORE: 101019
OPERATORS: K8RO
NAME: Dale McGorman
SOAPBOX: First real effort on this contest, will be back next year.
QSO: 21329 PH 2013-10-26 0121 K8RO          59  04     LP1H          59  13     0
QSO: 14301 PH 2013-10-26 0248 K8RO          59  04     OH8X          59  15     0
QSO: 14281 PH 2013-10-26 0250 K8RO          59  04     OZ7X          59  14     0
QSO: 14340 PH 2013-10-26 0252 K8RO          59  04     ED8W          59  33     0
QSO: 14348 PH 2013-10-26 0256 K8RO          59  04     HC1JQ         59  10     0
QSO: 14305 PH 2013-10-26 0309 K8RO          59  04     PP1CZ         59  11     0
QSO: 14278 PH 2013-10-26 0335 K8RO          59  04     D4C           59  35     0
QSO: 14268 PH 2013-10-26 0342 K8RO          59  04     VE7WO         59  03     0
QSO: 14247 PH 2013-10-26 0344 K8RO          59  04     CN2R          59  33     0
QSO: 14249 PH 2013-10-26 0345 K8RO          59  04     II9P          59  15     0
QSO: 14308 PH 2013-10-26 0347 K8RO          59  04     ZP2W          59  11     0
QSO: 14195 PH 2013-10-26 0352 K8RO          59  04     KL7RA         59  01     0
QSO: 14243 PH 2013-10-26 0353 K8RO          59  04     PJ6A          59  08     0
QSO: 21356 PH 2013-10-26 1535 K8RO          59  04     S53MM         59  15     0
QSO: 28762 PH 2013-10-26 1614 K8RO          59  04     EA8EW         59  33     0
QSO: 28728 PH 2013-10-26 1617 K8RO          59  04     DH8BQA        59  14     0
QSO: 28524 PH 2013-10-26 1618 K8RO          59  04     IG9Y          59  33     0
QSO: 28342 PH 2013-10-26 1619 K8RO          59  04     9A1P          59  15     0
QSO: 28665 PH 2013-10-26 1620 K8RO          59  04     CQ3L          59  33     0
QSO: 28520 PH 2013-10-26 1630 K8RO          59  04     PJ4X          59  09     0
QSO: 28508 PH 2013-10-26 1630 K8RO          59  04     OE8Q          59  15     0
QSO: 28316 PH 2013-10-26 1631 K8RO          59  04     CU3AC         59  14     0
QSO: 28310 PH 2013-10-26 1642 K8RO          59  04     IZ4COW        59  15     0
QSO: 28314 PH 2013-10-26 1643 K8RO          59  04     CT1AOZ        59  14     0
QSO: 28934 PH 2013-10-26 1646 K8RO          59  04     ON5GQ         59  14     0
