START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: SV8/DK3SJ
CLAIMED-SCORE: 93896
CREATED-BY: UcxLog 7.31
OPERATORS: DK3SJ
NAME: Juergen Ulbricht
SOAPBOX: Started with interest to work WAZ, liked a lot 10 meters in best shape
SOAPBOX: Big traffic Big pleasure Thanks for looking for the complicate Call!
SOAPBOX: Thanks to all working now the results
SOAPBOX: Vy 73 from Eresos on Lesbos Island  Juergen
OFFTIME: 2013-10-26 2133 2013-10-27 0249
OFFTIME: 2013-10-27 1603 2013-10-27 1851
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO:  7000 PH 2013-10-26 0557 SV8/DK3SJ     59  20     IG9R          59  33     0
QSO:  7000 PH 2013-10-26 0602 SV8/DK3SJ     59  20     DP7D          59  14     0
QSO:  7000 PH 2013-10-26 0607 SV8/DK3SJ     59  20     DJ8UV         59  14     0
QSO:  7000 PH 2013-10-26 0612 SV8/DK3SJ     59  20     EW8DD         59  16     0
QSO: 28000 PH 2013-10-26 0646 SV8/DK3SJ     59  20     VU2RCT        59  22     0
QSO: 28000 PH 2013-10-26 0647 SV8/DK3SJ     59  20     A60A          59  21     0
QSO: 28000 PH 2013-10-26 0649 SV8/DK3SJ     59  20     SB0A          59  14     0
QSO: 28000 PH 2013-10-26 0715 SV8/DK3SJ     59  20     M0BJL         59  14     0
QSO: 28000 PH 2013-10-26 0717 SV8/DK3SJ     59  20     UN7JX         59  17     0
QSO: 28000 PH 2013-10-26 0723 SV8/DK3SJ     59  20     TM6M          59  14     0
QSO: 28000 PH 2013-10-26 0740 SV8/DK3SJ     59  20     DR1A          59  14     0
QSO: 28000 PH 2013-10-26 0838 SV8/DK3SJ     59  20     F6DZU         59  14     0
QSO: 28000 PH 2013-10-26 0849 SV8/DK3SJ     59  20     PA3AAV        59  14     0
QSO: 28000 PH 2013-10-26 0853 SV8/DK3SJ     59  20     A73A          59  21     0
QSO: 28000 PH 2013-10-26 0856 SV8/DK3SJ     59  20     YE1NZ         59  28     0
QSO: 28000 PH 2013-10-26 1140 SV8/DK3SJ     59  20     VY2TT         59  5      0
QSO: 28000 PH 2013-10-26 1141 SV8/DK3SJ     59  20     K1RM          59  05     0
QSO: 28000 PH 2013-10-26 1145 SV8/DK3SJ     59  20     7O2A          59  37     0
QSO: 28000 PH 2013-10-26 1153 SV8/DK3SJ     59  20     R2MA          59  16     0
QSO: 28000 PH 2013-10-26 1158 SV8/DK3SJ     59  20     K2LE          59  05     0
QSO: 28000 PH 2013-10-26 1203 SV8/DK3SJ     59  20     TO1A          59  09     0
QSO: 28000 PH 2013-10-26 1211 SV8/DK3SJ     59  20     K1WHS         59  05     0
QSO: 28000 PH 2013-10-26 1216 SV8/DK3SJ     59  20     EY8AR         59  17     0
QSO: 28000 PH 2013-10-26 1220 SV8/DK3SJ     59  20     K8AZ          59  04     0
QSO: 28000 PH 2013-10-26 1225 SV8/DK3SJ     59  20     PX2B          59  11     0
QSO: 28000 PH 2013-10-26 1228 SV8/DK3SJ     59  20     MU0GSY        59  14     0
QSO: 28000 PH 2013-10-26 1228 SV8/DK3SJ     59  20     OH2K          59  15     0
QSO: 28000 PH 2013-10-26 1233 SV8/DK3SJ     59  20     N1UR          59  05     0
QSO: 28000 PH 2013-10-26 1234 SV8/DK3SJ     59  20     PA2M          59  14     0
QSO: 28000 PH 2013-10-26 1237 SV8/DK3SJ     59  20     EI2CN         59  14     0
QSO: 28000 PH 2013-10-26 1238 SV8/DK3SJ     59  20     OZ5NJ         59  14     0
QSO: 28000 PH 2013-10-26 1239 SV8/DK3SJ     59  20     PI4M          59  14     0
QSO: 28000 PH 2013-10-26 1310 SV8/DK3SJ     59  20     K1RX          59  05     0
QSO: 28000 PH 2013-10-26 1311 SV8/DK3SJ     59  20     4K6FO         59  21     0
