START-OF-LOG: 3.0
CALLSIGN: SB0A
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: PORTABLE
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 358463
CLUB: None
LOCATION: DX
CREATED-BY: N1MM Logger V13.3.2
NAME: Mikael Karlsson
OPERATORS: SM0LPO
SOAPBOX: My radio was my ICOM IC-7000 mounted in my car
QSO: 14000 PH 2013-10-26 1319 SB0A          59  14     HA30S         59  15
QSO: 14000 PH 2013-10-26 1320 SB0A          59  14     JA3YBK        59  25
QSO: 14000 PH 2013-10-26 1321 SB0A          59  14     9A6A          59  15
QSO: 14000 PH 2013-10-26 1321 SB0A          59  14     F4FLQ         59  14
QSO: 14000 PH 2013-10-26 1322 SB0A          59  14     DR1A          59  14
QSO: 14000 PH 2013-10-26 1325 SB0A          59  14     EE5T          59  14
QSO: 14000 PH 2013-10-26 1327 SB0A          59  14     OE1SSS        59  15
QSO: 14000 PH 2013-10-26 1330 SB0A          59  14     RL3A          59  16
QSO: 14000 PH 2013-10-26 1331 SB0A          59  14     IK3UNA/1      59  15
QSO: 14000 PH 2013-10-26 1332 SB0A          59  14     HB30OK        59  14
QSO: 14000 PH 2013-10-26 1335 SB0A          59  14     OL5W          59  15
QSO: 14000 PH 2013-10-26 1337 SB0A          59  14     OT5A          59  14
QSO: 14000 PH 2013-10-26 1338 SB0A          59  14     RL9X          59  17
QSO: 14000 PH 2013-10-26 1339 SB0A          59  14     HB9LUG        59  14
QSO: 14000 PH 2013-10-26 1340 SB0A          59  14     RM3F          59  16
QSO: 14000 PH 2013-10-26 1341 SB0A          59  14     PI4M          59  14
QSO: 14000 PH 2013-10-26 1342 SB0A          59  14     DL1WA         59  14
QSO: 14000 PH 2013-10-26 1345 SB0A          59  14     M3W           59  14
QSO: 14000 PH 2013-10-26 1346 SB0A          59  14     9A2XW         59  15
QSO: 14000 PH 2013-10-26 1348 SB0A          59  14     PD7BZ         59  14
QSO: 14000 PH 2013-10-26 1349 SB0A          59  14     DF0AT         59  14
QSO: 14000 PH 2013-10-26 1353 SB0A          59  14     JR4OZR        59  25
QSO: 14000 PH 2013-10-26 1354 SB0A          59  14     F6DRP         59  14
QSO: 14000 PH 2013-10-26 1355 SB0A          59  14     UA1ZLN        59  16
QSO: 14000 PH 2013-10-26 1356 SB0A          59  14     OK1CRM        59  15
QSO: 14000 PH 2013-10-26 1358 SB0A          59  14     EA6XQ         59  14
QSO: 14000 PH 2013-10-26 1359 SB0A          59  14     EA2DNR        59  14
QSO: 14000 PH 2013-10-26 1400 SB0A          59  14     JE1ZWT        59  25
QSO: 21000 PH 2013-10-26 1402 SB0A          59  14     IK2CIO        59  15
QSO: 21000 PH 2013-10-26 1403 SB0A          59  14     YU5A          59  15
QSO: 21000 PH 2013-10-26 1405 SB0A          59  14     IK4TVP        59  15
QSO: 21000 PH 2013-10-26 1409 SB0A          59  14     EI9KC         59  14
QSO:  7000 PH 2013-10-26 1416 SB0A          59  14     PA5CA         59  14
QSO:  7000 PH 2013-10-26 1416 SB0A          59  14     OK1RZ         59  15
QSO:  7000 PH 2013-10-26 1417 SB0A          59  14     M4D           59  14
QSO:  7000 PH 2013-10-26 1421 SB0A          59  14     LZ9W          59  20
QSO:  7000 PH 2013-10-26 1422 SB0A          59  14     EI3HDR        59  14
QSO:  7000 PH 2013-10-26 1424 SB0A          59  14     EW8DD         59  16
QSO:  7000 PH 2013-10-26 1426 SB0A          59  14     TM1A          59  14
QSO:  3500 PH 2013-10-26 1428 SB0A          59  14     LY7A          59  15
QSO:  7000 PH 2013-10-26 1447 SB0A          59  14     RN0CT         59  19
QSO:  7000 PH 2013-10-26 1452 SB0A          59  14     OM0M          59  15
QSO:  7000 PH 2013-10-26 1454 SB0A          59  14     Z37M          59  15
QSO:  7000 PH 2013-10-26 1456 SB0A          59  14     IG9Y          59  33
QSO:  7000 PH 2013-10-26 1500 SB0A          59  14     PI4M          59  14
QSO:  7000 PH 2013-10-26 1502 SB0A          59  14     LA3BPA        59  14
QSO: 21000 PH 2013-10-26 1515 SB0A          59  14     N9NC          59  05
QSO: 21000 PH 2013-10-26 1516 SB0A          59  14     OE2S          59  15
QSO: 21000 PH 2013-10-26 1517 SB0A          59  14     GW0GEI        59  14
QSO: 21000 PH 2013-10-26 1520 SB0A          59  14     WE3C          59  05
QSO: 21000 PH 2013-10-26 1523 SB0A          59  14     SQ2PHG        59  15
QSO:  3500 PH 2013-10-26 1542 SB0A          59  14     DR1A          59  14
QSO:  3500 PH 2013-10-26 1548 SB0A          59  14     UT1KY         59  16
QSO:  3500 PH 2013-10-26 1555 SB0A          59  14     DM2AOC        59  14
QSO:  7000 PH 2013-10-26 1558 SB0A          59  14     PD1T          59  14
QSO: 14000 PH 2013-10-26 1603 SB0A          59  14     LX1HD         59  14
QSO: 14000 PH 2013-10-26 1605 SB0A          59  14     DF7LP         59  14
QSO: 14000 PH 2013-10-26 1607 SB0A          59  14     RT4D          59  16
QSO: 14000 PH 2013-10-26 1607 SB0A          59  14     EA6/S53R      59  14
QSO: 14000 PH 2013-10-26 1609 SB0A          59  14     EE3C          59  14
QSO: 14000 PH 2013-10-26 1611 SB0A          59  14     UA9FLK        59  17
QSO: 14000 PH 2013-10-26 1612 SB0A          59  14     DL2CC         59  14
QSO: 14000 PH 2013-10-26 1612 SB0A          59  14     EI3CTB        59  14
QSO: 14000 PH 2013-10-26 1614 SB0A          59  14     IV3UHL        59  15
QSO: 14000 PH 2013-10-26 1614 SB0A          59  14     OM5WW         59  15
QSO: 14000 PH 2013-10-26 1614 SB0A          59  14     I1TXD         59  15
QSO: 14000 PH 2013-10-26 1618 SB0A          59  14     YT2ISM        59  15
QSO: 14000 PH 2013-10-26 1621 SB0A          59  14     RT4F          59  16
QSO: 14000 PH 2013-10-26 1623 SB0A          59  14     YT7B          59  15
QSO: 14000 PH 2013-10-26 1625 SB0A          59  14     RM2U          59  16
QSO: 14000 PH 2013-10-26 1629 SB0A          59  14     UW5ZM         59  16
QSO: 14000 PH 2013-10-26 1630 SB0A          59  14     ED1R          59  14
QSO: 14000 PH 2013-10-26 1631 SB0A          59  14     R9AE          59  17
QSO: 14000 PH 2013-10-26 1632 SB0A          59  14     RN3F          59  16
QSO: 14000 PH 2013-10-26 1633 SB0A          59  14     RK3DXW        59  16
QSO: 14000 PH 2013-10-26 1638 SB0A          59  14     4L0A          59  21
QSO: 14000 PH 2013-10-26 1639 SB0A          59  14     PI4YLC        59  14
QSO: 14000 PH 2013-10-26 1640 SB0A          59  14     LZ5R          59  20
QSO: 14000 PH 2013-10-26 1642 SB0A          59  14     UR7R          59  16
QSO: 14000 PH 2013-10-26 1643 SB0A          59  14     YT2AAA        59  15
QSO: 14000 PH 2013-10-26 1644 SB0A          59  14     RA3RGD        59  16
QSO: 14000 PH 2013-10-26 1646 SB0A          59  14     EA2KR         59  14
QSO: 14000 PH 2013-10-26 1646 SB0A          59  14     YT8A          59  15
QSO: 14000 PH 2013-10-26 1647 SB0A          59  14     UT1AA         59  16
QSO: 14000 PH 2013-10-26 1648 SB0A          59  14     Z35W          59  15
QSO: 14000 PH 2013-10-26 1648 SB0A          59  14     GM0B          59  14
QSO: 14000 PH 2013-10-26 1650 SB0A          59  14     M0PAI         59  14
QSO: 14000 PH 2013-10-26 1658 SB0A          59  14     YO3APJ        59  20
QSO: 14000 PH 2013-10-26 1700 SB0A          59  14     IQ1TW         59  15
QSO: 14000 PH 2013-10-26 1701 SB0A          59  14     G2F           59  14
QSO: 14000 PH 2013-10-26 1702 SB0A          59  14     EA2LMI        59  14
QSO: 14000 PH 2013-10-26 1704 SB0A          59  14     HA7A          59  15
QSO: 14000 PH 2013-10-26 1705 SB0A          59  14     EE5C          59  14
QSO: 14000 PH 2013-10-26 1706 SB0A          59  14     DL5MEW        59  14
QSO: 14000 PH 2013-10-26 1707 SB0A          59  14     YT6T          59  15
QSO: 14000 PH 2013-10-26 1708 SB0A          59  14     Z35BY         59  15
QSO:  3500 PH 2013-10-26 1710 SB0A          59  14     EW8OG         59  16
QSO:  3500 PH 2013-10-26 1711 SB0A          59  14     OK1FPS        59  15
QSO:  3500 PH 2013-10-26 1712 SB0A          59  14     OL3R          59  15
QSO:  3500 PH 2013-10-26 1713 SB0A          59  14     F5BEG         59  14
QSO:  3500 PH 2013-10-26 1717 SB0A          59  14     OT5A          59  14
QSO:  3500 PH 2013-10-26 1721 SB0A          59  14     LY2T          59  15
QSO:  3500 PH 2013-10-26 1732 SB0A          59  14     SQ2NNN        59  15
QSO:  3500 PH 2013-10-26 1732 SB0A          59  14     DL5YM         59  14
QSO:  3500 PH 2013-10-26 1733 SB0A          59  14     LY2K          59  15
QSO:  3500 PH 2013-10-26 1756 SB0A          59  14     YU7U          59  15
QSO:  3500 PH 2013-10-26 1759 SB0A          59  14     EA3GHZ        59  14
QSO:  3500 PH 2013-10-26 1800 SB0A          59  14     SI9AM         59  14
QSO:  3500 PH 2013-10-26 1803 SB0A          59  14     LA5FBA        59  14
QSO:  3500 PH 2013-10-26 1804 SB0A          59  14     OL4W          59  15
QSO:  3500 PH 2013-10-26 1808 SB0A          59  14     IV3CNZ        59  15
QSO:  3500 PH 2013-10-26 1811 SB0A          59  14     RF9C          59  17
QSO:  3500 PH 2013-10-26 1813 SB0A          59  14     UT2PX         59  16
QSO:  3500 PH 2013-10-26 1814 SB0A          59  14     PI4M          59  14
QSO: 14000 PH 2013-10-26 1819 SB0A          59  14     YT3M          59  15
QSO: 14000 PH 2013-10-26 1819 SB0A          59  14     IZ2DPX        59  15
QSO: 14000 PH 2013-10-26 1820 SB0A          59  14     ED5O          59  14
QSO: 14000 PH 2013-10-26 1825 SB0A          59  14     D4C           59  35
QSO: 14000 PH 2013-10-26 1826 SB0A          59  14     IR2L          59  15
QSO: 14000 PH 2013-10-26 1828 SB0A          59  14     HB9H          59  14
QSO: 14000 PH 2013-10-26 1831 SB0A          59  14     ZM1G          59  32
QSO: 14000 PH 2013-10-26 1832 SB0A          59  14     JA5FDJ        59  25
QSO: 14000 PH 2013-10-26 1835 SB0A          59  14     IZ2SNY        59  15
QSO: 14000 PH 2013-10-26 1836 SB0A          59  14     F4FFH         59  14
QSO: 14000 PH 2013-10-26 1838 SB0A          59  14     IQ1CN         59  15
QSO:  7000 PH 2013-10-26 1841 SB0A          59  14     UA5B          59  16
QSO:  7000 PH 2013-10-26 1844 SB0A          59  14     JA5FDJ        59  25
QSO:  7000 PH 2013-10-26 1845 SB0A          59  14     S51CK         59  15
QSO:  7000 PH 2013-10-26 1850 SB0A          59  14     RW0A          59  18
QSO:  7000 PH 2013-10-26 1850 SB0A          59  14     RF9C          59  17
QSO:  7000 PH 2013-10-26 1854 SB0A          59  14     SP9KR         59  15
QSO:  7000 PH 2013-10-26 1854 SB0A          59  14     S53EA         59  15
QSO:  7000 PH 2013-10-26 1854 SB0A          59  14     OK1C          59  15
QSO:  3500 PH 2013-10-27 0549 SB0A          59  14     GM2T          59  14
QSO:  3500 PH 2013-10-27 0551 SB0A          59  14     DM5TI         59  14
QSO:  3500 PH 2013-10-27 0552 SB0A          59  14     PI4COM        59  14
QSO:  3500 PH 2013-10-27 0553 SB0A          59  14     DJ8UV         59  14
QSO:  3500 PH 2013-10-27 0554 SB0A          59  14     LN8W          59  14
QSO:  3500 PH 2013-10-27 0558 SB0A          59  14     HB9ZZ         59  14
QSO:  3500 PH 2013-10-27 0600 SB0A          59  14     GW3NAS        59  14
QSO:  3500 PH 2013-10-27 0601 SB0A          59  14     DK7CH         59  14
QSO:  3500 PH 2013-10-27 0602 SB0A          59  14     EI4KF         59  14
QSO:  3500 PH 2013-10-27 0603 SB0A          59  14     ED1R          59  14
QSO:  3500 PH 2013-10-27 0605 SB0A          59  14     GM2V          59  14
QSO:  3500 PH 2013-10-27 0606 SB0A          59  14     OK2GU         59  15
QSO:  3500 PH 2013-10-27 0607 SB0A          59  14     HB9H          59  14
QSO:  3500 PH 2013-10-27 0610 SB0A          59  14     K3LR          59  05
QSO:  3500 PH 2013-10-27 0610 SB0A          59  14     ON4GI         59  14
QSO:  3500 PH 2013-10-27 0611 SB0A          59  14     TM6M          59  14
QSO:  3500 PH 2013-10-27 0614 SB0A          59  14     OK1KZ         59  15
QSO:  3500 PH 2013-10-27 0616 SB0A          59  14     TM7F          59  14
QSO:  3500 PH 2013-10-27 0617 SB0A          59  14     CR2X          59  14
QSO:  3500 PH 2013-10-27 0621 SB0A          59  14     PA8F          59  14
QSO:  3500 PH 2013-10-27 0622 SB0A          59  14     S51DX         59  15
QSO:  7000 PH 2013-10-27 0627 SB0A          59  14     SP5VYI        59  15
QSO:  7000 PH 2013-10-27 0629 SB0A          59  14     ES9C          59  15
QSO:  7000 PH 2013-10-27 0630 SB0A          59  14     OH8L          59  15
QSO:  7000 PH 2013-10-27 0631 SB0A          59  14     DL5MEV        59  14
QSO:  7000 PH 2013-10-27 0632 SB0A          59  14     OT5A          59  14
QSO:  7000 PH 2013-10-27 0634 SB0A          59  14     GM0B          59  14
QSO:  7000 PH 2013-10-27 0635 SB0A          59  14     OH8X          59  15
QSO:  7000 PH 2013-10-27 0638 SB0A          59  14     OK7O          59  15
QSO:  7000 PH 2013-10-27 0638 SB0A          59  14     YT7A          59  15
QSO:  7000 PH 2013-10-27 0640 SB0A          59  14     W3LPL         59  05
QSO:  7000 PH 2013-10-27 0641 SB0A          59  14     IR2L          59  15
QSO:  7000 PH 2013-10-27 0642 SB0A          59  14     DL0CS         59  14
QSO:  7000 PH 2013-10-27 0643 SB0A          59  14     OK1WCF        59  15
QSO:  7000 PH 2013-10-27 0645 SB0A          59  14     DL9NEI        59  14
QSO:  7000 PH 2013-10-27 0646 SB0A          59  14     SK3W          59  14
QSO:  7000 PH 2013-10-27 0647 SB0A          59  14     F4FET         59  14
QSO:  7000 PH 2013-10-27 0650 SB0A          59  14     UI2K          59  15
QSO:  7000 PH 2013-10-27 0651 SB0A          59  14     G9V           59  14
QSO:  7000 PH 2013-10-27 0653 SB0A          59  14     UT3WX         59  16
QSO:  7000 PH 2013-10-27 0653 SB0A          59  14     DL3EA         59  14
QSO:  7000 PH 2013-10-27 0656 SB0A          59  14     SP3PWL        59  15
QSO:  7000 PH 2013-10-27 0659 SB0A          59  14     HK1NA         59  09
QSO:  7000 PH 2013-10-27 0700 SB0A          59  14     YT8WW         59  15
QSO:  7000 PH 2013-10-27 0702 SB0A          59  14     G4IIY         59  14
QSO:  3500 PH 2013-10-27 0707 SB0A          59  14     GM6NX         59  14
QSO: 28000 PH 2013-10-27 0712 SB0A          59  14     UP0L          59  17
QSO: 28000 PH 2013-10-27 0713 SB0A          59  14     JR3HZW        59  25
QSO: 28000 PH 2013-10-27 0713 SB0A          59  14     RA0UBI        59  18
QSO: 28000 PH 2013-10-27 0722 SB0A          59  14     RK0UT         59  18
QSO: 21000 PH 2013-10-27 0732 SB0A          59  14     JE4CIL        59  25
QSO: 21000 PH 2013-10-27 0734 SB0A          59  14     YO8PS         59  20
QSO: 21000 PH 2013-10-27 0734 SB0A          59  14     RW3SK         59  16
QSO: 21000 PH 2013-10-27 0735 SB0A          59  14     YO2LXW        59  20
QSO: 21000 PH 2013-10-27 0736 SB0A          59  14     UT7CA         59  16
QSO: 21000 PH 2013-10-27 0738 SB0A          59  14     IR5A          59  15
QSO: 21000 PH 2013-10-27 0740 SB0A          59  14     YO4RST        59  20
QSO: 21000 PH 2013-10-27 0742 SB0A          59  14     LZ9W          59  20
QSO: 21000 PH 2013-10-27 0743 SB0A          59  14     JA7YRR        59  25
QSO: 21000 PH 2013-10-27 0744 SB0A          59  14     9A9A          59  15
QSO: 21000 PH 2013-10-27 0745 SB0A          59  14     P33W          59  20
QSO: 21000 PH 2013-10-27 0746 SB0A          59  14     YU5R          59  15
QSO: 21000 PH 2013-10-27 0747 SB0A          59  14     LZ1VVD        59  20
QSO: 21000 PH 2013-10-27 0747 SB0A          59  14     IR2L          59  15
QSO: 21000 PH 2013-10-27 0748 SB0A          59  14     HA3OU         59  15
QSO: 21000 PH 2013-10-27 0749 SB0A          59  14     SX2I          59  20
QSO: 21000 PH 2013-10-27 0751 SB0A          59  14     YU1VG         59  15
QSO: 21000 PH 2013-10-27 0752 SB0A          59  14     RA9UGU        59  18
QSO: 21000 PH 2013-10-27 0753 SB0A          59  14     S52LW         59  15
QSO: 21000 PH 2013-10-27 0754 SB0A          59  14     9A6IND        59  15
QSO: 21000 PH 2013-10-27 0757 SB0A          59  14     YM3KM         59  20
QSO: 21000 PH 2013-10-27 0757 SB0A          59  14     LZ5R          59  20
QSO: 21000 PH 2013-10-27 0759 SB0A          59  14     II9K          59  15
QSO: 21000 PH 2013-10-27 0801 SB0A          59  14     R0AA          59  18
QSO: 21000 PH 2013-10-27 0802 SB0A          59  14     P3N           59  20
QSO: 21000 PH 2013-10-27 0804 SB0A          59  14     IW2HAJ        59  15
QSO: 21000 PH 2013-10-27 0805 SB0A          59  14     9K2HN         59  21
QSO: 21000 PH 2013-10-27 0806 SB0A          59  14     YP10KQT       59  20
QSO: 21000 PH 2013-10-27 0809 SB0A          59  14     IR4X          59  15
QSO: 21000 PH 2013-10-27 0811 SB0A          59  14     RO4I          59  16
QSO: 21000 PH 2013-10-27 0812 SB0A          59  14     CQ3L          59  33
QSO: 21000 PH 2013-10-27 0812 SB0A          59  14     RA3SI         59  16
QSO: 21000 PH 2013-10-27 0816 SB0A          59  14     UA5B          59  16
QSO: 21000 PH 2013-10-27 0817 SB0A          59  14     YR8D          59  20
QSO: 21000 PH 2013-10-27 0818 SB0A          59  14     RA9ST         59  16
QSO: 21000 PH 2013-10-27 0819 SB0A          59  14     SX5P          59  20
QSO: 21000 PH 2013-10-27 0822 SB0A          59  14     YT4B          59  15
QSO: 21000 PH 2013-10-27 0824 SB0A          59  14     2E0FPC        59  14
QSO: 21000 PH 2013-10-27 0825 SB0A          59  14     YU1UN         59  15
QSO: 21000 PH 2013-10-27 0827 SB0A          59  14     UX4E          59  16
QSO: 21000 PH 2013-10-27 0828 SB0A          59  14     RA9Y          59  18
QSO: 21000 PH 2013-10-27 0832 SB0A          59  14     IT9BDM        59  15
QSO: 21000 PH 2013-10-27 0834 SB0A          59  14     RM5A          59  16
QSO: 21000 PH 2013-10-27 0835 SB0A          59  14     R3BA          59  16
QSO: 21000 PH 2013-10-27 0837 SB0A          59  14     UA4NCI        59  16
QSO: 21000 PH 2013-10-27 0841 SB0A          59  14     CN2R          59  33
QSO: 21000 PH 2013-10-27 0841 SB0A          59  14     HA6NL         59  15
QSO: 21000 PH 2013-10-27 0849 SB0A          59  14     B9/BY9GA      59  23
QSO: 21000 PH 2013-10-27 0850 SB0A          59  14     EA1FDI        59  14
QSO: 21000 PH 2013-10-27 0851 SB0A          59  14     LZ1ND         59  20
QSO: 21000 PH 2013-10-27 0853 SB0A          59  14     RX3VF         59  16
QSO: 21000 PH 2013-10-27 0854 SB0A          59  14     S51I          59  15
QSO: 21000 PH 2013-10-27 0854 SB0A          59  14     YU1EL         59  15
QSO: 21000 PH 2013-10-27 0855 SB0A          59  14     IV3DLW/P      59  15
QSO: 21000 PH 2013-10-27 0855 SB0A          59  14     YO6LA         59  20
QSO: 21000 PH 2013-10-27 0858 SB0A          59  14     HA6VB         59  15
QSO: 21000 PH 2013-10-27 0858 SB0A          59  14     G4CXQ         59  14
QSO: 21000 PH 2013-10-27 0859 SB0A          59  14     UR6IJ         59  16
QSO: 21000 PH 2013-10-27 0901 SB0A          59  14     IS0GRB        59  15
QSO: 21000 PH 2013-10-27 0902 SB0A          59  14     ER5DX         59  16
QSO: 21000 PH 2013-10-27 0903 SB0A          59  14     TC2BC         59  20
QSO: 21000 PH 2013-10-27 0904 SB0A          59  14     GM6NX         59  14
QSO: 21000 PH 2013-10-27 0912 SB0A          59  14     G8DX          59  14
QSO: 21000 PH 2013-10-27 0913 SB0A          59  14     OM1DK         59  15
QSO: 21000 PH 2013-10-27 0915 SB0A          59  14     RW4NJ         59  16
QSO: 21000 PH 2013-10-27 0917 SB0A          59  14     YT6T          59  15
QSO: 21000 PH 2013-10-27 0918 SB0A          59  14     UA4M          59  16
QSO: 21000 PH 2013-10-27 0919 SB0A          59  14     M7O           59  14
QSO: 14000 PH 2013-10-27 0922 SB0A          59  14     TM1A          59  14
QSO: 14000 PH 2013-10-27 0923 SB0A          59  14     G3B           59  14
QSO: 14000 PH 2013-10-27 0925 SB0A          59  14     M0UTD         59  14
QSO: 14000 PH 2013-10-27 0926 SB0A          59  14     DR3W          59  14
QSO: 14000 PH 2013-10-27 0927 SB0A          59  14     EA2EA         59  14
QSO: 14000 PH 2013-10-27 0927 SB0A          59  14     IB1B          59  15
QSO: 14000 PH 2013-10-27 0927 SB0A          59  14     DL0LK         59  14
QSO: 14000 PH 2013-10-27 0928 SB0A          59  14     I2MQP         59  15
QSO: 14000 PH 2013-10-27 0928 SB0A          59  14     ED5N          59  14
QSO: 14000 PH 2013-10-27 0929 SB0A          59  14     F4CUO         59  14
QSO: 14000 PH 2013-10-27 0929 SB0A          59  14     DB7LG         59  14
QSO: 14000 PH 2013-10-27 0929 SB0A          59  14     PB0AMU        59  14
QSO: 14000 PH 2013-10-27 0930 SB0A          59  14     IQ2DP         59  15
QSO: 14000 PH 2013-10-27 0930 SB0A          59  14     DG8HJ         59  14
QSO: 14000 PH 2013-10-27 0931 SB0A          59  14     DL9OHA        59  14
QSO: 14000 PH 2013-10-27 0932 SB0A          59  14     YL5W          59  15
QSO: 14000 PH 2013-10-27 0934 SB0A          59  14     DJ7WW         59  14
QSO: 14000 PH 2013-10-27 0938 SB0A          59  14     YP0C          59  20
QSO: 14000 PH 2013-10-27 0939 SB0A          59  14     LA1J          59  14
QSO: 28000 PH 2013-10-27 0942 SB0A          59  14     EA2VE         59  14
QSO: 28000 PH 2013-10-27 0946 SB0A          59  14     RT6A          59  16
QSO: 28000 PH 2013-10-27 0947 SB0A          59  14     EA6XQ         59  14
QSO: 28000 PH 2013-10-27 0948 SB0A          59  14     IR8C          59  15
QSO: 28000 PH 2013-10-27 0950 SB0A          59  14     LZ7O          59  20
QSO: 28000 PH 2013-10-27 0957 SB0A          59  14     IK8SDA        59  15
QSO: 28000 PH 2013-10-27 0958 SB0A          59  14     CS2P          59  14
QSO: 28000 PH 2013-10-27 0958 SB0A          59  14     TF3AO         59  40
QSO: 28000 PH 2013-10-27 1000 SB0A          59  14     R9XV          59  17
QSO: 28000 PH 2013-10-27 1024 SB0A          59  14     RV9CBW        59  17
QSO: 28000 PH 2013-10-27 1026 SB0A          59  14     EA1PP         59  14
QSO: 28000 PH 2013-10-27 1027 SB0A          59  14     IW7EGQ        59  15
QSO: 28000 PH 2013-10-27 1028 SB0A          59  14     RA4I          59  16
QSO: 28000 PH 2013-10-27 1029 SB0A          59  14     SV1JG         59  20
QSO: 28000 PH 2013-10-27 1031 SB0A          59  14     IS0ANU        59  15
QSO: 28000 PH 2013-10-27 1031 SB0A          59  14     RX0SA         59  18
QSO: 28000 PH 2013-10-27 1032 SB0A          59  14     IZ8FBU        59  15
QSO: 28000 PH 2013-10-27 1034 SB0A          59  14     IS0/DL5RDP    59  15
QSO: 28000 PH 2013-10-27 1036 SB0A          59  14     EB1RL         59  14
QSO: 28000 PH 2013-10-27 1036 SB0A          59  14     TA1ED         59  20
QSO: 28000 PH 2013-10-27 1037 SB0A          59  14     DH8BQA        59  14
QSO: 28000 PH 2013-10-27 1043 SB0A          59  14     RT7T          59  16
QSO: 28000 PH 2013-10-27 1044 SB0A          59  14     NH2T          59  27
QSO: 28000 PH 2013-10-27 1048 SB0A          59  14     EI8GS         59  14
QSO: 28000 PH 2013-10-27 1049 SB0A          59  14     UA0WW         59  18
QSO: 28000 PH 2013-10-27 1050 SB0A          59  14     Z39A          59  15
QSO: 28000 PH 2013-10-27 1052 SB0A          59  14     RZ9JZ         59  17
QSO: 28000 PH 2013-10-27 1054 SB0A          59  14     F4EZJ         59  14
QSO: 28000 PH 2013-10-27 1055 SB0A          59  14     ED7T          59  14
QSO: 28000 PH 2013-10-27 1057 SB0A          59  14     R9FA          59  17
QSO: 28000 PH 2013-10-27 1058 SB0A          59  14     EA1CCM        59  14
QSO: 28000 PH 2013-10-27 1059 SB0A          59  14     EA7AAF        59  14
QSO: 28000 PH 2013-10-27 1100 SB0A          59  14     EA3GM         59  14
QSO: 28000 PH 2013-10-27 1105 SB0A          59  14     CT1FHL        59  14
QSO: 28000 PH 2013-10-27 1106 SB0A          59  14     VE1OP         59  05
QSO: 28000 PH 2013-10-27 1110 SB0A          59  14     EA1DR         59  14
QSO: 28000 PH 2013-10-27 1115 SB0A          59  14     CN3A          59  33
QSO: 28000 PH 2013-10-27 1115 SB0A          59  14     CT7ABG        59  14
QSO: 28000 PH 2013-10-27 1119 SB0A          59  14     SV1PMR        59  20
QSO: 28000 PH 2013-10-27 1120 SB0A          59  14     EA7KB         59  14
QSO: 28000 PH 2013-10-27 1124 SB0A          59  14     RN9CM         59  17
QSO: 28000 PH 2013-10-27 1126 SB0A          59  14     H2T           59  20
QSO: 28000 PH 2013-10-27 1126 SB0A          59  14     ED1B          59  14
QSO: 28000 PH 2013-10-27 1128 SB0A          59  14     IT9LKX        59  15
QSO: 28000 PH 2013-10-27 1129 SB0A          59  14     TA7OM         59  20
QSO: 21000 PH 2013-10-27 1133 SB0A          59  14     CR6P          59  14
QSO: 21000 PH 2013-10-27 1134 SB0A          59  14     TM2T          59  14
QSO: 21000 PH 2013-10-27 1140 SB0A          59  14     S57C          59  15
QSO: 21000 PH 2013-10-27 1141 SB0A          59  14     N3RR          59  05
QSO: 21000 PH 2013-10-27 1145 SB0A          59  14     NA2U          59  05
QSO: 21000 PH 2013-10-27 1147 SB0A          59  14     S54ZZ         59  15
QSO: 21000 PH 2013-10-27 1152 SB0A          59  14     A71BX         59  21
QSO: 21000 PH 2013-10-27 1152 SB0A          59  14     UA9XF         59  17
QSO: 21000 PH 2013-10-27 1155 SB0A          59  14     K8AZ          59  04
QSO: 21000 PH 2013-10-27 1155 SB0A          59  14     RF9C          59  17
QSO: 21000 PH 2013-10-27 1155 SB0A          59  14     HB9H          59  14
QSO: 21000 PH 2013-10-27 1159 SB0A          59  14     HA3DX         59  15
QSO: 21000 PH 2013-10-27 1200 SB0A          59  14     NN3W          59  05
QSO: 21000 PH 2013-10-27 1202 SB0A          59  14     K5ZD          59  05
QSO: 21000 PH 2013-10-27 1203 SB0A          59  14     TC90A         59  20
QSO: 21000 PH 2013-10-27 1205 SB0A          59  14     NW2K          59  05
QSO: 21000 PH 2013-10-27 1207 SB0A          59  14     N2RJ          59  05
QSO: 21000 PH 2013-10-27 1208 SB0A          59  14     KQ2M          59  05
QSO: 21000 PH 2013-10-27 1211 SB0A          59  14     7Z1SJ         59  21
QSO: 21000 PH 2013-10-27 1214 SB0A          59  14     K3LR          59  05
QSO: 21000 PH 2013-10-27 1215 SB0A          59  14     UR0EF         59  16
QSO: 21000 PH 2013-10-27 1216 SB0A          59  14     UA3RN         59  16
QSO: 21000 PH 2013-10-27 1217 SB0A          59  14     VK3IM         59  30
QSO: 21000 PH 2013-10-27 1218 SB0A          59  14     P43A          59  09
QSO: 21000 PH 2013-10-27 1218 SB0A          59  14     GJ2A          59  14
QSO: 21000 PH 2013-10-27 1221 SB0A          59  14     IO4W          59  15
QSO: 21000 PH 2013-10-27 1223 SB0A          59  14     VE3AAQ        59  04
QSO: 21000 PH 2013-10-27 1224 SB0A          59  14     CR5T          59  14
