START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.10.0
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: CN2AA
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 30438390
OPERATORS: UA2FB UA2FF RN2FA R3FA RK7A RL3FT UA3ASZ RK3AD RA3ATX RU3RQ RV3MA
QSO: 14245 PH 2013-10-26 0031 CN2AA         59  33     K3WSX         59  05     0
QSO: 14245 PH 2013-10-26 0031 CN2AA         59  33     K2ZR          59  05     0
QSO: 14245 PH 2013-10-26 0031 CN2AA         59  33     N3YW          59  05     0
QSO: 14245 PH 2013-10-26 0031 CN2AA         59  33     KB3Z          59  05     0
QSO:  3657 PH 2013-10-26 0032 CN2AA         59  33     OM3ZWA        59  15     1
QSO: 14245 PH 2013-10-26 0032 CN2AA         59  33     W3UM          59  05     0
QSO: 14245 PH 2013-10-26 0032 CN2AA         59  33     N0MA          59  04     0
QSO:  3664 PH 2013-10-26 0032 CN2AA         59  33     UT2PX         59  16     1
QSO:  1842 PH 2013-10-26 0033 CN2AA         59  33     HK1NA         59  09     1
QSO: 14245 PH 2013-10-26 0033 CN2AA         59  33     N3DIR         59  05     0
QSO: 14245 PH 2013-10-26 0034 CN2AA         59  33     W1NSK         59  05     0
QSO: 14245 PH 2013-10-26 0034 CN2AA         59  33     N0RZK         59  04     0
QSO: 14245 PH 2013-10-26 0034 CN2AA         59  33     KE3CT         59  05     0
QSO: 14245 PH 2013-10-26 0034 CN2AA         59  33     N8OQQ         59  04     0
QSO:  1865 PH 2013-10-26 0034 CN2AA         59  33     D4C           59  35     1
QSO: 14245 PH 2013-10-26 0034 CN2AA         59  33     W7NAT         59  03     0
QSO: 14245 PH 2013-10-26 0035 CN2AA         59  33     N5PCE         59  05     0
QSO: 14245 PH 2013-10-26 0035 CN2AA         59  33     AD7SF         59  03     0
QSO: 14245 PH 2013-10-26 0036 CN2AA         59  33     K6HNZ         59  03     0
QSO: 14245 PH 2013-10-26 0036 CN2AA         59  33     W6VAR         59  03     0
QSO: 14245 PH 2013-10-26 0037 CN2AA         59  33     KB3PXZ        59  05     0
QSO:  1902 PH 2013-10-26 0037 CN2AA         59  33     OH6MW         59  15     1
QSO: 14245 PH 2013-10-26 0037 CN2AA         59  33     NM2O          59  05     0
QSO: 14245 PH 2013-10-26 0037 CN2AA         59  33     VE7PCH        59  03     0
QSO: 14245 PH 2013-10-26 0038 CN2AA         59  33     N3ZRA         59  05     0
QSO: 14245 PH 2013-10-26 0038 CN2AA         59  33     N3TB          59  05     0
QSO: 14245 PH 2013-10-26 0039 CN2AA         59  33     W6YX          59  03     0
QSO: 14245 PH 2013-10-26 0039 CN2AA         59  33     KB3VMR        59  05     0
QSO: 14245 PH 2013-10-26 0039 CN2AA         59  33     KD0QEA        59  04     0
QSO: 14245 PH 2013-10-26 0039 CN2AA         59  33     W4IOW         59  05     0
QSO: 14245 PH 2013-10-26 0039 CN2AA         59  33     VE3MNE        59  04     0
QSO: 14245 PH 2013-10-26 0040 CN2AA         59  33     AC3RK         59  05     0
QSO: 14245 PH 2013-10-26 0041 CN2AA         59  33     K4QVG         59  05     0
QSO: 14245 PH 2013-10-26 0041 CN2AA         59  33     W8KRZ         59  05     0
QSO: 14245 PH 2013-10-26 0042 CN2AA         59  33     K6OO          59  03     0
QSO: 14245 PH 2013-10-26 0042 CN2AA         59  33     VA3MTT        59  04     0
QSO: 14245 PH 2013-10-26 0044 CN2AA         59  33     K3OQ          59  05     0
QSO: 14245 PH 2013-10-26 0044 CN2AA         59  33     VE3TW         59  04     0
QSO: 14245 PH 2013-10-26 0045 CN2AA         59  33     K6WG          59  03     0
QSO: 14245 PH 2013-10-26 0045 CN2AA         59  33     VE3UZ         59  04     0
QSO: 14245 PH 2013-10-26 0045 CN2AA         59  33     VE5PV         59  04     0
QSO: 14245 PH 2013-10-26 0045 CN2AA         59  33     W5RWF         59  04     0
QSO: 14245 PH 2013-10-26 0046 CN2AA         59  33     VE7WY         59  03     0
QSO: 14245 PH 2013-10-26 0046 CN2AA         59  33     W3KB          59  05     0
QSO: 14245 PH 2013-10-26 0046 CN2AA         59  33     KF4ZS         59  05     0
QSO: 14245 PH 2013-10-26 0046 CN2AA         59  33     K3ZO          59  05     0
QSO: 14245 PH 2013-10-26 0046 CN2AA         59  33     K0USA         59  04     0
QSO: 14245 PH 2013-10-26 0047 CN2AA         59  33     KP4TN         59  08     0
QSO: 14245 PH 2013-10-26 0047 CN2AA         59  33     W2RDM         59  05     0
QSO: 14245 PH 2013-10-26 0047 CN2AA         59  33     W1QK          59  05     0
QSO: 14245 PH 2013-10-26 0047 CN2AA         59  33     W3DA          59  05     0
QSO:  3709 PH 2013-10-26 0047 CN2AA         59  33     KP4KE         59  08     1
QSO: 14245 PH 2013-10-26 0047 CN2AA         59  33     K2SI          59  05     0
QSO: 14245 PH 2013-10-26 0048 CN2AA         59  33     K3SU          59  05     0
QSO: 14245 PH 2013-10-26 0048 CN2AA         59  33     VP5T          59  08     0
QSO: 14245 PH 2013-10-26 0048 CN2AA         59  33     KG4URP        59  05     0
QSO: 14245 PH 2013-10-26 0048 CN2AA         59  33     N3EN          59  05     0
QSO:  3734 PH 2013-10-26 0048 CN2AA         59  33     OK5D          59  15     1
QSO: 14245 PH 2013-10-26 0049 CN2AA         59  33     K0WIU         59  04     0
QSO: 14245 PH 2013-10-26 0049 CN2AA         59  33     KK4OA         59  05     0
QSO: 14245 PH 2013-10-26 0050 CN2AA         59  33     W4JNC         59  05     0
QSO:  3720 PH 2013-10-26 0050 CN2AA         59  33     9A8M          59  15     1
QSO:  3669 PH 2013-10-26 0050 CN2AA         59  33     LY7Z          59  15     1
QSO: 14245 PH 2013-10-26 0050 CN2AA         59  33     K3LR          59  05     0
QSO: 14245 PH 2013-10-26 0051 CN2AA         59  33     K3MD          59  05     0
QSO: 14245 PH 2013-10-26 0051 CN2AA         59  33     KF7MKR        59  03     0
QSO: 14245 PH 2013-10-26 0052 CN2AA         59  33     N3MK          59  05     0
QSO:  3717 PH 2013-10-26 0052 CN2AA         59  33     OZ5E          59  14     1
QSO: 14245 PH 2013-10-26 0052 CN2AA         59  33     VA3VU         59  04     0
QSO: 14245 PH 2013-10-26 0052 CN2AA         59  33     N8II          59  05     0
QSO:  3662 PH 2013-10-26 0053 CN2AA         59  33     EA1AZ         59  14     1
QSO: 14245 PH 2013-10-26 0053 CN2AA         59  33     N3ALN         59  05     0
QSO: 14245 PH 2013-10-26 0053 CN2AA         59  33     K0STP         59  05     0
QSO: 14245 PH 2013-10-26 0054 CN2AA         59  33     VE3BR         59  04     0
QSO: 14245 PH 2013-10-26 0054 CN2AA         59  33     N3UM          59  05     0
QSO:  3729 PH 2013-10-26 0054 CN2AA         59  33     HF3A          59  15     1
QSO: 14245 PH 2013-10-26 0054 CN2AA         59  33     W6DVS         59  05     0
QSO: 14245 PH 2013-10-26 0055 CN2AA         59  33     VE3CV         59  04     0
QSO: 14245 PH 2013-10-26 0055 CN2AA         59  33     ED2W          59  14     0
QSO: 14244 PH 2013-10-26 0055 CN2AA         59  33     W3UL          59  05     0
QSO:  3782 PH 2013-10-26 0055 CN2AA         59  33     II9P          59  15     1
QSO: 14245 PH 2013-10-26 0055 CN2AA         59  33     K4BP          59  04     0
QSO: 14245 PH 2013-10-26 0056 CN2AA         59  33     WE9R          59  04     0
QSO: 14245 PH 2013-10-26 0056 CN2AA         59  33     AB3RY         59  05     0
QSO: 14245 PH 2013-10-26 0057 CN2AA         59  33     N8VY          59  04     0
QSO: 14245 PH 2013-10-26 0057 CN2AA         59  33     K2QO          59  05     0
QSO: 14244 PH 2013-10-26 0057 CN2AA         59  33     W7PU          59  03     0
QSO: 14245 PH 2013-10-26 0057 CN2AA         59  33     WB8TLI        59  04     0
QSO: 14245 PH 2013-10-26 0057 CN2AA         59  33     K4CTL         59  05     0
QSO:  3688 PH 2013-10-26 0057 CN2AA         59  33     G5W           59  14     1
QSO: 14245 PH 2013-10-26 0058 CN2AA         59  33     N5MV          59  04     0
QSO: 14244 PH 2013-10-26 0058 CN2AA         59  33     W3SQ          59  05     0
QSO:  3698 PH 2013-10-26 0058 CN2AA         59  33     S51DX         59  15     1
QSO: 14244 PH 2013-10-26 0058 CN2AA         59  33     K5AAD         59  04     0
QSO: 14244 PH 2013-10-26 0058 CN2AA         59  33     W4JAM         59  05     0
QSO: 14244 PH 2013-10-26 0058 CN2AA         59  33     AA3LX         59  05     0
QSO: 14244 PH 2013-10-26 0058 CN2AA         59  33     KP4BZ         59  08     0
QSO: 14244 PH 2013-10-26 0059 CN2AA         59  33     N8MPF         59  04     0
QSO: 14245 PH 2013-10-26 0059 CN2AA         59  33     N4HB          59  05     0
QSO:  1919 PH 2013-10-26 0059 CN2AA         59  33     GM2T          59  14     1
QSO: 14245 PH 2013-10-26 0059 CN2AA         59  33     W4WNT         59  05     0
QSO: 14245 PH 2013-10-26 0100 CN2AA         59  33     VE7EPP        59  03     0
QSO: 14245 PH 2013-10-26 0100 CN2AA         59  33     K5BN          59  04     0
QSO:  1870 PH 2013-10-26 0102 CN2AA         59  33     VE3PN         59  04     1
QSO: 14245 PH 2013-10-26 0102 CN2AA         59  33     W8RTN         59  04     0
QSO: 14245 PH 2013-10-26 0102 CN2AA         59  33     VE3HG         59  04     0
QSO: 14245 PH 2013-10-26 0102 CN2AA         59  33     KD5WPP        59  04     0
QSO: 14245 PH 2013-10-26 0103 CN2AA         59  33     K2AX          59  05     0
QSO:  1844 PH 2013-10-26 0103 CN2AA         59  33     LZ4TL         59  20     1
QSO: 14245 PH 2013-10-26 0103 CN2AA         59  33     KB2URI        59  05     0
QSO: 14344 PH 2013-10-26 0104 CN2AA         59  33     FY5FY         59  09     0
QSO: 14245 PH 2013-10-26 0104 CN2AA         59  33     W3KL          59  05     0
QSO: 14260 PH 2013-10-26 0106 CN2AA         59  33     KP2M          59  08     0
QSO: 14280 PH 2013-10-26 0107 CN2AA         59  33     VE3MFA        59  04     0
QSO:  1858 PH 2013-10-26 0107 CN2AA         59  33     G3TBK         59  14     1
QSO:  1854 PH 2013-10-26 0109 CN2AA         59  33     DR1A          59  14     1
QSO: 14265 PH 2013-10-26 0109 CN2AA         59  33     P49Y          59  09     0
QSO: 14280 PH 2013-10-26 0110 CN2AA         59  33     NA8V          59  04     0
QSO: 14158 PH 2013-10-26 0110 CN2AA         59  33     WE3C          59  05     0
QSO:  1884 PH 2013-10-26 0111 CN2AA         59  33     LA7H          59  14     1
QSO: 14147 PH 2013-10-26 0112 CN2AA         59  33     YN2AA         59  07     0
QSO: 14255 PH 2013-10-26 0113 CN2AA         59  33     TI5W          59  07     0
QSO: 14245 PH 2013-10-26 0113 CN2AA         59  33     W6AAN         59  05     0
QSO: 14245 PH 2013-10-26 0113 CN2AA         59  33     NA2U          59  05     0
QSO: 14245 PH 2013-10-26 0113 CN2AA         59  33     WB8YYY        59  05     0
QSO: 14245 PH 2013-10-26 0114 CN2AA         59  33     WM2Z          59  05     0
QSO: 14256 PH 2013-10-26 0114 CN2AA         59  33     TI8M          59  07     0
QSO: 14245 PH 2013-10-26 0114 CN2AA         59  33     N0OF          59  04     0
QSO: 14245 PH 2013-10-26 0115 CN2AA         59  33     K7ABV         59  04     0
QSO:  1930 PH 2013-10-26 0115 CN2AA         59  33     E77EZ         59  15     1
QSO: 14245 PH 2013-10-26 0116 CN2AA         59  33     N7TNP         59  03     0
QSO: 14245 PH 2013-10-26 0117 CN2AA         59  33     KP4EH         59  08     0
QSO: 14179 PH 2013-10-26 0117 CN2AA         59  33     PJ6A          59  08     0
QSO: 14306 PH 2013-10-26 0118 CN2AA         59  33     8P5A          59  08     0
QSO: 14245 PH 2013-10-26 0118 CN2AA         59  33     VE3MFA        59  04     0
QSO: 14160 PH 2013-10-26 0118 CN2AA         59  33     HK1NA         59  09     0
QSO: 14245 PH 2013-10-26 0118 CN2AA         59  33     W8TM          59  04     0
QSO: 14245 PH 2013-10-26 0119 CN2AA         59  33     VE7FCO        59  03     0
QSO:  1890 PH 2013-10-26 0119 CN2AA         59  33     HA1TNX        59  15     1
QSO: 14245 PH 2013-10-26 0120 CN2AA         59  33     DR1A          59  14     0
QSO:  1888 PH 2013-10-26 0120 CN2AA         59  33     EU3AR         59  16     1
QSO: 14346 PH 2013-10-26 0120 CN2AA         59  33     AA9A          59  04     0
QSO: 14245 PH 2013-10-26 0121 CN2AA         59  33     KK4DMW        59  05     0
QSO: 14245 PH 2013-10-26 0121 CN2AA         59  33     AH6OY         59  31     0
QSO: 14245 PH 2013-10-26 0121 CN2AA         59  33     N6AR          59  05     0
QSO:  1881 PH 2013-10-26 0121 CN2AA         59  33     PA0AGA        59  14     1
QSO: 14245 PH 2013-10-26 0121 CN2AA         59  33     W8DLD         59  04     0
QSO: 14245 PH 2013-10-26 0122 CN2AA         59  33     N7BK          59  03     0
QSO: 14245 PH 2013-10-26 0122 CN2AA         59  33     WA9Z          59  04     0
QSO: 14245 PH 2013-10-26 0122 CN2AA         59  33     K4LTE         59  05     0
QSO: 14317 PH 2013-10-26 0123 CN2AA         59  33     NP2P          59  08     0
QSO: 14245 PH 2013-10-26 0123 CN2AA         59  33     XE1NVA        59  06     0
QSO: 14179 PH 2013-10-26 0123 CN2AA         59  33     PJ6A          59  08     0
QSO: 14245 PH 2013-10-26 0123 CN2AA         59  33     WS9M/6        59  03     0
QSO: 14245 PH 2013-10-26 0124 CN2AA         59  33     W6NEV         59  03     0
QSO:  1885 PH 2013-10-26 0124 CN2AA         59  33     TF3AM         59  40     1
QSO: 14245 PH 2013-10-26 0125 CN2AA         59  33     VO1BB         59  05     0
QSO:  1876 PH 2013-10-26 0125 CN2AA         59  33     LY7Z          59  15     1
QSO: 14245 PH 2013-10-26 0126 CN2AA         59  33     W4WWQ         59  05     0
QSO: 14245 PH 2013-10-26 0126 CN2AA         59  33     W7RPT         59  03     0
QSO: 14177 PH 2013-10-26 0126 CN2AA         59  33     HK3C          59  09     0
QSO:  1867 PH 2013-10-26 0126 CN2AA         59  33     ED1R          59  14     1
QSO: 14207 PH 2013-10-26 0127 CN2AA         59  33     VE2IM         59  02     0
QSO: 14245 PH 2013-10-26 0127 CN2AA         59  33     N7AAM         59  03     0
QSO: 14245 PH 2013-10-26 0127 CN2AA         59  33     N1IW          59  05     0
QSO:  1862 PH 2013-10-26 0128 CN2AA         59  33     OK1T          59  15     1
QSO: 14123 PH 2013-10-26 0128 CN2AA         59  33     D3AA          59  36     0
QSO: 14245 PH 2013-10-26 0128 CN2AA         59  33     W6AEQ         59  03     0
QSO:  1844 PH 2013-10-26 0129 CN2AA         59  33     CN2R          59  33     1
QSO:  7147 PH 2013-10-26 0130 CN2AA         59  33     VE3NE         59  04     0
QSO:  7147 PH 2013-10-26 0131 CN2AA         59  33     K9CJ          59  04     0
QSO:  7147 PH 2013-10-26 0132 CN2AA         59  33     DD1MAT        59  14     0
QSO:  7059 PH 2013-10-26 0132 CN2AA         59  33     9A3AG         59  15     0
QSO:  7147 PH 2013-10-26 0132 CN2AA         59  33     R7MM          59  16     0
QSO:  3766 PH 2013-10-26 0133 CN2AA         59  33     LZ9W          59  20     1
QSO:  7155 PH 2013-10-26 0133 CN2AA         59  33     W3LPL         59  05     0
QSO:  7147 PH 2013-10-26 0134 CN2AA         59  33     N0MA          59  04     0
QSO:  7062 PH 2013-10-26 0135 CN2AA         59  33     II2S          59  15     0
QSO:  3755 PH 2013-10-26 0135 CN2AA         59  33     HK1NA         59  09     1
QSO:  7063 PH 2013-10-26 0135 CN2AA         59  33     HA7A          59  15     0
QSO:  7147 PH 2013-10-26 0135 CN2AA         59  33     RT7T          59  16     0
QSO:  3768 PH 2013-10-26 0135 CN2AA         59  33     PI4DX         59  14     1
QSO:  7147 PH 2013-10-26 0135 CN2AA         59  33     PA2LO         59  14     0
QSO:  7147 PH 2013-10-26 0135 CN2AA         59  33     K1RX          59  05     0
QSO:  3775 PH 2013-10-26 0136 CN2AA         59  33     DR1A          59  14     1
QSO:  7147 PH 2013-10-26 0136 CN2AA         59  33     N4WPG         59  05     0
QSO:  7066 PH 2013-10-26 0137 CN2AA         59  33     A73A          59  21     0
QSO:  7147 PH 2013-10-26 0137 CN2AA         59  33     CR2R          59  14     0
QSO:  7065 PH 2013-10-26 0137 CN2AA         59  33     RY3D          59  16     0
QSO:  7147 PH 2013-10-26 0137 CN2AA         59  33     SP6QKS        59  15     0
QSO:  7069 PH 2013-10-26 0137 CN2AA         59  33     EW8DD         59  16     0
QSO:  7147 PH 2013-10-26 0138 CN2AA         59  33     K2TE          59  05     0
QSO:  7072 PH 2013-10-26 0139 CN2AA         59  33     3V7A          59  33     0
QSO:  7147 PH 2013-10-26 0139 CN2AA         59  33     KB8ZUN        59  04     0
QSO:  7147 PH 2013-10-26 0139 CN2AA         59  33     WE3C          59  05     0
QSO:  7147 PH 2013-10-26 0140 CN2AA         59  33     N8GP          59  05     0
QSO:  7074 PH 2013-10-26 0140 CN2AA         59  33     CN3A          59  33     0
QSO:  7147 PH 2013-10-26 0140 CN2AA         59  33     RN3F          59  16     0
QSO:  7147 PH 2013-10-26 0140 CN2AA         59  33     RT4D          59  16     0
QSO:  7147 PH 2013-10-26 0141 CN2AA         59  33     VE6WZ         59  04     0
QSO:  7076 PH 2013-10-26 0141 CN2AA         59  33     A71BX         59  21     0
QSO:  7147 PH 2013-10-26 0141 CN2AA         59  33     K3LR          59  05     0
QSO:  7147 PH 2013-10-26 0141 CN2AA         59  33     UA4M          59  16     0
QSO:  7147 PH 2013-10-26 0141 CN2AA         59  33     W1MBB         59  05     0
QSO:  3782 PH 2013-10-26 0141 CN2AA         59  33     CN3A          59  33     1
QSO:  7147 PH 2013-10-26 0141 CN2AA         59  33     IR5A          59  15     0
QSO:  7147 PH 2013-10-26 0142 CN2AA         59  33     NA2U          59  05     0
QSO:  7082 PH 2013-10-26 0142 CN2AA         59  33     DL1M          59  14     0
