START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.10.0
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: GM0B
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 18622656
OPERATORS: MM0GPZ, GM0OQV, MM0BHX, GM0LIR, MM0FCM, GM0EGI, M0BUL, GM0KMJ,
OPERATORS: GW4BVE, G4DPF, G8XYJ, GM0BKC
NAME: Gordon Paterson
SOAPBOX: The last CQWW we did M/M was in 2010 we had about 130 QSO's on 10m.
SOAPBOX: This year on 10m we worked 130 DXC and nearly 2200 QSO's. As normal,
SOAPBOX: the inquest starts straight after the contest finishes and we are
QSO:  3744 PH 2013-10-26 0034 GM0B          59  14     E73ESP        59  15     0
QSO:  7117 PH 2013-10-26 0035 GM0B          59  14     IR3Z          59  15     0
QSO: 14329 PH 2013-10-26 0034 GM0B          59  14     KP2M          59  08     0
QSO:  3751 PH 2013-10-26 0035 GM0B          59  14     HG7T          59  15     0
QSO:  7117 PH 2013-10-26 0035 GM0B          59  14     W3LPL         59  05     0
QSO:  7117 PH 2013-10-26 0035 GM0B          59  14     IO1T          59  15     0
QSO: 14329 PH 2013-10-26 0035 GM0B          59  14     CX2DK         59  13     0
QSO:  3757 PH 2013-10-26 0035 GM0B          59  14     PA8F          59  14     0
QSO:  7117 PH 2013-10-26 0035 GM0B          59  14     PX2W          59  11     0
QSO:  3764 PH 2013-10-26 0036 GM0B          59  14     OL4A          59  15     0
QSO: 14323 PH 2013-10-26 0036 GM0B          59  14     PT2CM         59  11     0
QSO:  7117 PH 2013-10-26 0036 GM0B          59  14     WS5W          59  04     0
QSO:  7117 PH 2013-10-26 0036 GM0B          59  14     VE2PZ         59  05     0
QSO:  7117 PH 2013-10-26 0037 GM0B          59  14     K2AX          59  05     0
QSO:  7117 PH 2013-10-26 0037 GM0B          59  14     W1EBI         59  05     0
QSO:  7117 PH 2013-10-26 0038 GM0B          59  14     WJ2D          59  05     0
QSO:  3772 PH 2013-10-26 0038 GM0B          59  14     DF0HQ         59  14     0
QSO:  3775 PH 2013-10-26 0038 GM0B          59  14     DR1A          59  14     0
QSO:  7117 PH 2013-10-26 0038 GM0B          59  14     W4TTY         59  05     0
QSO:  3780 PH 2013-10-26 0039 GM0B          59  14     TM6M          59  14     0
QSO:  7117 PH 2013-10-26 0039 GM0B          59  14     N6SS          59  03     0
QSO:  7117 PH 2013-10-26 0039 GM0B          59  14     N4NW          59  05     0
QSO:  7117 PH 2013-10-26 0040 GM0B          59  14     KA1R          59  05     0
QSO:  7117 PH 2013-10-26 0040 GM0B          59  14     W2CCW         59  05     0
QSO:  7117 PH 2013-10-26 0040 GM0B          59  14     N8GP          59  05     0
QSO:  3707 PH 2013-10-26 0041 GM0B          59  14     UW7LL         59  16     0
QSO:  7117 PH 2013-10-26 0041 GM0B          59  14     KB1ODO        59  05     0
QSO:  7117 PH 2013-10-26 0041 GM0B          59  14     YU5R          59  15     0
QSO:  3713 PH 2013-10-26 0042 GM0B          59  14     OK7O          59  15     0
QSO:  7117 PH 2013-10-26 0043 GM0B          59  14     KK4OW         59  05     0
QSO:  3732 PH 2013-10-26 0043 GM0B          59  14     LY7A          59  15     0
QSO:  7117 PH 2013-10-26 0043 GM0B          59  14     KK4OK         59  05     0
QSO:  7117 PH 2013-10-26 0044 GM0B          59  14     NQ4I          59  05     0
QSO:  7117 PH 2013-10-26 0045 GM0B          59  14     VA2ES         59  05     0
QSO:  3765 PH 2013-10-26 0045 GM0B          59  14     IZ5ICH        59  15     0
QSO: 14266 PH 2013-10-26 0045 GM0B          59  14     9A6A          59  15     0
QSO:  3766 PH 2013-10-26 0046 GM0B          59  14     LZ9W          59  20     0
QSO:  7117 PH 2013-10-26 0046 GM0B          59  14     RY3D          59  16     0
QSO:  3768 PH 2013-10-26 0046 GM0B          59  14     PI4DX         59  14     0
QSO:  7117 PH 2013-10-26 0046 GM0B          59  14     N0IRM         59  04     0
QSO:  3780 PH 2013-10-26 0047 GM0B          59  14     IK2QPR        59  15     0
QSO:  7117 PH 2013-10-26 0047 GM0B          59  14     VY2TT         59  05     0
QSO:  3782 PH 2013-10-26 0047 GM0B          59  14     II9P          59  15     0
QSO:  3788 PH 2013-10-26 0048 GM0B          59  14     SP3GEM        59  15     0
QSO:  3793 PH 2013-10-26 0048 GM0B          59  14     YT4A          59  15     0
QSO:  7117 PH 2013-10-26 0048 GM0B          59  14     SP6T          59  15     0
QSO:  7117 PH 2013-10-26 0049 GM0B          59  14     K8HLQ         59  04     0
QSO:  3797 PH 2013-10-26 0049 GM0B          59  14     E7DX          59  15     0
QSO:  7117 PH 2013-10-26 0050 GM0B          59  14     LN8W          59  14     0
QSO:  7117 PH 2013-10-26 0050 GM0B          59  14     EE3C          59  14     0
QSO:  7117 PH 2013-10-26 0051 GM0B          59  14     CR2R          59  14     0
QSO:  3736 PH 2013-10-26 0051 GM0B          59  14     9A6Y          59  15     0
QSO:  7117 PH 2013-10-26 0051 GM0B          59  14     YL3FT         59  15     0
QSO: 14164 PH 2013-10-26 0051 GM0B          59  14     PR7AA         59  11     0
QSO:  3734 PH 2013-10-26 0051 GM0B          59  14     OK5D          59  15     0
QSO:  3708 PH 2013-10-26 0052 GM0B          59  14     SQ6PLH        59  15     0
QSO: 14172 PH 2013-10-26 0052 GM0B          59  14     RM3F          59  16     0
QSO:  7117 PH 2013-10-26 0052 GM0B          59  14     VA3ZLT        59  04     0
QSO:  7117 PH 2013-10-26 0053 GM0B          59  14     CQ3L          59  33     0
QSO:  3692 PH 2013-10-26 0054 GM0B          59  14     YP0C          59  20     0
QSO:  7117 PH 2013-10-26 0054 GM0B          59  14     RA1ANY        59  16     0
QSO:  7117 PH 2013-10-26 0054 GM0B          59  14     N2PP          59  05     0
QSO:  3684 PH 2013-10-26 0054 GM0B          59  14     DQ4W          59  14     0
QSO:  7117 PH 2013-10-26 0055 GM0B          59  14     RL3A          59  16     0
QSO: 14189 PH 2013-10-26 0055 GM0B          59  14     PY2EX         59  11     0
QSO:  3679 PH 2013-10-26 0056 GM0B          59  14     SP6KCN        59  15     0
QSO:  3675 PH 2013-10-26 0056 GM0B          59  14     S53EA         59  15     0
QSO:  7117 PH 2013-10-26 0056 GM0B          59  14     EW1IP         59  16     0
QSO:  3672 PH 2013-10-26 0057 GM0B          59  14     ON4QX         59  14     0
QSO:  3669 PH 2013-10-26 0057 GM0B          59  14     LY7Z          59  15     0
QSO:  3664 PH 2013-10-26 0058 GM0B          59  14     UT2PX         59  16     0
QSO: 21231 PH 2013-10-26 0058 GM0B          59  14     NR5M          59  04     0
QSO:  3662 PH 2013-10-26 0058 GM0B          59  14     EA1AZ         59  14     0
QSO:  3657 PH 2013-10-26 0058 GM0B          59  14     OM3ZWA        59  15     0
QSO:  3645 PH 2013-10-26 0059 GM0B          59  14     DL0CS         59  14     0
QSO:  3640 PH 2013-10-26 0059 GM0B          59  14     SQ9HZM        59  15     0
QSO:  3635 PH 2013-10-26 0059 GM0B          59  14     OO7W          59  14     0
QSO:  7117 PH 2013-10-26 0059 GM0B          59  14     LY2W          59  15     0
QSO:  3628 PH 2013-10-26 0100 GM0B          59  14     TM7GY         59  14     0
QSO:  3625 PH 2013-10-26 0101 GM0B          59  14     DK0TU         59  14     0
QSO:  3618 PH 2013-10-26 0101 GM0B          59  14     TM1A          59  14     0
QSO:  3616 PH 2013-10-26 0102 GM0B          59  14     SK7K          59  14     0
QSO:  7128 PH 2013-10-26 0102 GM0B          59  14     P3N           59  20     0
QSO:  3601 PH 2013-10-26 0103 GM0B          59  14     ON3DI         59  14     0
QSO:  7138 PH 2013-10-26 0103 GM0B          59  14     BY0AA         59  23     0
QSO: 14204 PH 2013-10-26 0104 GM0B          59  14     CN3A          59  33     0
QSO:  7075 PH 2013-10-26 0105 GM0B          59  14     A71BX         59  21     0
QSO:  3673 PH 2013-10-26 0105 GM0B          59  14     RN4AA         59  16     0
QSO:  3677 PH 2013-10-26 0105 GM0B          59  14     RA8T          59  16     0
QSO:  3682 PH 2013-10-26 0105 GM0B          59  14     LN8W          59  14     0
QSO:  7115 PH 2013-10-26 0106 GM0B          59  14     RM5A          59  16     0
QSO:  7197 PH 2013-10-26 0106 GM0B          59  14     ES9C          59  15     0
QSO:  7193 PH 2013-10-26 0106 GM0B          59  14     IW4HAJ        59  15     0
QSO:  3701 PH 2013-10-26 0106 GM0B          59  14     UT0AZA        59  16     0
QSO: 14210 PH 2013-10-26 0106 GM0B          59  14     PY2COY        59  11     0
QSO:  3711 PH 2013-10-26 0107 GM0B          59  14     IO5O          59  15     0
QSO:  7199 PH 2013-10-26 0107 GM0B          59  14     OE3K          59  15     0
QSO:  7196 PH 2013-10-26 0108 GM0B          59  14     IT9XTP        59  15     0
QSO:  3730 PH 2013-10-26 0108 GM0B          59  14     HF3A          59  15     0
QSO:  3732 PH 2013-10-26 0109 GM0B          59  14     PI4CG         59  14     0
QSO:  7186 PH 2013-10-26 0109 GM0B          59  14     4O3A          59  15     0
QSO:  7183 PH 2013-10-26 0110 GM0B          59  14     DR1A          59  14     0
QSO:  3743 PH 2013-10-26 0110 GM0B          59  14     EF8S          59  33     0
QSO:  3754 PH 2013-10-26 0110 GM0B          59  14     DR5N          59  14     0
QSO:  7158 PH 2013-10-26 0111 GM0B          59  14     OL4A          59  15     0
QSO:  7145 PH 2013-10-26 0112 GM0B          59  14     CN3A          59  33     0
QSO:  7142 PH 2013-10-26 0113 GM0B          59  14     YP7P          59  20     0
QSO:  7123 PH 2013-10-26 0113 GM0B          59  14     OM7M          59  15     0
QSO: 14224 PH 2013-10-26 0113 GM0B          59  14     FM5FJ         59  08     0
QSO:  7106 PH 2013-10-26 0113 GM0B          59  14     PI4COM        59  14     0
QSO:  1858 PH 2013-10-26 0113 GM0B          59  14     G3TBK         59  14     0
QSO: 14239 PH 2013-10-26 0114 GM0B          59  14     KP3Z          59  08     0
QSO:  7050 PH 2013-10-26 0114 GM0B          59  14     4X2M          59  20     0
QSO:  3716 PH 2013-10-26 0115 GM0B          59  14     LY9Y          59  15     0
QSO:  3700 PH 2013-10-26 0115 GM0B          59  14     EA7EU         59  14     0
QSO:  7107 PH 2013-10-26 0115 GM0B          59  14     UN7TO         59  17     0
QSO:  3689 PH 2013-10-26 0115 GM0B          59  14     SM0T          59  14     0
QSO:  1856 PH 2013-10-26 0115 GM0B          59  14     OZ5E          59  14     0
QSO:  7102 PH 2013-10-26 0115 GM0B          59  14     7Z1SJ         59  21     0
QSO:  3686 PH 2013-10-26 0116 GM0B          59  14     RW4W          59  16     0
QSO:  1885 PH 2013-10-26 0116 GM0B          59  14     DL2AA         59  14     0
QSO:  7167 PH 2013-10-26 0117 GM0B          59  14     SN2B          59  15     0
QSO: 14291 PH 2013-10-26 0117 GM0B          59  14     PS2T          59  11     0
QSO:  3667 PH 2013-10-26 0117 GM0B          59  14     S54ZZ         59  15     0
QSO:  1862 PH 2013-10-26 0118 GM0B          59  14     OK1T          59  15     0
QSO:  1865 PH 2013-10-26 0118 GM0B          59  14     D4C           59  35     0
QSO:  3671 PH 2013-10-26 0118 GM0B          59  14     C4A           59  20     0
QSO: 14298 PH 2013-10-26 0118 GM0B          59  14     ZD8O          59  36     0
QSO:  3688 PH 2013-10-26 0119 GM0B          59  14     G5W           59  14     0
QSO:  7182 PH 2013-10-26 0119 GM0B          59  14     D4C           59  35     0
QSO: 14316 PH 2013-10-26 0120 GM0B          59  14     K8AZ          59  04     0
QSO:  7101 PH 2013-10-26 0120 GM0B          59  14     T48K          59  08     0
QSO:  1854 PH 2013-10-26 0121 GM0B          59  14     9A2AJ         59  15     0
QSO:  1853 PH 2013-10-26 0121 GM0B          59  14     PI4M          59  14     0
QSO:  3707 PH 2013-10-26 0121 GM0B          59  14     P3N           59  20     0
QSO:  3691 PH 2013-10-26 0122 GM0B          59  14     EI9E          59  14     0
QSO:  1848 PH 2013-10-26 0122 GM0B          59  14     DF0HQ         59  14     0
QSO:  3662 PH 2013-10-26 0122 GM0B          59  14     PA3AAV        59  14     0
QSO:  7122 PH 2013-10-26 0123 GM0B          59  14     TI5W          59  07     0
QSO: 14335 PH 2013-10-26 0122 GM0B          59  14     LP1H          59  13     0
QSO:  1850 PH 2013-10-26 0123 GM0B          59  14     ES9C          59  15     0
QSO:  3630 PH 2013-10-26 0123 GM0B          59  14     HA3DX         59  15     0
QSO:  3612 PH 2013-10-26 0124 GM0B          59  14     J47X          59  20     0
QSO:  7097 PH 2013-10-26 0124 GM0B          59  14     RC9O          59  18     0
QSO:  3601 PH 2013-10-26 0124 GM0B          59  14     UT7E          59  16     0
QSO:  1866 PH 2013-10-26 0125 GM0B          59  14     M0BTZ         59  14     0
QSO:  3745 PH 2013-10-26 0125 GM0B          59  14     SQ5MRI        59  15     0
QSO:  1866 PH 2013-10-26 0125 GM0B          59  14     TM1A          59  14     0
QSO:  1866 PH 2013-10-26 0126 GM0B          59  14     G4ADJ         59  14     0
QSO:  3794 PH 2013-10-26 0126 GM0B          59  14     EA3GHZ        59  14     0
QSO:  1866 PH 2013-10-26 0126 GM0B          59  14     OT5A          59  14     0
QSO:  7049 PH 2013-10-26 0127 GM0B          59  14     GW4BLE        59  14     0
QSO:  1866 PH 2013-10-26 0128 GM0B          59  14     DL9OHA        59  14     0
QSO:  3607 PH 2013-10-26 0128 GM0B          59  14     G3TXF         59  14     0
QSO:  1866 PH 2013-10-26 0129 GM0B          59  14     DL9GS         59  14     0
QSO:  1866 PH 2013-10-26 0129 GM0B          59  14     DL8LR         59  14     0
QSO: 21222 PH 2013-10-26 0130 GM0B          59  14     KV0Q          59  04     0
QSO: 14334 PH 2013-10-26 0130 GM0B          59  14     PR5D          59  11     0
QSO:  7057 PH 2013-10-26 0131 GM0B          59  14     LZ5R          59  20     0
QSO:  3710 PH 2013-10-26 0131 GM0B          59  14     G3TBK         59  14     0
QSO: 14331 PH 2013-10-26 0131 GM0B          59  14     ZZ2T          59  11     0
QSO:  7059 PH 2013-10-26 0132 GM0B          59  14     9A3AG         59  15     0
QSO:  7063 PH 2013-10-26 0133 GM0B          59  14     HA7A          59  15     0
QSO:  3760 PH 2013-10-26 0133 GM0B          59  14     S51A          59  15     0
QSO:  1859 PH 2013-10-26 0134 GM0B          59  14     DP7D          59  14     0
QSO: 14306 PH 2013-10-26 0134 GM0B          59  14     8P5A          59  08     0
QSO:  1855 PH 2013-10-26 0134 GM0B          59  14     DR1A          59  14     0
QSO: 14251 PH 2013-10-26 0135 GM0B          59  14     W9RE          59  04     0
QSO:  1835 PH 2013-10-26 0136 GM0B          59  14     F5UTN         59  14     0
QSO:  3726 PH 2013-10-26 0137 GM0B          59  14     PI4M          59  14     0
QSO: 21303 PH 2013-10-26 0137 GM0B          59  14     ES7C          59  15     0
QSO:  3740 PH 2013-10-26 0138 GM0B          59  14     EW2A          59  16     0
QSO:  1845 PH 2013-10-26 0139 GM0B          59  14     CN2R          59  33     0
QSO:  3708 PH 2013-10-26 0140 GM0B          59  14     EW8DJ         59  16     0
QSO: 14139 PH 2013-10-26 0140 GM0B          59  14     FY5FY         59  09     0
QSO:  7190 PH 2013-10-26 0141 GM0B          59  14     E73M          59  15     0
QSO: 14142 PH 2013-10-26 0141 GM0B          59  14     VE3MIS        59  04     0
QSO:  7190 PH 2013-10-26 0142 GM0B          59  14     LY2MM         59  15     0
QSO:  3676 PH 2013-10-26 0143 GM0B          59  14     OK1DOY        59  15     0
QSO:  3638 PH 2013-10-26 0143 GM0B          59  14     DC3RJ         59  14     0
QSO:  7190 PH 2013-10-26 0143 GM0B          59  14     R2MS          59  16     0
QSO: 14211 PH 2013-10-26 0144 GM0B          59  14     KB1H          59  05     0
QSO: 14211 PH 2013-10-26 0144 GM0B          59  14     NE3F          59  05     0
QSO: 14211 PH 2013-10-26 0144 GM0B          59  14     K3WW          59  05     0
QSO: 21215 PH 2013-10-26 0145 GM0B          59  14     K5TR          59  04     0
QSO:  3605 PH 2013-10-26 0145 GM0B          59  14     EI1A          59  14     0
QSO: 14211 PH 2013-10-26 0145 GM0B          59  14     KN2M          59  05     0
QSO: 14211 PH 2013-10-26 0145 GM0B          59  14     NN3W          59  05     0
QSO: 14211 PH 2013-10-26 0146 GM0B          59  14     K9OM          59  04     0
QSO: 14211 PH 2013-10-26 0146 GM0B          59  14     NM2O          59  05     0
QSO:  3614 PH 2013-10-26 0147 GM0B          59  14     UT7U          59  16     0
QSO: 14211 PH 2013-10-26 0147 GM0B          59  14     N2MM          59  05     0
QSO: 14211 PH 2013-10-26 0147 GM0B          59  14     V47JA         59  08     0
QSO: 14211 PH 2013-10-26 0147 GM0B          59  14     N8VY          59  04     0
QSO: 14211 PH 2013-10-26 0148 GM0B          59  14     N4HB          59  05     0
QSO: 21277 PH 2013-10-26 0149 GM0B          59  14     KH6MB         59  31     0
QSO: 14211 PH 2013-10-26 0149 GM0B          59  14     K0KX          59  04     0
QSO: 14211 PH 2013-10-26 0149 GM0B          59  14     K4XS          59  05     0
QSO: 14211 PH 2013-10-26 0149 GM0B          59  14     N3RS          59  05     0
QSO: 14211 PH 2013-10-26 0150 GM0B          59  14     K6AW          59  03     0
QSO: 21291 PH 2013-10-26 0151 GM0B          59  14     NH7A          59  31     0
QSO: 14211 PH 2013-10-26 0151 GM0B          59  14     N0NI          59  04     0
QSO:  3742 PH 2013-10-26 0152 GM0B          59  14     US8IZM        59  16     0
QSO: 14211 PH 2013-10-26 0152 GM0B          59  14     KG8CW         59  04     0
QSO: 14211 PH 2013-10-26 0152 GM0B          59  14     WA8TA         59  04     0
QSO: 14211 PH 2013-10-26 0152 GM0B          59  14     AB2DE         59  05     0
QSO:  1849 PH 2013-10-26 0153 GM0B          59  14     TF3SG         59  40     0
QSO: 14211 PH 2013-10-26 0153 GM0B          59  14     W6AAN         59  05     0
QSO: 21303 PH 2013-10-26 0153 GM0B          59  14     ES9C          59  15     0
QSO: 14211 PH 2013-10-26 0153 GM0B          59  14     W4JAM         59  05     0
QSO: 14211 PH 2013-10-26 0154 GM0B          59  14     AC8MR         59  04     0
QSO: 14211 PH 2013-10-26 0154 GM0B          59  14     N8GP          59  05     0
QSO: 14211 PH 2013-10-26 0154 GM0B          59  14     N4ZC          59  05     0
QSO:  1849 PH 2013-10-26 0155 GM0B          59  14     DQ4W          59  14     0
QSO: 14211 PH 2013-10-26 0155 GM0B          59  14     J69DS         59  08     0
QSO:  3791 PH 2013-10-26 0155 GM0B          59  14     ES9C          59  15     0
QSO: 14211 PH 2013-10-26 0155 GM0B          59  14     VE3CV         59  04     0
QSO: 14211 PH 2013-10-26 0156 GM0B          59  14     DR1A          59  14     0
QSO:  3752 PH 2013-10-26 0157 GM0B          59  14     RT6A          59  16     0
QSO: 14211 PH 2013-10-26 0157 GM0B          59  14     N1EU          59  05     0
QSO:  3685 PH 2013-10-26 0158 GM0B          59  14     YR8D          59  20     0
QSO:  1849 PH 2013-10-26 0158 GM0B          59  14     G6PZ          59  14     0
QSO: 14211 PH 2013-10-26 0158 GM0B          59  14     ND8L          59  04     0
QSO: 14211 PH 2013-10-26 0158 GM0B          59  14     W3EA          59  05     0
QSO:  3719 PH 2013-10-26 0159 GM0B          59  14     M4A           59  14     0
QSO: 21283 PH 2013-10-26 0159 GM0B          59  14     K0RF          59  04     0
QSO:  1843 PH 2013-10-26 0159 GM0B          59  14     GW3NAS        59  14     0
QSO:  3733 PH 2013-10-26 0200 GM0B          59  14     RG6G          59  16     0
QSO:  7197 PH 2013-10-26 0200 GM0B          59  14     UA3BL         59  16     0
QSO: 14211 PH 2013-10-26 0200 GM0B          59  14     K6WG          59  03     0
QSO:  1846 PH 2013-10-26 0201 GM0B          59  14     SP6KCN        59  15     0
QSO: 14211 PH 2013-10-26 0201 GM0B          59  14     K2XA          59  05     0
QSO:  3738 PH 2013-10-26 0202 GM0B          59  14     LZ7A          59  20     0
QSO: 14211 PH 2013-10-26 0201 GM0B          59  14     N1IW          59  05     0
QSO:  1840 PH 2013-10-26 0202 GM0B          59  14     IO4C          59  15     0
QSO: 14211 PH 2013-10-26 0203 GM0B          59  14     N1IW          59  05     0
QSO: 14211 PH 2013-10-26 0203 GM0B          59  14     K2TE          59  05     0
QSO:  7193 PH 2013-10-26 0204 GM0B          59  14     IR4M          59  15     0
QSO:  3787 PH 2013-10-26 0204 GM0B          59  14     ED1R          59  14     0
QSO: 14211 PH 2013-10-26 0204 GM0B          59  14     N0HR          59  04     0
QSO:  1860 PH 2013-10-26 0205 GM0B          59  14     OK1CDJ        59  15     0
QSO:  7187 PH 2013-10-26 0205 GM0B          59  14     OM8A          59  15     0
QSO: 14211 PH 2013-10-26 0205 GM0B          59  14     N1GLT         59  05     0
QSO:  1863 PH 2013-10-26 0205 GM0B          59  14     OM7M          59  15     0
QSO:  7179 PH 2013-10-26 0206 GM0B          59  14     LZ9W          59  20     0
QSO:  3743 PH 2013-10-26 0206 GM0B          59  14     KP4KE         59  08     0
QSO: 14211 PH 2013-10-26 0206 GM0B          59  14     VA7OM         59  03     0
QSO:  7177 PH 2013-10-26 0206 GM0B          59  14     SP8R          59  15     0
QSO:  7175 PH 2013-10-26 0207 GM0B          59  14     HG6N          59  15     0
QSO:  1863 PH 2013-10-26 0207 GM0B          59  14     IW2HAJ        59  15     0
QSO: 14211 PH 2013-10-26 0208 GM0B          59  14     N1KW          59  04     0
QSO:  7175 PH 2013-10-26 0208 GM0B          59  14     WK3R          59  05     0
QSO:  7175 PH 2013-10-26 0208 GM0B          59  14     WA3C          59  04     0
QSO: 14211 PH 2013-10-26 0208 GM0B          59  14     NA2U          59  05     0
QSO:  7175 PH 2013-10-26 0209 GM0B          59  14     W8EJ          59  04     0
QSO: 21296 PH 2013-10-26 0209 GM0B          59  14     FY5KE         59  09     0
QSO:  7175 PH 2013-10-26 0209 GM0B          59  14     W2RD          59  05     0
QSO:  3714 PH 2013-10-26 0209 GM0B          59  14     S52OP         59  15     0
QSO:  7175 PH 2013-10-26 0209 GM0B          59  14     K3WW          59  05     0
QSO:  7175 PH 2013-10-26 0209 GM0B          59  14     W1GQ          59  05     0
QSO:  3715 PH 2013-10-26 0210 GM0B          59  14     UT9AZA        59  16     0
QSO:  7175 PH 2013-10-26 0210 GM0B          59  14     N2MM          59  05     0
QSO:  1866 PH 2013-10-26 0211 GM0B          59  14     DJ2QV         59  14     0
QSO: 14211 PH 2013-10-26 0210 GM0B          59  14     K1BX          59  05     0
QSO:  3718 PH 2013-10-26 0211 GM0B          59  14     HA30S         59  15     0
QSO:  1869 PH 2013-10-26 0211 GM0B          59  14     LN8W          59  14     0
