START-OF-LOG: 3.0
CREATED-BY: QARTest 3.10.1
CONTEST: CQ-WW-SSB
CALLSIGN: IQ0RM
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-MODE: SSB
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CLAIMED-SCORE: 142340
NAME: Giovanni  Carboni
OPERATORS: I0YTR, IK0TWN, IZ0JGK, IZ0KNA, IZ0OTV, IZ0ZFK, IW0CTF, IW0ECV, IW0GTA
SOAPBOX: We have organized this session as pactical training exercise for ARI
SOAPBOX: members in Rome. Good results for the lesson but less for the QSO score:
SOAPBOX: this was our target in 2013 contest.
QSO:  7000 PH 2013-10-26 0608 IQ0RM         59  15     IG9R          59  33     0
QSO:  7000 PH 2013-10-26 0609 IQ0RM         59  15     DJ8UV         59  14     0
QSO:  7000 PH 2013-10-26 0611 IQ0RM         59  15     S53I          59  15     0
QSO:  7000 PH 2013-10-26 0617 IQ0RM         59  15     IV3GFL        59  15     0
QSO:  7000 PH 2013-10-26 0619 IQ0RM         59  15     CN3A          59  33     0
QSO:  7000 PH 2013-10-26 0621 IQ0RM         59  15     OL7T          59  15     0
QSO:  7000 PH 2013-10-26 0622 IQ0RM         59  15     YT3E          59  15     0
QSO:  7000 PH 2013-10-26 0624 IQ0RM         59  15     LY7A          59  15     0
QSO:  7000 PH 2013-10-26 0632 IQ0RM         59  15     TM9R          59  14     0
QSO:  7000 PH 2013-10-26 0645 IQ0RM         59  15     HA30S         59  15     0
QSO:  7000 PH 2013-10-26 0647 IQ0RM         59  15     OM0M          59  15     0
QSO:  7000 PH 2013-10-26 0650 IQ0RM         59  15     HB9MM         59  14     0
QSO:  7000 PH 2013-10-26 0651 IQ0RM         59  15     EW8DD         59  16     0
QSO:  7000 PH 2013-10-26 0703 IQ0RM         59  15     W3LPL         59  05     0
QSO:  7000 PH 2013-10-26 0711 IQ0RM         59  15     SP3S          59  15     0
QSO:  7000 PH 2013-10-26 0712 IQ0RM         59  15     ED1R          59  14     0
QSO:  7000 PH 2013-10-26 0732 IQ0RM         59  15     CR3A          59  33     0
QSO: 14000 PH 2013-10-26 0738 IQ0RM         59  15     TM1T          59  14     0
QSO: 14000 PH 2013-10-26 0739 IQ0RM         59  15     HG6N          59  15     0
QSO: 14000 PH 2013-10-26 0740 IQ0RM         59  15     II9P          59  15     0
QSO: 14000 PH 2013-10-26 0741 IQ0RM         59  15     OL5W          59  15     0
QSO: 14000 PH 2013-10-26 0742 IQ0RM         59  15     UT7Y          59  16     0
QSO: 14000 PH 2013-10-26 0744 IQ0RM         59  15     LZ9W          59  20     0
QSO: 14000 PH 2013-10-26 0747 IQ0RM         59  15     D4C           59  35     0
QSO: 14000 PH 2013-10-26 0756 IQ0RM         59  15     R7CA          59  16     0
QSO: 14000 PH 2013-10-26 0758 IQ0RM         59  15     SQ6PLH        59  15     0
QSO: 14000 PH 2013-10-26 0804 IQ0RM         59  15     EU1AZ         59  16     0
QSO: 14000 PH 2013-10-26 0805 IQ0RM         59  15     YP0C          59  20     0
QSO: 14000 PH 2013-10-26 0812 IQ0RM         59  15     LY2BAA        59  15     0
QSO: 14000 PH 2013-10-26 0813 IQ0RM         59  15     OM7M          59  15     0
QSO: 14000 PH 2013-10-26 0814 IQ0RM         59  15     LZ6C          59  20     0
QSO: 14000 PH 2013-10-26 0815 IQ0RM         59  15     RW9QA         59  17     0
QSO: 14000 PH 2013-10-26 0819 IQ0RM         59  15     PI4CG         59  14     0
QSO: 14000 PH 2013-10-26 0821 IQ0RM         59  15     RM3F          59  16     0
QSO: 14000 PH 2013-10-26 0822 IQ0RM         59  15     UZ0U          59  16     0
QSO: 14000 PH 2013-10-26 0824 IQ0RM         59  15     DF0HQ         59  14     0
QSO: 14000 PH 2013-10-26 0825 IQ0RM         59  15     EA2DNR        59  14     0
QSO: 14000 PH 2013-10-26 0827 IQ0RM         59  15     UW5ZM         59  16     0
QSO: 14000 PH 2013-10-26 0829 IQ0RM         59  15     LY7A          59  15     0
QSO: 14000 PH 2013-10-26 0837 IQ0RM         59  15     TM1O          59  14     0
QSO: 14000 PH 2013-10-26 0839 IQ0RM         59  15     HF9Q          59  15     0
QSO: 14000 PH 2013-10-26 0840 IQ0RM         59  15     OZ7X          59  14     0
QSO: 21000 PH 2013-10-26 0849 IQ0RM         59  15     UX4E          59  16     0
