START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.8.0
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: G4BUO
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 144188
OPERATORS: G4BUO
NAME: Dave Lawley
SOAPBOX: It makes a change being 'QSO fodder'. My attempt to run at one
SOAPBOX: point was not successful so every QSO was Search and Pounce.
QSO: 14266 PH 2013-10-26 0140 G4BUO         59  14     KP2M          59  08     0
QSO: 28384 PH 2013-10-26 0828 G4BUO         59  14     A65BP         59  21     0
QSO: 28403 PH 2013-10-26 0900 G4BUO         59  14     SW5CC         59  20     0
QSO: 28415 PH 2013-10-26 1026 G4BUO         59  14     II9P          59  15     0
QSO: 28442 PH 2013-10-26 1029 G4BUO         59  14     VK3TDX        59  30     0
QSO: 28447 PH 2013-10-26 1030 G4BUO         59  14     R3KM          59  16     0
QSO: 28456 PH 2013-10-26 1031 G4BUO         59  14     TF3CY         59  40     0
QSO: 28464 PH 2013-10-26 1032 G4BUO         59  14     P33W          59  20     0
QSO: 28466 PH 2013-10-26 1032 G4BUO         59  14     SV9FBG        59  20     0
QSO: 28468 PH 2013-10-26 1033 G4BUO         59  14     TF3AO         59  40     0
QSO: 28491 PH 2013-10-26 1034 G4BUO         59  14     CN3A          59  33     0
QSO: 28518 PH 2013-10-26 1036 G4BUO         59  14     IK4ZGO        59  15     0
QSO: 28545 PH 2013-10-26 1037 G4BUO         59  14     YM3KM         59  20     0
QSO: 28560 PH 2013-10-26 1038 G4BUO         59  14     ED3B          59  14     0
QSO: 28580 PH 2013-10-26 1039 G4BUO         59  14     C4A           59  20     0
QSO: 28595 PH 2013-10-26 1041 G4BUO         59  14     US8IEU        59  16     0
QSO: 28233 PH 2013-10-26 1044 G4BUO         59  14     CN8VO         59  33     0
QSO: 28273 PH 2013-10-26 1048 G4BUO         59  14     UT8EL         59  16     0
QSO: 28319 PH 2013-10-26 1050 G4BUO         59  14     RC9O          59  18     0
QSO: 28336 PH 2013-10-26 1051 G4BUO         59  14     SV2HTI        59  20     0
QSO: 28341 PH 2013-10-26 1051 G4BUO         59  14     RL3A          59  16     0
QSO: 28345 PH 2013-10-26 1052 G4BUO         59  14     RV3RM         59  16     0
QSO: 28356 PH 2013-10-26 1053 G4BUO         59  14     R7AW          59  16     0
QSO: 28362 PH 2013-10-26 1054 G4BUO         59  14     E70T          59  15     0
QSO: 28366 PH 2013-10-26 1054 G4BUO         59  14     D4C           59  35     0
QSO: 28373 PH 2013-10-26 1055 G4BUO         59  14     UA4PAN        59  16     0
QSO: 28400 PH 2013-10-26 1114 G4BUO         59  14     R2MA          59  15     0
QSO: 28407 PH 2013-10-26 1114 G4BUO         59  14     RA7A          59  16     0
QSO: 28409 PH 2013-10-26 1115 G4BUO         59  14     SO6X          59  15     0
QSO: 28446 PH 2013-10-26 1117 G4BUO         59  14     KC1XX         59  05     0
QSO: 28449 PH 2013-10-26 1118 G4BUO         59  14     UV5U          59  16     0
QSO: 28501 PH 2013-10-26 1121 G4BUO         59  14     UT5ULX        59  16     0
QSO: 28509 PH 2013-10-26 1121 G4BUO         59  14     A60A          59  21     0
QSO: 28521 PH 2013-10-26 1122 G4BUO         59  14     DL1YD         59  14     0
QSO: 28523 PH 2013-10-26 1122 G4BUO         59  14     3V7A          59  33     0
QSO: 14269 PH 2013-10-26 1134 G4BUO         59  14     OM5M          59  15     0
QSO: 14150 PH 2013-10-26 1135 G4BUO         59  14     K3LR          59  05     0
QSO: 21207 PH 2013-10-26 1136 G4BUO         59  14     OM7M          59  15     0
QSO: 21215 PH 2013-10-26 1136 G4BUO         59  14     E73M          59  15     0
