START-OF-LOG: 3.0
CALLSIGN: IK0WRB
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 154479
CLUB: ARI ROMA
LOCATION: DX
OPERATORS: IK0WRB
CREATED-BY: RCKRtty V3.17 & Hands 2.0
NAME: Vinicio Coletti
SOAPBOX: Good propagation on high bands but less countries than expected
QSO: 14104 PH 2013-10-27 1050 IK0WRB        59  15     S52ZW         59  15     0
QSO: 14116 PH 2013-10-27 1053 IK0WRB        59  15     LY2BAA        59  15     0
QSO: 14120 PH 2013-10-27 1054 IK0WRB        59  15     EA1HOE        59  14     0
QSO: 14137 PH 2013-10-27 1055 IK0WRB        59  15     HA6NL         59  15     0
QSO: 14157 PH 2013-10-27 1057 IK0WRB        59  15     LZ2/RW2A      59  20     0
QSO: 14160 PH 2013-10-27 1058 IK0WRB        59  15     YT7B          59  15     0
QSO: 14161 PH 2013-10-27 1100 IK0WRB        59  15     OL5W          59  15     0
QSO: 14193 PH 2013-10-27 1102 IK0WRB        59  15     DL0CS         59  14     0
QSO: 14204 PH 2013-10-27 1104 IK0WRB        59  15     EA7LL         59  14     0
QSO: 14211 PH 2013-10-27 1105 IK0WRB        59  15     HA8JV         59  15     0
QSO: 14233 PH 2013-10-27 1107 IK0WRB        59  15     UZ0U          59  16     0
QSO: 14235 PH 2013-10-27 1107 IK0WRB        59  15     OM7M          59  15     0
QSO: 14209 PH 2013-10-27 1108 IK0WRB        59  15     SQ6DGO        59  15     0
QSO: 28275 PH 2013-10-27 1119 IK0WRB        59  15     IS0BSR        59  15     0
QSO: 28707 PH 2013-10-27 1127 IK0WRB        59  15     FH8PL         59  39     0
QSO: 28407 PH 2013-10-27 1132 IK0WRB        59  15     EK3GM         59  21     0
QSO: 28764 PH 2013-10-27 1139 IK0WRB        59  15     EI4HQ         59  14     0
QSO: 28460 PH 2013-10-27 1152 IK0WRB        59  15     ED1WW         59  14     0
QSO: 28638 PH 2013-10-27 1155 IK0WRB        59  15     EF8U          59  33     0
QSO: 28656 PH 2013-10-27 1158 IK0WRB        59  15     VU2RCT        59  22     0
QSO: 28745 PH 2013-10-27 1203 IK0WRB        59  15     NQ4I          59  05     0
QSO: 28763 PH 2013-10-27 1205 IK0WRB        59  15     CR2T          59  14     0
QSO: 28791 PH 2013-10-27 1207 IK0WRB        59  15     KA1R          59  05     0
QSO: 28842 PH 2013-10-27 1210 IK0WRB        59  15     N2ED          59  05     0
QSO: 28469 PH 2013-10-27 1217 IK0WRB        59  15     RW3AZ         59  16     0
QSO: 28469 PH 2013-10-27 1219 IK0WRB        59  15     RA4ACX        59  16     0
QSO: 28772 PH 2013-10-27 1225 IK0WRB        59  15     MU0FAL        59  14     0
QSO: 28791 PH 2013-10-27 1226 IK0WRB        59  15     K1AR          59  05     0
QSO: 28383 PH 2013-10-27 1230 IK0WRB        59  15     CW5W          59  13     0
QSO: 28606 PH 2013-10-27 1238 IK0WRB        59  15     A65BP         59  21     0
QSO: 28553 PH 2013-10-27 1241 IK0WRB        59  15     PI4YLC        59  14     0
QSO: 28444 PH 2013-10-27 1251 IK0WRB        59  15     TO1A          59  08     0
QSO: 28448 PH 2013-10-27 1254 IK0WRB        59  15     CT3MD         59  33     0
QSO: 21447 PH 2013-10-27 1259 IK0WRB        59  15     N5DX          59  04     0
QSO: 21423 PH 2013-10-27 1301 IK0WRB        59  15     UT2M          59  16     0
QSO: 21420 PH 2013-10-27 1301 IK0WRB        59  15     YL9T          59  15     0
QSO: 21413 PH 2013-10-27 1302 IK0WRB        59  15     K4BP          59  04     0
QSO: 21409 PH 2013-10-27 1303 IK0WRB        59  15     RU1A          59  16     0
QSO: 21404 PH 2013-10-27 1304 IK0WRB        59  15     OH8X          59  15     0
QSO: 21362 PH 2013-10-27 1308 IK0WRB        59  15     PI4DX         59  14     0
QSO: 21259 PH 2013-10-27 1311 IK0WRB        59  15     OH0V          59  15     0
QSO: 21203 PH 2013-10-27 1314 IK0WRB        59  15     CN3A          59  33     0
QSO: 14342 PH 2013-10-27 1322 IK0WRB        59  15     KL7RA         59  01     0
QSO: 14118 PH 2013-10-27 1327 IK0WRB        59  15     4K6FO         59  21     0
QSO: 21412 PH 2013-10-27 1331 IK0WRB        59  15     W0GJ          59  04     0
QSO: 21182 PH 2013-10-27 1343 IK0WRB        59  15     P43A          59  09     0
QSO: 21197 PH 2013-10-27 1348 IK0WRB        59  15     VK2IM         59  30     0
QSO: 21345 PH 2013-10-27 1353 IK0WRB        59  15     BY0AA         59  23     0
QSO: 21199 PH 2013-10-27 1357 IK0WRB        59  15     SX5P          59  20     0
QSO: 21224 PH 2013-10-27 1427 IK0WRB        59  15     LY4T          59  15     0
QSO: 21156 PH 2013-10-27 1429 IK0WRB        59  15     RA8T          59  18     0
QSO: 21143 PH 2013-10-27 1430 IK0WRB        59  15     OG1M          59  15     0
QSO: 21137 PH 2013-10-27 1431 IK0WRB        59  15     UA3RN         59  16     0
QSO: 14123 PH 2013-10-27 1433 IK0WRB        59  15     RX4W          59  16     0
QSO: 14142 PH 2013-10-27 1434 IK0WRB        59  15     LY2CO         59  15     0
QSO: 14166 PH 2013-10-27 1438 IK0WRB        59  15     LZ9W          59  20     0
QSO: 14174 PH 2013-10-27 1439 IK0WRB        59  15     RW0A          59  18     0
QSO: 14190 PH 2013-10-27 1441 IK0WRB        59  15     DF1IAQ        59  14     0
QSO: 14194 PH 2013-10-27 1441 IK0WRB        59  15     F4DPW         59  14     0
QSO: 14281 PH 2013-10-27 1445 IK0WRB        59  15     TM4L          59  14     0
QSO: 14290 PH 2013-10-27 1448 IK0WRB        59  15     BA7JA         59  24     0
QSO: 14286 PH 2013-10-27 1459 IK0WRB        59  15     9A1P          59  15     0
QSO: 28937 PH 2013-10-27 1559 IK0WRB        59  15     WE9V          59  04     0
QSO: 28891 PH 2013-10-27 1600 IK0WRB        59  15     PX2W          59  11     0
QSO: 28310 PH 2013-10-27 1650 IK0WRB        59  15     D4C           59  35     0
QSO:  7155 PH 2013-10-27 1730 IK0WRB        59  15     YT7A          59  15     0
QSO:  7174 PH 2013-10-27 1731 IK0WRB        59  15     UP0L          59  17     0
QSO:  7196 PH 2013-10-27 1732 IK0WRB        59  15     ES9C          59  15     0
QSO:  3748 PH 2013-10-27 1752 IK0WRB        59  15     E74O          59  15     0
QSO: 28366 PH 2013-10-27 1756 IK0WRB        59  15     PX2B          59  11     0
QSO: 14343 PH 2013-10-27 1812 IK0WRB        59  15     EW6GF         59  16     0
QSO: 14340 PH 2013-10-27 1814 IK0WRB        59  15     RX1CQ         59  16     0
QSO: 14333 PH 2013-10-27 1814 IK0WRB        59  15     OH8X          59  15     0
QSO: 14321 PH 2013-10-27 1816 IK0WRB        59  15     RT4F          59  16     0
QSO: 14315 PH 2013-10-27 1817 IK0WRB        59  15     RM5A          59  16     0
QSO: 14298 PH 2013-10-27 1819 IK0WRB        59  15     UA3QNS        59  16     0
QSO: 14290 PH 2013-10-27 1819 IK0WRB        59  15     C4A           59  20     0
QSO: 14318 PH 2013-10-27 1852 IK0WRB        59  15     HG7T          59  15     0
QSO:  3675 PH 2013-10-27 1905 IK0WRB        59  15     C37NL         59  14     0
QSO:  3745 PH 2013-10-27 1909 IK0WRB        59  15     RL3A          59  16     0
QSO:  3749 PH 2013-10-27 1909 IK0WRB        59  15     E74O          59  15     0
QSO:  3770 PH 2013-10-27 1912 IK0WRB        59  15     HG8YKO        59  15     0
QSO:  3786 PH 2013-10-27 1913 IK0WRB        59  15     ED1R          59  14     0
QSO:  3735 PH 2013-10-27 1916 IK0WRB        59  15     RF9C          59  17     0
QSO: 14160 PH 2013-10-27 2132 IK0WRB        59  15     KC1XX         59  05     0
QSO: 14128 PH 2013-10-27 2134 IK0WRB        59  15     VE9HF         59  05     0
QSO: 14106 PH 2013-10-27 2134 IK0WRB        59  15     VE3CX         59  04     0
QSO:  7058 PH 2013-10-27 2137 IK0WRB        59  15     EU1A          59  16     0
QSO:  7086 PH 2013-10-27 2143 IK0WRB        59  15     CQ3L          59  33     0
END-OF-LOG:
