START-OF-LOG:  3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-SSB
CALLSIGN:      KK7XS
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OPERATOR:  SINGLE-OP
CATEGORY-STATION:  FIXED
CATEGORY-POWER:  LOW
CATEGORY-ASSISTED:  NON-ASSISTED
CATEGORY-TRANSMITTER:  ONE
CLUB:          SPOKANE DX ASSOCIATION
LOCATION:      EWA
CLAIMED-SCORE: 131412
NAME:          Malcolm Friedman
OPERATORS:     KK7XS
SOAPBOX:       Great time. 10 meters was HOT! Used SD logging software
QSO: 28000 PH 2013-10-26 2207 KK7XS         59  03     JH1AGU        59  25
QSO: 28000 PH 2013-10-26 2212 KK7XS         59  03     3G3W          59  12
QSO: 28000 PH 2013-10-26 2216 KK7XS         59  03     PY1NX         59  11
QSO: 28000 PH 2013-10-26 2221 KK7XS         59  03     JA2PAC        59  25
QSO: 28000 PH 2013-10-26 2245 KK7XS         59  03     TG9NX         59  07
QSO: 28000 PH 2013-10-27 0057 KK7XS         59  03     JA7QVI        59  25
QSO: 28000 PH 2013-10-27 0101 KK7XS         59  03     RZ0SR         59  18
QSO: 28000 PH 2013-10-27 0107 KK7XS         59  03     JA1YPA        59  25
QSO: 28000 PH 2013-10-27 0115 KK7XS         59  03     B9/BY9GA      59  23
QSO: 28000 PH 2013-10-27 0118 KK7XS         59  03     RT0Q          59  19
QSO: 21000 PH 2013-10-27 0149 KK7XS         59  03     RT0R          59  18
QSO: 21000 PH 2013-10-27 0156 KK7XS         59  03     VK2IM         59  30
QSO: 21000 PH 2013-10-27 0159 KK7XS         59  03     AH2R          59  27
QSO: 21000 PH 2013-10-27 0200 KK7XS         59  03     KL7RA         59  01
QSO: 14000 PH 2013-10-27 0246 KK7XS         59  03     RC9J          59  17
QSO: 14000 PH 2013-10-27 0248 KK7XS         59  03     RW9QA         59  17
QSO: 14000 PH 2013-10-27 0250 KK7XS         59  03     SJ2W          59  14
QSO: 14000 PH 2013-10-27 0251 KK7XS         59  03     II9P          59  15
QSO: 14000 PH 2013-10-27 0255 KK7XS         59  03     LU1FAM        59  13
QSO: 14000 PH 2013-10-27 0256 KK7XS         59  03     RU1A          59  16
QSO: 14000 PH 2013-10-27 0259 KK7XS         59  03     EF8U          59  33
QSO: 14000 PH 2013-10-27 0305 KK7XS         59  03     RF9C          59  17
QSO: 14000 PH 2013-10-27 0319 KK7XS         59  03     RK9CYA        59  17
QSO: 14000 PH 2013-10-27 0322 KK7XS         59  03     IB9T          59  15
QSO: 14000 PH 2013-10-27 0323 KK7XS         59  03     RW0A          59  18
QSO: 14000 PH 2013-10-27 0328 KK7XS         59  03     RX4W          59  16
QSO: 14000 PH 2013-10-27 0335 KK7XS         59  03     RK9AX         59  17
QSO: 14000 PH 2013-10-27 0338 KK7XS         59  03     UA4M          59  16
QSO: 14000 PH 2013-10-27 0340 KK7XS         59  03     OH8L          59  15
QSO: 14000 PH 2013-10-27 0344 KK7XS         59  03     4L0A          59  21
QSO: 14000 PH 2013-10-27 1447 KK7XS         59  03     YT1A          59  15
QSO: 21000 PH 2013-10-27 1453 KK7XS         59  03     GM3F          59  14
QSO: 21000 PH 2013-10-27 1501 KK7XS         59  03     TM6M          59  14
QSO: 21000 PH 2013-10-27 1502 KK7XS         59  03     EA1KY         59  14
QSO: 21000 PH 2013-10-27 1504 KK7XS         59  03     ED5T          59  14
QSO: 21000 PH 2013-10-27 1505 KK7XS         59  03     F4DNW         59  14
QSO: 21000 PH 2013-10-27 1506 KK7XS         59  03     FY5KE         59  09
QSO: 21000 PH 2013-10-27 1509 KK7XS         59  03     OL4A          59  15
QSO: 21000 PH 2013-10-27 1510 KK7XS         59  03     YU5A          59  15
QSO: 21000 PH 2013-10-27 1513 KK7XS         59  03     EA5/LB7Q      59  14
QSO: 21000 PH 2013-10-27 1514 KK7XS         59  03     DK5PD         59  14
QSO: 21000 PH 2013-10-27 1517 KK7XS         59  03     OH1F          59  15
QSO: 21000 PH 2013-10-27 1518 KK7XS         59  03     LY2W          59  15
QSO: 21000 PH 2013-10-27 1519 KK7XS         59  03     CR2X          59  14
QSO: 21000 PH 2013-10-27 1521 KK7XS         59  03     IR4X          59  15
QSO: 21000 PH 2013-10-27 1523 KK7XS         59  03     ED3X          59  14
QSO: 21000 PH 2013-10-27 1525 KK7XS         59  03     CR6P          59  14
QSO: 21000 PH 2013-10-27 1525 KK7XS         59  03     DR5N          59  14
QSO: 21000 PH 2013-10-27 1528 KK7XS         59  03     UA2F          59  15
QSO: 21000 PH 2013-10-27 1531 KK7XS         59  03     RL3A          59  16
QSO: 21000 PH 2013-10-27 1535 KK7XS         59  03     SN7D          59  15
QSO: 21000 PH 2013-10-27 1539 KK7XS         59  03     RT6A          59  16
QSO: 21000 PH 2013-10-27 1541 KK7XS         59  03     G6PZ          59  14
QSO: 21000 PH 2013-10-27 1542 KK7XS         59  03     OE2S          59  15
QSO: 21000 PH 2013-10-27 1558 KK7XS         59  03     UW1M          59  16
QSO: 21000 PH 2013-10-27 1558 KK7XS         59  03     LY5R          59  15
QSO: 21000 PH 2013-10-27 1601 KK7XS         59  03     HA3OU         59  15
QSO: 21000 PH 2013-10-27 1605 KK7XS         59  03     CN3A          59  33
QSO: 21000 PH 2013-10-27 1612 KK7XS         59  03     RN3F          59  16
QSO: 21000 PH 2013-10-27 1614 KK7XS         59  03     PE2LZ         59  14
QSO: 21000 PH 2013-10-27 1616 KK7XS         59  03     S52ZW         59  15
QSO: 21000 PH 2013-10-27 1619 KK7XS         59  03     HK1NA         59  09
QSO: 21000 PH 2013-10-27 1621 KK7XS         59  03     OH0V          59  15
QSO: 21000 PH 2013-10-27 1624 KK7XS         59  03     HF3A          59  15
QSO: 21000 PH 2013-10-27 1626 KK7XS         59  03     SP9RCL        59  15
QSO: 21000 PH 2013-10-27 1633 KK7XS         59  03     P3N           59  20
QSO: 21000 PH 2013-10-27 1638 KK7XS         59  03     S51A          59  15
QSO: 21000 PH 2013-10-27 1640 KK7XS         59  03     HG6N          59  15
QSO: 21000 PH 2013-10-27 1642 KK7XS         59  03     DQ8N          59  14
QSO: 21000 PH 2013-10-27 1643 KK7XS         59  03     DR1A          59  14
QSO: 21000 PH 2013-10-27 1643 KK7XS         59  03     UW7LL         59  16
QSO: 21000 PH 2013-10-27 1645 KK7XS         59  03     IR8C          59  15
QSO: 21000 PH 2013-10-27 1648 KK7XS         59  03     OL7M          59  15
QSO: 21000 PH 2013-10-27 1649 KK7XS         59  03     SP8R          59  15
QSO: 21000 PH 2013-10-27 1653 KK7XS         59  03     HG7T          59  15
QSO: 21000 PH 2013-10-27 1655 KK7XS         59  03     OK7O          59  15
QSO: 21000 PH 2013-10-27 1656 KK7XS         59  03     EF5T          59  14
QSO: 21000 PH 2013-10-27 1658 KK7XS         59  03     IQ0PG         59  15
QSO: 21000 PH 2013-10-27 1704 KK7XS         59  03     OM5M          59  15
QSO: 28000 PH 2013-10-27 1710 KK7XS         59  03     EB2AM         59  14
QSO: 28000 PH 2013-10-27 1711 KK7XS         59  03     CR2T          59  14
QSO: 28000 PH 2013-10-27 1713 KK7XS         59  03     EE3A          59  14
QSO: 28000 PH 2013-10-27 1719 KK7XS         59  03     TM7F          59  14
QSO: 28000 PH 2013-10-27 1725 KK7XS         59  03     EA1DR         59  14
QSO: 28000 PH 2013-10-27 1730 KK7XS         59  03     ED1T          59  14
QSO: 28000 PH 2013-10-27 1731 KK7XS         59  03     8P5A          59  08
QSO: 28000 PH 2013-10-27 1737 KK7XS         59  03     EA8EW         59  33
QSO: 28000 PH 2013-10-27 1738 KK7XS         59  03     EC2DX         59  14
QSO: 28000 PH 2013-10-27 1741 KK7XS         59  03     KA2EYH        59  04
QSO: 28000 PH 2013-10-27 1743 KK7XS         59  03     EA4LO         59  14
QSO: 28000 PH 2013-10-27 1745 KK7XS         59  03     FO4BM         59  32
QSO: 21000 PH 2013-10-27 1751 KK7XS         59  03     OE3K          59  15
QSO: 21000 PH 2013-10-27 1755 KK7XS         59  03     TM2T          59  14
QSO: 21000 PH 2013-10-27 1757 KK7XS         59  03     ON4UN         59  14
QSO: 21000 PH 2013-10-27 1830 KK7XS         59  03     TM1T          59  14
QSO: 21000 PH 2013-10-27 1831 KK7XS         59  03     WK1Q          59  05
QSO: 21000 PH 2013-10-27 1833 KK7XS         59  03     P43A          59  09
QSO: 21000 PH 2013-10-27 1835 KK7XS         59  03     GM0UDL        59  14
QSO: 21000 PH 2013-10-27 1836 KK7XS         59  03     IR4M          59  15
QSO: 21000 PH 2013-10-27 1839 KK7XS         59  03     KP2M          59  08
QSO: 21000 PH 2013-10-27 1840 KK7XS         59  03     KL7KY         59  01
QSO: 28000 PH 2013-10-27 1842 KK7XS         59  03     LU1UM         59  13
QSO: 28000 PH 2013-10-27 1846 KK7XS         59  03     AL9A          59  01
QSO: 28000 PH 2013-10-27 1852 KK7XS         59  03     TI8M          59  07
QSO: 28000 PH 2013-10-27 1854 KK7XS         59  03     ZM2IO         59  32
QSO: 28000 PH 2013-10-27 1855 KK7XS         59  03     VO1TX         59  05
QSO: 28000 PH 2013-10-27 1857 KK7XS         59  03     LP1H          59  13
QSO: 28000 PH 2013-10-27 1858 KK7XS         59  03     TI5W          59  07
QSO: 28000 PH 2013-10-27 1859 KK7XS         59  03     PX5E          59  11
QSO: 28000 PH 2013-10-27 1901 KK7XS         59  03     XE1BY         59  06
QSO: 28000 PH 2013-10-27 1902 KK7XS         59  03     ZF2AH         59  08
QSO: 28000 PH 2013-10-27 1906 KK7XS         59  03     LW6DG         59  13
QSO: 28000 PH 2013-10-27 1906 KK7XS         59  03     AL1G          59  01
QSO: 28000 PH 2013-10-27 1907 KK7XS         59  03     PJ4X          59  09
QSO: 28000 PH 2013-10-27 1909 KK7XS         59  03     YY4DNN        59  09
QSO: 28000 PH 2013-10-27 1915 KK7XS         59  03     TI2OY         59  07
QSO: 28000 PH 2013-10-27 1921 KK7XS         59  03     CX3ACS        59  13
QSO: 28000 PH 2013-10-27 1922 KK7XS         59  03     NH6WZ         59  31
QSO: 28000 PH 2013-10-27 1927 KK7XS         59  03     KP4BD         59  08
QSO: 28000 PH 2013-10-27 1933 KK7XS         59  03     VP5DX         59  08
QSO: 28000 PH 2013-10-27 1935 KK7XS         59  03     D4C           59  35
QSO: 21000 PH 2013-10-27 1936 KK7XS         59  03     D4C           59  35
QSO: 28000 PH 2013-10-27 1948 KK7XS         59  03     AY2H          59  13
QSO: 28000 PH 2013-10-27 1952 KK7XS         59  03     TO1A          59  09
QSO: 28000 PH 2013-10-27 2006 KK7XS         59  03     CW5W          59  13
QSO: 28000 PH 2013-10-27 2009 KK7XS         59  03     PX2C          59  11
QSO: 28000 PH 2013-10-27 2218 KK7XS         59  03     JA1ZGP        59  25
QSO: 28000 PH 2013-10-27 2227 KK7XS         59  03     PY2UD         59  11
QSO: 28000 PH 2013-10-27 2228 KK7XS         59  03     JF9JTS        59  25
QSO: 28000 PH 2013-10-27 2229 KK7XS         59  03     JA2FJP        59  25
QSO: 28000 PH 2013-10-27 2235 KK7XS         59  03     JE1DNL        59  25
QSO: 28000 PH 2013-10-27 2237 KK7XS         59  03     YN5Z          59  07
QSO: 28000 PH 2013-10-27 2240 KK7XS         59  03     VK4QH         59  30
QSO: 21000 PH 2013-10-27 2244 KK7XS         59  03     ZW5B          59  11
QSO: 21000 PH 2013-10-27 2246 KK7XS         59  03     9Y4W          59  09
QSO: 21000 PH 2013-10-27 2249 KK7XS         59  03     JE1ZWT        59  25
QSO: 14000 PH 2013-10-27 2303 KK7XS         59  03     EA7LL         59  14
QSO: 14000 PH 2013-10-27 2305 KK7XS         59  03     ES9C          59  15
QSO: 14000 PH 2013-10-27 2309 KK7XS         59  03     VY2LI         59  05
QSO: 14000 PH 2013-10-27 2311 KK7XS         59  03     TI5W          59  07
QSO: 14000 PH 2013-10-27 2323 KK7XS         59  03     W2LU          59  05
QSO: 7000  PH 2013-10-27 2326 KK7XS         59  03     VE6WZ         59  04
QSO: 7000  PH 2013-10-27 2327 KK7XS         59  03     WB7FJG        59  03
QSO: 21000 PH 2013-10-27 2329 KK7XS         59  03     W6AFA         59  03
QSO: 21000 PH 2013-10-27 2331 KK7XS         59  03     XE1RCS        59  06
QSO: 21000 PH 2013-10-27 2333 KK7XS         59  03     JE4CIL        59  25
QSO: 28000 PH 2013-10-27 2335 KK7XS         59  03     JA8DKJ        59  25
QSO: 28000 PH 2013-10-27 2336 KK7XS         59  03     CE3CT         59  12
QSO: 28000 PH 2013-10-27 2338 KK7XS         59  03     VE8GER        59  01
QSO: 14000 PH 2013-10-27 2342 KK7XS         59  03     NR5M          59  04
QSO: 14000 PH 2013-10-27 2343 KK7XS         59  03     CJ3T          59  04
QSO: 14000 PH 2013-10-27 2350 KK7XS         59  03     XP1A          59  40
QSO: 28000 PH 2013-10-27 2356 KK7XS         59  03     LU2FLB        59  13
QSO: 14000 PH 2013-10-27 2359 KK7XS         59  03     OH8X          59  15
END-OF-LOG:
