START-OF-LOG:  3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-SSB
CALLSIGN:      KK7XS
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OPERATOR:  SINGLE-OP
CATEGORY-STATION:  FIXED
CATEGORY-POWER:  LOW
CATEGORY-ASSISTED:  NON-ASSISTED
CATEGORY-TRANSMITTER:  ONE
CLUB:          SPOKANE DX ASSOCIATION
LOCATION:      EWA
CLAIMED-SCORE: 131412
NAME:          Malcolm Friedman
OPERATORS:     KK7XS
SOAPBOX:       Great time. 10 meters was HOT! Used SD logging software
QSO: 28000 PH 2013-10-26 0231 KK7XS         59  03     5W1SA         59  32
QSO: 21000 PH 2013-10-26 0232 KK7XS         59  03     R0AA          59  18
QSO: 21000 PH 2013-10-26 0240 KK7XS         59  03     BY1CW         59  24
QSO: 21000 PH 2013-10-26 0241 KK7XS         59  03     JA8RWU        59  25
QSO: 21000 PH 2013-10-26 0243 KK7XS         59  03     JI1CZK        59  25
QSO: 21000 PH 2013-10-26 0246 KK7XS         59  03     NH7A          59  31
QSO: 21000 PH 2013-10-26 0249 KK7XS         59  03     KH6MB         59  31
QSO: 21000 PH 2013-10-26 0250 KK7XS         59  03     JA7ODY        59  25
QSO: 21000 PH 2013-10-26 0254 KK7XS         59  03     JA8COE        59  25
QSO: 21000 PH 2013-10-26 0255 KK7XS         59  03     NH2DX         59  27
QSO: 21000 PH 2013-10-26 0258 KK7XS         59  03     JI2ZJS        59  25
QSO: 21000 PH 2013-10-26 0259 KK7XS         59  03     JA7YRR        59  25
QSO: 21000 PH 2013-10-26 0302 KK7XS         59  03     JE1YEM        59  25
QSO: 21000 PH 2013-10-26 0314 KK7XS         59  03     ZM4T          59  32
QSO: 14000 PH 2013-10-26 0329 KK7XS         59  03     KH7CW         59  31
QSO: 14000 PH 2013-10-26 0338 KK7XS         59  03     RA8T          59  16
QSO: 14000 PH 2013-10-26 0339 KK7XS         59  03     KH6MB         59  31
QSO: 14000 PH 2013-10-26 0340 KK7XS         59  03     KH7XX         59  31
QSO: 14000 PH 2013-10-26 0344 KK7XS         59  03     RK9QWM        59  17
QSO: 14000 PH 2013-10-26 0348 KK7XS         59  03     P3N           59  20
QSO: 14000 PH 2013-10-26 0425 KK7XS         59  03     HD2A          59  10
QSO: 14000 PH 2013-10-26 0432 KK7XS         59  03     PJ2T          59  09
QSO: 7000  PH 2013-10-26 0459 KK7XS         59  03     KH7XX         59  31
QSO: 7000  PH 2013-10-26 0501 KK7XS         59  03     KH7CW         59  31
QSO: 7000  PH 2013-10-26 0510 KK7XS         59  03     HK1NA         59  09
QSO: 7000  PH 2013-10-26 1243 KK7XS         59  03     KH6MB         59  31
QSO: 7000  PH 2013-10-26 1250 KK7XS         59  03     NH7A          59  31
QSO: 7000  PH 2013-10-26 1252 KK7XS         59  03     XE2S          59  06
QSO: 7000  PH 2013-10-26 1259 KK7XS         59  03     JA8WKE        59  25
QSO: 7000  PH 2013-10-26 1300 KK7XS         59  03     E51AAR        59  32
QSO: 7000  PH 2013-10-26 1315 KK7XS         59  03     JA5FDJ        59  25
QSO: 7000  PH 2013-10-26 1323 KK7XS         59  03     JA0QNJ        59  25
QSO: 7000  PH 2013-10-26 1337 KK7XS         59  03     JH9URT        59  25
QSO: 7000  PH 2013-10-26 1339 KK7XS         59  03     VK4KW         59  30
QSO: 7000  PH 2013-10-26 1413 KK7XS         59  03     DX1J          59  27
QSO: 14000 PH 2013-10-26 1421 KK7XS         59  03     OT5A          59  14
QSO: 14000 PH 2013-10-26 1439 KK7XS         59  03     YL2CI         59  15
QSO: 14000 PH 2013-10-26 1449 KK7XS         59  03     RC9O          59  18
QSO: 7000  PH 2013-10-26 1457 KK7XS         59  03     JA0FVU        59  25
QSO: 7000  PH 2013-10-26 1501 KK7XS         59  03     JA3YBK        59  25
QSO: 21000 PH 2013-10-26 1513 KK7XS         59  03     OT5A          59  14
QSO: 21000 PH 2013-10-26 1514 KK7XS         59  03     HF9Q          59  15
QSO: 21000 PH 2013-10-26 1523 KK7XS         59  03     OL8M          59  15
QSO: 21000 PH 2013-10-26 1525 KK7XS         59  03     E71A          59  15
QSO: 21000 PH 2013-10-26 1526 KK7XS         59  03     9A9A          59  15
QSO: 21000 PH 2013-10-26 1527 KK7XS         59  03     S57C          59  15
QSO: 21000 PH 2013-10-26 1528 KK7XS         59  03     YU1UN         59  15
QSO: 21000 PH 2013-10-26 1529 KK7XS         59  03     S50R          59  15
QSO: 21000 PH 2013-10-26 1532 KK7XS         59  03     I0LYO         59  15
QSO: 21000 PH 2013-10-26 1536 KK7XS         59  03     HB9MM         59  14
QSO: 21000 PH 2013-10-26 1537 KK7XS         59  03     RT5Z          59  16
QSO: 21000 PH 2013-10-26 1540 KK7XS         59  03     HB9EE         59  14
QSO: 21000 PH 2013-10-26 1544 KK7XS         59  03     LZ3ZZ         59  20
QSO: 21000 PH 2013-10-26 1548 KK7XS         59  03     SO4R          59  15
QSO: 21000 PH 2013-10-26 1549 KK7XS         59  03     ED1R          59  14
QSO: 21000 PH 2013-10-26 1550 KK7XS         59  03     YL2SM         59  15
QSO: 21000 PH 2013-10-26 1556 KK7XS         59  03     UT7E          59  16
QSO: 21000 PH 2013-10-26 1606 KK7XS         59  03     OK2D          59  15
QSO: 21000 PH 2013-10-26 1610 KK7XS         59  03     OG1D          59  15
QSO: 21000 PH 2013-10-26 1611 KK7XS         59  03     II9P          59  15
QSO: 21000 PH 2013-10-26 1619 KK7XS         59  03     OM3SEM        59  15
QSO: 28000 PH 2013-10-26 1622 KK7XS         59  03     T48K          59  08
QSO: 28000 PH 2013-10-26 1626 KK7XS         59  03     YN2AA         59  07
QSO: 28000 PH 2013-10-26 1627 KK7XS         59  03     MM3T          59  14
QSO: 28000 PH 2013-10-26 1629 KK7XS         59  03     G6PZ          59  14
QSO: 28000 PH 2013-10-26 1630 KK7XS         59  03     EF5Y          59  14
QSO: 28000 PH 2013-10-26 1633 KK7XS         59  03     G5O           59  14
QSO: 28000 PH 2013-10-26 1634 KK7XS         59  03     F0IR          59  14
QSO: 28000 PH 2013-10-26 1637 KK7XS         59  03     F6BEE         59  14
QSO: 28000 PH 2013-10-26 1638 KK7XS         59  03     DR1A          59  14
QSO: 28000 PH 2013-10-26 1644 KK7XS         59  03     EI7M          59  14
QSO: 28000 PH 2013-10-26 1645 KK7XS         59  03     GW9T          59  14
QSO: 28000 PH 2013-10-26 1648 KK7XS         59  03     CT1AOZ        59  14
QSO: 28000 PH 2013-10-26 1650 KK7XS         59  03     DP7D          59  14
QSO: 28000 PH 2013-10-26 1655 KK7XS         59  03     9A1P          59  15
QSO: 28000 PH 2013-10-26 1718 KK7XS         59  03     DL5L          59  14
QSO: 28000 PH 2013-10-26 1721 KK7XS         59  03     EI5JQ         59  14
QSO: 28000 PH 2013-10-26 1727 KK7XS         59  03     M5B           59  14
QSO: 28000 PH 2013-10-26 1728 KK7XS         59  03     MM0AMW        59  14
QSO: 28000 PH 2013-10-26 1729 KK7XS         59  03     XE2JA         59  06
QSO: 28000 PH 2013-10-26 1742 KK7XS         59  03     CU3AC         59  14
QSO: 28000 PH 2013-10-26 1752 KK7XS         59  03     M0BJL         59  14
QSO: 28000 PH 2013-10-26 2134 KK7XS         59  03     XE1CQ         59  06
QSO: 28000 PH 2013-10-26 2139 KK7XS         59  03     LU7MT         59  13
QSO: 28000 PH 2013-10-26 2140 KK7XS         59  03     PX2B          59  11
QSO: 28000 PH 2013-10-26 2142 KK7XS         59  03     WL7E          59  01
QSO: 28000 PH 2013-10-26 2144 KK7XS         59  03     JH4MGU        59  25
QSO: 28000 PH 2013-10-26 2145 KK7XS         59  03     7J7ACT        59  25
QSO: 28000 PH 2013-10-26 2147 KK7XS         59  03     ZL2WL         59  32
QSO: 28000 PH 2013-10-26 2151 KK7XS         59  03     PT5J          59  11
QSO: 28000 PH 2013-10-26 2155 KK7XS         59  03     JA7OWD        59  25
QSO: 28000 PH 2013-10-26 2158 KK7XS         59  03     6Y3M          59  08
QSO: 28000 PH 2013-10-26 2200 KK7XS         59  03     NH2T          59  27
QSO: 28000 PH 2013-10-26 2201 KK7XS         59  03     JE1LFX        59  25
QSO: 28000 PH 2013-10-26 2202 KK7XS         59  03     JK1UVP        59  25
QSO: 28000 PH 2013-10-26 2203 KK7XS         59  03     LU8YE         59  13
