START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: R2BP
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: LOW
OPERATORS: R2BP
QSO:  3515 CW 2023-04-08 2103 R2BP          599 29     UA4AGT        599 29    
QSO:  3515 CW 2023-04-08 2104 R2BP          599 29     R5FQ          599 29    
QSO:  3513 CW 2023-04-08 2105 R2BP          599 29     RN4AO         599 29    
QSO:  3510 CW 2023-04-08 2107 R2BP          599 29     RG9A          599 30    
QSO:  3514 CW 2023-04-08 2111 R2BP          599 29     OL8R          599 28    
QSO:  3516 CW 2023-04-08 2114 R2BP          599 28     L786IV        599 14    
QSO:  3517 CW 2023-04-08 2118 R2BP          599 29     UN9L          599 30    
QSO:  3518 CW 2023-04-08 2119 R2BP          599 29     RK3ER         599 29    
QSO:  3519 CW 2023-04-08 2120 R2BP          599 29     RG61PP        599 YG    
QSO:  3520 CW 2023-04-08 2123 R2BP          599 29     RW0A          599 SA    
QSO:  3521 CW 2023-04-08 2125 R2BP          599 29     R108M         599 RG    
QSO:  3522 CW 2023-04-08 2126 R2BP          599 29     EW8DX         599 29    
QSO:  3522 CW 2023-04-08 2126 R2BP          599 29     OK1DOL        599 28    
QSO:  3524 CW 2023-04-08 2129 R2BP          599 29     S57DX         599 28    
QSO:  3525 CW 2023-04-08 2130 R2BP          599 29     RA9AP         599 30    
QSO:  3525 CW 2023-04-08 2132 R2BP          599 29     UP4L          599 30    
QSO:  3526 CW 2023-04-08 2133 R2BP          599 29     OK2EA         599 28    
QSO:  3527 CW 2023-04-08 2134 R2BP          599 29     RM2D          599 29    
QSO:  3528 CW 2023-04-08 2135 R2BP          599 29     R7KX          599 29    
QSO:  3529 CW 2023-04-08 2137 R2BP          599 29     UN4L          599 30    
QSO:  3530 CW 2023-04-08 2138 R2BP          599 29     RM5F          599 29    
QSO:  3531 CW 2023-04-08 2139 R2BP          599 29     UA4FER        599 29    
QSO:  3531 CW 2023-04-08 2141 R2BP          599 29     LZ3ZZ         599 28    
QSO:  3532 CW 2023-04-08 2143 R2BP          599 29     RG2X          599 RK    
QSO:  3532 CW 2023-04-08 2144 R2BP          599 29     RZ9L          599 30    
