START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: RG61PP
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: 
OPERATORS: R2BW, R3DCB, RA1ZZ, RA3ATX, RX3APM, RT5C, RN2FA, RN5M, RK6MC
QSO:  3535 CW 2023-04-09 0032 RG61PP        599 YG     UA6JQ         599 29    
QSO:  7017 CW 2023-04-09 0032 RG61PP        599 YG     YU1Q          599 28    
QSO:  7131 PH 2023-04-09 0032 RG61PP        59  YG     OE9GZH        59  28    
QSO:  7017 CW 2023-04-09 0032 RG61PP        599 YG     RK3P          599 29    
QSO:  3535 CW 2023-04-09 0033 RG61PP        599 YG     LZ8R          599 28    
QSO:  7131 PH 2023-04-09 0033 RG61PP        59  YG     EA3HQR        59  37    
QSO:  3535 CW 2023-04-09 0034 RG61PP        599 YG     EV6Z          599 29    
QSO:  3535 CW 2023-04-09 0034 RG61PP        599 YG     RD3FT         599 29    
QSO:  7017 CW 2023-04-09 0034 RG61PP        599 YG     RT2X          599 29    
QSO:  3535 CW 2023-04-09 0035 RG61PP        599 YG     RA4CCK        599 29    
QSO:  7017 CW 2023-04-09 0038 RG61PP        599 YG     RT5P          599 29    
QSO:  3535 CW 2023-04-09 0038 RG61PP        599 YG     R4WDX         599 30    
QSO:  1822 CW 2023-04-09 0040 RG61PP        599 YG     RG5A/6        599 29    
QSO:  3535 CW 2023-04-09 0040 RG61PP        599 YG     ON3RO         599 27    
QSO:  3515 CW 2023-04-09 0042 RG61PP        599 YG     UN9L          599 30    
QSO:  3517 CW 2023-04-09 0043 RG61PP        599 YG     UG8F          599 30    
QSO:  1822 CW 2023-04-09 0043 RG61PP        599 YG     UC4Y          599 29    
QSO:  1822 CW 2023-04-09 0044 RG61PP        599 YG     RX3DFL        599 29    
QSO:  3523 CW 2023-04-09 0045 RG61PP        599 YG     RT4D          599 MP    
QSO:  7017 CW 2023-04-09 0047 RG61PP        599 YG     UA9SEC        599 30    
QSO:  7017 CW 2023-04-09 0048 RG61PP        599 YG     RO9L          599 30    
QSO:  7017 CW 2023-04-09 0049 RG61PP        599 YG     UB8Y          599 31    
QSO:  7028 CW 2023-04-09 0053 RG61PP        599 YG     RW9DX         599 30    
QSO:  3700 PH 2023-04-09 0053 RG61PP        59  YG     RA7A          59  29    
QSO:  3700 PH 2023-04-09 0053 RG61PP        59  YG     RT3F          59  CP    
QSO:  3700 PH 2023-04-09 0054 RG61PP        59  YG     YT1WA         59  28    
QSO:  7101 PH 2023-04-09 0056 RG61PP        59  YG     UN9L          59  30    
QSO:  7032 CW 2023-04-09 0057 RG61PP        599 YG     RZ9UO         599 31    
QSO:  7098 PH 2023-04-09 0058 RG61PP        59  YG     RW0A          59  SA    
QSO:  7098 PH 2023-04-09 0058 RG61PP        59  YG     CB3VS         59  14    
QSO:  7025 CW 2023-04-09 0059 RG61PP        599 YG     OE5TXF        599 28    
QSO:  7098 PH 2023-04-09 0059 RG61PP        59  YG     UA7K          59  29    
QSO:  3520 CW 2023-04-09 0101 RG61PP        599 YG     RA7A          599 29    
QSO:  7098 PH 2023-04-09 0101 RG61PP        59  YG     UA4S          59  29    
QSO:  7098 PH 2023-04-09 0101 RG61PP        59  YG     M0LRT         59  27    
QSO:  7016 CW 2023-04-09 0101 RG61PP        599 YG     YU1YV         599 28    
QSO:  7016 CW 2023-04-09 0103 RG61PP        599 YG     RW9MZ         599 30    
QSO:  3520 CW 2023-04-09 0103 RG61PP        599 YG     RM7F          599 29    
QSO:  7016 CW 2023-04-09 0104 RG61PP        599 YG     RO5X          599 29    
QSO:  3520 CW 2023-04-09 0104 RG61PP        599 YG     LZ1QZ         599 28    
QSO:  7098 PH 2023-04-09 0104 RG61PP        59  YG     YU1RA         59  28    
QSO:  3520 CW 2023-04-09 0106 RG61PP        599 YG     UA4LCC        599 29    
QSO:  7017 CW 2023-04-09 0110 RG61PP        599 YG     RC9J          599 21    
QSO:  7107 PH 2023-04-09 0111 RG61PP        59  YG     YU1RA         59  28    
QSO:  3523 CW 2023-04-09 0112 RG61PP        599 YG     RG2Y          599 29    
QSO:  7016 CW 2023-04-09 0114 RG61PP        599 YG     UN7FW         599 31    
QSO:  3523 CW 2023-04-09 0114 RG61PP        599 YG     RX3DFL        599 29    
QSO:  7016 CW 2023-04-09 0115 RG61PP        599 YG     UI0B          599 32    
QSO:  7016 CW 2023-04-09 0115 RG61PP        599 YG     R0AK          599 32    
QSO:  3523 CW 2023-04-09 0115 RG61PP        599 YG     ZA1EM         599 28    
QSO:  7016 CW 2023-04-09 0116 RG61PP        599 YG     RA3NC         599 29    
QSO:  7016 CW 2023-04-09 0116 RG61PP        599 YG     UA4FCO        599 29    
QSO:  3518 CW 2023-04-09 0118 RG61PP        599 YG     RT2C          599 CU    
QSO:  3513 CW 2023-04-09 0118 RG61PP        599 YG     RV3ZN         599 29    
QSO:  3519 CW 2023-04-09 0119 RG61PP        599 YG     HA6NL         599 28    
QSO:  3540 CW 2023-04-09 0119 RG61PP        599 YG     RV3AJ         599 29    
QSO:  7016 CW 2023-04-09 0120 RG61PP        599 YG     UA3YMO        599 29    
QSO:  3526 CW 2023-04-09 0120 RG61PP        599 YG     UC4Y          599 29    
QSO:  7113 PH 2023-04-09 0125 RG61PP        59  YG     PY4ZAP        59  15    
QSO:  7021 CW 2023-04-09 0130 RG61PP        599 YG     RU6CO         599 29    
QSO:  7013 CW 2023-04-09 0134 RG61PP        599 YG     DL5ARM        599 28    
QSO:  7178 PH 2023-04-09 0135 RG61PP        59  YG     UN7LAN        59  30    
QSO:  7013 CW 2023-04-09 0135 RG61PP        599 YG     RA7A          599 29    
QSO:  7013 CW 2023-04-09 0136 RG61PP        599 YG     ZA1ME         599 28    
QSO:  7178 PH 2023-04-09 0137 RG61PP        59  YG     KC3UTT        59  08    
QSO:  7013 CW 2023-04-09 0137 RG61PP        599 YG     R3OM          599 29    
QSO:  7178 PH 2023-04-09 0137 RG61PP        59  YG     R8TT          59  AU    
QSO:  7178 PH 2023-04-09 0138 RG61PP        59  YG     UC7A          59  29    
QSO:  7013 CW 2023-04-09 0138 RG61PP        599 YG     UA3QAM        599 29    
QSO:  7020 CW 2023-04-09 0139 RG61PP        599 YG     RT2C          599 CU    
QSO:  7013 CW 2023-04-09 0140 RG61PP        599 YG     RM7F          599 29    
QSO:  7013 CW 2023-04-09 0140 RG61PP        599 YG     G3SVK         599 27    
QSO:  7178 PH 2023-04-09 0140 RG61PP        59  YG     WP4KEY        59  11    
QSO:  7013 CW 2023-04-09 0140 RG61PP        599 YG     UN7CAW        599 30    
QSO:  7178 PH 2023-04-09 0141 RG61PP        59  YG     G7FSD         59  27    
QSO:  7013 CW 2023-04-09 0142 RG61PP        599 YG     HI3MM         599 11    
QSO:  7178 PH 2023-04-09 0143 RG61PP        59  YG     DB1LX/QRP     59  28    
QSO:  7178 PH 2023-04-09 0145 RG61PP        59  YG     N2ECW         59  08    
QSO:  7178 PH 2023-04-09 0147 RG61PP        59  YG     KC1MTM        59  08    
QSO: 14025 CW 2023-04-09 0148 RG61PP        599 YG     BH1JPU        599 24    
QSO: 14025 CW 2023-04-09 0149 RG61PP        599 YG     UN7FW         599 31    
QSO: 14025 CW 2023-04-09 0149 RG61PP        599 YG     RA9MA         599 30    
QSO: 14025 CW 2023-04-09 0150 RG61PP        599 YG     UW1M          599 29    
QSO:  7178 PH 2023-04-09 0150 RG61PP        59  YG     LU2HW         59  14    
QSO: 14025 CW 2023-04-09 0150 RG61PP        599 YG     RK3DK         599 29    
QSO: 14025 CW 2023-04-09 0151 RG61PP        599 YG     R9MA          599 31    
QSO: 14025 CW 2023-04-09 0151 RG61PP        599 YG     EW8DX         599 29    
QSO: 14025 CW 2023-04-09 0152 RG61PP        599 YG     UP4L          599 30    
QSO: 14025 CW 2023-04-09 0153 RG61PP        599 YG     RW9MZ         599 30    
QSO:  7178 PH 2023-04-09 0155 RG61PP        59  YG     KE0SIS        59  08    
QSO: 14001 CW 2023-04-09 0155 RG61PP        599 YG     RC6U          599 29    
QSO:  7178 PH 2023-04-09 0156 RG61PP        59  YG     KP4NYC        59  11    
QSO: 14001 CW 2023-04-09 0156 RG61PP        599 YG     RN9U          599 31    
QSO: 14001 CW 2023-04-09 0157 RG61PP        599 YG     K9CJ          599 08    
QSO: 14001 CW 2023-04-09 0157 RG61PP        599 YG     RA9MX         599 30    
QSO: 14001 CW 2023-04-09 0157 RG61PP        599 YG     UN8PT         599 30    
QSO: 14001 CW 2023-04-09 0158 RG61PP        599 YG     RG2X          599 RK    
QSO: 14001 CW 2023-04-09 0158 RG61PP        599 YG     RG2X          599 RK    
QSO: 14001 CW 2023-04-09 0158 RG61PP        599 YG     RD0A          599 32    
QSO: 14001 CW 2023-04-09 0159 RG61PP        599 YG     UA0D          599 33    
QSO:  7178 PH 2023-04-09 0159 RG61PP        59  YG     ER3KAZ        59  29    
QSO: 14001 CW 2023-04-09 0200 RG61PP        599 YG     UA0UV         599 33    
QSO:  7178 PH 2023-04-09 0201 RG61PP        59  YG     PY9MP         59  13    
QSO: 14001 CW 2023-04-09 0201 RG61PP        599 YG     UA0SU         599 32    
QSO: 14001 CW 2023-04-09 0202 RG61PP        599 YG     LZ8R          599 28    
QSO: 14001 CW 2023-04-09 0203 RG61PP        599 YG     RA3AP         599 29    
QSO:  7178 PH 2023-04-09 0204 RG61PP        59  YG     LW8DLG        59  14    
QSO:  7178 PH 2023-04-09 0205 RG61PP        59  YG     HI8ILK        59  11    
QSO: 14001 CW 2023-04-09 0206 RG61PP        599 YG     UN7LAN        599 30    
QSO: 14001 CW 2023-04-09 0207 RG61PP        599 YG     NA1NA         599 08    
QSO:  7178 PH 2023-04-09 0207 RG61PP        59  YG     M3UZV         59  27    
QSO: 14001 CW 2023-04-09 0208 RG61PP        599 YG     UA4S          599 29    
QSO: 14001 CW 2023-04-09 0208 RG61PP        599 YG     RA3AN         599 29    
QSO:  7178 PH 2023-04-09 0208 RG61PP        59  YG     HB0HF         59  28    
QSO: 14001 CW 2023-04-09 0208 RG61PP        599 YG     BN9K          599 06    
QSO: 14001 CW 2023-04-09 0209 RG61PP        599 YG     RX3AEX        599 29    
QSO: 14001 CW 2023-04-09 0211 RG61PP        599 YG     UC0A          599 32    
QSO: 14001 CW 2023-04-09 0213 RG61PP        599 YG     UA4Q          599 30    
QSO: 14009 CW 2023-04-09 0220 RG61PP        599 YG     UA0QNV        599 23    
QSO: 14017 CW 2023-04-09 0223 RG61PP        599 YG     R8TT          599 AU    
QSO: 14001 CW 2023-04-09 0223 RG61PP        599 YG     PY2BBQ        599 15    
QSO: 14001 CW 2023-04-09 0226 RG61PP        599 YG     R9OK          599 31    
QSO: 14001 CW 2023-04-09 0227 RG61PP        599 YG     RW0J          599 KV    
QSO: 14001 CW 2023-04-09 0227 RG61PP        599 YG     RN9N          599 30    
QSO: 14023 CW 2023-04-09 0229 RG61PP        599 YG     RC9J          599 21    
QSO: 14018 CW 2023-04-09 0230 RG61PP        599 YG     UN9L          599 30    
QSO:  7178 PH 2023-04-09 0231 RG61PP        59  YG     PY2CP         59  15    
QSO: 14001 CW 2023-04-09 0232 RG61PP        599 YG     UN4L          599 30    
QSO:  7178 PH 2023-04-09 0232 RG61PP        59  YG     RW4CJH        59  29    
QSO:  7178 PH 2023-04-09 0233 RG61PP        59  YG     VE1CKN        59  04    
QSO:  7178 PH 2023-04-09 0234 RG61PP        59  YG     UA3CS         59  29    
QSO: 14001 CW 2023-04-09 0234 RG61PP        599 YG     RA9Y          599 31    
QSO: 14001 CW 2023-04-09 0235 RG61PP        599 YG     RO9A          599 30    
QSO: 14001 CW 2023-04-09 0235 RG61PP        599 YG     RK9CYA        599 30    
QSO:  7178 PH 2023-04-09 0236 RG61PP        59  YG     ON3ADR        59  27    
QSO:  7178 PH 2023-04-09 0236 RG61PP        59  YG     LZ3CC         59  28    
QSO: 14001 CW 2023-04-09 0237 RG61PP        599 YG     RZ9UO         599 31    
QSO: 14001 CW 2023-04-09 0237 RG61PP        599 YG     UD0O          599 32    
QSO: 14001 CW 2023-04-09 0237 RG61PP        599 YG     R7MM          599 29    
QSO: 14001 CW 2023-04-09 0238 RG61PP        599 YG     UA6LCJ        599 29    
QSO:  7178 PH 2023-04-09 0240 RG61PP        59  YG     KC1OGG        59  08    
QSO: 14015 CW 2023-04-09 0244 RG61PP        599 YG     RW0A          599 SA    
QSO: 14001 CW 2023-04-09 0246 RG61PP        599 YG     RA3NC         599 29    
QSO: 14001 CW 2023-04-09 0247 RG61PP        599 YG     R4RN          599 30    
QSO:  7011 CW 2023-04-09 0248 RG61PP        599 YG     UA6LCJ        599 29    
QSO:  7011 CW 2023-04-09 0249 RG61PP        599 YG     RA9DZ         599 30    
QSO:  7011 CW 2023-04-09 0249 RG61PP        599 YG     UA4CNJ        599 29    
QSO:  7011 CW 2023-04-09 0250 RG61PP        599 YG     EW8OM         599 29    
QSO:  7011 CW 2023-04-09 0251 RG61PP        599 YG     OK1VK         599 28    
QSO:  7011 CW 2023-04-09 0251 RG61PP        599 YG     R4IT          599 29    
QSO:  7011 CW 2023-04-09 0252 RG61PP        599 YG     YV8AD         599 12    
QSO:  7011 CW 2023-04-09 0252 RG61PP        599 YG     HA7UI         599 28    
QSO:  7011 CW 2023-04-09 0253 RG61PP        599 YG     R8CT          599 30    
QSO:  7011 CW 2023-04-09 0253 RG61PP        599 YG     OK2VWB        599 28    
QSO:  7011 CW 2023-04-09 0254 RG61PP        599 YG     RV7C          599 29    
QSO: 14001 CW 2023-04-09 0254 RG61PP        599 YG     OK1VK         599 28    
QSO: 14001 CW 2023-04-09 0255 RG61PP        599 YG     RT4D          599 MP    
QSO: 14001 CW 2023-04-09 0256 RG61PP        599 YG     R8CT          599 30    
QSO: 14001 CW 2023-04-09 0256 RG61PP        599 YG     UI0B          599 32    
QSO: 14001 CW 2023-04-09 0256 RG61PP        599 YG     RG5A/6        599 29    
QSO:  7011 CW 2023-04-09 0257 RG61PP        599 YG     PY3AU         599 15    
QSO:  7011 CW 2023-04-09 0257 RG61PP        599 YG     RA4CL         599 29    
QSO: 14001 CW 2023-04-09 0257 RG61PP        599 YG     UA4Z          599 29    
QSO:  7011 CW 2023-04-09 0257 RG61PP        599 YG     HA3GC         599 28    
QSO:  7011 CW 2023-04-09 0257 RG61PP        599 YG     RN9RF         599 30    
QSO: 14001 CW 2023-04-09 0258 RG61PP        599 YG     RO9L          599 30    
QSO:  7011 CW 2023-04-09 0258 RG61PP        599 YG     R4KO          599 29    
QSO: 14001 CW 2023-04-09 0258 RG61PP        599 YG     HG6O          599 28    
QSO:  7011 CW 2023-04-09 0258 RG61PP        599 YG     OM3YCA        599 28    
QSO:  7011 CW 2023-04-09 0259 RG61PP        599 YG     UB7K          599 29    
QSO:  7011 CW 2023-04-09 0259 RG61PP        599 YG     RA4L          599 29    
QSO:  7011 CW 2023-04-09 0259 RG61PP        599 YG     UA4LCC        599 29    
QSO: 14001 CW 2023-04-09 0259 RG61PP        599 YG     UR7MZ         599 29    
QSO:  7011 CW 2023-04-09 0300 RG61PP        599 YG     OM6PR         599 28    
QSO:  7011 CW 2023-04-09 0300 RG61PP        599 YG     YO3JW         599 28    
QSO:  7011 CW 2023-04-09 0301 RG61PP        599 YG     R7AC          599 29    
QSO:  7011 CW 2023-04-09 0302 RG61PP        599 YG     UA3CS         599 29    
QSO:  7011 CW 2023-04-09 0303 RG61PP        599 YG     UA4Z          599 29    
QSO: 14001 CW 2023-04-09 0303 RG61PP        599 YG     UA3TNM        599 04    
QSO:  7011 CW 2023-04-09 0303 RG61PP        599 YG     UA4WJ         599 30    
QSO:  7011 CW 2023-04-09 0303 RG61PP        599 YG     RN6AT         599 29    
QSO:  7011 CW 2023-04-09 0304 RG61PP        599 YG     S51RU         599 28    
QSO: 14013 CW 2023-04-09 0305 RG61PP        599 YG     RT0O          599 32    
QSO:  7011 CW 2023-04-09 0305 RG61PP        599 YG     RA4CCK        599 29    
QSO: 14023 CW 2023-04-09 0306 RG61PP        599 YG     RA9AP         599 30    
QSO: 14001 CW 2023-04-09 0307 RG61PP        599 YG     R2PU          599 29    
QSO: 14001 CW 2023-04-09 0307 RG61PP        599 YG     RA9DZ         599 30    
QSO: 14001 CW 2023-04-09 0307 RG61PP        599 YG     RN6AT         599 29    
QSO: 14001 CW 2023-04-09 0308 RG61PP        599 YG     RL9L          599 30    
QSO: 14001 CW 2023-04-09 0309 RG61PP        599 YG     UA9CES        599 30    
QSO: 14032 CW 2023-04-09 0310 RG61PP        599 YG     RT3F          599 CP    
QSO:  7011 CW 2023-04-09 0313 RG61PP        599 YG     SV1BJW        599 28    
QSO:  7011 CW 2023-04-09 0314 RG61PP        599 YG     UB8A          599 30    
QSO: 21021 CW 2023-04-09 0315 RG61PP        599 YG     K6GHA         599 06    
QSO:  7011 CW 2023-04-09 0315 RG61PP        599 YG     UA3YFL        599 29    
QSO:  7011 CW 2023-04-09 0316 RG61PP        599 YG     RX6FJ         599 29    
QSO:  7011 CW 2023-04-09 0317 RG61PP        599 YG     UA9XL         599 20    
QSO:  7011 CW 2023-04-09 0317 RG61PP        599 YG     RC7LS         599 29    
QSO:  7011 CW 2023-04-09 0318 RG61PP        599 YG     R4OF          599 29    
QSO:  7011 CW 2023-04-09 0318 RG61PP        599 YG     RA7E          599 29    
QSO:  7011 CW 2023-04-09 0318 RG61PP        599 YG     RA4HBS        599 30    
QSO:  7011 CW 2023-04-09 0322 RG61PP        599 YG     PY9MP         599 13    
QSO:  7011 CW 2023-04-09 0323 RG61PP        599 YG     AF4T          599 08    
QSO:  7011 CW 2023-04-09 0323 RG61PP        599 YG     RA7R          599 29    
QSO:  7011 CW 2023-04-09 0324 RG61PP        599 YG     R9QQ          599 30    
QSO:  7011 CW 2023-04-09 0324 RG61PP        599 YG     EU1FQ         599 29    
QSO:  7011 CW 2023-04-09 0325 RG61PP        599 YG     N1SOH         599 08    
QSO: 21012 CW 2023-04-09 0326 RG61PP        599 YG     R0RG          599 32    
QSO:  7011 CW 2023-04-09 0326 RG61PP        599 YG     4X6FB         599 39    
QSO:  7011 CW 2023-04-09 0326 RG61PP        599 YG     UA5R          599 29    
QSO:  7011 CW 2023-04-09 0326 RG61PP        599 YG     RN4SS         599 29    
QSO:  7011 CW 2023-04-09 0327 RG61PP        599 YG     D1WA          599 29    
QSO: 21012 CW 2023-04-09 0327 RG61PP        599 YG     RA9MA         599 30    
QSO: 21012 CW 2023-04-09 0327 RG61PP        599 YG     UA0D          599 33    
QSO:  7011 CW 2023-04-09 0327 RG61PP        599 YG     RN4HAB        599 30    
QSO: 21012 CW 2023-04-09 0327 RG61PP        599 YG     R0RG          599 32    
QSO: 21012 CW 2023-04-09 0328 RG61PP        599 YG     UW1M          599 29    
QSO:  7011 CW 2023-04-09 0328 RG61PP        599 YG     I6FDJ         599 28    
QSO: 21012 CW 2023-04-09 0330 RG61PP        599 YG     BI8CZM        599 43    
QSO:  7011 CW 2023-04-09 0330 RG61PP        599 YG     OK1AY         599 28    
QSO: 21012 CW 2023-04-09 0331 RG61PP        599 YG     R9OK          599 31    
QSO:  7011 CW 2023-04-09 0332 RG61PP        599 YG     I2VXJ         599 28    
QSO: 21012 CW 2023-04-09 0333 RG61PP        599 YG     RZ9L          599 30    
QSO:  7011 CW 2023-04-09 0333 RG61PP        599 YG     YU5T          599 28    
QSO: 21012 CW 2023-04-09 0333 RG61PP        599 YG     RA9MX         599 30    
QSO: 21012 CW 2023-04-09 0334 RG61PP        599 YG     HS0ZNV        599 49    
QSO:  7011 CW 2023-04-09 0334 RG61PP        599 YG     RA3VE         599 29    
QSO:  7011 CW 2023-04-09 0334 RG61PP        599 YG     UA7G          599 29    
QSO: 21012 CW 2023-04-09 0334 RG61PP        599 YG     RW0J          599 KV    
QSO: 21012 CW 2023-04-09 0335 RG61PP        599 YG     UA4Q          599 30    
QSO:  7011 CW 2023-04-09 0335 RG61PP        599 YG     RW7KW         599 29    
QSO: 21012 CW 2023-04-09 0335 RG61PP        599 YG     UA0UV         599 33    
QSO: 21012 CW 2023-04-09 0336 RG61PP        599 YG     RW0AJ         599 32    
QSO:  7011 CW 2023-04-09 0336 RG61PP        599 YG     RK3V          599 29    
QSO: 21012 CW 2023-04-09 0336 RG61PP        599 YG     R3OM          599 29    
QSO: 21012 CW 2023-04-09 0336 RG61PP        599 YG     RT4D          599 MP    
QSO:  7011 CW 2023-04-09 0336 RG61PP        599 YG     LZ2KSB        599 28    
QSO: 21012 CW 2023-04-09 0337 RG61PP        599 YG     RK9CYA        599 30    
QSO:  7011 CW 2023-04-09 0337 RG61PP        599 YG     RL2H          599 29    
QSO:  7011 CW 2023-04-09 0338 RG61PP        599 YG     YO6FNA        599 28    
QSO: 21012 CW 2023-04-09 0338 RG61PP        599 YG     R9JX          599 20    
QSO:  7011 CW 2023-04-09 0339 RG61PP        599 YG     Z39A          599 28    
QSO: 21012 CW 2023-04-09 0339 RG61PP        599 YG     RW0A          599 SA    
QSO:  7011 CW 2023-04-09 0339 RG61PP        599 YG     IV3IPS        599 28    
QSO: 14019 CW 2023-04-09 0340 RG61PP        599 YG     UA0QN         599 23    
QSO: 21012 CW 2023-04-09 0341 RG61PP        599 YG     R0UT          599 33    
QSO: 14019 CW 2023-04-09 0342 RG61PP        599 YG     UA4WJ         599 30    
QSO: 14019 CW 2023-04-09 0342 RG61PP        599 YG     R8AB          599 30    
QSO: 14019 CW 2023-04-09 0343 RG61PP        599 YG     RA9CHZ        599 30    
QSO:  7011 CW 2023-04-09 0343 RG61PP        599 YG     RK7X          599 29    
QSO: 14019 CW 2023-04-09 0343 RG61PP        599 YG     UB8A          599 30    
QSO:  7011 CW 2023-04-09 0344 RG61PP        599 YG     RV3X          599 29    
QSO: 14019 CW 2023-04-09 0344 RG61PP        599 YG     R4ACY         599 29    
QSO: 21012 CW 2023-04-09 0345 RG61PP        599 YG     UB8Y          599 31    
QSO: 14019 CW 2023-04-09 0345 RG61PP        599 YG     R0UT          599 33    
QSO: 14019 CW 2023-04-09 0345 RG61PP        599 YG     RA9SN         599 30    
QSO: 14019 CW 2023-04-09 0346 RG61PP        599 YG     R0MZ          599 34    
QSO: 21012 CW 2023-04-09 0346 RG61PP        599 YG     R0CBW         599 34    
QSO: 14019 CW 2023-04-09 0346 RG61PP        599 YG     UA5R          599 29    
QSO:  7000 CW 2023-04-09 0347 RG61PP        599 YG     LZ1IA         599 28    
QSO:  7011 CW 2023-04-09 0347 RG61PP        599 YG     RX3Q          599 29    
QSO: 21012 CW 2023-04-09 0347 RG61PP        599 YG     RK3DK         599 29    
QSO: 14019 CW 2023-04-09 0347 RG61PP        599 YG     RT5Q          599 29    
QSO: 21012 CW 2023-04-09 0347 RG61PP        599 YG     RV9UDO        599 31    
QSO: 21012 CW 2023-04-09 0347 RG61PP        599 YG     RK3T          599 29    
QSO: 14019 CW 2023-04-09 0348 RG61PP        599 YG     R8MB/1        599 20    
QSO: 14019 CW 2023-04-09 0348 RG61PP        599 YG     RN3AM         599 29    
QSO: 14019 CW 2023-04-09 0348 RG61PP        599 YG     UF5A          599 29    
QSO: 14019 CW 2023-04-09 0348 RG61PP        599 YG     R3QA          599 29    
QSO: 14019 CW 2023-04-09 0349 RG61PP        599 YG     RQ9O          599 31    
QSO: 14019 CW 2023-04-09 0349 RG61PP        599 YG     UA0SDX        599 32    
QSO: 21012 CW 2023-04-09 0349 RG61PP        599 YG     UA3QGT        599 29    
QSO: 14019 CW 2023-04-09 0350 RG61PP        599 YG     UA9CUJ        599 30    
QSO: 14019 CW 2023-04-09 0350 RG61PP        599 YG     R8WO          599 30    
QSO: 14019 CW 2023-04-09 0350 RG61PP        599 YG     LZ1DQ         599 28    
QSO: 14019 CW 2023-04-09 0351 RG61PP        599 YG     R0SBI         599 32    
QSO: 14019 CW 2023-04-09 0351 RG61PP        599 YG     AF2F          599 08    
QSO: 14019 CW 2023-04-09 0351 RG61PP        599 YG     R7DX          599 29    
QSO: 21012 CW 2023-04-09 0352 RG61PP        599 YG     JF2SKV        599 45    
QSO: 14019 CW 2023-04-09 0352 RG61PP        599 YG     HA2KMR        599 28    
QSO: 21012 CW 2023-04-09 0353 RG61PP        599 YG     JK2VOC        599 45    
QSO: 14019 CW 2023-04-09 0353 RG61PP        599 YG     R9JAP         599 20    
QSO: 21012 CW 2023-04-09 0353 RG61PP        599 YG     RA3PN         599 29    
QSO: 21012 CW 2023-04-09 0353 RG61PP        599 YG     RN9N          599 30    
QSO: 14019 CW 2023-04-09 0353 RG61PP        599 YG     UN0L          599 30    
QSO: 14019 CW 2023-04-09 0354 RG61PP        599 YG     RO9O          599 31    
QSO: 21012 CW 2023-04-09 0354 RG61PP        599 YG     R9JAP         599 20    
QSO: 14019 CW 2023-04-09 0354 RG61PP        599 YG     I6FDJ         599 28    
QSO:  7011 CW 2023-04-09 0354 RG61PP        599 YG     RT1Q          599 29    
QSO: 14019 CW 2023-04-09 0355 RG61PP        599 YG     UA4AGT        599 29    
QSO: 14019 CW 2023-04-09 0355 RG61PP        599 YG     R9QQ          599 30    
QSO: 14019 CW 2023-04-09 0355 RG61PP        599 YG     UA9CU         599 30    
QSO: 14019 CW 2023-04-09 0355 RG61PP        599 YG     RW0AJ         599 32    
QSO: 21012 CW 2023-04-09 0356 RG61PP        599 YG     UD0O          599 32    
QSO: 21012 CW 2023-04-09 0356 RG61PP        599 YG     RW9MZ         599 30    
QSO: 14019 CW 2023-04-09 0356 RG61PP        599 YG     SV1IU         599 28    
QSO: 21012 CW 2023-04-09 0356 RG61PP        599 YG     BH1APZ        599 44    
QSO: 14019 CW 2023-04-09 0357 RG61PP        599 YG     UN7CAW        599 30    
QSO: 21012 CW 2023-04-09 0357 RG61PP        599 YG     UC0A          599 32    
QSO: 14025 CW 2023-04-09 0358 RG61PP        599 YG     R108M         599 RG    
QSO: 21012 CW 2023-04-09 0358 RG61PP        599 YG     JJ1CHU        599 14    
QSO: 14021 CW 2023-04-09 0358 RG61PP        599 YG     RT2C          599 CU    
QSO: 21012 CW 2023-04-09 0358 RG61PP        599 YG     UA4S          599 29    
QSO: 14019 CW 2023-04-09 0358 RG61PP        599 YG     R8WF          599 30    
QSO: 21012 CW 2023-04-09 0359 RG61PP        599 YG     R8CT          599 30    
QSO: 14019 CW 2023-04-09 0359 RG61PP        599 YG     YT5M          599 28    
QSO: 21012 CW 2023-04-09 0400 RG61PP        599 YG     UP4L          599 30    
QSO: 14019 CW 2023-04-09 0400 RG61PP        599 YG     SV1AJO        599 28    
QSO: 21012 CW 2023-04-09 0400 RG61PP        599 YG     RW0LCN        599 34    
QSO: 14019 CW 2023-04-09 0401 RG61PP        599 YG     UB7K          599 29    
QSO: 14019 CW 2023-04-09 0401 RG61PP        599 YG     K3EST         599 06    
QSO: 14019 CW 2023-04-09 0402 RG61PP        599 YG     UN7LV         599 30    
QSO: 21012 CW 2023-04-09 0402 RG61PP        599 YG     UA4AGT        599 29    
QSO: 14019 CW 2023-04-09 0402 RG61PP        599 YG     RK7X          599 29    
QSO: 14019 CW 2023-04-09 0402 RG61PP        599 YG     UI8C          599 30    
QSO: 21012 CW 2023-04-09 0402 RG61PP        599 YG     RG9A          599 30    
QSO: 14019 CW 2023-04-09 0403 RG61PP        599 YG     UA9SEC        599 30    
QSO: 14019 CW 2023-04-09 0403 RG61PP        599 YG     N4JVP         599 08    
QSO: 21012 CW 2023-04-09 0403 RG61PP        599 YG     JA8OTE        599 01    
