START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: WAG
CALLSIGN: LY2CO
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: LY2CO
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for WAG DARC/WAG/2017.
QSO:  7021 CW 2017-10-21 1834 LY2CO         599 DM2RN         599 NM
QSO:  7002 CW 2017-10-21 1837 LY2CO         599 003 DL3JAN        599 S07
QSO:  7007 CW 2017-10-21 1839 LY2CO         599 4 DJ0MY         599 F39
QSO:  7008 CW 2017-10-21 1840 LY2CO         599 005 DL1A          599 C30
QSO:  7011 CW 2017-10-21 1840 LY2CO         599 006 DR2G          599 B02
QSO:  7000 CW 2017-10-21 1842 LY2CO         599 007 DM3ZF         599 Y28
QSO:  7000 CW 2017-10-21 1843 LY2CO         599 008 DF0VK         599 O47
QSO:  7014 CW 2017-10-21 1843 LY2CO         599 009 DL6MHW        599 W37
QSO:  7000 CW 2017-10-21 1849 LY2CO         599 011 DL6AG         599 S44
QSO:  7000 CW 2017-10-21 1850 LY2CO         599 012 DM3C          599 V22
QSO:  7000 CW 2017-10-21 1851 LY2CO         599 013 DK5SF         599 Z46
QSO:  7000 CW 2017-10-21 1852 LY2CO         599 015 DG7EE         599 S54
QSO:  7020 CW 2017-10-21 1852 LY2CO         599 014 DK5QN         599 N02
QSO:  7000 CW 2017-10-21 1853 LY2CO         599 016 DF8AA         599 S21
QSO:  7023 CW 2017-10-21 1857 LY2CO         599 017 DL4WA         599 X28
QSO:  7030 CW 2017-10-21 1900 LY2CO         599 019 DJ5MW         599 T13
QSO:  7000 CW 2017-10-21 1901 LY2CO         599 20 DL4DZ         599 O04
QSO:  7032 CW 2017-10-21 1902 LY2CO         599 021 DM3M          599 Q01
QSO:  7000 CW 2017-10-21 1904 LY2CO         599 022 DL2OM         599 K32
QSO:  7034 CW 2017-10-21 1904 LY2CO         599 023 DL1WA         599 X28
QSO:  7000 CW 2017-10-21 1907 LY2CO         599 024 DA0WFF        599 O39
QSO:  7005 CW 2017-10-21 1908 LY2CO         599 025 DF0RW         599 R17
