START-OF-LOG: 3.0
CALLSIGN: GI4SJQ
CLUB:
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 234930
OPERATORS: GI4SJQ
SOAPBOX: I am shattered. This is the most time I have put into any contest to
SOAPBOX: date.   Very good opening on 10m Sunday morning,  15m in very good
SOAPBOX: shape all weekend and 80m at 03:00z was amazing.   Roll on next year.
SOAPBOX: I cannot wait.
NAME: George Frazer
CREATED-BY: N1MM Logger V10.10.2
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 21068 CW 2010-11-27 1019 GI4SJQ        599 14     LZ2A          599 20
QSO: 21110 CW 2010-11-27 1022 GI4SJQ        599 14     VK8NSB        599 29
QSO: 21108 CW 2010-11-27 1026 GI4SJQ        599 14     OH2LU         599 15
QSO: 21108 CW 2010-11-27 1029 GI4SJQ        599 14     RV3DZ         599 16
QSO: 21001 CW 2010-11-27 1041 GI4SJQ        599 14     EM7L          599 16
QSO: 21091 CW 2010-11-27 1057 GI4SJQ        599 14     LZ3ZZ         599 20
QSO: 21093 CW 2010-11-27 1058 GI4SJQ        599 14     UR2P          599 16
QSO: 21093 CW 2010-11-27 1107 GI4SJQ        599 14     EW3LN         599 16
QSO: 21094 CW 2010-11-27 1108 GI4SJQ        599 14     HA8IB         599 15
QSO: 21094 CW 2010-11-27 1109 GI4SJQ        599 14     OK1BUD        599 15
QSO: 21094 CW 2010-11-27 1110 GI4SJQ        599 14     SN9N          599 15
QSO: 21094 CW 2010-11-27 1111 GI4SJQ        599 14     S58N          599 15
QSO: 21094 CW 2010-11-27 1111 GI4SJQ        599 14     RW4W          599 16
QSO: 21094 CW 2010-11-27 1113 GI4SJQ        599 14     UC6A          599 16
QSO: 21094 CW 2010-11-27 1118 GI4SJQ        599 14     SO4B          599 15
QSO: 21094 CW 2010-11-27 1118 GI4SJQ        599 14     Z33F          599 15
QSO: 21094 CW 2010-11-27 1119 GI4SJQ        599 14     IR4M          599 15
QSO: 21094 CW 2010-11-27 1119 GI4SJQ        599 14     UX5UO         599 16
QSO: 21094 CW 2010-11-27 1120 GI4SJQ        599 14     MI0SAI        599 14
QSO: 21094 CW 2010-11-27 1120 GI4SJQ        599 14     UA3PB         599 16
QSO: 21094 CW 2010-11-27 1121 GI4SJQ        599 14     EW6CU         599 16
QSO: 21094 CW 2010-11-27 1121 GI4SJQ        599 14     SN7Q          599 15
QSO: 21094 CW 2010-11-27 1122 GI4SJQ        599 14     E74Y          599 15
