START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-CW
CALLSIGN:      4M6CQ
CLAIMED-SCORE: 21414
NAME:          ISMAEL MILLAN
OPERATORS:     YV6BXN
SOAPBOX:       conditions were very bad for a qrp stations with 5w
SOAPBOX:       and  wire antennas anyway great fun see next year
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
QSO:  7000 CW 2010-11-27 0116 4M6CQ         599 09     RM3F          599 16
QSO:  7000 CW 2010-11-27 0126 4M6CQ         599 09     SP6OJE        599 15
QSO:  7000 CW 2010-11-27 0129 4M6CQ         599 09     SN9D          599 15
QSO:  7000 CW 2010-11-27 0132 4M6CQ         599 09     EI5N          599 14
QSO:  7000 CW 2010-11-27 0134 4M6CQ         599 09     KP2B          599 08
QSO:  7000 CW 2010-11-27 0137 4M6CQ         599 09     DL4MCF        599 14
QSO:  7000 CW 2010-11-27 0140 4M6CQ         599 09     9A8M          599 15
QSO:  7000 CW 2010-11-27 0142 4M6CQ         599 09     CR2X          599 14
QSO:  7000 CW 2010-11-27 0143 4M6CQ         599 09     S58N          599 15
QSO:  7000 CW 2010-11-27 0151 4M6CQ         599 09     SP4TKR        599 15
QSO:  7000 CW 2010-11-27 0153 4M6CQ         599 09     S53M          599 15
QSO:  7000 CW 2010-11-27 0154 4M6CQ         599 09     S50A          599 15
QSO:  7000 CW 2010-11-27 0156 4M6CQ         599 09     YO9HP         599 20
QSO:  7000 CW 2010-11-27 0157 4M6CQ         599 09     TM6X          599 14
QSO:  7000 CW 2010-11-27 0158 4M6CQ         599 09     DF3CB         599 14
QSO:  7000 CW 2010-11-27 0204 4M6CQ         599 09     EA2EA         599 14
QSO:  7000 CW 2010-11-27 0207 4M6CQ         599 09     DQ4W          599 14
QSO:  7000 CW 2010-11-27 0213 4M6CQ         599 09     DL2CC         599 14
QSO:  7000 CW 2010-11-27 0216 4M6CQ         599 09     OM8A          599 15
QSO:  7000 CW 2010-11-27 0221 4M6CQ         599 09     HA7A          599 15
QSO: 21000 CW 2010-11-28 1354 4M6CQ         599 09     PI4DX         599 14
QSO: 21000 CW 2010-11-28 1357 4M6CQ         599 09     LN8W          599 14
QSO: 21000 CW 2010-11-28 1402 4M6CQ         599 09     WJ9B          599 05
QSO: 21000 CW 2010-11-28 1406 4M6CQ         599 09     SP9W          599 15
QSO: 21000 CW 2010-11-28 1410 4M6CQ         599 09     UT2PX         599 16
QSO: 21000 CW 2010-11-28 1411 4M6CQ         599 09     DF9ZP         599 14
QSO: 21000 CW 2010-11-28 1413 4M6CQ         599 09     OL3Z          599 15
QSO: 21000 CW 2010-11-28 1415 4M6CQ         599 09     ES9C          599 15
QSO: 21000 CW 2010-11-28 1417 4M6CQ         599 09     AM5M          599 14
QSO: 21000 CW 2010-11-28 1420 4M6CQ         599 09     EA6FO         599 14
QSO: 28000 CW 2010-11-28 1449 4M6CQ         599 09     KC1XX         599 05
QSO: 28000 CW 2010-11-28 1454 4M6CQ         599 09     KG4WR         599 08
QSO: 28000 CW 2010-11-28 1455 4M6CQ         599 09     XE3N          599 06
QSO: 28000 CW 2010-11-28 1457 4M6CQ         599 09     W1RAN         599 05
QSO: 28000 CW 2010-11-28 1458 4M6CQ         599 09     K3OO          599 05
QSO: 28000 CW 2010-11-28 1501 4M6CQ         599 09     K1TO          599 05
QSO: 28000 CW 2010-11-28 1504 4M6CQ         599 09     P33W          599 20
QSO: 28000 CW 2010-11-28 1505 4M6CQ         599 09     WJ2D          599 05
QSO: 28000 CW 2010-11-28 1506 4M6CQ         599 09     W4CU          599 05
QSO: 28000 CW 2010-11-28 1507 4M6CQ         599 09     KF2O          599 05
QSO: 28000 CW 2010-11-28 1508 4M6CQ         599 09     W5RU          599 04
QSO: 28000 CW 2010-11-28 1742 4M6CQ         599 09     W2ID          599 05
QSO: 28000 CW 2010-11-28 1746 4M6CQ         599 09     AK5ZD         599 04
QSO: 28000 CW 2010-11-28 1747 4M6CQ         599 09     KG2KJ         599 05
QSO: 28000 CW 2010-11-28 1748 4M6CQ         599 09     K1TTT         599 05
QSO: 28000 CW 2010-11-28 1749 4M6CQ         599 09     W1CU          599 05
QSO: 28000 CW 2010-11-28 1750 4M6CQ         599 09     VA1V          599 05
QSO: 21000 CW 2010-11-28 1757 4M6CQ         599 09     VA6AM         599 04
QSO: 21000 CW 2010-11-28 1758 4M6CQ         599 09     K3LR          599 05
QSO: 21000 CW 2010-11-28 1800 4M6CQ         599 09     W0AIH         599 04
QSO: 21000 CW 2010-11-28 1801 4M6CQ         599 09     WE3C          599 05
