START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: JR1NKN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 15M
CATEGORY-POWER: QRP
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 31000
OPERATORS:
CLUB:
NAME: Atsushi Sasaki
SOAPBOX: I'm very glad to have many QSOs.
SOAPBOX: The maximum output power in the contest was five watts.
SOAPBOX: Logs for other bands are also attached.
LOCATION: DX
CATEGORY-TRANSMITTER: ONE
QSO: 21000 CW 2010-11-27 0016 JR1NKN        599 25     WH2D          599 27
QSO: 21000 CW 2010-11-27 0017 JR1NKN        599 25     W7RN          599 03
QSO: 21000 CW 2010-11-27 0018 JR1NKN        599 25     N6RV          599 03
QSO: 21000 CW 2010-11-27 0020 JR1NKN        599 25     AH0DX         599 27
QSO: 21000 CW 2010-11-27 0021 JR1NKN        599 25     WN6K          599 03
QSO: 21000 CW 2010-11-27 0023 JR1NKN        599 25     ZX5J          599 11
QSO: 21000 CW 2010-11-27 0024 JR1NKN        599 25     W7YAQ         599 03
QSO: 21000 CW 2010-11-27 0025 JR1NKN        599 25     VE7SV         599 03
QSO: 21000 CW 2010-11-27 0026 JR1NKN        599 25     KL5DX         599 01
QSO: 21000 CW 2010-11-27 0026 JR1NKN        599 25     NH2T          599 27
QSO: 21000 CW 2010-11-27 0027 JR1NKN        599 25     WA6O          599 03
QSO: 21000 CW 2010-11-27 0028 JR1NKN        599 25     N7ZG          599 03
QSO: 21000 CW 2010-11-27 0029 JR1NKN        599 25     N7BV          599 03
QSO: 21000 CW 2010-11-27 0031 JR1NKN        599 25     N6WM          599 03
QSO: 21000 CW 2010-11-27 0031 JR1NKN        599 25     K6XX          599 03
QSO: 21000 CW 2010-11-27 0033 JR1NKN        599 25     AH2R          599 27
QSO: 21000 CW 2010-11-27 0033 JR1NKN        599 25     N7AT          599 03
QSO: 21000 CW 2010-11-27 0038 JR1NKN        599 25     W6YA          599 03
QSO: 21000 CW 2010-11-27 0039 JR1NKN        599 25     ZM4T          599 32
QSO: 21000 CW 2010-11-27 0040 JR1NKN        599 25     KO7AA         599 03
QSO: 21000 CW 2010-11-27 0042 JR1NKN        599 25     VK2PN         599 30
QSO: 21000 CW 2010-11-27 0043 JR1NKN        599 25     KH6ZN         599 31
QSO: 21000 CW 2010-11-27 0048 JR1NKN        599 25     V63YT         599 27
QSO: 21000 CW 2010-11-27 0048 JR1NKN        599 25     YC1BJU        599 28
QSO: 21000 CW 2010-11-27 0049 JR1NKN        599 25     VK3TDX        599 30
QSO: 21000 CW 2010-11-27 0053 JR1NKN        599 25     VK6LW         599 29
QSO: 21000 CW 2010-11-27 0056 JR1NKN        599 25     KG6DX         599 27
QSO: 21000 CW 2010-11-27 0059 JR1NKN        599 25     VK1CC         599 30
QSO: 21000 CW 2010-11-27 0103 JR1NKN        599 25     XV2RZ         599 26
QSO: 21000 CW 2010-11-27 0106 JR1NKN        599 25     VR2PX         599 24
QSO: 21000 CW 2010-11-27 0110 JR1NKN        599 25     LW5HBR        599 13
QSO: 21000 CW 2010-11-27 0117 JR1NKN        599 25     B4S           599 24
QSO: 21000 CW 2010-11-27 0120 JR1NKN        599 25     BX2AK         599 24
QSO: 21000 CW 2010-11-27 0121 JR1NKN        599 25     VK4IU         599 30
QSO: 21000 CW 2010-11-27 0122 JR1NKN        599 25     VK4AN         599 30
QSO: 21000 CW 2010-11-27 0123 JR1NKN        599 25     B7P           599 24
QSO: 21000 CW 2010-11-27 0125 JR1NKN        599 25     VK4OQ         599 30
QSO: 21000 CW 2010-11-27 0126 JR1NKN        599 25     VK4SN         599 30
QSO: 21000 CW 2010-11-27 0127 JR1NKN        599 25     BD4CQ         599 24
QSO: 21000 CW 2010-11-27 0129 JR1NKN        599 25     UA0IDZ        599 19
QSO: 21000 CW 2010-11-27 0132 JR1NKN        599 25     ZL2AGY        599 32
QSO: 21000 CW 2010-11-27 0133 JR1NKN        599 25     ZL8X          599 32
QSO: 21000 CW 2010-11-27 0134 JR1NKN        599 25     BD2SH/7       599 24
QSO: 21000 CW 2010-11-27 0138 JR1NKN        599 25     ZL7VR         599 32
QSO: 21000 CW 2010-11-27 0140 JR1NKN        599 25     ZM1A          599 32
QSO: 21000 CW 2010-11-27 0143 JR1NKN        599 25     UA0ZAM        599 19
QSO: 21000 CW 2010-11-27 0144 JR1NKN        599 25     CX5TR         599 13
QSO: 21000 CW 2010-11-27 0145 JR1NKN        599 25     KH6LC         599 31
QSO: 21000 CW 2010-11-27 0147 JR1NKN        599 25     ZL1BYZ        599 32
QSO: 21000 CW 2010-11-27 0148 JR1NKN        599 25     UN9GD         599 17
QSO: 21000 CW 2010-11-27 0150 JR1NKN        599 25     YC1BJX        599 28
QSO: 21000 CW 2010-11-27 0201 JR1NKN        599 25     ZK2A          599 32
QSO: 21000 CW 2010-11-27 0204 JR1NKN        599 25     ZM4M          599 32
QSO: 21000 CW 2010-11-27 0208 JR1NKN        599 25     LU4FPZ        599 13
QSO: 21000 CW 2010-11-27 0209 JR1NKN        599 25     B1Z           599 24
QSO: 21000 CW 2010-11-27 0211 JR1NKN        599 25     YE1C          599 28
QSO: 21000 CW 2010-11-27 0214 JR1NKN        599 25     ZL1ALZ        599 32
QSO: 21000 CW 2010-11-27 0223 JR1NKN        599 25     VR2UW         599 24
QSO: 21000 CW 2010-11-27 0235 JR1NKN        599 25     BY3CQ         599 24
QSO: 21000 CW 2010-11-27 0236 JR1NKN        599 25     VK8NSB        599 29
QSO: 21000 CW 2010-11-27 0237 JR1NKN        599 25     FO8RZ         599 32
QSO: 21000 CW 2010-11-27 0238 JR1NKN        599 25     ZL1TM         599 32
QSO: 21000 CW 2010-11-27 0241 JR1NKN        599 25     VK6AA         599 29
QSO: 21000 CW 2010-11-27 0245 JR1NKN        599 25     RU0UQ         599 18
QSO: 21000 CW 2010-11-27 0339 JR1NKN        599 25     3W1M          599 26
QSO: 21000 CW 2010-11-27 0341 JR1NKN        599 25     RZ0SR         599 18
QSO: 21000 CW 2010-11-27 0342 JR1NKN        599 25     RA0UF         599 18
QSO: 21000 CW 2010-11-27 0348 JR1NKN        599 25     UA0AGI        599 18
QSO: 21000 CW 2010-11-27 0349 JR1NKN        599 25     RV9UP         599 18
QSO: 21000 CW 2010-11-27 0351 JR1NKN        599 25     RK0UT         599 18
QSO: 21000 CW 2010-11-27 0352 JR1NKN        599 25     R0AA          599 18
QSO: 21000 CW 2010-11-27 0413 JR1NKN        599 25     UN7FW         599 17
QSO: 21000 CW 2010-11-27 0417 JR1NKN        599 25     JT0YAB        599 23
QSO: 21000 CW 2010-11-27 0418 JR1NKN        599 25     UN6P          599 17
QSO: 21000 CW 2010-11-27 0419 JR1NKN        599 25     UB0A          599 18
QSO: 21000 CW 2010-11-27 0430 JR1NKN        599 25     LP3U          599 13
QSO: 21000 CW 2010-11-27 0433 JR1NKN        599 25     BN100         599 24
QSO: 21000 CW 2010-11-27 0436 JR1NKN        599 25     VK2BJ         599 30
