START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: DK4VY
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 15050
CREATED-BY: RCKLog V3.21
OPERATORS: DK4VY
CLUB: RHEIN RUHR DX ASSOCIATION
NAME: Reiner Luedtke
SOAPBOX: Kenwood TS-870  CPA Eagle verical Dipol  FD4  LW  micro Keyer II
SOAPBOX:
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 21001 CW 2010-11-28 1431 DK4VY         599 14     K3LR          599 05     0
QSO: 21004 CW 2010-11-28 1433 DK4VY         599 14     N1UR          599 05     0
QSO: 21008 CW 2010-11-28 1438 DK4VY         599 14     N2MF          599 05     0
QSO: 21009 CW 2010-11-28 1441 DK4VY         599 14     K0SR          599 04     0
QSO: 21009 CW 2010-11-28 1441 DK4VY         599 14     AA1K          599 05     0
QSO: 21010 CW 2010-11-28 1444 DK4VY         599 14     NE0U          599 05     0
QSO: 21012 CW 2010-11-28 1445 DK4VY         599 14     CS5NRA        599 14     0
QSO: 21013 CW 2010-11-28 1448 DK4VY         599 14     W3IUU         599 05     0
QSO: 21015 CW 2010-11-28 1450 DK4VY         599 14     WK2G          599 05     0
QSO: 21015 CW 2010-11-28 1452 DK4VY         599 14     PT2CM         599 11     0
QSO: 21018 CW 2010-11-28 1454 DK4VY         599 14     W1KM          599 05     0
QSO: 21019 CW 2010-11-28 1455 DK4VY         599 14     CR3L          599 33     0
QSO: 21020 CW 2010-11-28 1456 DK4VY         599 14     K5ZD          599 05     0
QSO: 21020 CW 2010-11-28 1458 DK4VY         599 14     W3IPI         599 05     0
QSO: 21034 CW 2010-11-28 1500 DK4VY         599 14     KY5R          599 04     0
QSO: 21048 CW 2010-11-28 1515 DK4VY         599 14     K8GL          599 04     0
QSO: 21056 CW 2010-11-28 1517 DK4VY         599 14     W1FJ          599 05     0
QSO: 14000 CW 2010-11-28 1519 DK4VY         599 14     KC1XX         599 05     0
QSO: 14002 CW 2010-11-28 1520 DK4VY         599 14     K3LR          599 05     0
QSO: 14002 CW 2010-11-28 1521 DK4VY         599 14     W2FU          599 05     0
QSO: 14003 CW 2010-11-28 1522 DK4VY         599 14     NR4M          599 05     0
QSO: 14009 CW 2010-11-28 1530 DK4VY         599 14     K0RF          599 04     0
QSO: 14011 CW 2010-11-28 1532 DK4VY         599 14     P33W          599 20     0
QSO: 14013 CW 2010-11-28 1533 DK4VY         599 14     EA3NT         599 14     0
QSO: 14018 CW 2010-11-28 1534 DK4VY         599 14     W7KT          599 03     0
QSO: 14020 CW 2010-11-28 1537 DK4VY         599 14     N0NI          599 04     0
QSO: 14023 CW 2010-11-28 1540 DK4VY         599 14     P40C          599 09     0
QSO: 14024 CW 2010-11-28 1541 DK4VY         599 14     P3F           599 20     0
QSO: 14035 CW 2010-11-28 1543 DK4VY         599 14     CT1JLZ        599 14     0
QSO: 14037 CW 2010-11-28 1601 DK4VY         599 14     CR3L          599 33     0
