START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CREATED-BY: AATest v.1.84
CALLSIGN: UA9MA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 80M
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-OVERLAY:
CATEGORY-ASSISTED: ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 270392
OPERATORS: UA9MA
CLUB: Russian Contest Club
NAME: Gennady Kolmakov
SOAPBOX: Many old friends in my log ! Great fun !
QSO: 14000 CW 2010-11-27 1053 UA9MA         599 17     OM8ON         599 15
QSO: 14000 CW 2010-11-27 1054 UA9MA         599 17     US1PM         599 16
QSO: 14000 CW 2010-11-27 1054 UA9MA         599 17     PA3FOE        599 14
QSO: 14000 CW 2010-11-27 1055 UA9MA         599 17     EI9E          599 14
QSO: 14000 CW 2010-11-27 1055 UA9MA         599 17     SP4GFG        599 15
QSO:  7000 CW 2010-11-27 1059 UA9MA         599 17     N4PM          599 05
QSO:  7000 CW 2010-11-27 1100 UA9MA         599 17     N2IC          599 04
QSO:  7000 CW 2010-11-27 1103 UA9MA         599 17     N9RV          599 04
QSO:  7000 CW 2010-11-27 1103 UA9MA         599 17     RX3APM        599 16
QSO:  3500 CW 2010-11-27 1107 UA9MA         599 17     KH6LC         599 31
QSO:  3500 CW 2010-11-27 1116 UA9MA         599 17     RA0FU         599 19
QSO:  3500 CW 2010-11-27 1117 UA9MA         599 17     RW0UM         599 18
QSO:  3500 CW 2010-11-27 1118 UA9MA         599 17     JH1AEP        599 25
QSO:  3500 CW 2010-11-27 1132 UA9MA         599 17     JH1OYN        599 25
QSO:  3500 CW 2010-11-27 1133 UA9MA         599 17     UA9YE         599 18
QSO:  3500 CW 2010-11-27 1146 UA9MA         599 17     UA4WI         599 16
QSO:  3500 CW 2010-11-27 1147 UA9MA         599 17     RN4SN         599 16
QSO:  3500 CW 2010-11-27 1148 UA9MA         599 17     RU0LL         599 19
QSO:  3500 CW 2010-11-27 1151 UA9MA         599 17     YL3FX         599 15
QSO:  3500 CW 2010-11-27 1152 UA9MA         599 17     UW5U          599 16
QSO:  3500 CW 2010-11-27 1154 UA9MA         599 17     JA6BZI        599 16
QSO:  1800 CW 2010-11-27 1159 UA9MA         599 17     ZL8X          599 32
QSO:  3500 CW 2010-11-27 1214 UA9MA         599 17     NH2T          599 32
QSO:  3500 CW 2010-11-27 1218 UA9MA         599 17     FO8RZ         599 32
QSO:  3500 CW 2010-11-27 1227 UA9MA         599 17     OG5B          599 15
QSO:  3500 CW 2010-11-27 1228 UA9MA         599 17     BY3CQ         599 24
QSO:  3500 CW 2010-11-27 1231 UA9MA         599 17     BA4ALC        599 24
QSO:  3500 CW 2010-11-27 1232 UA9MA         599 17     ZL8X          599 32
QSO:  3500 CW 2010-11-27 1238 UA9MA         599 17     RA3XM         599 16
QSO:  3500 CW 2010-11-27 1244 UA9MA         599 17     B1Z           599 24
QSO:  3500 CW 2010-11-27 1247 UA9MA         599 17     SN3A          599 15
QSO:  3500 CW 2010-11-27 1251 UA9MA         599 17     WH2D          599 27
QSO:  3500 CW 2010-11-27 1257 UA9MA         599 17     SM3C          599 14
QSO:  3500 CW 2010-11-27 1258 UA9MA         599 17     UK9AA         599 17
QSO:  3500 CW 2010-11-27 1303 UA9MA         599 17     UA0ZAM        599 19
QSO:  3500 CW 2010-11-27 1325 UA9MA         599 17     AH0DX         599 27
QSO:  3500 CW 2010-11-27 1331 UA9MA         599 17     8N5A          599 25
QSO:  3500 CW 2010-11-27 1333 UA9MA         599 17     OH4TY         599 15
QSO:  3500 CW 2010-11-27 1334 UA9MA         599 17     UA6LCN        599 16
QSO:  3500 CW 2010-11-27 1334 UA9MA         599 17     UA1ANA        599 16
QSO:  3500 CW 2010-11-27 1343 UA9MA         599 17     UU2J          599 16
QSO:  3500 CW 2010-11-27 1343 UA9MA         599 17     UT4EK         599 16
QSO:  3500 CW 2010-11-27 1344 UA9MA         599 17     RN4SAB        599 16
QSO:  3500 CW 2010-11-27 1344 UA9MA         599 17     UZ8I          599 16
QSO:  3500 CW 2010-11-27 1344 UA9MA         599 17     US7IA         599 16
QSO:  3500 CW 2010-11-27 1345 UA9MA         599 17     UN8PT         599 17
QSO:  3500 CW 2010-11-27 1345 UA9MA         599 17     ES6CO         599 15
QSO:  3500 CW 2010-11-27 1346 UA9MA         599 17     UA4HIP        599 16
QSO:  3500 CW 2010-11-27 1346 UA9MA         599 17     RN0SS         599 18
QSO:  3500 CW 2010-11-27 1347 UA9MA         599 17     RA3AV         599 16
QSO:  3500 CW 2010-11-27 1348 UA9MA         599 17     UW5M          599 16
QSO:  3500 CW 2010-11-27 1349 UA9MA         599 17     RK6YY         599 16
QSO:  3500 CW 2010-11-27 1350 UA9MA         599 17     OH8CW         599 15
QSO:  3500 CW 2010-11-27 1350 UA9MA         599 17     LZ9W          599 20
QSO:  3500 CW 2010-11-27 1354 UA9MA         599 17     EW8EW         599 16
QSO:  3500 CW 2010-11-27 1355 UA9MA         599 17     R4WT          599 16
QSO:  3500 CW 2010-11-27 1404 UA9MA         599 17     LY2T          599 15
QSO:  3500 CW 2010-11-27 1406 UA9MA         599 17     UR7QC         599 16
QSO:  3500 CW 2010-11-27 1407 UA9MA         599 17     S52AW         599 15
QSO:  3500 CW 2010-11-27 1408 UA9MA         599 17     JO3DDD        599 25
QSO:  3500 CW 2010-11-27 1409 UA9MA         599 17     PA4N          599 14
QSO:  3500 CW 2010-11-27 1409 UA9MA         599 17     UX2X          599 16
QSO:  3500 CW 2010-11-27 1410 UA9MA         599 17     RK9ABJ        599 17
QSO:  3500 CW 2010-11-27 1411 UA9MA         599 17     RW4HD         599 16
QSO:  3500 CW 2010-11-27 1411 UA9MA         599 17     UA0WF         599 18
QSO:  3500 CW 2010-11-27 1413 UA9MA         599 17     UA1AIR        599 16
QSO:  3500 CW 2010-11-27 1414 UA9MA         599 17     RL3F          599 16
QSO:  3500 CW 2010-11-27 1414 UA9MA         599 17     RX4W          599 16
QSO:  3500 CW 2010-11-27 1415 UA9MA         599 17     VU2NKS        599 22
QSO:  3500 CW 2010-11-27 1418 UA9MA         599 17     7J1YAJ        599 25
QSO:  3500 CW 2010-11-27 1418 UA9MA         599 17     RA6GW         599 16
QSO:  3500 CW 2010-11-27 1419 UA9MA         599 17     JA3YBK        599 25
QSO:  3500 CW 2010-11-27 1420 UA9MA         599 17     UA1AAF        599 16
QSO:  3500 CW 2010-11-27 1420 UA9MA         599 17     UR8LV         599 16
QSO:  3500 CW 2010-11-27 1422 UA9MA         599 17     RA3VE         599 16
QSO:  3500 CW 2010-11-27 1423 UA9MA         599 17     UU7JF         599 16
QSO:  3500 CW 2010-11-27 1455 UA9MA         599 17     EY7BJ         599 17
QSO:  3500 CW 2010-11-27 1459 UA9MA         599 17     UA6GR         599 16
QSO:  3500 CW 2010-11-27 1502 UA9MA         599 17     A45XR         599 21
QSO:  3500 CW 2010-11-27 1506 UA9MA         599 17     DL2VNL        599 14
QSO:  3500 CW 2010-11-27 1507 UA9MA         599 17     OL4M          599 15
QSO:  3500 CW 2010-11-27 1508 UA9MA         599 17     RX3AEX        599 16
QSO:  3500 CW 2010-11-27 1508 UA9MA         599 17     UT2LY         599 16
QSO:  3500 CW 2010-11-27 1510 UA9MA         599 17     UA3DUJ        599 16
QSO:  3500 CW 2010-11-27 1510 UA9MA         599 17     U3DI          599 16
QSO:  3500 CW 2010-11-27 1512 UA9MA         599 17     UN8GV         599 17
QSO:  3500 CW 2010-11-27 1512 UA9MA         599 17     SP4JCQ        599 15
QSO:  3500 CW 2010-11-27 1513 UA9MA         599 17     UW3M          599 16
QSO:  3500 CW 2010-11-27 1516 UA9MA         599 17     UA0ACG        599 18
QSO:  3500 CW 2010-11-27 1518 UA9MA         599 17     UA1OM         599 16
QSO:  3500 CW 2010-11-27 1519 UA9MA         599 17     J43J          599 20
QSO:  3500 CW 2010-11-27 1520 UA9MA         599 17     UA1CUR        599 16
QSO:  3500 CW 2010-11-27 1520 UA9MA         599 17     OH5UFO        599 15
QSO:  3500 CW 2010-11-27 1521 UA9MA         599 17     US2IZ         599 16
QSO:  3500 CW 2010-11-27 1523 UA9MA         599 17     RA1QD         599 16
QSO:  3500 CW 2010-11-27 1524 UA9MA         599 17     RN3N          599 16
QSO:  3500 CW 2010-11-27 1524 UA9MA         599 17     RD0A          599 18
QSO:  3500 CW 2010-11-27 1525 UA9MA         599 17     UA5D          599 16
QSO:  3500 CW 2010-11-27 1525 UA9MA         599 17     RA3AN         599 16
QSO:  3500 CW 2010-11-27 1525 UA9MA         599 17     EW1EA         599 16
QSO:  3500 CW 2010-11-27 1526 UA9MA         599 17     JA6SRB        599 25
QSO:  3500 CW 2010-11-27 1526 UA9MA         599 17     RK4PA         599 16
QSO:  3500 CW 2010-11-27 1527 UA9MA         599 17     DK5JM         599 14
QSO:  3500 CW 2010-11-27 1527 UA9MA         599 17     SQ9E          599 15
QSO:  3500 CW 2010-11-27 1529 UA9MA         599 17     4L0CR         599 21
QSO:  3500 CW 2010-11-27 1531 UA9MA         599 17     RA4WC         599 16
QSO:  3500 CW 2010-11-27 1531 UA9MA         599 17     LY3BG         599 15
QSO:  3500 CW 2010-11-27 1531 UA9MA         599 17     RL6M          599 16
QSO:  3500 CW 2010-11-27 1531 UA9MA         599 17     OL6T          599 15
QSO:  3500 CW 2010-11-27 1532 UA9MA         599 17     4Z8SM         599 20
QSO:  3500 CW 2010-11-27 1534 UA9MA         599 17     SP3DIK        599 15
QSO:  3500 CW 2010-11-27 1534 UA9MA         599 17     RW6BD         599 16
QSO:  3500 CW 2010-11-27 1536 UA9MA         599 17     JA2IVK        599 25
QSO:  3500 CW 2010-11-27 1536 UA9MA         599 17     UR3IQO        599 16
QSO:  3500 CW 2010-11-27 1537 UA9MA         599 17     JA1BJI        599 25
QSO:  3500 CW 2010-11-27 1538 UA9MA         599 17     ES6KW         599 15
QSO:  3500 CW 2010-11-27 1538 UA9MA         599 17     RW4PL         599 16
QSO:  3500 CW 2010-11-27 1539 UA9MA         599 17     JH1RNI        599 25
QSO:  3500 CW 2010-11-27 1539 UA9MA         599 17     RW4FX         599 16
QSO:  3500 CW 2010-11-27 1545 UA9MA         599 17     HS0ZEE        599 26
QSO:  3500 CW 2010-11-27 1549 UA9MA         599 17     RV4LC         599 16
QSO:  3500 CW 2010-11-27 1549 UA9MA         599 17     RK4WWQ        599 16
QSO:  3500 CW 2010-11-27 1551 UA9MA         599 17     JH1EAQ        599 25
QSO:  3500 CW 2010-11-27 1551 UA9MA         599 17     US3IP         599 16
QSO:  3500 CW 2010-11-27 1553 UA9MA         599 17     RC4WA         599 16
QSO:  3500 CW 2010-11-27 1553 UA9MA         599 17     OL2U          599 15
QSO:  3500 CW 2010-11-27 1554 UA9MA         599 17     SP5GDY        599 15
QSO:  3500 CW 2010-11-27 1555 UA9MA         599 17     RW9HA         599 18
QSO:  3500 CW 2010-11-27 1555 UA9MA         599 17     UT2UB         599 16
QSO:  3500 CW 2010-11-27 1556 UA9MA         599 17     M6W           599 14
QSO:  3500 CW 2010-11-27 1557 UA9MA         599 17     RA4DR         599 16
QSO:  3500 CW 2010-11-27 1558 UA9MA         599 17     R3AM          599 16
QSO:  3500 CW 2010-11-27 1558 UA9MA         599 17     RN5AA         599 16
QSO:  3500 CW 2010-11-27 1600 UA9MA         599 17     HB9CZF        599 14
QSO:  3500 CW 2010-11-27 1600 UA9MA         599 17     RW4AD         599 16
QSO:  3500 CW 2010-11-27 1601 UA9MA         599 17     LY2SA         599 15
QSO:  3500 CW 2010-11-27 1601 UA9MA         599 17     R7FF          599 16
QSO:  3500 CW 2010-11-27 1601 UA9MA         599 17     UA3TT         599 16
QSO:  3500 CW 2010-11-27 1602 UA9MA         599 17     RF4M          599 16
QSO:  3500 CW 2010-11-27 1602 UA9MA         599 17     RK3IM         599 16
QSO:  3500 CW 2010-11-27 1603 UA9MA         599 17     UA7G          599 16
QSO:  3500 CW 2010-11-27 1603 UA9MA         599 17     YU5T          599 15
QSO:  3500 CW 2010-11-27 1604 UA9MA         599 17     SM6MSG        599 14
QSO:  3500 CW 2010-11-27 1605 UA9MA         599 17     LZ3PZ         599 20
QSO:  3500 CW 2010-11-27 1608 UA9MA         599 17     Z37M          599 15
QSO:  3500 CW 2010-11-27 1612 UA9MA         599 17     8Q7DV         599 22
QSO:  3500 CW 2010-11-27 1613 UA9MA         599 17     P3F           599 20
QSO:  3500 CW 2010-11-27 1617 UA9MA         599 17     9M8YY         599 28
QSO:  3500 CW 2010-11-27 1618 UA9MA         599 17     RK8I          599 18
QSO:  3500 CW 2010-11-27 1619 UA9MA         599 17     EA2EA         599 14
QSO:  3500 CW 2010-11-27 1620 UA9MA         599 17     DL6ZXG        599 14
QSO:  3500 CW 2010-11-27 1624 UA9MA         599 17     TC3A          599 20
QSO:  3500 CW 2010-11-27 1626 UA9MA         599 17     RK4S          599 16
QSO:  3500 CW 2010-11-27 1626 UA9MA         599 17     RU1A          599 16
QSO:  3500 CW 2010-11-27 1627 UA9MA         599 17     RV6YB         599 16
QSO:  3500 CW 2010-11-27 1628 UA9MA         599 17     RX4CD         599 16
QSO:  3500 CW 2010-11-27 1629 UA9MA         599 17     LY7A          599 15
QSO:  3500 CW 2010-11-27 1629 UA9MA         599 17     RZ4CWW        599 16
QSO:  3500 CW 2010-11-27 1630 UA9MA         599 17     LY2DV         599 15
QSO:  3500 CW 2010-11-27 1631 UA9MA         599 17     JI1RXQ        599 25
QSO:  3500 CW 2010-11-27 1632 UA9MA         599 17     KH7X          599 31
QSO:  3500 CW 2010-11-27 1633 UA9MA         599 17     UT3EK         599 16
QSO:  3500 CW 2010-11-27 1634 UA9MA         599 17     RX3AGD        599 16
QSO:  3500 CW 2010-11-27 1634 UA9MA         599 17     UA1QM         599 16
QSO:  3500 CW 2010-11-27 1635 UA9MA         599 17     RK0SXR        599 18
QSO:  3500 CW 2010-11-27 1635 UA9MA         599 17     UA3VLO        599 16
QSO:  3500 CW 2010-11-27 1636 UA9MA         599 17     RU3XY         599 16
QSO:  3500 CW 2010-11-27 1637 UA9MA         599 17     SO6C          599 15
QSO:  3500 CW 2010-11-27 1637 UA9MA         599 17     UR7EW         599 16
QSO:  3500 CW 2010-11-27 1638 UA9MA         599 17     9A3W          599 15
QSO:  3500 CW 2010-11-27 1640 UA9MA         599 17     RV6LCI        599 16
QSO:  3500 CW 2010-11-27 1641 UA9MA         599 17     OH6DX         599 15
QSO:  3500 CW 2010-11-27 1641 UA9MA         599 17     UR7ZO         599 16
QSO:  3500 CW 2010-11-27 1642 UA9MA         599 17     JH4CES        599 25
QSO:  3500 CW 2010-11-27 1643 UA9MA         599 17     JF3LOP        599 25
QSO:  3500 CW 2010-11-27 1644 UA9MA         599 17     OG6N          599 15
QSO:  3500 CW 2010-11-27 1646 UA9MA         599 17     UT1DX         599 16
QSO:  3500 CW 2010-11-27 1647 UA9MA         599 17     UC6A          599 16
QSO:  3500 CW 2010-11-27 1648 UA9MA         599 17     RA6FV         599 16
QSO:  3500 CW 2010-11-27 1649 UA9MA         599 17     YL2PN         599 15
QSO:  3500 CW 2010-11-27 1649 UA9MA         599 17     DL5ST         599 14
QSO:  3500 CW 2010-11-27 1650 UA9MA         599 17     RT3T          599 16
QSO:  3500 CW 2010-11-27 1650 UA9MA         599 17     4L9QQ         599 21
QSO:  3500 CW 2010-11-27 1651 UA9MA         599 17     R7AY          599 16
QSO:  3500 CW 2010-11-27 1651 UA9MA         599 17     UA4ANZ        599 16
QSO:  3500 CW 2010-11-27 1653 UA9MA         599 17     R3VO          599 16
QSO:  3500 CW 2010-11-27 1654 UA9MA         599 17     4Z4TL         599 20
QSO:  3500 CW 2010-11-27 1655 UA9MA         599 17     PA3C          599 14
QSO:  3500 CW 2010-11-27 1655 UA9MA         599 17     RN7F          599 16
QSO:  3500 CW 2010-11-27 1656 UA9MA         599 17     HA8IH         599 15
QSO:  3500 CW 2010-11-27 1656 UA9MA         599 17     LY3BY         599 15
QSO:  3500 CW 2010-11-27 1656 UA9MA         599 17     R3DG          599 16
QSO:  3500 CW 2010-11-27 1657 UA9MA         599 17     SP9DLY        599 15
QSO:  3500 CW 2010-11-27 1658 UA9MA         599 17     UN7QX         599 17
QSO:  3500 CW 2010-11-27 1658 UA9MA         599 17     RN3BO         599 16
QSO:  3500 CW 2010-11-27 1704 UA9MA         599 17     EW8DX         599 16
QSO:  3500 CW 2010-11-27 1705 UA9MA         599 17     LY2MM         599 15
QSO:  3500 CW 2010-11-27 1705 UA9MA         599 17     RY6Y          599 16
QSO:  3500 CW 2010-11-27 1706 UA9MA         599 17     EW8OM         599 16
QSO:  3500 CW 2010-11-27 1707 UA9MA         599 17     RT4W          599 16
QSO:  3500 CW 2010-11-27 1708 UA9MA         599 17     DJ6TK         599 14
QSO:  3500 CW 2010-11-27 1710 UA9MA         599 17     IZ0KBR        599 15
QSO:  3500 CW 2010-11-27 1712 UA9MA         599 17     SM0W          599 14
QSO:  3500 CW 2010-11-27 1714 UA9MA         599 17     IH9X          599 33
QSO:  3500 CW 2010-11-27 1715 UA9MA         599 17     S53F          599 15
QSO:  3500 CW 2010-11-27 1716 UA9MA         599 17     RV3YR         599 16
QSO:  3500 CW 2010-11-27 1719 UA9MA         599 17     OR2A          599 14
QSO:  3500 CW 2010-11-27 1722 UA9MA         599 17     RM4R          599 16
QSO:  3500 CW 2010-11-27 1722 UA9MA         599 17     YL2CV         599 15
QSO:  3500 CW 2010-11-27 1725 UA9MA         599 17     DL4AC         599 14
QSO:  3500 CW 2010-11-27 1726 UA9MA         599 17     OK7T          599 15
QSO:  3500 CW 2010-11-27 1727 UA9MA         599 17     UT7I          599 16
QSO:  3500 CW 2010-11-27 1728 UA9MA         599 17     G4AMT         599 14
QSO:  3500 CW 2010-11-27 1728 UA9MA         599 17     HA6FQ         599 15
QSO:  3500 CW 2010-11-27 1730 UA9MA         599 17     UA9CM         599 17
QSO:  3500 CW 2010-11-27 1730 UA9MA         599 17     R3/UY0YU      599 16
QSO:  3500 CW 2010-11-27 1731 UA9MA         599 17     I1RJP         599 15
QSO:  3500 CW 2010-11-27 1735 UA9MA         599 17     OL0W          599 15
QSO:  3500 CW 2010-11-27 1808 UA9MA         599 17     P33W          599 20
QSO:  3500 CW 2010-11-27 1812 UA9MA         599 17     LY2W          599 15
QSO:  3500 CW 2010-11-27 1813 UA9MA         599 17     OM7M          599 15
QSO:  3500 CW 2010-11-27 1816 UA9MA         599 17     RM3Q          599 16
QSO:  3500 CW 2010-11-27 1817 UA9MA         599 17     LZ2JR         599 20
QSO:  3500 CW 2010-11-27 1817 UA9MA         599 17     UV5U          599 16
QSO:  3500 CW 2010-11-27 1819 UA9MA         599 17     UA2FL         599 15
QSO:  3500 CW 2010-11-27 1820 UA9MA         599 17     OM7RU         599 15
QSO:  3500 CW 2010-11-27 1820 UA9MA         599 17     YL4U          599 15
QSO:  3500 CW 2010-11-27 1823 UA9MA         599 17     OE3I          599 15
QSO:  3500 CW 2010-11-27 1823 UA9MA         599 17     UX1IL         599 16
QSO:  3500 CW 2010-11-27 1824 UA9MA         599 17     9A5Y          599 15
QSO:  3500 CW 2010-11-27 1825 UA9MA         599 17     LZ2WR         599 20
QSO:  3500 CW 2010-11-27 1825 UA9MA         599 17     OM7CW         599 15
QSO:  3500 CW 2010-11-27 1826 UA9MA         599 17     C4W           599 20
QSO:  3500 CW 2010-11-27 1827 UA9MA         599 17     UA1OMS        599 16
QSO:  3500 CW 2010-11-27 1828 UA9MA         599 17     RX3DBH        599 16
QSO:  3500 CW 2010-11-27 1828 UA9MA         599 17     9A1A          599 15
QSO:  3500 CW 2010-11-27 1830 UA9MA         599 17     HG1S          599 15
QSO:  3500 CW 2010-11-27 1831 UA9MA         599 17     R4II          599 16
QSO:  3500 CW 2010-11-27 1832 UA9MA         599 17     HA8BE         599 15
QSO:  3500 CW 2010-11-27 1834 UA9MA         599 17     SN3R          599 15
QSO:  3500 CW 2010-11-27 1835 UA9MA         599 17     EU1FC         599 16
QSO:  3500 CW 2010-11-27 1837 UA9MA         599 17     4L0A          599 21
QSO:  3500 CW 2010-11-27 1837 UA9MA         599 17     S58AL         599 15
QSO:  3500 CW 2010-11-27 1838 UA9MA         599 17     UV2L          599 16
QSO:  3500 CW 2010-11-27 1840 UA9MA         599 17     ES9C          599 15
QSO:  3500 CW 2010-11-27 1842 UA9MA         599 17     UY7C          599 15
QSO:  3500 CW 2010-11-27 1843 UA9MA         599 17     OK2MBP        599 15
QSO:  3500 CW 2010-11-27 1843 UA9MA         599 17     RU4AA         599 16
QSO:  3500 CW 2010-11-27 1843 UA9MA         599 17     US4IPQ        599 16
QSO:  3500 CW 2010-11-27 1844 UA9MA         599 17     RA3FD         599 16
QSO:  3500 CW 2010-11-27 1845 UA9MA         599 17     US2WU         599 16
QSO:  3500 CW 2010-11-27 1845 UA9MA         599 17     LY1G          599 15
QSO:  3500 CW 2010-11-27 1845 UA9MA         599 17     RT3M          599 16
QSO:  3500 CW 2010-11-27 1846 UA9MA         599 17     IZ1ANU        599 15
QSO:  3500 CW 2010-11-27 1846 UA9MA         599 17     UX1UF         599 16
QSO:  3500 CW 2010-11-27 1848 UA9MA         599 17     RA9UIV/9      599 18
QSO:  3500 CW 2010-11-27 1849 UA9MA         599 17     RM2U          599 16
QSO:  3500 CW 2010-11-27 1849 UA9MA         599 17     UR5AKU        599 16
QSO:  3500 CW 2010-11-27 1850 UA9MA         599 17     DK1KC         599 14
QSO:  3500 CW 2010-11-27 1850 UA9MA         599 17     RA3DNC        599 16
QSO:  3500 CW 2010-11-27 1850 UA9MA         599 17     UR5LAM        599 16
QSO:  3500 CW 2010-11-27 1851 UA9MA         599 17     OM8DD         599 15
QSO:  3500 CW 2010-11-27 1851 UA9MA         599 17     SQ1DWR        599 15
QSO:  3500 CW 2010-11-27 1851 UA9MA         599 17     DH8BQA        599 14
QSO:  3500 CW 2010-11-27 1852 UA9MA         599 17     GM1J          599 14
QSO:  3500 CW 2010-11-27 1852 UA9MA         599 17     OK3C          599 15
QSO:  3500 CW 2010-11-27 1853 UA9MA         599 17     RA4CBN        599 16
QSO:  3500 CW 2010-11-27 1853 UA9MA         599 17     RQ5D          599 16
QSO:  3500 CW 2010-11-27 1854 UA9MA         599 17     RK3VWA        599 16
QSO:  3500 CW 2010-11-27 1855 UA9MA         599 17     OE9ICI        599 15
QSO:  3500 CW 2010-11-27 1855 UA9MA         599 17     RX6AKA        599 16
QSO:  3500 CW 2010-11-27 1855 UA9MA         599 17     SM5AOG        599 14
QSO:  3500 CW 2010-11-27 1856 UA9MA         599 17     RN3AW         599 16
QSO:  3500 CW 2010-11-27 1857 UA9MA         599 17     RW2F          599 15
QSO:  3500 CW 2010-11-27 1858 UA9MA         599 17     SP5ELA        599 15
QSO:  3500 CW 2010-11-27 1859 UA9MA         599 17     OK2MJF        599 15
QSO:  3500 CW 2010-11-27 1859 UA9MA         599 17     EU6RO         599 16
QSO:  3500 CW 2010-11-27 1859 UA9MA         599 17     UW0K          599 16
QSO:  3500 CW 2010-11-27 1900 UA9MA         599 17     SM6NJK        599 14
QSO:  3500 CW 2010-11-27 1900 UA9MA         599 17     UT1S          599 16
QSO:  3500 CW 2010-11-27 1901 UA9MA         599 17     F8DHA         599 14
QSO:  3500 CW 2010-11-27 1901 UA9MA         599 17     RL3A          599 16
QSO:  3500 CW 2010-11-27 1905 UA9MA         599 17     UA1CE         599 16
QSO:  3500 CW 2010-11-27 1905 UA9MA         599 17     II2S          599 15
