START-OF-LOG: 3.0
CREATED-BY:    CT Version 9.89.003
CALLSIGN:      JF1SQC
NAME:          Seiichiro Morikawa
CLUB:
CLAIMED-SCORE: 1375560
CONTEST:       CQ-WW-CW
OPERATORS:
SOAPBOX:
SOAPBOX:
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 21050 CW 2010-11-27 0022 JF1SQC        599 25     K7HBN         599 3      1
QSO: 21050 CW 2010-11-27 0023 JF1SQC        599 25     K6JEB         599 3      1
QSO: 21050 CW 2010-11-27 0023 JF1SQC        599 25     PY3AU         599 11     1
QSO: 21050 CW 2010-11-27 0024 JF1SQC        599 25     AA6EE         599 3      1
QSO: 21050 CW 2010-11-27 0024 JF1SQC        599 25     KC6X          599 03     1
QSO: 21050 CW 2010-11-27 0026 JF1SQC        599 25     PS2T          599 11     1
QSO: 21050 CW 2010-11-27 0026 JF1SQC        599 25     BG6IQL        599 24     1
QSO: 21050 CW 2010-11-27 0026 JF1SQC        599 25     K6NR          599 03     1
QSO: 21050 CW 2010-11-27 0027 JF1SQC        599 25     N6RV          599 3      1
QSO: 21050 CW 2010-11-27 0027 JF1SQC        599 25     PU5AAD        599 11     1
QSO: 21050 CW 2010-11-27 0028 JF1SQC        599 25     WA7LT         599 3      1
QSO: 21050 CW 2010-11-27 0030 JF1SQC        599 25     NU6S          599 3      1
QSO: 21050 CW 2010-11-27 0031 JF1SQC        599 25     VE7BZR        599 3      1
QSO: 21050 CW 2010-11-27 0031 JF1SQC        599 25     WJ7R          599 3      1
QSO: 21050 CW 2010-11-27 0031 JF1SQC        599 25     VK2GR         599 30     1
QSO: 21050 CW 2010-11-27 0032 JF1SQC        599 25     VY1EI         599 1      1
QSO: 21050 CW 2010-11-27 0032 JF1SQC        599 25     VK4BUI        599 30     1
QSO: 21050 CW 2010-11-27 0033 JF1SQC        599 25     WA5VGI        599 03     1
QSO: 21050 CW 2010-11-27 0034 JF1SQC        599 25     N7BV          599 3      1
QSO: 21050 CW 2010-11-27 0035 JF1SQC        599 25     N7IR          599 3      1
QSO: 21050 CW 2010-11-27 0038 JF1SQC        599 25     VA7KO         599 3      1
QSO: 21050 CW 2010-11-27 0038 JF1SQC        599 25     VK3TDX        599 30     1
QSO: 21050 CW 2010-11-27 0039 JF1SQC        599 25     W7RN          599 3      1
QSO: 21050 CW 2010-11-27 0040 JF1SQC        599 25     BD6JJX        599 24     1
QSO: 21050 CW 2010-11-27 0041 JF1SQC        599 25     K7SS          599 3      1
QSO: 21050 CW 2010-11-27 0041 JF1SQC        599 25     AJ6V          599 3      1
QSO: 21050 CW 2010-11-27 0042 JF1SQC        599 25     KL7NC         599 1      1
QSO: 21050 CW 2010-11-27 0043 JF1SQC        599 25     BA6IV         599 24     1
