START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.187
CALLSIGN: 4K7Z
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 1855143
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: ONE
OPERATORS: 4K5D, 4J7FM, 4J9M
XCLUB: 4K7Z
LOCATION: DX
NAME: RADIO CLUB
SOAPBOX: RIG(s): FT-897D; ANTENNA(s): DELTA of 80m band & 3 EL. QUAD
QSO: 14000 CW 2010-11-27 1244 4K7Z          599 21     ES9C          599 15
QSO: 14000 CW 2010-11-27 1246 4K7Z          599 21     DF0HQ         599 14
QSO: 14000 CW 2010-11-27 1246 4K7Z          599 21     K3LR          599 5
QSO: 14000 CW 2010-11-27 1247 4K7Z          599 21     RL3DZ         599 16
QSO: 14000 CW 2010-11-27 1247 4K7Z          599 21     LY5G          599 16
QSO: 14000 CW 2010-11-27 1248 4K7Z          599 21     RV3DBX        599 16
QSO: 14000 CW 2010-11-27 1249 4K7Z          599 21     DL1SAN        599 14
QSO: 14000 CW 2010-11-27 1249 4K7Z          599 21     UA3ABJ        599 16
QSO: 14000 CW 2010-11-27 1249 4K7Z          599 21     RT3T          599 16
QSO: 14000 CW 2010-11-27 1250 4K7Z          599 21     UA3UDE        599 16
QSO: 14000 CW 2010-11-27 1251 4K7Z          599 21     RD3FT         599 16
QSO: 14000 CW 2010-11-27 1251 4K7Z          599 21     IR4M          599 15
QSO: 14000 CW 2010-11-27 1252 4K7Z          599 21     LZ4AE         599 20
QSO: 14000 CW 2010-11-27 1255 4K7Z          599 21     SN9D          599 15
QSO: 14000 CW 2010-11-27 1255 4K7Z          599 21     UR7UC         599 16
QSO: 14000 CW 2010-11-27 1255 4K7Z          599 21     EU6AA         599 16
QSO: 14000 CW 2010-11-27 1257 4K7Z          599 21     SM0Q          599 14
QSO: 14000 CW 2010-11-27 1257 4K7Z          599 21     W6NWS         599 5
QSO: 14000 CW 2010-11-27 1257 4K7Z          599 21     OK5W          599 15
QSO: 14000 CW 2010-11-27 1258 4K7Z          599 21     RT4W          599 16
QSO: 14000 CW 2010-11-27 1258 4K7Z          599 21     UW3U          599 16
QSO: 14000 CW 2010-11-27 1259 4K7Z          599 21     IK0YUT        599 15
QSO: 14000 CW 2010-11-27 1300 4K7Z          599 21     DQ4P          599 14
QSO: 14000 CW 2010-11-27 1300 4K7Z          599 21     LZ9W          599 20
QSO: 14000 CW 2010-11-27 1301 4K7Z          599 21     YL2SM         599 15
QSO: 14000 CW 2010-11-27 1301 4K7Z          599 21     LA2AB         599 14
QSO: 14000 CW 2010-11-27 1301 4K7Z          599 21     RA3EF         599 16
QSO: 14000 CW 2010-11-27 1302 4K7Z          599 21     DL5XJ         599 14
QSO: 14000 CW 2010-11-27 1302 4K7Z          599 21     PA3EWP        599 14
QSO: 14000 CW 2010-11-27 1303 4K7Z          599 21     UV2L          599 16
QSO: 14000 CW 2010-11-27 1303 4K7Z          599 21     RK3SWB        599 16
QSO: 14000 CW 2010-11-27 1304 4K7Z          599 21     DF6QV         599 14
QSO: 14000 CW 2010-11-27 1305 4K7Z          599 21     EI6FR         599 14
QSO: 14000 CW 2010-11-27 1305 4K7Z          599 21     YR5T          599 20
QSO: 14000 CW 2010-11-27 1306 4K7Z          599 21     DL6KVA        599 14
QSO: 14000 CW 2010-11-27 1306 4K7Z          599 21     DR5N          599 14
QSO: 14000 CW 2010-11-27 1307 4K7Z          599 21     DJ7TO         599 14
QSO: 14000 CW 2010-11-27 1307 4K7Z          599 21     E7DX          599 15
QSO: 14000 CW 2010-11-27 1308 4K7Z          599 21     SN3R          599 15
QSO: 14000 CW 2010-11-27 1308 4K7Z          599 21     TM6M          599 14
QSO: 14000 CW 2010-11-27 1310 4K7Z          599 21     K1LZ          599 5
QSO: 14000 CW 2010-11-27 1310 4K7Z          599 21     OK4N          599 15
QSO: 14000 CW 2010-11-27 1311 4K7Z          599 21     OM7M          599 15
QSO: 14000 CW 2010-11-27 1311 4K7Z          599 21     NY4A          599 5
QSO: 14000 CW 2010-11-27 1312 4K7Z          599 21     UT4XU         599 16
QSO: 14000 CW 2010-11-27 1313 4K7Z          599 21     DK3WW         599 14
QSO: 14000 CW 2010-11-27 1313 4K7Z          599 21     HA8RH         599 15
QSO: 14000 CW 2010-11-27 1314 4K7Z          599 21     SO4B          599 15
QSO: 14000 CW 2010-11-27 1314 4K7Z          599 21     RT3D          599 16
QSO: 14000 CW 2010-11-27 1315 4K7Z          599 21     M6T           599 14
QSO: 14000 CW 2010-11-27 1316 4K7Z          599 21     G6PZ          599 14
QSO: 14000 CW 2010-11-27 1316 4K7Z          599 21     RY7A          599 15
QSO: 14000 CW 2010-11-27 1316 4K7Z          599 21     RW2F          599 15
QSO: 14000 CW 2010-11-27 1317 4K7Z          599 21     OL3Z          599 15
QSO: 14000 CW 2010-11-27 1317 4K7Z          599 21     UX5D          599 16
QSO: 14000 CW 2010-11-27 1317 4K7Z          599 21     DL1JN         599 14
QSO: 14000 CW 2010-11-27 1318 4K7Z          599 21     W3UA          599 5
QSO: 14000 CW 2010-11-27 1318 4K7Z          599 21     MD6V          599 14
QSO: 14000 CW 2010-11-27 1318 4K7Z          599 21     DL9LM         599 14
QSO: 14000 CW 2010-11-27 1319 4K7Z          599 21     K2W           599 5
QSO: 14000 CW 2010-11-27 1319 4K7Z          599 21     UR5WX         599 16
QSO: 14000 CW 2010-11-27 1320 4K7Z          599 21     G3IAU         599 14
