START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: DL8MBS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DL8MBS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2011.
QSO: 21103 RY 2011-09-24 1452 DL8MBS        599 14 DX ST2AR         599 34 DX
QSO: 21078 RY 2011-09-24 1507 DL8MBS        599 14 DX AA7A          599 03 AZ
QSO: 21131 RY 2011-09-24 1508 DL8MBS        599 14 DX 4Z5CP         599 20 DX
QSO: 21121 RY 2011-09-24 1510 DL8MBS        599 14 DX EY0A          599 17 DX
QSO: 21000 RY 2011-09-24 1511 DL8MBS        599 14 DX OD5NJ         599 20 DX
QSO: 21090 RY 2011-09-24 1523 DL8MBS        599 14 DX W9MU          599 04 IL
QSO: 21083 RY 2011-09-24 1527 DL8MBS        599 14 DX 6V7X          599 35 DX
QSO: 21096 RY 2011-09-24 1715 DL8MBS        599 14 DX K2NV          599 05 NY
QSO: 14111 RY 2011-09-24 1722 DL8MBS        599 14 DX T77NM         599 15 DX
QSO: 21080 RY 2011-09-25 0800 DL8MBS        599 14 DX UN8LWF        599 17 DX
QSO: 21078 RY 2011-09-25 0801 DL8MBS        599 14 DX UN7JX         599 17 DX
QSO: 21081 RY 2011-09-25 0808 DL8MBS        599 14 DX 9H3IP         599 15 DX
QSO: 28000 RY 2011-09-25 0837 DL8MBS        599 14 DX JH6QFJ        599 25 DX
QSO: 21132 RY 2011-09-25 0920 DL8MBS        599 14 DX ZC4LI         599 20 DX
QSO: 21127 RY 2011-09-25 0923 DL8MBS        599 14 DX RW0AQ         599 18 DX
QSO: 21080 RY 2011-09-25 0926 DL8MBS        599 14 DX RA3QH         599 16 DX
QSO: 21104 RY 2011-09-25 0928 DL8MBS        599 14 DX RA0ACM        599 18 DX
QSO: 21096 RY 2011-09-25 0931 DL8MBS        599 14 DX UA5F          599 16 DX
QSO: 21124 RY 2011-09-25 1048 DL8MBS        599 14 DX UA4WLI        599 16 DX
QSO: 21114 RY 2011-09-25 1051 DL8MBS        599 14 DX JI1RXQ        599 25 DX
QSO: 21100 RY 2011-09-25 1056 DL8MBS        599 14 DX RA9JB         599 17 DX
QSO: 21096 RY 2011-09-25 1058 DL8MBS        599 14 DX P49X          599 9 DX
QSO: 28000 RY 2011-09-25 1103 DL8MBS        599 14 DX EA3CCN        599 14 DX
QSO: 28080 RY 2011-09-25 1106 DL8MBS        599 14 DX UN8LWF        599 17 DX
QSO: 28075 RY 2011-09-25 1125 DL8MBS        599 14 DX ZX2B          599 11 DX
QSO: 28115 RY 2011-09-25 1128 DL8MBS        599 14 DX TM4P          599 14 DX
QSO: 28000 RY 2011-09-25 1140 DL8MBS        599 14 DX EC8CQ         599 33 DX
QSO: 28111 RY 2011-09-25 1144 DL8MBS        599 14 DX 7Z1SJ         599 21 DX
QSO: 28000 RY 2011-09-25 1149 DL8MBS        599 14 DX CR3L          599 33 DX
QSO: 28117 RY 2011-09-25 1158 DL8MBS        599 14 DX RA9RR         599 17 DX
QSO: 21127 RY 2011-09-25 1210 DL8MBS        599 14 DX KS1J          599 5 RI
QSO: 21126 RY 2011-09-25 1211 DL8MBS        599 14 DX UN4PG         599 17 DX
QSO: 21084 RY 2011-09-25 1227 DL8MBS        599 14 DX UA9SUX        599 16 DX
QSO: 21082 RY 2011-09-25 1229 DL8MBS        599 14 DX NA3M          599 05 MD
QSO: 21000 RY 2011-09-25 1235 DL8MBS        599 14 DX AB1J/9        599 04 IN
QSO: 21123 RY 2011-09-25 1238 DL8MBS        599 14 DX N2QT          599 05 VA
QSO: 21080 RY 2011-09-25 1246 DL8MBS        599 14 DX RW9MZ         599 17 DX
QSO: 21117 RY 2011-09-25 1303 DL8MBS        599 14 DX ND2W          599 05 NY
QSO: 21119 RY 2011-09-25 1305 DL8MBS        599 14 DX WJ4N          599 05 FL
QSO: 21111 RY 2011-09-25 1309 DL8MBS        599 14 DX K0IR          599 04 MN
QSO: 21084 RY 2011-09-25 1321 DL8MBS        599 14 DX N5RZ          599 04 TX
QSO: 21084 RY 2011-09-25 1322 DL8MBS        599 14 DX K5DU          599 04 TX
QSO: 21132 RY 2011-09-25 1331 DL8MBS        599 14 DX K5EK          599 05 NC
QSO: 21123 RY 2011-09-25 1333 DL8MBS        599 14 DX W4PK          599 05 VA
QSO: 21120 RY 2011-09-25 1441 DL8MBS        599 14 DX AB2ZY         599 05 NY
QSO: 21113 RY 2011-09-25 1445 DL8MBS        599 14 DX KS0AA         599 4 KS
QSO: 21094 RY 2011-09-25 1503 DL8MBS        599 14 DX N0XR          599 04 IA
QSO: 21080 RY 2011-09-25 1506 DL8MBS        599 14 DX A65EE         599 21 DX
QSO: 21138 RY 2011-09-25 1513 DL8MBS        599 14 DX K0PC          599 04 MN
QSO: 28138 RY 2011-09-25 1519 DL8MBS        599 14 DX W9HLY         599 04 IN
QSO: 28133 RY 2011-09-25 1521 DL8MBS        599 14 DX NS9I          599 04 WI
QSO: 28097 RY 2011-09-25 1530 DL8MBS        599 14 DX VE3FJB        599 04 ON
QSO: 28089 RY 2011-09-25 1531 DL8MBS        599 14 DX VE3EY         599 04 ON
QSO: 28074 RY 2011-09-25 1537 DL8MBS        599 14 DX W9OA/9        599 04 WI
QSO: 28138 RY 2011-09-25 1542 DL8MBS        599 14 DX AE1P          599 05 NH
QSO: 28072 RY 2011-09-25 1558 DL8MBS        599 14 DX KE8M          599 04 OH
QSO: 28000 RY 2011-09-25 1611 DL8MBS        599 14 DX K9NR          599 4 IL
QSO: 28081 RY 2011-09-25 1614 DL8MBS        599 14 DX KU1T          599 05 WV
QSO: 28144 RY 2011-09-25 1617 DL8MBS        599 14 DX N0BUI         599 04 MN
QSO: 28123 RY 2011-09-25 1626 DL8MBS        599 14 DX K1LT          599 4 OH
QSO: 28129 RY 2011-09-25 1629 DL8MBS        599 14 DX N2FF          599 5 NY
QSO: 28151 RY 2011-09-25 1642 DL8MBS        599 14 DX AE5E          599 04 MN
QSO: 14079 RY 2011-09-25 1655 DL8MBS        599 14 DX YO5OHY        599 20 DX
QSO: 14000 RY 2011-09-25 1656 DL8MBS        599 14 DX Z33A          599 15 DX
QSO: 14000 RY 2011-09-25 1659 DL8MBS        599 14 DX I7/IN3IZT     599 15 DX
QSO: 14121 RY 2011-09-25 1706 DL8MBS        599 14 DX RW6AH         599 16 DX
