START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2014
CALLSIGN: OK2SGY
OPERATORS: OK2SGY
CATEGORY: SINGLE-OP 10M LOWSINGLE-OP 15M LOWSINGLE-OP 20M LOWSINGLE-OP 40M LOWSINGLE-OP 80M LOWSINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 80M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14000 CW 2014-11-08 1249 OK2SGY        599 GKR        EW6GF         599 005       
QSO: 14000 CW 2014-11-08 1251 OK2SGY        599 GKR        UA9KB         599 031       
QSO: 14000 CW 2014-11-08 1252 OK2SGY        599 GKR        EW8DX         599 033       
QSO: 14000 CW 2014-11-08 1252 OK2SGY        599 GKR        YL5X          599 036       
QSO: 14000 CW 2014-11-08 1256 OK2SGY        599 GKR        UT4LW         599 049       
QSO: 14000 CW 2014-11-08 1256 OK2SGY        599 GKR        UX1IL         599 033       
QSO: 14000 CW 2014-11-08 1256 OK2SGY        599 GKR        RA3MD         599 019       
QSO: 14000 CW 2014-11-08 1256 OK2SGY        599 GKR        EW8EW         599 033       
QSO: 14000 CW 2014-11-08 1256 OK2SGY        599 GKR        RU6CS         599 028       
QSO: 14000 CW 2014-11-08 1258 OK2SGY        599 GKR        R3QA          599 031       
QSO: 14000 CW 2014-11-08 1258 OK2SGY        599 GKR        SM6E          599 037       
QSO: 14000 CW 2014-11-08 1300 OK2SGY        599 GKR        UA4L          599 027       
QSO: 14000 CW 2014-11-08 1300 OK2SGY        599 GKR        UA4QK         599 022       
QSO: 14000 CW 2014-11-08 1301 OK2SGY        599 GKR        R1TEU         599 035       
QSO: 14000 CW 2014-11-08 1302 OK2SGY        599 GKR        RW3XM         599 035       
QSO: 14000 CW 2014-11-08 1304 OK2SGY        599 GKR        ON4BF         599 025       
QSO: 14000 CW 2014-11-08 1304 OK2SGY        599 GKR        I6FDJ         599 006       
QSO: 14000 CW 2014-11-08 1306 OK2SGY        599 GKR        ES4RD         599 033       
QSO: 14000 CW 2014-11-08 1306 OK2SGY        599 GKR        LZ1DQ         599 033       
QSO: 14000 CW 2014-11-08 1307 OK2SGY        599 GKR        LA4CQ         599 037       
QSO: 14000 CW 2014-11-08 1309 OK2SGY        599 GKR        SF3A          599 038       
QSO: 14000 CW 2014-11-08 1309 OK2SGY        599 GKR        UT5KQ         599 025       
QSO: 14000 CW 2014-11-08 1311 OK2SGY        599 GKR        EW7LE         599 001       
QSO: 14000 CW 2014-11-08 1311 OK2SGY        599 GKR        UR7MZ         599 026       
QSO: 14000 CW 2014-11-08 1313 OK2SGY        599 GKR        RT7N          599 030       
QSO: 14000 CW 2014-11-08 1313 OK2SGY        599 GKR        HB9AZZ        599 001       
QSO: 14000 CW 2014-11-08 1315 OK2SGY        599 GKR        PC8E          599 021       
QSO: 14000 CW 2014-11-08 1315 OK2SGY        599 GKR        UA9AU         599 026       
QSO: 14000 CW 2014-11-08 1316 OK2SGY        599 GKR        SE6N          599 025       
QSO: 14000 CW 2014-11-08 1317 OK2SGY        599 GKR        UI5F          599 077       
QSO: 14000 CW 2014-11-08 1318 OK2SGY        599 GKR        RC7A          599 053       
