START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2014
CALLSIGN: OK2ER
OPERATORS: OK2ER
CATEGORY: SINGLE-OP 10M LOWSINGLE-OP 15M LOWSINGLE-OP 160M LOWSINGLE-OP 20M LOWSINGLE-OP 40M LOWSINGLE-OP 80M LOWSINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 160M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 28000 CW 2014-11-08 1217 OK2ER         599 HOS        RQ4C          599 016       
QSO: 28000 CW 2014-11-08 1219 OK2ER         599 HOS        5B/RN3QO      599 012       
QSO: 28000 CW 2014-11-08 1230 OK2ER         599 HOS        UA7G          599 017       
QSO: 28000 CW 2014-11-08 1232 OK2ER         599 HOS        RU9CI         599 022       
QSO: 28000 CW 2014-11-08 1233 OK2ER         599 HOS        RC6U          599 023       
QSO: 28000 CW 2014-11-08 1242 OK2ER         599 HOS        CS2C          599 041       
QSO: 28000 CW 2014-11-08 1254 OK2ER         599 HOS        UA4NF         599 020       
QSO: 28000 CW 2014-11-08 1254 OK2ER         599 HOS        K2SSS         599 037       
QSO: 28000 CW 2014-11-08 1255 OK2ER         599 HOS        RN4HAB        599 029       
QSO: 28000 CW 2014-11-08 1257 OK2ER         599 HOS        RW4HFH        599 016       
QSO: 28000 CW 2014-11-08 1258 OK2ER         599 HOS        4J6RO         599 038       
QSO: 28000 CW 2014-11-08 1305 OK2ER         599 HOS        UA4C          599 024       
QSO: 28000 CW 2014-11-08 1305 OK2ER         599 HOS        UA4SN         599 032       
QSO: 28000 CW 2014-11-08 1307 OK2ER         599 HOS        UA9CTT        599 007       
QSO: 21000 CW 2014-11-08 1319 OK2ER         599 HOS        SV1JG         599 020       
QSO: 21000 CW 2014-11-08 1321 OK2ER         599 HOS        LA4CQ         599 046       
QSO: 21000 CW 2014-11-08 1322 OK2ER         599 HOS        UA4S          599 072       
QSO: 21000 CW 2014-11-08 1323 OK2ER         599 HOS        UA3QGT        599 077       
QSO: 21000 CW 2014-11-08 1323 OK2ER         599 HOS        RA9UN         599 060       
QSO: 21000 CW 2014-11-08 1324 OK2ER         599 HOS        RT8O          599 071       
QSO: 21000 CW 2014-11-08 1325 OK2ER         599 HOS        RM7C          599 060       
QSO: 21000 CW 2014-11-08 1325 OK2ER         599 HOS        UI3A          599 072       
QSO: 21000 CW 2014-11-08 1326 OK2ER         599 HOS        UI5F          599 085       
QSO: 21000 CW 2014-11-08 1326 OK2ER         599 HOS        RT3F          599 087       
QSO: 21000 CW 2014-11-08 1327 OK2ER         599 HOS        UA7G          599 076       
QSO: 21000 CW 2014-11-08 1327 OK2ER         599 HOS        R7KX          599 061       
QSO: 21000 CW 2014-11-08 1329 OK2ER         599 HOS        RN9RF         599 074       
