START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA1AKS
CLUB: URE
CONTEST: EA-RTTY
CATEGORY: SINGLE-OP ALL HIGH
OPERATORS: EA1AKS
NAME: La Encina,59
CREATED-BY: N1MM Logger+ 1.0.8280.0
QSO: 14105 RY 2020-04-04 1605 EA1AKS        599 S      IZ7XNB        599 0004     
QSO: 14094 RY 2020-04-04 1608 EA1AKS        599 S      OK5NW         599 0006     
QSO: 21083 RY 2020-04-04 1614 EA1AKS        599 S      EA8C          599 TF       
QSO: 21083 RY 2020-04-04 1616 EA1AKS        599 S      OD5ZF         599 0011     
QSO: 21083 RY 2020-04-04 1616 EA1AKS        599 S      CV7S          599 0007     
QSO: 21083 RY 2020-04-04 1617 EA1AKS        599 S      CE1LTL        599 0004     
QSO: 21083 RY 2020-04-04 1621 EA1AKS        599 S      S55VM         599 0007     
QSO: 21083 RY 2020-04-04 1622 EA1AKS        599 S      EA8W          599 GC       
QSO: 21083 RY 2020-04-04 1623 EA1AKS        599 S      EA8AQV        599 GC       
QSO: 21083 RY 2020-04-04 1623 EA1AKS        599 S      EA8C          599 TF       
QSO: 21083 RY 2020-04-04 1629 EA1AKS        599 S      EC8ADS        599 GC       
QSO: 21084 RY 2020-04-04 1634 EA1AKS        599 S      EA4URE        599 HQ       
QSO: 14086 RY 2020-04-04 1641 EA1AKS        599 S      NE3H          599 0016     
QSO: 14086 RY 2020-04-04 1641 EA1AKS        599 S      W0LSD         599 0011     
QSO: 14086 RY 2020-04-04 1642 EA1AKS        599 S      KD9MS         599 0005     
QSO: 14086 RY 2020-04-04 1643 EA1AKS        599 S      N1MGO         599 0020     
QSO: 14086 RY 2020-04-04 1645 EA1AKS        599 S      N7XCZ         599 0024     
QSO: 14086 RY 2020-04-04 1646 EA1AKS        599 S      UR2Y          599 0034     
QSO: 14086 RY 2020-04-04 1648 EA1AKS        599 S      IZ2JQP        599 0018     
QSO: 14086 RY 2020-04-04 1650 EA1AKS        599 S      SV2BXA        599 0040     
QSO: 14086 RY 2020-04-04 1650 EA1AKS        599 S      IK2BUF        599 0016     
QSO: 14086 RY 2020-04-04 1651 EA1AKS        599 S      YV5AAX        599 0015     
QSO: 14086 RY 2020-04-04 1652 EA1AKS        599 S      NN4NT         599 0001     
QSO: 14086 RY 2020-04-04 1653 EA1AKS        599 S      W0LPF         599 0002     
QSO: 14086 RY 2020-04-04 1654 EA1AKS        599 S      VA2QR         599 0013     
QSO: 14086 RY 2020-04-04 1654 EA1AKS        599 S      W1IE          599 0017     
QSO: 14086 RY 2020-04-04 1656 EA1AKS        599 S      K5RZA         599 0040     
QSO: 14086 RY 2020-04-04 1658 EA1AKS        599 S      EA1JBE        599 O        
QSO: 14086 RY 2020-04-04 1658 EA1AKS        599 S      WB0WIV        599 0023     
QSO: 14086 RY 2020-04-04 1659 EA1AKS        599 S      AA2EQ         599 0002     
QSO: 14086 RY 2020-04-04 1700 EA1AKS        599 S      W4LC          599 0036     
QSO: 14086 RY 2020-04-04 1700 EA1AKS        599 S      N9NA          599 0042     
QSO: 14086 RY 2020-04-04 1701 EA1AKS        599 S      WR0H          599 0008     
QSO: 14086 RY 2020-04-04 1701 EA1AKS        599 S      K5J           599 0022     
QSO: 14086 RY 2020-04-04 1703 EA1AKS        599 S      VE3NFN        599 0005     
QSO: 14086 RY 2020-04-04 1704 EA1AKS        599 S      K3FH          599 0003     
QSO: 14086 RY 2020-04-04 1705 EA1AKS        599 S      9A3SMS        599 0027     
QSO: 14086 RY 2020-04-04 1707 EA1AKS        599 S      N4AU          599 0002     
QSO: 14086 RY 2020-04-04 1708 EA1AKS        599 S      K3VAR         599 0003     
QSO: 14086 RY 2020-04-04 1709 EA1AKS        599 S      K4FX          599 0046     
QSO: 14086 RY 2020-04-04 1711 EA1AKS        599 S      K4KEW         599 0001     
QSO: 14086 RY 2020-04-04 1712 EA1AKS        599 S      WM4W          599 0002     
QSO: 14086 RY 2020-04-04 1715 EA1AKS        599 S      N5SMQ         599 0012     
QSO: 14086 RY 2020-04-04 1716 EA1AKS        599 S      LZ5DD         599 0030     
QSO: 14086 RY 2020-04-04 1719 EA1AKS        599 S      KC2WUF        599 0009     
QSO: 14086 RY 2020-04-04 1719 EA1AKS        599 S      IK8UND        599 0040     
QSO: 14086 RY 2020-04-04 1720 EA1AKS        599 S      EA5IQO        599 MU       
QSO: 14086 RY 2020-04-04 1721 EA1AKS        599 S      IV3JCC        599 0053     
QSO: 14086 RY 2020-04-04 1724 EA1AKS        599 S      N5KWN         599 0059     
QSO: 14086 RY 2020-04-04 1724 EA1AKS        599 S      K3ND          599 0054     
QSO: 14086 RY 2020-04-04 1727 EA1AKS        599 S      IK8OLM        599 0034     
