START-OF-LOG: 2.0
ARRL-SECTION: DX
CONTEST: EA-RTTY
CALLSIGN: JA3QOS
CATEGORY: SINGLE-OP ALL HIGH
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 5658
OPERATORS: JA3QOS
CLUB: 
CREATED-BY: JA3QOS
NAME: Tohru Kamimura
SOAPBOX: Hight-Band condition were not good. But always a fun time.
QSO: 14089 RY 2020-04-05 0003 JA3QOS        599 001    RZ9UF         599 013   
QSO: 14092 RY 2020-04-05 0005 JA3QOS        599 002    9M2TDX        599 034   
QSO: 14101 RY 2020-04-05 0007 JA3QOS        599 003    RN0JT         599 028   
QSO: 14106 RY 2020-04-05 0009 JA3QOS        599 004    W7PU          599 099   
QSO: 14087 RY 2020-04-05 0011 JA3QOS        599 005    VR2CC         599 035   
QSO: 14088 RY 2020-04-05 0014 JA3QOS        599 006    YC2YSW        599 044   
QSO: 14088 RY 2020-04-05 0016 JA3QOS        599 007    R0CW          599 010   
QSO: 14094 RY 2020-04-05 0019 JA3QOS        599 008    JA3HBF        599 012   
QSO: 14096 RY 2020-04-05 0020 JA3QOS        599 009    UA0JGT        599 032   
QSO: 14096 RY 2020-04-05 0023 JA3QOS        599 010    YB1MBA        599 019   
QSO: 14096 RY 2020-04-05 0024 JA3QOS        599 011    YB1BML        599 032   
QSO: 14096 RY 2020-04-05 0025 JA3QOS        599 012    UA0OK         599 019   
QSO: 14096 RY 2020-04-05 0028 JA3QOS        599 013    9M4CPS        599 039   
QSO: 14096 RY 2020-04-05 0029 JA3QOS        599 014    VE7BGP        599 17    
QSO: 14089 RY 2020-04-05 0040 JA3QOS        599 015    W7CT          599 32    
QSO: 14084 RY 2020-04-05 0053 JA3QOS        599 016    YC6RMT        599 003   
QSO: 14094 RY 2020-04-05 0056 JA3QOS        599 017    YB2CAA        599 048   
QSO: 14092 RY 2020-04-05 0059 JA3QOS        599 018    YB4KAR        599 039   
QSO: 14090 RY 2020-04-05 0101 JA3QOS        599 019    E21YDP        599 053   
QSO: 14093 RY 2020-04-05 0104 JA3QOS        599 020    YB2MM         599 39    
QSO: 14093 RY 2020-04-05 0112 JA3QOS        599 021    E24OYI        599 20    
QSO: 14096 RY 2020-04-05 0114 JA3QOS        599 022    JA3JM         599 001   
QSO: 14096 RY 2020-04-05 0115 JA3QOS        599 023    JH1BIU        599 039   
QSO: 14091 RY 2020-04-05 0128 JA3QOS        599 024    YB7OO         599 11    
QSO: 14096 RY 2020-04-05 0130 JA3QOS        599 025    UA0JGI        599 028   
QSO: 14100 RY 2020-04-05 0144 JA3QOS        599 026    YB1TQL        599 019   
QSO: 14089 RY 2020-04-05 0148 JA3QOS        599 027    YB6MIX        599 033   
QSO: 14084 RY 2020-04-05 0154 JA3QOS        599 028    UA0JFD        599 029   
QSO: 14094 RY 2020-04-05 0230 JA3QOS        599 029    JO3QVT        599 012   
QSO: 14094 RY 2020-04-05 0245 JA3QOS        599 030    UA0JGI        599 038   
QSO: 14094 RY 2020-04-05 0245 JA3QOS        599 031    YC1RKT        599 032   
QSO: 14094 RY 2020-04-05 0246 JA3QOS        599 032    JH3GMI        599 010   
QSO: 14094 RY 2020-04-05 0247 JA3QOS        599 033    R0WC          599 048   
QSO: 14094 RY 2020-04-05 0248 JA3QOS        599 034    R0JD          599 031   
QSO: 14094 RY 2020-04-05 0249 JA3QOS        599 035    JO7KMB        599 033   
QSO: 14096 RY 2020-04-05 0256 JA3QOS        599 036    YC1JGE        599 063   
QSO: 14088 RY 2020-04-05 0437 JA3QOS        599 037    RD0A          599 200   
QSO: 14103 RY 2020-04-05 0440 JA3QOS        599 038    BV3UF         599 037   
QSO: 14107 RY 2020-04-05 0441 JA3QOS        599 039    HS5NMF        599 61    
QSO: 14088 RY 2020-04-05 0539 JA3QOS        599 040    RA3Y          599 250   
QSO: 14085 RY 2020-04-05 0541 JA3QOS        599 041    YL2CI         599 178   
QSO: 14087 RY 2020-04-05 0545 JA3QOS        599 042    RX3ASQ        599 203   
