START-OF-LOG: 2.0
ARRL-SECTION: DX
CONTEST: EA-RTTY
CALLSIGN: JA3QOS
CATEGORY: SINGLE-OP ALL HIGH
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 5658
OPERATORS: JA3QOS
CLUB: 
CREATED-BY: JA3QOS
NAME: Tohru Kamimura
SOAPBOX: Hight-Band condition were not good. But always a fun time.
QSO: 14091 RY 2020-04-05 0546 JA3QOS        599 043    OH2HAN        599 415   
QSO: 14091 RY 2020-04-05 0547 JA3QOS        599 044    IK4ZIF        599 365   
QSO: 14094 RY 2020-04-05 0552 JA3QOS        599 045    RK0UT         599 104   
QSO: 14095 RY 2020-04-05 0603 JA3QOS        599 046    R9SN          599 112   
QSO: 14096 RY 2020-04-05 0604 JA3QOS        599 047    LZ2YO         599 132   
QSO: 14098 RY 2020-04-05 0606 JA3QOS        599 048    EC5W          599 A     
QSO: 14100 RY 2020-04-05 0608 JA3QOS        599 049    UR7GO         599 636   
QSO: 14102 RY 2020-04-05 0613 JA3QOS        599 050    P3X           599 666   
QSO: 14104 RY 2020-04-05 0614 JA3QOS        599 051    EC5T          599 A     
QSO: 14082 RY 2020-04-05 0621 JA3QOS        599 052    RC5Z          599 456   
QSO: 14087 RY 2020-04-05 0628 JA3QOS        599 053    EA5K          599 MU    
QSO: 14092 RY 2020-04-05 0633 JA3QOS        599 054    RK3DXW        599 164   
QSO: 14098 RY 2020-04-05 0640 JA3QOS        599 055    IZ1PKV        599 162   
QSO: 14102 RY 2020-04-05 0643 JA3QOS        599 056    UR2Y          599 209   
QSO: 14100 RY 2020-04-05 0645 JA3QOS        599 057    RA0WHE        599 068   
QSO: 14085 RY 2020-04-05 0654 JA3QOS        599 058    EA1AKS        599 S     
QSO: 14087 RY 2020-04-05 0659 JA3QOS        599 059    EC7ZR         599 CO    
QSO: 14092 RY 2020-04-05 0708 JA3QOS        599 060    R0UT          599 078   
QSO: 14100 RY 2020-04-05 0710 JA3QOS        599 061    EA1B          599 S     
QSO: 14101 RY 2020-04-05 0716 JA3QOS        599 062    RW4WZ         599 115   
QSO: 14104 RY 2020-04-05 0719 JA3QOS        599 063    9A6A          599 179   
QSO: 14106 RY 2020-04-05 0722 JA3QOS        599 064    EA5DFV        599 A     
QSO: 14109 RY 2020-04-05 0724 JA3QOS        599 065    SV2BFN        599 304   
QSO: 14087 RY 2020-04-05 0731 JA3QOS        599 066    4D3X          599 078   
QSO: 14088 RY 2020-04-05 0734 JA3QOS        599 067    LY6A          599 641   
QSO: 14089 RY 2020-04-05 0737 JA3QOS        599 068    IK3OPP        599 197   
QSO: 14090 RY 2020-04-05 0738 JA3QOS        599 069    RG0S          599 055   
QSO: 14094 RY 2020-04-05 0740 JA3QOS        599 070    OZ11A         599 457   
QSO: 14099 RY 2020-04-05 0744 JA3QOS        599 071    UN4PG         599 208   
QSO: 14104 RY 2020-04-05 0746 JA3QOS        599 072    RQ9O          599 109   
QSO: 14110 RY 2020-04-05 0747 JA3QOS        599 073    I4LCK         599 261   
QSO:  7044 RY 2020-04-05 0750 JA3QOS        599 074    JH3GMI        599 020   
QSO:  7039 RY 2020-04-05 0753 JA3QOS        599 075    4D3X          599 082   
QSO: 14080 RY 2020-04-05 0816 JA3QOS        599 076    LY5W          599 558   
QSO: 14085 RY 2020-04-05 0821 JA3QOS        599 077    PD8DX         599 007   
QSO: 14100 RY 2020-04-05 0826 JA3QOS        599 078    UT4RZ         599 310   
QSO: 14104 RY 2020-04-05 0830 JA3QOS        599 079    OK1PI         599 067   
QSO: 14105 RY 2020-04-05 0832 JA3QOS        599 080    IU3FBL        599 246   
QSO: 14106 RY 2020-04-05 0833 JA3QOS        599 081    OH7MAU        599 211   
QSO:  7045 RY 2020-04-05 0836 JA3QOS        599 082    UA0LD         599 023   
QSO:  7038 RY 2020-04-05 0856 JA3QOS        599 083    WQ5OO         599 767   
QSO:  7044 RY 2020-04-05 0916 JA3QOS        599 084    YD9VE         599 031   
QSO:  7041 RY 2020-04-05 0925 JA3QOS        599 085    YB9UA         599 088   
QSO:  7045 RY 2020-04-05 0928 JA3QOS        599 086    YB8ROP        599 008   
QSO:  7042 RY 2020-04-05 1003 JA3QOS        599 087    UA0LKD        599 081   
QSO:  7037 RY 2020-04-05 1006 JA3QOS        599 088    YE7SPN        599 021   
QSO:  7041 RY 2020-04-05 1015 JA3QOS        599 089    YB1MIG        599 017   
QSO:  7043 RY 2020-04-05 1021 JA3QOS        599 090    R0CW          599 099   
QSO:  7047 RY 2020-04-05 1023 JA3QOS        599 091    RN0JT         599 113   
QSO:  7042 RY 2020-04-05 1150 JA3QOS        599 092    RD0A          599 509   
QSO:  7043 RY 2020-04-05 1151 JA3QOS        599 093    YB6HAI        599 176   
QSO:  7045 RY 2020-04-05 1152 JA3QOS        599 094    W0LSD         599 566   
QSO:  7046 RY 2020-04-05 1155 JA3QOS        599 095    YC6RMT        599 104   
QSO:  7041 RY 2020-04-05 1217 JA3QOS        599 096    YC7LP         599 011   
QSO:  7043 RY 2020-04-05 1224 JA3QOS        599 097    YC9VIZ        599 20    
QSO: 14099 RY 2020-04-05 1428 JA3QOS        599 098    IK5AMB        599 160   
QSO: 14085 RY 2020-04-05 1448 JA3QOS        599 099    IZ2DII        599 464   
QSO: 14086 RY 2020-04-05 1516 JA3QOS        599 100    EC1KR         599 AV    
QSO: 14105 RY 2020-04-05 1530 JA3QOS        599 101    EW6DM         599 385   
QSO: 14112 RY 2020-04-05 1534 JA3QOS        599 102    EA4D          599 M     
QSO: 14122 RY 2020-04-05 1536 JA3QOS        599 103    EC5K          599 V     
QSO:  7043 RY 2020-04-05 1555 JA3QOS        599 104    RK0UT         599 154   
END-OF-LOG:
