START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: WW_PMC
CALLSIGN: YQ6A
CATEGORY: ALL - All bands high power CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14000 CW 2022-01-01 1202 YQ6A          599 20         YT2ISM        599 15        
QSO: 14000 CW 2022-01-01 1205 YQ6A          599 20         S55N          599 SLG*      
QSO: 14000 CW 2022-01-01 1206 YQ6A          599 20         R5QQ          599 16        
QSO: 14000 CW 2022-01-01 1207 YQ6A          599 20         PA2W          599 14        
QSO: 14000 CW 2022-01-01 1207 YQ6A          599 20         RV3DBK        599 16        
QSO: 14000 CW 2022-01-01 1207 YQ6A          599 20         RG5A/6        599 SOI*      
QSO: 14000 CW 2022-01-01 1208 YQ6A          599 20         R9XS          599 17        
QSO: 14000 CW 2022-01-01 1209 YQ6A          599 20         UR7MZ         599 16        
QSO: 14000 CW 2022-01-01 1209 YQ6A          599 20         SM6VWG        599 14        
QSO: 14000 CW 2022-01-01 1210 YQ6A          599 20         DL5OE         599 14        
QSO: 14000 CW 2022-01-01 1210 YQ6A          599 20         SP2FVN        599 TON*      
QSO: 14000 CW 2022-01-01 1211 YQ6A          599 20         EA3FZT        599 BCA*      
QSO: 14000 CW 2022-01-01 1211 YQ6A          599 20         LY4BF         599 15        
QSO: 14000 CW 2022-01-01 1211 YQ6A          599 20         UA3YDI        599 16        
QSO: 14000 CW 2022-01-01 1212 YQ6A          599 20         PA2VS         599 14        
QSO: 14000 CW 2022-01-01 1212 YQ6A          599 20         R4MA          599 16        
QSO: 14000 CW 2022-01-01 1212 YQ6A          599 20         UT5NR         599 16        
QSO: 14000 CW 2022-01-01 1213 YQ6A          599 20         G4ZOY         599 14        
QSO: 14000 CW 2022-01-01 1213 YQ6A          599 20         YL2CV         599 15        
QSO: 14000 CW 2022-01-01 1213 YQ6A          599 20         OH1ZAA        599 POR*      
QSO: 14000 CW 2022-01-01 1213 YQ6A          599 20         PE2K          599 14        
QSO: 14000 CW 2022-01-01 1214 YQ6A          599 20         HG6O          599 15        
QSO: 14000 CW 2022-01-01 1214 YQ6A          599 20         PC2F          599 14        
QSO: 14000 CW 2022-01-01 1214 YQ6A          599 20         UW1M          599 16        
QSO: 14000 CW 2022-01-01 1215 YQ6A          599 20         G4DUC         599 14        
QSO: 14000 CW 2022-01-01 1216 YQ6A          599 20         SM5CSS        599 14        
QSO: 14000 CW 2022-01-01 1217 YQ6A          599 20         LZ1VKD        599 20        
QSO: 14000 CW 2022-01-01 1218 YQ6A          599 20         RT9A          599 17        
QSO: 14000 CW 2022-01-01 1218 YQ6A          599 20         UA3RBR        599 16        
QSO: 14000 CW 2022-01-01 1221 YQ6A          599 20         RA3NC         599 16        
QSO: 14000 CW 2022-01-01 1222 YQ6A          599 20         EW1TZ         599 16        
QSO: 14000 CW 2022-01-01 1222 YQ6A          599 20         M0TDW         599 14        
QSO: 14000 CW 2022-01-01 1222 YQ6A          599 20         RK4HYT        599 16        
QSO: 14000 CW 2022-01-01 1223 YQ6A          599 20         PA5N          599 ARN*      
QSO: 14000 CW 2022-01-01 1223 YQ6A          599 20         PA9HR         599 RIJ*      
QSO: 14000 CW 2022-01-01 1224 YQ6A          599 20         9A3B          599 ZGB*      
QSO: 14000 CW 2022-01-01 1224 YQ6A          599 20         DL1NKS        599 14        
QSO: 14000 CW 2022-01-01 1224 YQ6A          599 20         YO4NF         599 20        
QSO: 14000 CW 2022-01-01 1225 YQ6A          599 20         SP3JUN        599 15        
QSO: 14000 CW 2022-01-01 1225 YQ6A          599 20         DM7AA         599 14        
QSO: 14000 CW 2022-01-01 1226 YQ6A          599 20         UY7LM         599 16        
QSO: 14000 CW 2022-01-01 1227 YQ6A          599 20         R3IBT         599 MOS*      
QSO: 14000 CW 2022-01-01 1228 YQ6A          599 20         RA3YDA        599 16        
QSO: 14000 CW 2022-01-01 1228 YQ6A          599 20         DL1ROT        599 14        
QSO: 14000 CW 2022-01-01 1229 YQ6A          599 20         PA5GU         599 14        
QSO: 14000 CW 2022-01-01 1229 YQ6A          599 20         DL2RPS        599 14        
QSO: 21000 CW 2022-01-01 1232 YQ6A          599 20         UV1IX         599 16        
QSO: 21000 CW 2022-01-01 1235 YQ6A          599 20         F5UTN         599 14        
QSO: 21000 CW 2022-01-01 1235 YQ6A          599 20         K1ZM          599 5         
QSO: 21000 CW 2022-01-01 1235 YQ6A          599 20         N1QV          599 5         
QSO: 21000 CW 2022-01-01 1236 YQ6A          599 20         UW1M          599 16        
QSO: 21000 CW 2022-01-01 1236 YQ6A          599 20         G3TBK         599 14        
QSO: 21000 CW 2022-01-01 1240 YQ6A          599 20         SC0T          599 STO*      
QSO: 21000 CW 2022-01-01 1240 YQ6A          599 20         G0ILZ         599 14        
QSO: 21000 CW 2022-01-01 1248 YQ6A          599 20         S53F          599 15        
QSO: 21000 CW 2022-01-01 1251 YQ6A          599 20         M0BEW         599 14        
QSO: 21000 CW 2022-01-01 1254 YQ6A          599 20         YL2KO         599 15        
QSO: 21000 CW 2022-01-01 1255 YQ6A          599 20         PY2KC         599 11        
QSO: 21000 CW 2022-01-01 1256 YQ6A          599 20         M0CYR         599 14        
QSO: 21000 CW 2022-01-01 1257 YQ6A          599 20         NR4A          599 5         
QSO: 21000 CW 2022-01-01 1258 YQ6A          599 20         K0ZR          599 5         
QSO: 21000 CW 2022-01-01 1300 YQ6A          599 20         HG6O          599 15        
QSO: 21000 CW 2022-01-01 1301 YQ6A          599 20         G4ZOY         599 14        
QSO: 21000 CW 2022-01-01 1307 YQ6A          599 20         PY1VOY        599 11        
QSO: 21000 CW 2022-01-01 1307 YQ6A          599 20         LZ1ZF         599 20        
QSO: 21000 CW 2022-01-01 1316 YQ6A          599 20         HA8QZ         599 15        
QSO: 14000 CW 2022-01-01 1318 YQ6A          599 20         IV3SKB        599 15        
QSO: 14000 CW 2022-01-01 1319 YQ6A          599 20         YU1YV/P       599 KRU*      
QSO: 14000 CW 2022-01-01 1321 YQ6A          599 20         YL2KO         599 15        
QSO: 14000 CW 2022-01-01 1322 YQ6A          599 20         OH5RP         599 15        
QSO: 14000 CW 2022-01-01 1322 YQ6A          599 20         S59AA         599 LJA*      
QSO: 14000 CW 2022-01-01 1323 YQ6A          599 20         EI5EM         599 14        
QSO: 14000 CW 2022-01-01 1324 YQ6A          599 20         RL4A          599 16        
QSO: 14000 CW 2022-01-01 1326 YQ6A          599 20         DJ2AX         599 14        
QSO: 14000 CW 2022-01-01 1327 YQ6A          599 20         PD2JAM        599 14        
