START-OF-LOG: 2.0
CREATED-BY: Win-Test 4.30.0
CONTEST: EA-MAJESTAD-CW
URE-SECTION: V
CALLSIGN: EA5L
CATEGORY: SINGLE-OP ALL HIGH
CLAIMED-SCORE: 114296
OPERATORS: 
CLUB: EA CONTEST CLUB
NAME: Luis Agramunt Grollo
SOAPBOX: 
QSO: 28012 CW 2020-05-16 1408 EA5L          599 V      PG2AA         599 084   
QSO: 28034 CW 2020-05-16 1411 EA5L          599 V      EA6SX         599 IB    
QSO: 28002 CW 2020-05-16 1412 EA5L          599 V      EB5F          599 A     
QSO: 28038 CW 2020-05-16 1413 EA5L          599 V      EA5KO         599 CS    
QSO: 28011 CW 2020-05-16 1418 EA5L          599 V      EA5XA         599 V     
QSO: 28022 CW 2020-05-16 1419 EA5L          599 V      EF0F          599 SMR   
QSO: 28007 CW 2020-05-16 1420 EA5L          599 V      EA5MO         599 V     
QSO: 28029 CW 2020-05-16 1423 EA5L          599 V      EA5ERA        599 V     
QSO: 28029 CW 2020-05-16 1425 EA5L          599 V      GI4SJQ        599 028   
QSO: 28029 CW 2020-05-16 1426 EA5L          599 V      M2E           599 014   
QSO: 28029 CW 2020-05-16 1426 EA5L          599 V      EA5KE         599 V     
QSO: 28029 CW 2020-05-16 1428 EA5L          599 V      G4EHN         599 008   
QSO: 28029 CW 2020-05-16 1429 EA5L          599 V      G4DBW         599 076   
QSO: 28029 CW 2020-05-16 1429 EA5L          599 V      EA5TV         599 CS    
QSO: 28029 CW 2020-05-16 1430 EA5L          599 V      EA7A          599 SE    
QSO: 28029 CW 2020-05-16 1431 EA5L          599 V      PA4B          599 012   
QSO: 28029 CW 2020-05-16 1432 EA5L          599 V      EA8KW         599 GC    
QSO: 28029 CW 2020-05-16 1433 EA5L          599 V      M5W           599 015   
QSO: 28029 CW 2020-05-16 1433 EA5L          599 V      MM1E          599 006   
QSO: 28029 CW 2020-05-16 1435 EA5L          599 V      G3WVG         599 001   
QSO: 14001 CW 2020-05-16 1440 EA5L          599 V      MM3AWD        599 158   
QSO: 14027 CW 2020-05-16 1442 EA5L          599 V      EF1A          599 C     
QSO: 14059 CW 2020-05-16 1448 EA5L          599 V      EE5H          599 V     
QSO: 14058 CW 2020-05-16 1452 EA5L          599 V      RA3YDA        599 031   
QSO: 14058 CW 2020-05-16 1453 EA5L          599 V      EA8OM         599 TF    
QSO: 14058 CW 2020-05-16 1454 EA5L          599 V      SM6CUK        599 076   
QSO: 14058 CW 2020-05-16 1454 EA5L          599 V      UA5C          599 360   
QSO: 14058 CW 2020-05-16 1454 EA5L          599 V      EA1ANB        599 PO    
QSO: 14058 CW 2020-05-16 1455 EA5L          599 V      ON6NL         599 183   
QSO: 14058 CW 2020-05-16 1456 EA5L          599 V      IK8UND        599 125   
QSO: 14058 CW 2020-05-16 1457 EA5L          599 V      PA0GJV        599 115   
QSO: 14058 CW 2020-05-16 1457 EA5L          599 V      PA2TA         599 102   
QSO: 14058 CW 2020-05-16 1457 EA5L          599 V      UZ1WW         599 026   
QSO: 14058 CW 2020-05-16 1458 EA5L          599 V      SP2FAV        599 061   
QSO: 14058 CW 2020-05-16 1459 EA5L          599 V      HA3HK         599 062   
QSO: 14058 CW 2020-05-16 1500 EA5L          599 V      R3OQ          599 020   
QSO: 14058 CW 2020-05-16 1500 EA5L          599 V      MM1E          599 022   
QSO: 14058 CW 2020-05-16 1501 EA5L          599 V      PA3ACA        599 005   
QSO: 14058 CW 2020-05-16 1501 EA5L          599 V      9A5Y          599 187   
QSO: 14058 CW 2020-05-16 1502 EA5L          599 V      EU8U          599 193   
QSO: 14058 CW 2020-05-16 1503 EA5L          599 V      UR2Y          599 100   
QSO: 14058 CW 2020-05-16 1503 EA5L          599 V      DJ0MY         599 191   
QSO: 14058 CW 2020-05-16 1504 EA5L          599 V      OM3CPF        599 136   
QSO: 14058 CW 2020-05-16 1505 EA5L          599 V      PA7LV         599 144   
QSO: 14058 CW 2020-05-16 1506 EA5L          599 V      DF3VM         599 020   
QSO: 14058 CW 2020-05-16 1507 EA5L          599 V      RT5Q          599 053   
QSO: 14058 CW 2020-05-16 1507 EA5L          599 V      F5JFU         599 021   
QSO: 14058 CW 2020-05-16 1508 EA5L          599 V      PD2AA         599 115   
QSO: 14057 CW 2020-05-16 1509 EA5L          599 V      LZ9V          599 118   
QSO: 14057 CW 2020-05-16 1509 EA5L          599 V      YO8ST         599 205   
QSO: 14057 CW 2020-05-16 1510 EA5L          599 V      DF5EG         599 083   
QSO: 14057 CW 2020-05-16 1510 EA5L          599 V      YL7A          599 074   
