START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA5GIE
CLUB:  
CONTEST: EA-MAJESTAD-CW
CATEGORY: SINGLE-OP ALL HIGH
CLAIMED-SCORE: 112892
OPERATORS: EA5GIE
NAME: Juan J. Garces Tronch
CREATED-BY: N1MM Logger+ 1.0.8397.0
QSO: 14036 CW 2020-05-16 1331 EA5GIE        599 V      PA0VAJ        599 31       
QSO: 14037 CW 2020-05-16 1337 EA5GIE        599 V      YL7X          599 135      
QSO: 14037 CW 2020-05-16 1338 EA5GIE        599 V      EU8U          599 121      
QSO: 14037 CW 2020-05-16 1339 EA5GIE        599 V      YO2GL         599 9        
QSO: 14037 CW 2020-05-16 1340 EA5GIE        599 V      SM6CUK        599 42       
QSO: 14037 CW 2020-05-16 1340 EA5GIE        599 V      ON6NL         599 117      
QSO: 14037 CW 2020-05-16 1341 EA5GIE        599 V      UR2Y          599 60       
QSO: 14037 CW 2020-05-16 1341 EA5GIE        599 V      RT2C          599 105      
QSO: 14037 CW 2020-05-16 1342 EA5GIE        599 V      PA0INA        599 13       
QSO: 14037 CW 2020-05-16 1343 EA5GIE        599 V      HB9DXB        599 15       
QSO: 14037 CW 2020-05-16 1345 EA5GIE        599 V      IK2EGL        599 41       
QSO: 14037 CW 2020-05-16 1347 EA5GIE        599 V      SP9UAK        599 30       
QSO: 14037 CW 2020-05-16 1348 EA5GIE        599 V      9A7Z          599 194      
QSO: 14037 CW 2020-05-16 1348 EA5GIE        599 V      G3SVK         599 17       
QSO: 14037 CW 2020-05-16 1349 EA5GIE        599 V      OH1TS         599 60       
QSO: 14037 CW 2020-05-16 1349 EA5GIE        599 V      SM5CSS        599 44       
QSO: 14037 CW 2020-05-16 1351 EA5GIE        599 V      R1CAA         599 48       
QSO: 14037 CW 2020-05-16 1352 EA5GIE        599 V      9A1AA         599 125      
QSO: 14037 CW 2020-05-16 1352 EA5GIE        599 V      PA0GJV        599 76       
QSO: 14037 CW 2020-05-16 1354 EA5GIE        599 V      DF5EG         599 68       
QSO: 14037 CW 2020-05-16 1354 EA5GIE        599 V      LY9A          599 157      
QSO: 14037 CW 2020-05-16 1356 EA5GIE        599 V      ON3CQ         599 034      
QSO: 14037 CW 2020-05-16 1356 EA5GIE        599 V      SD3A          599 048      
QSO: 14037 CW 2020-05-16 1357 EA5GIE        599 V      LZ1QN         599 123      
QSO: 14037 CW 2020-05-16 1359 EA5GIE        599 V      LA7SS         599 30       
QSO: 14037 CW 2020-05-16 1401 EA5GIE        599 V      DJ0YI         599 52       
QSO: 14037 CW 2020-05-16 1402 EA5GIE        599 V      DL9LM         599 46       
QSO: 14037 CW 2020-05-16 1402 EA5GIE        599 V      IK3SWB        599 2        
QSO: 14037 CW 2020-05-16 1402 EA5GIE        599 V      YL2HB         599 31       
QSO: 14037 CW 2020-05-16 1404 EA5GIE        599 V      ON4DN         599 102      
QSO: 14037 CW 2020-05-16 1405 EA5GIE        599 V      OM4O          599 62       
QSO: 14037 CW 2020-05-16 1405 EA5GIE        599 V      OR5T          599 154      
QSO: 14037 CW 2020-05-16 1406 EA5GIE        599 V      9A7T          599 113      
QSO: 14037 CW 2020-05-16 1406 EA5GIE        599 V      OU2I          599 52       
QSO: 14037 CW 2020-05-16 1408 EA5GIE        599 V      F6ACV         599 3        
QSO: 14037 CW 2020-05-16 1410 EA5GIE        599 V      OM5MX         599 22       
QSO: 14037 CW 2020-05-16 1410 EA5GIE        599 V      DJ0MY         599 141      
QSO: 14037 CW 2020-05-16 1411 EA5GIE        599 V      LZ1ND         599 136      
QSO: 14037 CW 2020-05-16 1412 EA5GIE        599 V      RA3Y          599 131      
QSO: 14037 CW 2020-05-16 1413 EA5GIE        599 V      YL2TD         599 73       
QSO: 14037 CW 2020-05-16 1414 EA5GIE        599 V      DJ9RR         599 59       
QSO: 14037 CW 2020-05-16 1415 EA5GIE        599 V      EA8SR         599 TF       
QSO: 14027 CW 2020-05-16 1423 EA5GIE        599 V      EF1A          599 C        
QSO: 14037 CW 2020-05-16 1424 EA5GIE        599 V      PA4O          599 157      
QSO: 14037 CW 2020-05-16 1425 EA5GIE        599 V      US1QA         599 74       
QSO: 14037 CW 2020-05-16 1426 EA5GIE        599 V      SM0HRP        599 255      
QSO: 14037 CW 2020-05-16 1428 EA5GIE        599 V      SM3OMO        599 29       
QSO: 14037 CW 2020-05-16 1428 EA5GIE        599 V      LZ5I          599 172      
QSO: 14037 CW 2020-05-16 1429 EA5GIE        599 V      DL1ARJ        599 40       
QSO: 14037 CW 2020-05-16 1431 EA5GIE        599 V      PA2TA         599 87       
QSO: 14037 CW 2020-05-16 1431 EA5GIE        599 V      DL6KVA        599 11       
QSO: 14037 CW 2020-05-16 1434 EA5GIE        599 V      UX1CL         599 34       
QSO: 21018 CW 2020-05-16 1436 EA5GIE        599 V      G4CZB         599 10       
QSO: 21020 CW 2020-05-16 1439 EA5GIE        599 V      DL1REM        599 16       
QSO: 21018 CW 2020-05-16 1441 EA5GIE        599 V      MM1E          599 15       
QSO: 21018 CW 2020-05-16 1442 EA5GIE        599 V      KC1XX         599 7        
QSO: 21018 CW 2020-05-16 1446 EA5GIE        599 V      VE9HF         599 7        
QSO: 21018 CW 2020-05-16 1447 EA5GIE        599 V      DL9ZP         599 31       
QSO: 21018 CW 2020-05-16 1448 EA5GIE        599 V      PA3DBS        599 054      
QSO: 21022 CW 2020-05-16 1451 EA5GIE        599 V      EF0F          599 SMR      
QSO: 21018 CW 2020-05-16 1453 EA5GIE        599 V      EA1BDX        599 C        
QSO: 21018 CW 2020-05-16 1455 EA5GIE        599 V      G3WVG         599 13       
QSO: 21018 CW 2020-05-16 1503 EA5GIE        599 V      EF1A          599 C        
QSO: 14023 CW 2020-05-16 1506 EA5GIE        599 V      EA7AZA        599 CA       
QSO: 14037 CW 2020-05-16 1508 EA5GIE        599 V      OK2LC         599 33       
QSO: 14037 CW 2020-05-16 1510 EA5GIE        599 V      UR5MW         599 341      
QSO: 14037 CW 2020-05-16 1510 EA5GIE        599 V      SP2FAV        599 65       
QSO: 14037 CW 2020-05-16 1511 EA5GIE        599 V      RU6MO         599 24       
QSO: 14037 CW 2020-05-16 1513 EA5GIE        599 V      G4FVK         599 13       
QSO: 14037 CW 2020-05-16 1514 EA5GIE        599 V      UZ1WW         599 41       
QSO: 14037 CW 2020-05-16 1515 EA5GIE        599 V      IK8UND        599 133      
QSO: 14037 CW 2020-05-16 1516 EA5GIE        599 V      OK2AP         599 32       
QSO: 14037 CW 2020-05-16 1517 EA5GIE        599 V      M0TDW         599 97       
QSO: 14037 CW 2020-05-16 1517 EA5GIE        599 V      OZ3SZ         599 73       
QSO: 14037 CW 2020-05-16 1518 EA5GIE        599 V      9A1CFR        599 92       
QSO: 14037 CW 2020-05-16 1519 EA5GIE        599 V      F5PHY         599 40       
QSO: 14037 CW 2020-05-16 1520 EA5GIE        599 V      HA3HK         599 70       
QSO: 14037 CW 2020-05-16 1520 EA5GIE        599 V      ON8VT         599 35       
QSO: 14037 CW 2020-05-16 1521 EA5GIE        599 V      RC9J          599 87       
QSO: 14037 CW 2020-05-16 1522 EA5GIE        599 V      OH2PM         599 253      
QSO: 14037 CW 2020-05-16 1523 EA5GIE        599 V      EA5DO         599 V        
QSO: 14036 CW 2020-05-16 1524 EA5GIE        599 V      EA1DAV        599 C        
QSO: 14024 CW 2020-05-16 1525 EA5GIE        599 V      EA7A          599 SE       
QSO: 14056 CW 2020-05-16 1529 EA5GIE        599 V      EA1FBU        599 PO       
QSO: 14037 CW 2020-05-16 1532 EA5GIE        599 V      UA5C          599 417      
QSO: 14037 CW 2020-05-16 1532 EA5GIE        599 V      OH3WW         599 27       
QSO: 14037 CW 2020-05-16 1532 EA5GIE        599 V      EA5L          599 V        
QSO: 14037 CW 2020-05-16 1533 EA5GIE        599 V      PA0JNH        599 72       
QSO: 14037 CW 2020-05-16 1533 EA5GIE        599 V      UT4U          599 361      
QSO: 14037 CW 2020-05-16 1535 EA5GIE        599 V      DL1EAL        599 63       
QSO: 14037 CW 2020-05-16 1537 EA5GIE        599 V      RA3YDA        599 83       
QSO: 14037 CW 2020-05-16 1538 EA5GIE        599 V      SP5KP         599 68       
QSO: 14037 CW 2020-05-16 1540 EA5GIE        599 V      YT6W          599 423      
QSO: 14037 CW 2020-05-16 1541 EA5GIE        599 V      F5JU          599 75       
QSO: 14037 CW 2020-05-16 1542 EA5GIE        599 V      DK9OY         599 128      
QSO: 14037 CW 2020-05-16 1543 EA5GIE        599 V      R7MM          599 167      
QSO: 14037 CW 2020-05-16 1544 EA5GIE        599 V      DB8AH         599 19       
QSO: 14037 CW 2020-05-16 1545 EA5GIE        599 V      M8A           599 27       
QSO: 14037 CW 2020-05-16 1546 EA5GIE        599 V      HA7RY         599 158      
QSO: 14037 CW 2020-05-16 1547 EA5GIE        599 V      LY2J          599 131      
QSO: 14037 CW 2020-05-16 1547 EA5GIE        599 V      M1X           599 62       
QSO: 14037 CW 2020-05-16 1548 EA5GIE        599 V      SV2AEL        599 28       
QSO: 14037 CW 2020-05-16 1548 EA5GIE        599 V      LY2F          599 35       
QSO: 14037 CW 2020-05-16 1549 EA5GIE        599 V      R3LC          599 79       
QSO: 14037 CW 2020-05-16 1550 EA5GIE        599 V      UR7QM         599 12       
QSO: 14037 CW 2020-05-16 1550 EA5GIE        599 V      SD6F          599 81       
QSO: 14037 CW 2020-05-16 1551 EA5GIE        599 V      EA1TG         599 S        
QSO: 14037 CW 2020-05-16 1551 EA5GIE        599 V      EA8QP         599 TF       
QSO: 14037 CW 2020-05-16 1552 EA5GIE        599 V      G4CZB         599 28       
QSO: 14037 CW 2020-05-16 1554 EA5GIE        599 V      R5WW          599 17       
QSO: 14037 CW 2020-05-16 1554 EA5GIE        599 V      SI5Y          599 55       
QSO: 14037 CW 2020-05-16 1557 EA5GIE        599 V      YT2RX         599 35       
QSO: 14037 CW 2020-05-16 1558 EA5GIE        599 V      DL3OH         599 14       
QSO: 14037 CW 2020-05-16 1558 EA5GIE        599 V      PA3AAV        599 207      
QSO: 14037 CW 2020-05-16 1559 EA5GIE        599 V      EF7A          599 CA         
QSO: 14037 CW 2020-05-16 1600 EA5GIE        599 V      R3FX          599 136      
QSO: 14037 CW 2020-05-16 1601 EA5GIE        599 V      DL5JQ         599 120      
QSO: 14037 CW 2020-05-16 1604 EA5GIE        599 V      EF0F          599 SMR      
QSO: 14040 CW 2020-05-16 1606 EA5GIE        599 V      EA1WX         599 O        
QSO: 14055 CW 2020-05-16 1607 EA5GIE        599 V      EA1CBX        599 PO       
QSO: 14062 CW 2020-05-16 1608 EA5GIE        599 V      EE5H          599 V        
QSO: 14062 CW 2020-05-16 1609 EA5GIE        599 V      EA1WH         599 S        
QSO: 14052 CW 2020-05-16 1612 EA5GIE        599 V      EA7W          599 CO       
QSO: 14019 CW 2020-05-16 1614 EA5GIE        599 V      EA2BD         599 NA       
QSO: 14017 CW 2020-05-16 1615 EA5GIE        599 V      EA1G          599 O        
QSO: 14010 CW 2020-05-16 1616 EA5GIE        599 V      EA3NO         599 B        
QSO: 14010 CW 2020-05-16 1616 EA5GIE        599 V      EC5Y          599 V        
QSO: 14007 CW 2020-05-16 1618 EA5GIE        599 V      EA3JW         599 B        
QSO: 14002 CW 2020-05-16 1619 EA5GIE        599 V      EA2KV         599 Z        
QSO: 14001 CW 2020-05-16 1619 EA5GIE        599 V      EF1M          599 BU       
QSO: 14038 CW 2020-05-16 1623 EA5GIE        599 V      EA4GOY        599 C        
QSO: 14019 CW 2020-05-16 1627 EA5GIE        599 V      EA1R          599 O        
