START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA2T
CLUB:  
CONTEST: EA-MAJESTAD-CW
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 91168
OPERATORS: EA2T
NAME: Javier Diaz
CREATED-BY: N1MM Logger+ 1.0.8173.0
QSO: 28012 CW 2020-05-16 1342 EA2T          599 VI     PA5WT         599 47       
QSO: 28020 CW 2020-05-16 1346 EA2T          599 VI     OQ4A          599 20       
QSO: 28020 CW 2020-05-16 1346 EA2T          599 VI     DK5KK         599 77       
QSO: 28020 CW 2020-05-16 1347 EA2T          599 VI     DL9GS         599 6        
QSO: 28020 CW 2020-05-16 1347 EA2T          599 VI     PA3EVY        599 60       
QSO: 28020 CW 2020-05-16 1348 EA2T          599 VI     ON6NW         599 64       
QSO: 28020 CW 2020-05-16 1348 EA2T          599 VI     PE2K          599 38       
QSO: 28020 CW 2020-05-16 1349 EA2T          599 VI     OP4A          599 28       
QSO: 28020 CW 2020-05-16 1350 EA2T          599 VI     PD3KWS        599 013      
QSO: 28020 CW 2020-05-16 1350 EA2T          599 VI     PA1FJ         599 22       
QSO: 28020 CW 2020-05-16 1351 EA2T          599 VI     PA3AAV        599 125      
QSO: 28020 CW 2020-05-16 1351 EA2T          599 VI     PA4B          599 1        
QSO: 28020 CW 2020-05-16 1351 EA2T          599 VI     LX4A          599 31       
QSO: 28020 CW 2020-05-16 1352 EA2T          599 VI     PA2REH        599 2        
QSO: 28020 CW 2020-05-16 1352 EA2T          599 VI     DJ9RR         599 036      
QSO: 28020 CW 2020-05-16 1353 EA2T          599 VI     ON4ARF        599 5        
QSO: 28020 CW 2020-05-16 1356 EA2T          599 VI     EA2ASB        599 BI       
QSO: 28020 CW 2020-05-16 1357 EA2T          599 VI     DL3SYA        599 50       
QSO: 28020 CW 2020-05-16 1357 EA2T          599 VI     DL1XW         599 12       
QSO: 28020 CW 2020-05-16 1357 EA2T          599 VI     DL1LZ         599 49       
QSO: 28020 CW 2020-05-16 1358 EA2T          599 VI     DL1QQ         599 38       
QSO: 28020 CW 2020-05-16 1358 EA2T          599 VI     PA3BFH        599 64       
QSO: 28020 CW 2020-05-16 1359 EA2T          599 VI     F2YT          599 6        
QSO: 28020 CW 2020-05-16 1359 EA2T          599 VI     ON3CQ         599 35       
QSO: 28020 CW 2020-05-16 1400 EA2T          599 VI     PA3DVA        599 15       
QSO: 28020 CW 2020-05-16 1400 EA2T          599 VI     DF5BX         599 5        
QSO: 28020 CW 2020-05-16 1401 EA2T          599 VI     DK5TRI        599 30       
QSO: 28020 CW 2020-05-16 1402 EA2T          599 VI     F4HPZ         599 3        
QSO: 28020 CW 2020-05-16 1403 EA2T          599 VI     OS0S          599 59       
QSO: 28020 CW 2020-05-16 1403 EA2T          599 VI     ON3ND         599 89       
QSO: 28020 CW 2020-05-16 1404 EA2T          599 VI     ON5JT         599 67       
QSO: 28020 CW 2020-05-16 1405 EA2T          599 VI     EA1AF         599 P        
QSO: 28020 CW 2020-05-16 1407 EA2T          599 VI     DL5JQ         599 71       
QSO: 28020 CW 2020-05-16 1408 EA2T          599 VI     DK7HA         599 61       
QSO: 28020 CW 2020-05-16 1410 EA2T          599 VI     DL8WN         599 13       
QSO: 28020 CW 2020-05-16 1412 EA2T          599 VI     ON4DN         599 105      
QSO: 28011 CW 2020-05-16 1419 EA2T          599 VI     ED1R          599 AV       
QSO: 28028 CW 2020-05-16 1426 EA2T          599 VI     EC4C          599 BA       
QSO: 28017 CW 2020-05-16 1428 EA2T          599 VI     DL1REM        599 9        
QSO: 21016 CW 2020-05-16 1431 EA2T          599 VI     EA1G          599 O        
QSO: 21022 CW 2020-05-16 1432 EA2T          599 VI     EF0F          599 SMR      
QSO: 21028 CW 2020-05-16 1434 EA2T          599 VI     EA1DAV        599 C        
QSO: 21019 CW 2020-05-16 1438 EA2T          599 VI     EA1WH         599 S        
QSO: 21019 CW 2020-05-16 1440 EA2T          599 VI     DG7EE         599 6        
QSO: 21019 CW 2020-05-16 1442 EA2T          599 VI     F5PAL         599 180      
QSO: 21019 CW 2020-05-16 1443 EA2T          599 VI     EA1BDX        599 C        
QSO: 21019 CW 2020-05-16 1445 EA2T          599 VI     DL5JAB        599 2        
QSO: 14066 CW 2020-05-16 1451 EA2T          599 VI     SM6CUK        599 75       
QSO: 14066 CW 2020-05-16 1451 EA2T          599 VI     UA5C          599 357      
QSO: 14066 CW 2020-05-16 1452 EA2T          599 VI     YO5OHO        599 118      
QSO: 14066 CW 2020-05-16 1452 EA2T          599 VI     9A5Y          599 177      
QSO: 14066 CW 2020-05-16 1453 EA2T          599 VI     LY9A          599 218      
QSO: 14066 CW 2020-05-16 1453 EA2T          599 VI     DL6KVA        599 128      
QSO: 14066 CW 2020-05-16 1453 EA2T          599 VI     UZ1WW         599 23       
QSO: 14066 CW 2020-05-16 1454 EA2T          599 VI     DL1DTL        599 120      
QSO: 14066 CW 2020-05-16 1454 EA2T          599 VI     OK1IE         599 17       
QSO: 14066 CW 2020-05-16 1455 EA2T          599 VI     9A1CFR        599 71       
QSO: 14066 CW 2020-05-16 1456 EA2T          599 VI     DL4XU         599 51       
QSO: 14066 CW 2020-05-16 1456 EA2T          599 VI     ON6NL         599 187      
QSO: 14066 CW 2020-05-16 1456 EA2T          599 VI     DL1QQ         599 57       
QSO: 14066 CW 2020-05-16 1457 EA2T          599 VI     UR2Y          599 98       
QSO: 14066 CW 2020-05-16 1457 EA2T          599 VI     RD3FV         599 67       
QSO: 14066 CW 2020-05-16 1458 EA2T          599 VI     PE1BQE        599 43       
QSO: 14066 CW 2020-05-16 1459 EA2T          599 VI     LZ1DQ         599 79       
QSO: 14066 CW 2020-05-16 1459 EA2T          599 VI     RZ4AG         599 36       
QSO: 14066 CW 2020-05-16 1500 EA2T          599 VI     DF5EG         599 87       
QSO: 14066 CW 2020-05-16 1500 EA2T          599 VI     PA3BFH        599 97       
QSO: 14066 CW 2020-05-16 1501 EA2T          599 VI     DL5ARM        599 70       
QSO: 14066 CW 2020-05-16 1501 EA2T          599 VI     PA3ARM        599 31       
QSO: 14066 CW 2020-05-16 1502 EA2T          599 VI     RG3B          599 39       
QSO: 14066 CW 2020-05-16 1502 EA2T          599 VI     SE4E          599 151      
QSO: 14066 CW 2020-05-16 1502 EA2T          599 VI     DJ0MY         599 190      
QSO: 14066 CW 2020-05-16 1505 EA2T          599 VI     LA3NGA        599 18       
QSO: 14066 CW 2020-05-16 1506 EA2T          599 VI     OH2PM         599 248      
QSO: 14066 CW 2020-05-16 1507 EA2T          599 VI     PA0JNH        599 68       
QSO: 14066 CW 2020-05-16 1508 EA2T          599 VI     CT7AIX        599 14       
QSO: 14066 CW 2020-05-16 1508 EA2T          599 VI     RA3YDA        599 61       
QSO: 14066 CW 2020-05-16 1508 EA2T          599 VI     LY1CT         599 77       
QSO: 14066 CW 2020-05-16 1509 EA2T          599 VI     PA7LV         599 147      
QSO: 14066 CW 2020-05-16 1510 EA2T          599 VI     PA0GJV        599 119      
QSO: 14066 CW 2020-05-16 1511 EA2T          599 VI     R3LC          599 67       
QSO: 14066 CW 2020-05-16 1511 EA2T          599 VI     YO8ST         599 208      
QSO: 14066 CW 2020-05-16 1512 EA2T          599 VI     MM1E          599 32       
QSO: 14066 CW 2020-05-16 1512 EA2T          599 VI     EA7I          599 MA       
QSO: 14066 CW 2020-05-16 1513 EA2T          599 VI     EA8SR         599 TF       
QSO: 14066 CW 2020-05-16 1514 EA2T          599 VI     LZ1ND         599 182      
QSO: 14066 CW 2020-05-16 1514 EA2T          599 VI     F6HBR         599 33       
QSO: 14066 CW 2020-05-16 1514 EA2T          599 VI     F5TRB         599 11       
QSO: 14066 CW 2020-05-16 1515 EA2T          599 VI     UT4U          599 339      
QSO: 14066 CW 2020-05-16 1515 EA2T          599 VI     F4GYM         599 22       
QSO: 14066 CW 2020-05-16 1516 EA2T          599 VI     DL1JHW        599 10       
QSO: 14066 CW 2020-05-16 1517 EA2T          599 VI     SM7RYR        599 43       
QSO: 14066 CW 2020-05-16 1517 EA2T          599 VI     RM5F          599 92       
QSO: 14066 CW 2020-05-16 1519 EA2T          599 VI     R4KO          599 270      
QSO: 14066 CW 2020-05-16 1519 EA2T          599 VI     LZ5R          599 292      
QSO: 14066 CW 2020-05-16 1519 EA2T          599 VI     RL5A          599 18       
QSO: 14066 CW 2020-05-16 1520 EA2T          599 VI     OZ0B          599 92       
QSO: 14066 CW 2020-05-16 1521 EA2T          599 VI     R7MM          599 158      
QSO: 14066 CW 2020-05-16 1521 EA2T          599 VI     M0IEI         599 2        
QSO: 14066 CW 2020-05-16 1521 EA2T          599 VI     EF7A          599 CA       
QSO: 14066 CW 2020-05-16 1522 EA2T          599 VI     DL1ARS        599 3        
QSO: 14066 CW 2020-05-16 1522 EA2T          599 VI     F5PAL         599 216      
QSO: 14066 CW 2020-05-16 1523 EA2T          599 VI     LY2J          599 120      
QSO: 14066 CW 2020-05-16 1523 EA2T          599 VI     SV1JG         599 238      
