START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: GI4AAM
CLUB: Bangor & District Amateur Radio Society
CONTEST: REF-SSB
REF-SECTION: DX
CATEGORY: SINGLE-OP ALL LOW SSB
CLAIMED-SCORE: 18369
OPERATORS: GI4AAM
NAME: Bill Langtry
X-SUMMARY: 
X-SUMMARY:                          160m   80m   40m    20m     15m     10m    Total
X-SUMMARY: 
X-SUMMARY:         Valid QSOs:       0     60     74     20       1       0         155
X-SUMMARY                     Dept:       0     44     53     19       1       0         117
X-SUMMARY:                 Points:       0     60     74     22       1       0         157
X-SUMMARY:     I declare that this station was operated strictly in
X-SUMMARY:     accordance with the rules and spirit of the contest,
X-SUMMARY:     and within the conditions of my licence.  My report
QSO:  3751 PH 2011-02-26 2254 GI4AAM        59  0073   TK5KP         59  2A      
QSO:  3680 PH 2011-02-26 2255 GI4AAM        59  0074   F4DXW         59  29      
QSO:  3661 PH 2011-02-26 2258 GI4AAM        59  0075   F6CBH         59  60      
QSO:  3624 PH 2011-02-26 2302 GI4AAM        59  0076   F8AOF         59  82      
QSO:  3619 PH 2011-02-26 2304 GI4AAM        59  0077   TM9FL         59  86      
QSO:  3619 PH 2011-02-26 2305 GI4AAM        59  0078   F2DX          59  24      
QSO:  3762 PH 2011-02-26 2309 GI4AAM        59  0079   F6KRC         59  35      
QSO:  3722 PH 2011-02-26 2312 GI4AAM        59  0080   F6CCZ/P       59  37      
QSO:  3779 PH 2011-02-26 2316 GI4AAM        59  0081   F4FNL         59  73      
QSO:  3664 PH 2011-02-26 2319 GI4AAM        59  0082   F1RUK         59  71      
QSO:  3760 PH 2011-02-26 2322 GI4AAM        59  0083   F4DPW         59  95      
QSO:  3632 PH 2011-02-26 2324 GI4AAM        59  0084   F6KEH         59  34      
QSO:  3647 PH 2011-02-26 2327 GI4AAM        59  0085   TM0L          59  46      
QSO:  3688 PH 2011-02-26 2329 GI4AAM        59  0086   F6IGS         59  33      
QSO:  3662 PH 2011-02-26 2330 GI4AAM        59  0087   F6KUP         59  55      
QSO:  3745 PH 2011-02-26 2333 GI4AAM        59  0088   F5PTI         59  16      
QSO:  3696 PH 2011-02-26 2334 GI4AAM        59  0089   TM2C          59  44      
QSO:  3705 PH 2011-02-27 0041 GI4AAM        59  0090   F5FJL         59  68      
QSO:  3693 PH 2011-02-27 0042 GI4AAM        59  0091   F5LJA/P       59  62      
QSO:  3744 PH 2011-02-27 0045 GI4AAM        59  0092   F6FNA         59  77      
QSO:  3741 PH 2011-02-27 0047 GI4AAM        59  0093   F5KDC         59  63      
QSO:  3736 PH 2011-02-27 0048 GI4AAM        59  0094   F4FFH         59  50      
QSO:  3730 PH 2011-02-27 0049 GI4AAM        59  0095   F6KLO         59  19      
QSO:  3720 PH 2011-02-27 0049 GI4AAM        59  0096   F5NHB         59  21      
QSO:  3755 PH 2011-02-27 0050 GI4AAM        59  0097   F6KPQ/P       59  56      
QSO:  3702 PH 2011-02-27 0052 GI4AAM        59  0098   F6KQL         59  21      
QSO:  7144 PH 2011-02-27 0956 GI4AAM        59  0099   F2DX          59  24      
QSO:  7140 PH 2011-02-27 0958 GI4AAM        59  0100   F6ATM         59  81      
QSO:  7129 PH 2011-02-27 1000 GI4AAM        59  0101   F5PU          59  81      
QSO:  7089 PH 2011-02-27 1002 GI4AAM        59  0102   F5UFX         59  73      
QSO:  7081 PH 2011-02-27 1005 GI4AAM        59  0103   F4FGY         59  79      
QSO:  7167 PH 2011-02-27 1010 GI4AAM        59  0105   F5NKV         59  50      
QSO:  7155 PH 2011-02-27 1021 GI4AAM        59  0106   F4BYB         59  02      
QSO:  7166 PH 2011-02-27 1114 GI4AAM        59  0107   F4EUG         59  22      
QSO:  7158 PH 2011-02-27 1126 GI4AAM        59  0108   F6KPQ/P       59  56      
QSO:  7142 PH 2011-02-27 1128 GI4AAM        59  0109   F6CLQ         59  89      
QSO:  7081 PH 2011-02-27 1132 GI4AAM        59  0110   F4FFH         59  50      
QSO:  7134 PH 2011-02-27 1326 GI4AAM        59  0111   F4DNK         59  76      
QSO:  7125 PH 2011-02-27 1327 GI4AAM        59  0112   F6KSV         59  29      
QSO:  7114 PH 2011-02-27 1329 GI4AAM        59  0113   F6EQZ         59  51      
QSO:  7073 PH 2011-02-27 1334 GI4AAM        59  0114   F5JSQ         59  51      
QSO:  7182 PH 2011-02-27 1337 GI4AAM        59  0115   F6KMB         59  59      
QSO:  7172 PH 2011-02-27 1340 GI4AAM        59  0116   TM2B          59  03      
QSO:  7144 PH 2011-02-27 1344 GI4AAM        59  0117   F4DPW         59  95      
QSO:  7127 PH 2011-02-27 1346 GI4AAM        59  0118   F5OAM         59  47      
QSO: 14191 PH 2011-02-27 1349 GI4AAM        59  0119   TM2C          59  44      
QSO: 14179 PH 2011-02-27 1351 GI4AAM        59  0120   TM9FL         59  86      
QSO: 14153 PH 2011-02-27 1352 GI4AAM        59  0121   F5KMB         59  60      
QSO: 14198 PH 2011-02-27 1353 GI4AAM        59  0122   FY1FL         59  FY      
QSO: 14203 PH 2011-02-27 1354 GI4AAM        59  0123   F5MFI         59  45      
QSO: 14197 PH 2011-02-27 1354 GI4AAM        59  0124   F5PTI         59  16      
QSO: 14193 PH 2011-02-27 1355 GI4AAM        59  0125   F6CCZ/P       59  37      
QSO: 14177 PH 2011-02-27 1356 GI4AAM        59  0126   F8CNX         59  85      
QSO: 14173 PH 2011-02-27 1356 GI4AAM        59  0127   F4FFH         59  50      
QSO: 14247 PH 2011-02-27 1357 GI4AAM        59  0128   F5AMH         59  41      
QSO: 21219 PH 2011-02-27 1404 GI4AAM        59  0129   F8KDX         59  77      
QSO: 14184 PH 2011-02-27 1414 GI4AAM        59  0130   F2FZ          59  47      
QSO:  7196 PH 2011-02-27 1444 GI4AAM        59  0131   F8BUO         59  68      
QSO:  7134 PH 2011-02-27 1453 GI4AAM        59  0132   F4DXV         59  24      
QSO:  7179 PH 2011-02-27 1507 GI4AAM        59  0133   F4GGD         59  16      
QSO:  7072 PH 2011-02-27 1515 GI4AAM        59  0134   F5LJA/P       59  62      
QSO: 14253 PH 2011-02-27 1516 GI4AAM        59  0135   F6KLO         59  19      
QSO:  7190 PH 2011-02-27 1521 GI4AAM        59  0136   F4FSV         59  64      
QSO:  7137 PH 2011-02-27 1521 GI4AAM        59  0137   F6GNG         59  27      
QSO:  7188 PH 2011-02-27 1540 GI4AAM        59  0138   F8KCF         59  74      
QSO:  7134 PH 2011-02-27 1542 GI4AAM        59  0139   F4EEI         59  52      
QSO:  7185 PH 2011-02-27 1544 GI4AAM        59  0140   F6KTM         59  59      
QSO:  7124 PH 2011-02-27 1549 GI4AAM        59  0141   F8CPA         59  56      
QSO:  7087 PH 2011-02-27 1552 GI4AAM        59  0142   F6PTT         59  94      
QSO:  7173 PH 2011-02-27 1554 GI4AAM        59  0143   F6EBA         59  38      
QSO:  7148 PH 2011-02-27 1658 GI4AAM        59  0144   F6CCZ/P       59  37      
QSO:  3742 PH 2011-02-27 1709 GI4AAM        59  0145   F5DRD         59  80      
QSO:  3750 PH 2011-02-27 1711 GI4AAM        59  0146   F4DXV         59  24      
QSO:  3782 PH 2011-02-27 1713 GI4AAM        59  0147   F4EMK         59  64      
QSO:  3757 PH 2011-02-27 1717 GI4AAM        59  0148   F5KMY         59  25      
QSO:  3772 PH 2011-02-27 1736 GI4AAM        59  0149   F5LEN         59  54      
QSO:  3722 PH 2011-02-27 1740 GI4AAM        59  0150   F5ADE         59  36      
QSO:  3709 PH 2011-02-27 1743 GI4AAM        59  0151   F6FTB         59  21      
QSO:  3693 PH 2011-02-27 1744 GI4AAM        59  0152   F4EEI         59  52      
QSO:  3717 PH 2011-02-27 1749 GI4AAM        59  0153   F4KIO/P       59  35      
QSO:  7188 PH 2011-02-27 1751 GI4AAM        59  0154   TK5KP         59  2A      
QSO:  7062 PH 2011-02-27 1755 GI4AAM        59  0155   F6KRK         59  78      
QSO:  7150 PH 2011-02-27 1759 GI4AAM        59  0156   F6KQV         59  67      
END-OF-LOG:
