START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JAN
CALLSIGN: K3TC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: K3TC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JAN ARRL/arrl_january_vhf_contest/2026.
QSO:    50 DG 2026-01-17 1928 K3TC          FM19 N8URE         FM19
QSO:    50 DG 2026-01-17 1930 K3TC          FM19 K3ISH         FN21
QSO:    50 DG 2026-01-17 1934 K3TC          FM19 NF3R          FN20
QSO:    50 RY 2026-01-17 1937 K3TC          FM19 K1TEO         FN31
QSO:    50 DG 2026-01-17 1940 K3TC          FM19 K3NF          FM18
QSO:    50 DG 2026-01-17 1941 K3TC          FM19 W3OU          FM18
QSO:    50 DG 2026-01-17 1947 K3TC          FM19 W3SZ          FN20
QSO:    50 DG 2026-01-17 1950 K3TC          FM19 N3ITT         FN20
QSO:    50 DG 2026-01-17 1952 K3TC          FM19 WA3EKL        FM19
QSO:    50 DG 2026-01-17 1955 K3TC          FM19 K1HTV         FM18
QSO:    50 DG 2026-01-17 1955 K3TC          FM19 K1HTV         FM18
QSO:    50 DG 2026-01-17 1957 K3TC          FM19 N2SCJ         FM29
QSO:    50 DG 2026-01-17 1958 K3TC          FM19 K3SK          FM07
QSO:    50 DG 2026-01-17 2002 K3TC          FM19 K4HQK         FM18
QSO:    50 DG 2026-01-17 2006 K3TC          FM19 K8GP          FM09
QSO:    50 DG 2026-01-17 2021 K3TC          FM19 WA3DRC        FM28
QSO:    50 DG 2026-01-17 2025 K3TC          FM19 N3XF          FN00
QSO:    50 DG 2026-01-17 2233 K3TC          FM19 KB3IAI        FM19
END-OF-LOG:
