START-OF-LOG: 3.0
CREATED-BY: spcwc-ttc-public-log-downloader
CONTEST: TTC-SPCWC
CALLSIGN: G4ETK
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 40M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY: SO40-LP
CLAIMED-SCORE: 9
OPERATORS: G4ETK
SOAPBOX: Generated from public checked-log view https://spcwc.pl/15/log/G4ETK?lang=en
SOAPBOX: QSO status/error details from the public page are not represented in Cabrillo QSO lines.
SOAPBOX: Public checked-log view reported 3 QSO rows with non-OK status.
QSO:  7032 CW 2026-06-09 1933 G4ETK         599 001    YL2QV         599 005   
QSO:  7027 CW 2026-06-09 1941 G4ETK         599 002    SP1AE         599 025   
QSO:  7026 CW 2026-06-09 1943 G4ETK         599 003    SN1T          599 030   
QSO:  7024 CW 2026-06-09 1945 G4ETK         599 004    SN2S          599 023   
QSO:  7028 CW 2026-06-09 1959 G4ETK         599 005    SP1D          599 053   
QSO:  7024 CW 2026-06-09 2003 G4ETK         599 006    SP2XX         599 078   
QSO:  7024 CW 2026-06-09 2007 G4ETK         599 007    SP3OCC        599 044   
QSO:  7020 CW 2026-06-09 2011 G4ETK         599 008    DF7C          599 085   
QSO:  7032 CW 2026-06-09 2015 G4ETK         599 009    I5MXX         599 014   
QSO:  7031 CW 2026-06-09 2020 G4ETK         599 010    LY6A          599 128   
QSO:  7025 CW 2026-06-09 2026 G4ETK         599 011    SP2XX         599 130   
QSO:  7024 CW 2026-06-09 2028 G4ETK         599 012    G4BFG         599 082   
END-OF-LOG:
