START-OF-LOG: 3.0
CREATED-BY: spcwc-ttc-public-log-downloader
CONTEST: TTC-SPCWC
CALLSIGN: DK1CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 40M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY: SO40-LP
CLAIMED-SCORE: 10
OPERATORS: DK1CW
SOAPBOX: Generated from public checked-log view https://spcwc.pl/15/log/DK1CW?lang=en
SOAPBOX: QSO status/error details from the public page are not represented in Cabrillo QSO lines.
SOAPBOX: Public checked-log view reported 2 QSO rows with non-OK status.
QSO:  7000 CW 2026-06-09 2010 DK1CW         599 001    SN1T          599 095   
QSO:  7000 CW 2026-06-09 2011 DK1CW         599 002    E77EA         599 102   
QSO:  7000 CW 2026-06-09 2012 DK1CW         599 003    DF7C          599 088   
QSO:  7000 CW 2026-06-09 2014 DK1CW         599 004    DK2FG         599 084   
QSO:  7000 CW 2026-06-09 2015 DK1CW         599 005    SP3MEP        599 108   
QSO:  7000 CW 2026-06-09 2016 DK1CW         599 006    SC6O          599 067   
QSO:  7000 CW 2026-06-09 2018 DK1CW         599 007    LY6A          599 126   
QSO:  7000 CW 2026-06-09 2020 DK1CW         599 008    HG5E          599 153   
QSO:  7000 CW 2026-06-09 2022 DK1CW         599 009    SP1AEN        599 112   
QSO:  7000 CW 2026-06-09 2024 DK1CW         599 010    SN5N          599 120   
QSO:  7000 CW 2026-06-09 2025 DK1CW         599 011    DR2C          599 113   
QSO:  7000 CW 2026-06-09 2027 DK1CW         599 012    S52A          599 096   
END-OF-LOG:
