START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: DH3RB
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 42900
CREATED-BY: RCKLog V3.5
OPERATORS: DH3RB
CLUB: RHEIN RUHR DX ASSOCIATION
NAME: Ruediger Bluhm
SOAPBOX: YAESU FT-100MP, multiband vertical antenna DX 88 by Hygain, 100W,  mic
SOAPBOX: roHAM DIGI KEYER
SOAPBOX:
SOAPBOX: great contest, the long expected event of the year
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 14330 PH 2008-10-25 0932 DH3RB         59  14     E77XZ         59  15     0
QSO: 14309 PH 2008-10-25 0937 DH3RB         59  14     YR8V          59  20     0
QSO: 14281 PH 2008-10-25 0938 DH3RB         59  14     9A7A          59  15     0
QSO: 14277 PH 2008-10-25 0939 DH3RB         59  14     EA5EA         59  14     0
QSO: 14248 PH 2008-10-25 0940 DH3RB         59  14     IR5T          59  15     0
QSO: 14232 PH 2008-10-25 0941 DH3RB         59  14     9A9A          59  15     0
QSO: 14223 PH 2008-10-25 0943 DH3RB         59  14     EO3Q          59  16     0
QSO: 14217 PH 2008-10-25 0944 DH3RB         59  14     IR4X          59  15     0
QSO: 14213 PH 2008-10-25 0945 DH3RB         59  14     UX2IO         59  16     0
QSO: 14203 PH 2008-10-25 0946 DH3RB         59  14     YT9A          59  15     0
QSO: 14184 PH 2008-10-25 0949 DH3RB         59  14     LZ1NK         59  20     0
QSO: 14155 PH 2008-10-25 0950 DH3RB         59  14     AO3A          59  14     0
QSO: 21383 PH 2008-10-25 0952 DH3RB         59  14     RX9WN         59  17     0
QSO: 21307 PH 2008-10-25 0954 DH3RB         59  14     IZ8FWN        59  15     0
QSO: 21305 PH 2008-10-25 0955 DH3RB         59  14     4L0A          59  21     0
QSO: 21260 PH 2008-10-25 0956 DH3RB         59  14     RU4WD         59  16     0
QSO: 21199 PH 2008-10-25 0958 DH3RB         59  14     RZ9AZ         59  17     0
QSO: 21172 PH 2008-10-25 0959 DH3RB         59  14     EK6TA         59  21     0
QSO: 21164 PH 2008-10-25 1000 DH3RB         59  14     UA4WKW        59  16     0
QSO: 21155 PH 2008-10-25 1000 DH3RB         59  14     UA9CLB        59  17     0
QSO: 21362 PH 2008-10-25 1001 DH3RB         59  14     RW0A          59  18     0
QSO: 21359 PH 2008-10-25 1002 DH3RB         59  14     IT9ESW        59  15     0
QSO: 21353 PH 2008-10-25 1002 DH3RB         59  14     RD4WA         59  16     0
QSO: 21327 PH 2008-10-25 1004 DH3RB         59  14     YL7A          59  15     0
QSO: 21250 PH 2008-10-25 1005 DH3RB         59  14     RG9A          59  17     0
QSO: 21208 PH 2008-10-25 1007 DH3RB         59  14     5B4AII        59  20     0
QSO: 21152 PH 2008-10-25 1008 DH3RB         59  14     RT9W          59  16     0
QSO: 21193 PH 2008-10-25 1010 DH3RB         59  14     UA6GP         59  16     0
QSO: 21202 PH 2008-10-25 1011 DH3RB         59  14     RV4HC         59  16     0
QSO: 21324 PH 2008-10-25 1023 DH3RB         59  14     C49C          59  20     0
QSO: 21342 PH 2008-10-25 1023 DH3RB         59  14     DF9XV         59  14     0
QSO: 21381 PH 2008-10-25 1025 DH3RB         59  14     RT4D          59  16     0
QSO: 21327 PH 2008-10-25 1027 DH3RB         59  14     LY7A          59  15     0
QSO: 21319 PH 2008-10-25 1029 DH3RB         59  14     AO3A          59  14     0
QSO: 21264 PH 2008-10-25 1031 DH3RB         59  14     AO8A          59  33     0
QSO: 21230 PH 2008-10-25 1033 DH3RB         59  14     SX5P          59  20     0
QSO: 21224 PH 2008-10-25 1036 DH3RB         59  14     UN7MMM        59  17     0
QSO: 21164 PH 2008-10-25 1038 DH3RB         59  14     UA6GR         59  16     0
QSO: 21188 PH 2008-10-25 1041 DH3RB         59  14     P33W          59  20     0
QSO: 21157 PH 2008-10-25 1042 DH3RB         59  14     RN6AH         59  16     0
QSO: 21330 PH 2008-10-25 1044 DH3RB         59  14     SV9CVY        59  20     0
QSO: 21327 PH 2008-10-25 1044 DH3RB         59  14     EA5EA         59  14     0
