START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: CT/HB9AAP
CLAIMED-SCORE: 39600
CREATED-BY: UcxLog 6.25
NAME: Peter Stoller
SOAPBOX: Big mouth - small ears contest, but there were exceptions. Very
QSO: 14000 PH 2008-10-25 1346 CT/HB9AAP 59 14 OK1CDJ 59 15 0
QSO: 14000 PH 2008-10-25 1347 CT/HB9AAP 59 14 IW1QN 59 15 0
QSO: 14000 PH 2008-10-25 1350 CT/HB9AAP 59 14 OL9Z 59 15 0
QSO: 14000 PH 2008-10-25 1357 CT/HB9AAP 59 14 4L0A 59 21 0
QSO: 14000 PH 2008-10-25 1358 CT/HB9AAP 59 14 P33W 59 20 0
QSO: 14000 PH 2008-10-25 1359 CT/HB9AAP 59 14 IK2LTR 59 15 0
QSO: 14000 PH 2008-10-25 1403 CT/HB9AAP 59 14 OZ7AM 59 14 0
QSO: 14000 PH 2008-10-25 1408 CT/HB9AAP 59 14 TC4X 59 20 0
QSO: 14000 PH 2008-10-25 1414 CT/HB9AAP 59 14 HS0ZGD 59 26 0
QSO: 14000 PH 2008-10-25 1416 CT/HB9AAP 59 14 VU2PAI 59 22 0
QSO: 14000 PH 2008-10-25 1432 CT/HB9AAP 59 14 9K2HN 59 21 0
QSO: 14000 PH 2008-10-25 1434 CT/HB9AAP 59 14 S56Y 59 15 0
QSO: 14000 PH 2008-10-25 1436 CT/HB9AAP 59 14 RA3CM 59 16 0
QSO: 14000 PH 2008-10-25 1437 CT/HB9AAP 59 14 LZ6W 59 20 0
QSO: 14000 PH 2008-10-25 1439 CT/HB9AAP 59 14 S51F 59 15 0
QSO: 14000 PH 2008-10-25 1450 CT/HB9AAP 59 14 W3LPL 59 5 0
QSO: 14000 PH 2008-10-25 1454 CT/HB9AAP 59 14 IO9K 59 15 0
QSO: 14000 PH 2008-10-25 1539 CT/HB9AAP 59 14 LX9UN 59 14 0
QSO: 14000 PH 2008-10-25 1541 CT/HB9AAP 59 14 9A8M 59 15 0
QSO: 14000 PH 2008-10-25 1545 CT/HB9AAP 59 14 HG3DX 59 15 0
QSO: 14000 PH 2008-10-25 1546 CT/HB9AAP 59 14 S50K 59 15 0
QSO: 14000 PH 2008-10-25 1548 CT/HB9AAP 59 14 M1DDD 59 14 0
QSO: 14000 PH 2008-10-25 1553 CT/HB9AAP 59 14 IO1T 59 15 0
QSO: 14000 PH 2008-10-25 1554 CT/HB9AAP 59 14 S53MM 59 15 0
QSO: 14000 PH 2008-10-25 1557 CT/HB9AAP 59 14 DR1A 59 14 0
QSO: 14000 PH 2008-10-25 1559 CT/HB9AAP 59 14 OH8X 59 15 0
QSO: 14000 PH 2008-10-25 1602 CT/HB9AAP 59 14 5B4AII 59 20 0
QSO: 14000 PH 2008-10-25 1604 CT/HB9AAP 59 14 HG1S 59 15 0
QSO: 14000 PH 2008-10-25 1605 CT/HB9AAP 59 14 9A1P 59 15 0
QSO: 14000 PH 2008-10-25 1606 CT/HB9AAP 59 14 IU2P 59 15 0
QSO: 14000 PH 2008-10-25 1609 CT/HB9AAP 59 14 AO3A 59 14 0
QSO: 14000 PH 2008-10-25 1716 CT/HB9AAP 59 14 VO1MP 59 05 0
QSO: 14000 PH 2008-10-25 1718 CT/HB9AAP 59 14 IK8SEU 59 15 0
QSO: 14000 PH 2008-10-25 1719 CT/HB9AAP 59 14 VE3NE 59 04 0
QSO: 14000 PH 2008-10-25 1722 CT/HB9AAP 59 14 VE3CX 59 04 0
QSO: 14000 PH 2008-10-25 1727 CT/HB9AAP 59 14 VO1TA 59 05 0
QSO: 14000 PH 2008-10-25 1734 CT/HB9AAP 59 14 KC1XX 59 5 0
QSO: 14000 PH 2008-10-25 1744 CT/HB9AAP 59 14 W9EXY 59 04 0
QSO: 14000 PH 2008-10-25 1747 CT/HB9AAP 59 14 K9AZ 59 4 0
QSO: 14000 PH 2008-10-25 1749 CT/HB9AAP 59 14 SN4L 59 15 0
QSO: 14000 PH 2008-10-25 1752 CT/HB9AAP 59 14 K1TTT 59 5 0
QSO: 14000 PH 2008-10-25 1756 CT/HB9AAP 59 14 9Y4D 59 09 0
QSO: 14000 PH 2008-10-25 1801 CT/HB9AAP 59 14 EA8BMG 59 33 0
QSO: 14000 PH 2008-10-25 1803 CT/HB9AAP 59 14 KA1NCN 59 5 0
QSO: 14000 PH 2008-10-25 1804 CT/HB9AAP 59 14 WA2NHA 59 5 0
QSO: 14000 PH 2008-10-25 1806 CT/HB9AAP 59 14 EH7H 59 14 0
QSO: 14000 PH 2008-10-25 1810 CT/HB9AAP 59 14 K2LE 59 5 0
QSO: 14000 PH 2008-10-25 1820 CT/HB9AAP 59 14 6V7M 59 35 0
QSO: 14000 PH 2008-10-25 1821 CT/HB9AAP 59 14 OL5T 59 15 0
QSO: 14000 PH 2008-10-25 1839 CT/HB9AAP 59 14 V26B 59 08 0
QSO: 14000 PH 2008-10-25 1842 CT/HB9AAP 59 14 VE3EJ 59 04 0
QSO: 14000 PH 2008-10-25 1844 CT/HB9AAP 59 14 CK3AT 59 04 0
QSO: 14000 PH 2008-10-25 1902 CT/HB9AAP 59 14 VE3RM 59 04 0
QSO: 14000 PH 2008-10-25 1904 CT/HB9AAP 59 14 VE3UTT 59 04 0
QSO: 14000 PH 2008-10-25 1905 CT/HB9AAP 59 14 VA3DX 59 04 0
QSO: 14000 PH 2008-10-25 1907 CT/HB9AAP 59 14 VE3MIS 59 04 0
QSO: 14000 PH 2008-10-25 1912 CT/HB9AAP 59 14 K3NA 59 5 0
QSO: 14000 PH 2008-10-25 1915 CT/HB9AAP 59 14 WE3C 59 5 0
QSO: 14000 PH 2008-10-25 1918 CT/HB9AAP 59 14 NN3W 59 5 0
QSO: 14000 PH 2008-10-25 1922 CT/HB9AAP 59 14 NQ4I 59 5 0
QSO: 14000 PH 2008-10-25 1932 CT/HB9AAP 59 14 ZV5E 59 11 0
QSO: 14000 PH 2008-10-25 2039 CT/HB9AAP 59 14 W4RM 59 5 0
QSO: 14000 PH 2008-10-25 2042 CT/HB9AAP 59 14 K4SSU 59 5 0
QSO: 14000 PH 2008-10-25 2046 CT/HB9AAP 59 14 K4ZW 59 5 0
QSO: 14000 PH 2008-10-25 2055 CT/HB9AAP 59 14 K3CR 59 5 0
QSO: 14000 PH 2008-10-25 2057 CT/HB9AAP 59 14 AA1K 59 5 0
QSO: 14000 PH 2008-10-26 0414 CT/HB9AAP 59 14 RG9A 59 17 0
QSO: 14000 PH 2008-10-26 0657 CT/HB9AAP 59 14 RZ9UI 59 18 0
QSO: 14000 PH 2008-10-26 0701 CT/HB9AAP 59 14 IT9LED 59 15 0
QSO: 14000 PH 2008-10-26 0703 CT/HB9AAP 59 14 UA3BS 59 16 0
QSO: 14000 PH 2008-10-26 0714 CT/HB9AAP 59 14 RZ1ZZ 59 16 0
QSO: 14000 PH 2008-10-26 0715 CT/HB9AAP 59 14 UA4WKW 59 16 0
QSO: 14000 PH 2008-10-26 0717 CT/HB9AAP 59 14 IQ0EF 59 15 0
QSO: 14000 PH 2008-10-26 0721 CT/HB9AAP 59 14 S56M 59 15 0
QSO: 14000 PH 2008-10-26 0723 CT/HB9AAP 59 14 3V8SS 59 33 0
QSO: 14000 PH 2008-10-26 0734 CT/HB9AAP 59 14 RK3XWO 59 16 0
QSO: 14000 PH 2008-10-26 0738 CT/HB9AAP 59 14 4L2M 59 21 0
QSO: 14000 PH 2008-10-26 0741 CT/HB9AAP 59 14 YT5C 59 15 0
QSO: 14000 PH 2008-10-26 0759 CT/HB9AAP 59 14 LY5R 59 15 0
QSO: 14000 PH 2008-10-26 0804 CT/HB9AAP 59 14 M7A 59 14 0
QSO: 14000 PH 2008-10-26 0805 CT/HB9AAP 59 14 PI4Z 59 14 0
QSO: 14000 PH 2008-10-26 0813 CT/HB9AAP 59 14 PA6Z 59 14 0
QSO: 14000 PH 2008-10-26 0814 CT/HB9AAP 59 14 RX6AH 59 16 0
QSO: 14000 PH 2008-10-26 0815 CT/HB9AAP 59 14 PI4COM 59 14 0
QSO: 14000 PH 2008-10-26 0816 CT/HB9AAP 59 14 UA3ABJ 59 16 0
QSO: 14000 PH 2008-10-26 0817 CT/HB9AAP 59 14 DJ5MW 59 14 0
QSO: 14000 PH 2008-10-26 0818 CT/HB9AAP 59 14 DL1QQ 59 14 0
QSO: 14000 PH 2008-10-26 0821 CT/HB9AAP 59 14 OH6M 59 15 0
QSO: 14000 PH 2008-10-26 0902 CT/HB9AAP 59 14 HB9AEM 59 14 0
QSO: 14000 PH 2008-10-26 0923 CT/HB9AAP 59 14 UX2X 59 16 0
QSO: 14000 PH 2008-10-26 0925 CT/HB9AAP 59 14 M4A 59 14 0
QSO: 14000 PH 2008-10-26 0928 CT/HB9AAP 59 14 YT6M 59 15 0
QSO: 14000 PH 2008-10-26 0929 CT/HB9AAP 59 14 EI9HX 59 14 0
QSO: 14000 PH 2008-10-26 0932 CT/HB9AAP 59 14 LA6KOA 59 14 0
QSO: 14000 PH 2008-10-26 0934 CT/HB9AAP 59 14 9A2EU 59 15 0
QSO: 14000 PH 2008-10-26 0937 CT/HB9AAP 59 14 RS3A 59 16 0
QSO: 14000 PH 2008-10-26 0940 CT/HB9AAP 59 14 PA3EVY 59 14 0
QSO: 14000 PH 2008-10-26 0943 CT/HB9AAP 59 14 YL2BJ 59 15 0
QSO: 14000 PH 2008-10-26 1045 CT/HB9AAP 59 14 DL2F 59 14 0
QSO: 14000 PH 2008-10-26 1234 CT/HB9AAP 59 14 OG1M 59 15 0
QSO: 14000 PH 2008-10-26 1240 CT/HB9AAP 59 14 TK9R 59 15 0
QSO: 14000 PH 2008-10-26 1250 CT/HB9AAP 59 14 IZ1LBG 59 15 0
QSO: 14000 PH 2008-10-26 1252 CT/HB9AAP 59 14 DK0MN 59 14 0
QSO: 14000 PH 2008-10-26 1255 CT/HB9AAP 59 14 OT2A 59 14 0
QSO: 14000 PH 2008-10-26 1259 CT/HB9AAP 59 14 RZ6HX 59 16 0
QSO: 14000 PH 2008-10-26 1302 CT/HB9AAP 59 14 UA6LUQ 59 16 0
QSO: 14000 PH 2008-10-26 1303 CT/HB9AAP 59 14 IO2L 59 15 0
QSO: 14000 PH 2008-10-26 1304 CT/HB9AAP 59 14 IR9Y 59 15 0
QSO: 14000 PH 2008-10-26 1305 CT/HB9AAP 59 14 K1RX 59 5 0
QSO: 14000 PH 2008-10-26 1315 CT/HB9AAP 59 14 3V8BB 59 33 0
QSO: 14000 PH 2008-10-26 1319 CT/HB9AAP 59 14 IG9S 59 33 0
QSO: 14000 PH 2008-10-26 1328 CT/HB9AAP 59 14 SV9GPV 59 20 0
QSO: 14000 PH 2008-10-26 1329 CT/HB9AAP 59 14 UU7J 59 16 0
QSO: 14000 PH 2008-10-26 1331 CT/HB9AAP 59 14 UA6GP 59 16 0
QSO: 14000 PH 2008-10-26 1505 CT/HB9AAP 59 14 VY2ZM 59 5 0
QSO: 14000 PH 2008-10-26 1506 CT/HB9AAP 59 14 EC8AFM 59 33 0
QSO: 14000 PH 2008-10-26 1511 CT/HB9AAP 59 14 9V1YC 59 28 0
QSO: 14000 PH 2008-10-26 1520 CT/HB9AAP 59 14 S56P 59 15 0
QSO: 14000 PH 2008-10-26 1523 CT/HB9AAP 59 14 RT6A 59 16 0
QSO: 14000 PH 2008-10-26 1527 CT/HB9AAP 59 14 W2GB 59 5 0
QSO: 14000 PH 2008-10-26 1536 CT/HB9AAP 59 14 DF0HQ 59 14 0
QSO: 14000 PH 2008-10-26 1538 CT/HB9AAP 59 14 OG50F 59 15 0
QSO: 14000 PH 2008-10-26 1540 CT/HB9AAP 59 14 K8PO 59 5 0
QSO: 14000 PH 2008-10-26 1548 CT/HB9AAP 59 14 J42T 59 20 0
QSO: 14000 PH 2008-10-26 1552 CT/HB9AAP 59 14 F5KKD 59 14 0
QSO: 14000 PH 2008-10-26 1553 CT/HB9AAP 59 14 GM7V 59 14 0
QSO: 14000 PH 2008-10-26 1554 CT/HB9AAP 59 14 OL1X 59 15 0
QSO: 14000 PH 2008-10-26 1603 CT/HB9AAP 59 14 DF3CB 59 14 0
QSO: 14000 PH 2008-10-26 1606 CT/HB9AAP 59 14 S52ZW 59 15 0
QSO: 14000 PH 2008-10-26 1609 CT/HB9AAP 59 14 OL7C 59 15 0
QSO: 14000 PH 2008-10-26 1702 CT/HB9AAP 59 14 PJ4E 59 09 0
QSO: 14000 PH 2008-10-26 1705 CT/HB9AAP 59 14 V48M 59 08 0
QSO: 14000 PH 2008-10-26 1709 CT/HB9AAP 59 14 VY2TT 59 5 0
QSO: 14000 PH 2008-10-26 1711 CT/HB9AAP 59 14 UR6IM 59 16 0
QSO: 14000 PH 2008-10-26 1716 CT/HB9AAP 59 14 8P5A 59 08 0
QSO: 14000 PH 2008-10-26 1722 CT/HB9AAP 59 14 N4T 59 5 0
QSO: 14000 PH 2008-10-26 1723 CT/HB9AAP 59 14 N2NT 59 5 0
QSO: 14000 PH 2008-10-26 1727 CT/HB9AAP 59 14 K1LZ 59 5 0
QSO: 14000 PH 2008-10-26 1733 CT/HB9AAP 59 14 KP4KE 59 08 0
QSO: 14000 PH 2008-10-26 1742 CT/HB9AAP 59 14 ZS9X 59 38 0
QSO: 14000 PH 2008-10-26 1748 CT/HB9AAP 59 14 K5ZD 59 5 0
QSO: 14000 PH 2008-10-26 1749 CT/HB9AAP 59 14 NE3F 59 5 0
QSO: 14000 PH 2008-10-26 1754 CT/HB9AAP 59 14 K8AZ 59 4 0
QSO: 14000 PH 2008-10-26 1758 CT/HB9AAP 59 14 PZ5Z 59 09 0
QSO: 14000 PH 2008-10-26 1801 CT/HB9AAP 59 14 II4A 59 15 0
QSO: 14000 PH 2008-10-26 1818 CT/HB9AAP 59 14 3DA0DJ 59 38 0
QSO: 14000 PH 2008-10-26 1833 CT/HB9AAP 59 14 N2WKS 59 5 0
QSO: 14000 PH 2008-10-26 1834 CT/HB9AAP 59 14 K3WW 59 5 0
QSO: 14000 PH 2008-10-26 2025 CT/HB9AAP 59 14 N0NI 59 4 0
QSO: 14000 PH 2008-10-26 2027 CT/HB9AAP 59 14 IT9GSF 59 15 0
QSO: 14000 PH 2008-10-26 2032 CT/HB9AAP 59 14 S50L 59 15 0
QSO: 14000 PH 2008-10-26 2055 CT/HB9AAP 59 14 KP2M 59 08 0
QSO: 14000 PH 2008-10-26 2236 CT/HB9AAP 59 14 TI5N 59 07 0
END-OF-LOG:
