START-OF-LOG: 3.0
CALLSIGN: VE9ML
XCLUB: Moncton Area Amateur Radio Club
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 278236
OPERATORS: VE9ML VE9BK
SOAPBOX: First time. Great contest with lots of activity on the bands.
QSO:  7155 PH 2008-10-25 0845 VE9ML         59  05     8P5A          59  08     1
QSO:  7160 PH 2008-10-25 0847 VE9ML         59  05     KH7B          59  31     1
QSO:  7192 PH 2008-10-25 0851 VE9ML         59  05     W9RE          59  04     1
QSO:  7203 PH 2008-10-25 0853 VE9ML         59  05     WB9Z          59  04     1
QSO:  7209 PH 2008-10-25 0856 VE9ML         59  05     K5RR          59  03     1
QSO:  3723 PH 2008-10-25 0912 VE9ML         59  05     CK3AT         59  04     1
QSO:  3727 PH 2008-10-25 0913 VE9ML         59  05     W1GUS         59  05     1
QSO:  3792 PH 2008-10-25 0920 VE9ML         59  05     SP7VC         59  15     1
QSO:  3803 PH 2008-10-25 0924 VE9ML         59  05     TI5N          59  07     1
QSO:  3811 PH 2008-10-25 0925 VE9ML         59  05     WB9YBI        59  04     1
QSO:  7197 PH 2008-10-25 0927 VE9ML         59  05     K4SSU         59  05     1
QSO: 21209 PH 2008-10-25 1723 VE9ML         59  05     AO8A          59  33     1
QSO: 21220 PH 2008-10-25 1725 VE9ML         59  05     D4C           59  35     1
QSO: 21238 PH 2008-10-25 1730 VE9ML         59  05     NR5M          59  04     1
QSO: 21246 PH 2008-10-25 1732 VE9ML         59  05     CQ3T          59  33     1
QSO: 21306 PH 2008-10-25 1750 VE9ML         59  05     HQ3Z          59  07     1
QSO: 21350 PH 2008-10-25 1752 VE9ML         59  05     ZS9X          59  38     1
QSO: 21373 PH 2008-10-25 1756 VE9ML         59  05     LR1V          59  13     1
QSO: 14099 PH 2008-10-25 1801 VE9ML         59  05     HK6P          59  09     1
QSO: 14101 PH 2008-10-25 1802 VE9ML         59  05     VP2E          59  08     1
QSO: 14114 PH 2008-10-25 1813 VE9ML         59  05     VP5T          59  08     1
QSO: 14153 PH 2008-10-25 1821 VE9ML         59  05     K3LR          59  05     1
QSO: 14160 PH 2008-10-25 1822 VE9ML         59  05     W4RM          59  05     1
QSO: 14161 PH 2008-10-25 1824 VE9ML         59  05     ZF2AH         59  08     1
QSO: 14164 PH 2008-10-25 1825 VE9ML         59  05     CN4P          59  33     1
QSO: 14168 PH 2008-10-25 1826 VE9ML         59  05     NQ4I          59  05     1
QSO: 14173 PH 2008-10-25 1828 VE9ML         59  05     CT8K          59  14     1
QSO: 14177 PH 2008-10-25 1831 VE9ML         59  05     EA1AAW        59  14     1
QSO: 14186 PH 2008-10-25 1834 VE9ML         59  05     K4SSU         59  05     1
QSO: 14205 PH 2008-10-25 1837 VE9ML         59  05     W7WA          59  03     1
QSO: 14214 PH 2008-10-25 1838 VE9ML         59  05     CT9L          59  33     1
QSO: 14220 PH 2008-10-25 1839 VE9ML         59  05     EE2K          59  14     1
QSO: 14226 PH 2008-10-25 1840 VE9ML         59  05     N4T           59  05     1
QSO: 14251 PH 2008-10-25 1844 VE9ML         59  05     6Y1V          59  08     1
QSO: 14256 PH 2008-10-25 1851 VE9ML         59  05     EA5KV         59  14     1
QSO: 14258 PH 2008-10-25 1851 VE9ML         59  05     AO8A          59  33     1
QSO: 14262 PH 2008-10-25 1852 VE9ML         59  05     EA1EEY        59  14     1
QSO: 14269 PH 2008-10-25 1853 VE9ML         59  05     IR4M          59  15     1
QSO: 14277 PH 2008-10-25 1854 VE9ML         59  05     AM3SSB        59  14     1
QSO: 14289 PH 2008-10-25 1856 VE9ML         59  05     IO5O          59  15     1
QSO: 14298 PH 2008-10-25 1857 VE9ML         59  05     OH8X          59  15     1
QSO: 14302 PH 2008-10-25 1858 VE9ML         59  05     EH7H          59  14     1
QSO: 14343 PH 2008-10-25 1901 VE9ML         59  05     CT1JLZ        59  14     1
QSO: 14335 PH 2008-10-25 1904 VE9ML         59  05     CQ3T          59  33     1
QSO: 14331 PH 2008-10-25 1905 VE9ML         59  05     N1LN          59  05     1
QSO: 14319 PH 2008-10-25 1906 VE9ML         59  05     EA7TN         59  14     1
QSO: 14307 PH 2008-10-25 1908 VE9ML         59  05     CQ9K          59  33     1
QSO: 14295 PH 2008-10-25 1910 VE9ML         59  05     IM0/IK0FMB    59  15     1
QSO: 14222 PH 2008-10-25 1932 VE9ML         59  05     3V8BB         59  33     1
QSO: 14213 PH 2008-10-25 1932 VE9ML         59  05     WN9O          59  04     1
QSO: 14116 PH 2008-10-25 1955 VE9ML         59  05     6V7M          59  35     1
QSO: 14138 PH 2008-10-25 1957 VE9ML         59  05     B1Z           59  24     1
QSO: 14166 PH 2008-10-25 2005 VE9ML         59  05     WB9Z          59  04     1
QSO: 14190 PH 2008-10-25 2009 VE9ML         59  05     NP4Z          59  08     1
QSO: 14193 PH 2008-10-25 2010 VE9ML         59  05     CS2P          59  14     1
QSO: 14196 PH 2008-10-25 2011 VE9ML         59  05     EA8CDI        59  33     1
QSO: 14199 PH 2008-10-25 2013 VE9ML         59  05     CU2X          59  14     1
QSO: 14205 PH 2008-10-25 2014 VE9ML         59  05     S53S          59  15     1
QSO: 14218 PH 2008-10-25 2016 VE9ML         59  05     TI1R          59  07     1
QSO: 14232 PH 2008-10-25 2020 VE9ML         59  05     9Y4D          59  09     1
QSO: 14242 PH 2008-10-25 2022 VE9ML         59  05     KH2RU/KP4     59  08     1
QSO: 14271 PH 2008-10-25 2030 VE9ML         59  05     AO8A          59  33     1
QSO: 14288 PH 2008-10-25 2037 VE9ML         59  05     OA4WW         59  10     1
QSO: 14310 PH 2008-10-25 2048 VE9ML         59  05     TI5N          59  07     1
QSO: 14316 PH 2008-10-25 2049 VE9ML         59  05     W9RE          59  04     1
QSO: 14322 PH 2008-10-25 2050 VE9ML         59  05     PW2D          59  11     1
QSO: 14183 PH 2008-10-25 2122 VE9ML         59  05     KP2M          59  08     1
QSO: 14204 PH 2008-10-25 2132 VE9ML         59  05     HC1JQ         59  10     1
QSO: 14215 PH 2008-10-25 2135 VE9ML         59  05     LS2D          59  13     1
QSO: 14209 PH 2008-10-25 2216 VE9ML         59  05     HQ2W          59  07     1
QSO: 14312 PH 2008-10-25 2224 VE9ML         59  05     YV4A          59  09     1
QSO: 14133 PH 2008-10-25 2232 VE9ML         59  05     PJ4/N0VD      59  09     1
QSO:  7022 PH 2008-10-25 2239 VE9ML         59  05     TM6M          59  14     1
QSO:  7156 PH 2008-10-25 2242 VE9ML         59  05     W4RM          59  05     1
QSO:  7175 PH 2008-10-25 2245 VE9ML         59  05     K3EST         59  05     1
QSO:  7051 PH 2008-10-25 2255 VE9ML         59  05     DF0HQ         59  14     1
QSO:  7065 PH 2008-10-25 2258 VE9ML         59  05     OT5A          59  14     1
QSO:  7080 PH 2008-10-25 2301 VE9ML         59  05     IR9Y          59  15     1
QSO:  7184 PH 2008-10-25 2314 VE9ML         59  05     CN3A          59  33     1
QSO:  7189 PH 2008-10-25 2317 VE9ML         59  05     OZ7X          59  14     1
QSO:  7192 PH 2008-10-25 2319 VE9ML         59  05     S53M          59  15     1
QSO:  7199 PH 2008-10-25 2321 VE9ML         59  05     I2VRN         59  15     1
QSO:  7028 PH 2008-10-25 2327 VE9ML         59  05     LZ5K          59  20     1
QSO:  7030 PH 2008-10-25 2329 VE9ML         59  05     ER0WW         59  16     1
QSO:  7037 PH 2008-10-25 2333 VE9ML         59  05     IW2LLH        59  15     1
QSO:  1810 PH 2008-10-25 2338 VE9ML         59  05     VY2SM         59  05     1
QSO:  1868 PH 2008-10-25 2351 VE9ML         59  05     K4ZW          59  05     1
QSO:  3701 PH 2008-10-26 0000 VE9ML         59  05     VE2GSO        59  02     1
QSO:  3710 PH 2008-10-26 0002 VE9ML         59  05     HG6N          59  15     1
QSO:  3724 PH 2008-10-26 0009 VE9ML         59  05     GI0KOV        59  14     1
QSO:  3745 PH 2008-10-26 0018 VE9ML         59  05     OK1OUE        59  15     1
QSO:  3751 PH 2008-10-26 0019 VE9ML         59  05     IR4M          59  15     1
QSO:  3768 PH 2008-10-26 0024 VE9ML         59  05     RK2FWA        59  15     1
QSO:  3772 PH 2008-10-26 0025 VE9ML         59  05     OL7R          59  15     1
QSO:  3775 PH 2008-10-26 0027 VE9ML         59  05     DF0HQ         59  14     1
QSO:  1820 PH 2008-10-26 0048 VE9ML         59  05     VY2TT         59  05     1
QSO:  3719 PH 2008-10-26 0119 VE9ML         59  05     OM5M          59  15     1
QSO:  3655 PH 2008-10-26 0146 VE9ML         59  05     YR9P          59  20     1
QSO:  3748 PH 2008-10-26 0151 VE9ML         59  05     HB0/HB9AON    59  14     1
QSO:  3692 PH 2008-10-26 0159 VE9ML         59  05     OE2S          59  15     1
QSO:  3727 PH 2008-10-26 0201 VE9ML         59  05     PA3EWP        59  14     1
QSO:  3694 PH 2008-10-26 0204 VE9ML         59  05     HB9H          59  14     1
QSO:  3642 PH 2008-10-26 0212 VE9ML         59  05     US5D          59  16     1
QSO:  3646 PH 2008-10-26 0216 VE9ML         59  05     TU5KG         59  35     1
QSO:  3648 PH 2008-10-26 0222 VE9ML         59  05     SK70A         59  14     1
QSO:  3659 PH 2008-10-26 0223 VE9ML         59  05     GI0KOW        59  14     1
QSO:  3761 PH 2008-10-26 0234 VE9ML         59  05     LX7I          59  14     1
QSO:  1816 PH 2008-10-26 0309 VE9ML         59  05     W2MF          59  05     1
QSO:  7019 PH 2008-10-26 0338 VE9ML         59  05     6W1RY         59  35     1
QSO:  7043 PH 2008-10-26 0345 VE9ML         59  05     IR4X          59  15     1
QSO:  7053 PH 2008-10-26 0352 VE9ML         59  05     A05B          59  14     1
QSO:  7105 PH 2008-10-26 0405 VE9ML         59  05     D4C           59  35     1
QSO:  1812 PH 2008-10-26 0459 VE9ML         59  05     N1LN          59  05     1
QSO:  1820 PH 2008-10-26 0503 VE9ML         59  05     CN2R          59  33     1
QSO:  1824 PH 2008-10-26 0506 VE9ML         59  05     VE3FDT        59  04     1
QSO:  1847 PH 2008-10-26 0521 VE9ML         59  05     VE3MIS        59  04     1
QSO:  1849 PH 2008-10-26 0522 VE9ML         59  05     N2NT          59  05     1
QSO:  1858 PH 2008-10-26 0525 VE9ML         59  05     K9RS          59  05     1
QSO:  3647 PH 2008-10-26 0542 VE9ML         59  05     OL1X          59  15     1
QSO:  3651 PH 2008-10-26 0544 VE9ML         59  05     G5W           59  14     1
QSO:  3656 PH 2008-10-26 0549 VE9ML         59  05     IW2MZX        59  15     1
QSO:  3659 PH 2008-10-26 0549 VE9ML         59  05     HQ3Z          59  07     1
QSO:  3662 PH 2008-10-26 0552 VE9ML         59  05     S5OL          59  15     1
QSO:  3672 PH 2008-10-26 0554 VE9ML         59  05     W5WMU55       59  05     1
QSO:  3676 PH 2008-10-26 0555 VE9ML         59  05     GW4BLE        59  14     1
QSO:  3682 PH 2008-10-26 0601 VE9ML         59  05     OP4A          59  14     1
QSO:  3690 PH 2008-10-26 0603 VE9ML         59  05     OZ1ADL        59  14     1
QSO:  3692 PH 2008-10-26 0604 VE9ML         59  05     GM0B          59  14     1
QSO:  3698 PH 2008-10-26 0606 VE9ML         59  05     PA3EVY        59  14     1
QSO:  3701 PH 2008-10-26 0609 VE9ML         59  05     GM7V          59  14     1
QSO:  3703 PH 2008-10-26 0610 VE9ML         59  05     K4SSU         59  05     1
QSO:  3705 PH 2008-10-26 0613 VE9ML         59  05     SM0R          59  14     1
QSO:  3722 PH 2008-10-26 0616 VE9ML         59  05     W9RE          59  04     1
QSO:  3725 PH 2008-10-26 0617 VE9ML         59  05     EA8CMX        59  33     1
QSO:  3736 PH 2008-10-26 0624 VE9ML         59  05     OH0E          59  15     1
QSO:  3738 PH 2008-10-26 0627 VE9ML         59  05     PI4ZI         59  14     1
QSO:  3746 PH 2008-10-26 0631 VE9ML         59  05     CT7A          59  14     1
QSO:  3753 PH 2008-10-26 0634 VE9ML         59  05     CQ9K          59  33     1
QSO:  3757 PH 2008-10-26 0634 VE9ML         59  05     WB9Z          59  04     1
QSO:  3768 PH 2008-10-26 0637 VE9ML         59  05     EB1WW         59  14     1
QSO:  7109 PH 2008-10-26 0639 VE9ML         59  05     HT2N          59  07     1
QSO:  7067 PH 2008-10-26 0704 VE9ML         59  05     HC8A          59  10     1
QSO:  7073 PH 2008-10-26 0710 VE9ML         59  05     TM9R          59  14     1
QSO:  1840 PH 2008-10-26 0721 VE9ML         59  05     CM6RCR        59  08     1
QSO:  1846 PH 2008-10-26 0722 VE9ML         59  05     6Y1V          59  08     1
QSO:  1864 PH 2008-10-26 0725 VE9ML         59  05     EI7M          59  14     1
QSO:  3640 PH 2008-10-26 0737 VE9ML         59  05     W5WMU         59  04     1
QSO:  3648 PH 2008-10-26 0738 VE9ML         59  05     K9RS          59  05     1
QSO:  3701 PH 2008-10-26 0741 VE9ML         59  05     G0MTN         59  14     1
QSO:  3705 PH 2008-10-26 0743 VE9ML         59  05     V26B          59  08     1
QSO:  3732 PH 2008-10-26 0751 VE9ML         59  05     W4RM          59  05     1
QSO:  3746 PH 2008-10-26 0753 VE9ML         59  05     NE3F          59  05     1
QSO:  3749 PH 2008-10-26 0753 VE9ML         59  05     K0TV          59  05     1
QSO:  3762 PH 2008-10-26 0756 VE9ML         59  05     NP4Z          59  08     1
QSO:  3768 PH 2008-10-26 0757 VE9ML         59  05     KD9ST         59  04     1
QSO:  3772 PH 2008-10-26 0758 VE9ML         59  05     VP5DX         59  08     1
QSO:  3783 PH 2008-10-26 0800 VE9ML         59  05     OT5A          59  14     1
QSO:  3791 PH 2008-10-26 0809 VE9ML         59  05     EI8GS         59  14     1
QSO:  3794 PH 2008-10-26 0810 VE9ML         59  05     CU2X          59  14     1
QSO:  3799 PH 2008-10-26 0813 VE9ML         59  05     N0NI          59  04     1
QSO:  3809 PH 2008-10-26 0818 VE9ML         59  05     KC1XX         59  05     1
QSO:  3815 PH 2008-10-26 0820 VE9ML         59  05     N4T           59  05     1
QSO:  3818 PH 2008-10-26 0821 VE9ML         59  05     N3RS          59  05     1
QSO:  7032 PH 2008-10-26 0828 VE9ML         59  05     PJ2T          59  09     1
QSO:  7054 PH 2008-10-26 0837 VE9ML         59  05     YT8A          59  15     1
QSO:  7082 PH 2008-10-26 0847 VE9ML         59  05     S57AL         59  15     1
QSO:  7149 PH 2008-10-26 0913 VE9ML         59  05     K3NA          59  05     1
QSO:  7169 PH 2008-10-26 0916 VE9ML         59  05     N2IC          59  04     1
QSO:  7173 PH 2008-10-26 0917 VE9ML         59  05     N1LN          59  05     1
QSO:  7177 PH 2008-10-26 0918 VE9ML         59  05     YV4A          59  09     1
QSO:  7181 PH 2008-10-26 0921 VE9ML         59  05     S56P          59  15     1
QSO:  7185 PH 2008-10-26 0923 VE9ML         59  05     M0BJL         59  14     1
QSO:  7189 PH 2008-10-26 0925 VE9ML         59  05     SO6X          59  15     1
QSO:  7193 PH 2008-10-26 0926 VE9ML         59  05     NN3W          59  05     1
QSO:  7215 PH 2008-10-26 0929 VE9ML         59  05     N5DX          59  04     1
QSO: 21345 PH 2008-10-26 1119 VE9ML         59  05     CU2X          59  14     1
QSO: 14144 PH 2008-10-26 1141 VE9ML         59  05     EA3RR         59  14     1
QSO: 14177 PH 2008-10-26 1149 VE9ML         59  05     DJ4AX         59  14     1
QSO: 14236 PH 2008-10-26 1201 VE9ML         59  05     KT4ZB         59  05     1
QSO: 14290 PH 2008-10-26 1210 VE9ML         59  05     OK4U          59  15     1
QSO: 14145 PH 2008-10-26 1247 VE9ML         59  05     TM1O          59  14     1
QSO: 14178 PH 2008-10-26 1249 VE9ML         59  05     SP3HRN        59  15     1
QSO: 14189 PH 2008-10-26 1252 VE9ML         59  05     S57RTH        59  15     1
QSO: 14205 PH 2008-10-26 1256 VE9ML         59  05     RK3DZB        59  16     1
QSO: 14232 PH 2008-10-26 1303 VE9ML         59  05     TM6M          59  14     1
QSO: 14256 PH 2008-10-26 1315 VE9ML         59  05     UP2L          59  17     1
QSO: 14273 PH 2008-10-26 1319 VE9ML         59  05     E71A          59  15     1
QSO: 21230 PH 2008-10-26 1338 VE9ML         59  05     K5TR          59  04     1
QSO: 14122 PH 2008-10-26 1404 VE9ML         59  05     EK6TA         59  21     1
QSO: 14125 PH 2008-10-26 1405 VE9ML         59  05     RZ3TZZ        59  16     1
QSO: 14131 PH 2008-10-26 1406 VE9ML         59  05     SQ9HZM        59  15     1
QSO: 14135 PH 2008-10-26 1406 VE9ML         59  05     VP5DX         59  08     1
QSO: 14139 PH 2008-10-26 1407 VE9ML         59  05     LY70BY        59  15     1
QSO: 14167 PH 2008-10-26 1409 VE9ML         59  05     K7VIC         59  04     1
QSO: 14202 PH 2008-10-26 1419 VE9ML         59  05     UV8M          59  16     1
QSO: 14208 PH 2008-10-26 1421 VE9ML         59  05     N7DD          59  03     1
QSO: 14232 PH 2008-10-26 1424 VE9ML         59  05     LY5R          59  15     1
QSO: 14239 PH 2008-10-26 1427 VE9ML         59  05     K0EA          59  04     1
QSO: 14340 PH 2008-10-26 1440 VE9ML         59  05     S52ZW         59  15     1
QSO: 14184 PH 2008-10-26 1450 VE9ML         59  05     OK5W          59  15     1
QSO: 14192 PH 2008-10-26 1453 VE9ML         59  05     F5OTZ         59  14     1
QSO: 14100 PH 2008-10-26 1456 VE9ML         59  05     TO5DX         59  08     1
QSO: 14108 PH 2008-10-26 1459 VE9ML         59  05     DM3MM         59  14     1
QSO: 14138 PH 2008-10-26 1501 VE9ML         59  05     VE6CNU        59  04     1
QSO: 14142 PH 2008-10-26 1502 VE9ML         59  05     OM7M          59  15     1
QSO: 21142 PH 2008-10-26 1510 VE9ML         59  05     IZ8FFA        59  15     1
QSO: 21151 PH 2008-10-26 1512 VE9ML         59  05     IM0/IK0FMB    59  15     1
QSO: 21250 PH 2008-10-26 1528 VE9ML         59  05     IQ0EF         59  15     1
QSO: 21255 PH 2008-10-26 1528 VE9ML         59  05     YT2Z          59  15     1
QSO: 21269 PH 2008-10-26 1529 VE9ML         59  05     K0RF          59  04     1
QSO: 21274 PH 2008-10-26 1530 VE9ML         59  05     TF3Y          59  40     1
QSO: 21281 PH 2008-10-26 1531 VE9ML         59  05     9A4W          59  15     1
QSO: 21286 PH 2008-10-26 1533 VE9ML         59  05     EI2CN         59  14     1
QSO: 21305 PH 2008-10-26 1533 VE9ML         59  05     9A5K          59  15     1
QSO: 21325 PH 2008-10-26 1534 VE9ML         59  05     K3ZM          59  05     1
QSO: 21409 PH 2008-10-26 1535 VE9ML         59  05     V26B          59  08     1
QSO: 21220 PH 2008-10-26 1619 VE9ML         59  05     TM6M          59  14     1
QSO: 21221 PH 2008-10-26 1620 VE9ML         59  05     CS2P          59  14     1
QSO: 21273 PH 2008-10-26 1626 VE9ML         59  05     CQ9K          59  33     1
QSO: 21312 PH 2008-10-26 1628 VE9ML         59  05     EA1EEY        59  14     1
QSO: 21322 PH 2008-10-26 1629 VE9ML         59  05     PJ4E          59  09     1
QSO: 21192 PH 2008-10-26 1633 VE9ML         59  05     V48M          59  08     1
QSO: 21235 PH 2008-10-26 1637 VE9ML         59  05     IO5O          59  15     1
QSO: 21258 PH 2008-10-26 1639 VE9ML         59  05     LU8YE         59  13     1
QSO: 21278 PH 2008-10-26 1641 VE9ML         59  05     IO4T          59  15     1
QSO: 14129 PH 2008-10-26 1654 VE9ML         59  05     TF8GX         59  40     1
QSO: 14165 PH 2008-10-26 1659 VE9ML         59  05     CT6P          59  14     1
QSO: 14173 PH 2008-10-26 1700 VE9ML         59  05     EA5EA         59  14     1
QSO: 14176 PH 2008-10-26 1701 VE9ML         59  05     IW1QN         59  15     1
QSO: 14189 PH 2008-10-26 1703 VE9ML         59  05     OZ1ADL        59  14     1
QSO: 14223 PH 2008-10-26 1708 VE9ML         59  05     DF0HQ         59  14     1
QSO: 14228 PH 2008-10-26 1708 VE9ML         59  05     F5UFX         59  14     1
QSO: 14253 PH 2008-10-26 1711 VE9ML         59  05     OK4U          59  15     1
QSO: 14258 PH 2008-10-26 1712 VE9ML         59  05     GI7AXB        59  14     1
QSO: 14270 PH 2008-10-26 1715 VE9ML         59  05     LX7I          59  14     1
QSO: 14281 PH 2008-10-26 1718 VE9ML         59  05     IR4X          59  15     1
QSO: 14287 PH 2008-10-26 1720 VE9ML         59  05     IK5AYM        59  15     1
QSO: 14289 PH 2008-10-26 1721 VE9ML         59  05     EA1FDI        59  14     1
QSO: 14291 PH 2008-10-26 1722 VE9ML         59  05     TK9R          59  15     1
QSO: 14319 PH 2008-10-26 1726 VE9ML         59  05     EB1WW         59  14     1
QSO: 14165 PH 2008-10-26 1733 VE9ML         59  05     NR5M          59  04     1
QSO: 14196 PH 2008-10-26 1740 VE9ML         59  05     DL2ARD        59  14     1
QSO: 21228 PH 2008-10-26 1748 VE9ML         59  05     NX5M          59  04     1
QSO: 21230 PH 2008-10-26 1750 VE9ML         59  05     HI3T          59  08     1
QSO: 21208 PH 2008-10-26 1755 VE9ML         59  05     FY5KE         59  09     1
