START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: DF6FQ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DF6FQ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2025.
QSO: 28048 CW 2025-12-13 0648 DF6FQ         599 1 4Z5ML         599 129
QSO: 28011 CW 2025-12-13 0728 DF6FQ         599 2 R6CC          599 117
QSO: 28053 CW 2025-12-13 0729 DF6FQ         599 3 RG6G          599 218
QSO: 28002 CW 2025-12-13 1034 DF6FQ         599 004 UA6LUQ        599 93
QSO: 28001 CW 2025-12-13 1035 DF6FQ         599 5 RG0A          599 550
QSO: 28013 CW 2025-12-13 1037 DF6FQ         599 006 RX3RZ         599 091
QSO: 28026 CW 2025-12-13 1038 DF6FQ         599 008 RM4F          599 312
QSO: 28022 CW 2025-12-13 1041 DF6FQ         599 10 DS4EOI        599 712
QSO: 28019 CW 2025-12-13 1042 DF6FQ         599 11 R0AA          599 198
QSO: 28094 CW 2025-12-13 1043 DF6FQ         599 13 RL4R          599 158
QSO: 28097 CW 2025-12-13 1043 DF6FQ         599 012 UN3M          599 494
QSO: 28083 CW 2025-12-13 1044 DF6FQ         599 014 4Z5PN         599 334
QSO: 28073 CW 2025-12-13 1045 DF6FQ         599 016 R4BZ          599 026
QSO: 28078 CW 2025-12-13 1045 DF6FQ         599 15 R9FT          599 362
QSO: 28000 CW 2025-12-13 1046 DF6FQ         599 017 RA6MQ         599 0178
QSO: 28057 CW 2025-12-13 1047 DF6FQ         599 18 RG6G          599 391
QSO: 28048 CW 2025-12-13 1051 DF6FQ         599 20 R6AF          599 49
QSO: 28049 CW 2025-12-13 1051 DF6FQ         599 019 OH7MA         599 335
QSO: 28042 CW 2025-12-13 1052 DF6FQ         599 021 UA1NFA        599 95
QSO: 28032 CW 2025-12-13 1053 DF6FQ         599 022 RZ9YI         599 377
QSO: 28024 CW 2025-12-13 1055 DF6FQ         599 023 4X1MM         599 646
QSO: 28015 CW 2025-12-13 1056 DF6FQ         599 024 RC7KF         599 154
QSO: 28019 CW 2025-12-13 1057 DF6FQ         599 025 R3ZZ          599 331
QSO: 28028 CW 2025-12-13 1429 DF6FQ         599 027 VA3WB         599 ON
QSO: 28029 CW 2025-12-13 1429 DF6FQ         599 028 KM3T          599 NH
QSO: 28142 CW 2025-12-13 1432 DF6FQ         599 29 AC4G          599 TN
QSO: 28136 CW 2025-12-13 1433 DF6FQ         599 30 N2GC          599 NY
QSO: 28128 CW 2025-12-13 1436 DF6FQ         599 031 DK5DQ         599 281
QSO: 28123 CW 2025-12-13 1438 DF6FQ         599 033 NO8C          599 OH
QSO: 28130 CW 2025-12-13 1439 DF6FQ         599 34 K1BX          599 NH
QSO: 28119 CW 2025-12-13 1440 DF6FQ         599 135 KI9A          599 IL
QSO: 28000 CW 2025-12-13 1441 DF6FQ         599 37 KC3C          599 PA
QSO: 28116 CW 2025-12-13 1442 DF6FQ         599 38 K3CT          599 PA
QSO: 28117 CW 2025-12-13 1443 DF6FQ         599 39 K1JB          599 ME
QSO: 28115 CW 2025-12-13 1445 DF6FQ         599 040 N0AT          599 MN
QSO: 28114 CW 2025-12-13 1446 DF6FQ         599 041 N3XF          599 PA
QSO: 28113 CW 2025-12-13 1447 DF6FQ         599 42 K3IE          599 TN
QSO: 28113 CW 2025-12-13 1448 DF6FQ         599 43 KU8E          599 GA
QSO: 28107 CW 2025-12-13 1455 DF6FQ         599 048 KS1J          599 RI
QSO: 28109 CW 2025-12-13 1455 DF6FQ         599 047 K5BG          599 TX
QSO: 28106 CW 2025-12-13 1457 DF6FQ         599 31 PJ2T          599 858
QSO: 28105 CW 2025-12-13 1458 DF6FQ         599 50 WB4TDH        599 FL
QSO: 28103 CW 2025-12-13 1500 DF6FQ         599 51 KD1MC         599 ME
QSO: 28102 CW 2025-12-13 1501 DF6FQ         599 52 KE4KY         599 KY
QSO: 28101 CW 2025-12-13 1502 DF6FQ         599 053 K9BGL         599 IL
QSO: 28100 CW 2025-12-13 1504 DF6FQ         599 54 K3AJ          599 MD
QSO: 28099 CW 2025-12-13 1505 DF6FQ         599 55 KG9N          599 IL
QSO: 28097 CW 2025-12-13 1507 DF6FQ         599 056 AA1ON         599 MA
QSO: 28094 CW 2025-12-13 1508 DF6FQ         599 58 KR2Q          599 NJ
QSO: 28096 CW 2025-12-13 1508 DF6FQ         599 057 KU2C          599 PA
QSO: 28093 CW 2025-12-13 1509 DF6FQ         599 59 KA4RRU        599 VA
QSO: 28088 CW 2025-12-13 1512 DF6FQ         599 62 KP2M          599 566
QSO: 28088 CW 2025-12-13 1514 DF6FQ         599 64 K2SSS         599 NY
QSO: 28086 CW 2025-12-13 1516 DF6FQ         599 65 K0AP          599 KS
QSO: 28084 CW 2025-12-13 1517 DF6FQ         599 67 K5UZ          599 AR
QSO: 28079 CW 2025-12-13 1519 DF6FQ         599 068 K1DG          599 NH
QSO: 28079 CW 2025-12-13 1520 DF6FQ         599 069 CT3KN         599 300
QSO: 28078 CW 2025-12-13 1522 DF6FQ         599 72 VE3DZ         599 ON
QSO: 28079 CW 2025-12-13 1522 DF6FQ         599 71 WT9U          599 IN
QSO: 28073 CW 2025-12-13 1523 DF6FQ         599 73 N4OGW         599 MS
QSO: 28071 CW 2025-12-13 1526 DF6FQ         599 76 K1LT          599 OH
QSO: 28071 CW 2025-12-13 1526 DF6FQ         599 75 W8CAR         599 OH
QSO: 28070 CW 2025-12-13 1527 DF6FQ         599 77 W4AC          599 FL
QSO: 28068 CW 2025-12-13 1529 DF6FQ         599 78 NB1N          599 MA
QSO: 28065 CW 2025-12-13 1531 DF6FQ         599 80 AA3B          599 PA
QSO: 28066 CW 2025-12-13 1531 DF6FQ         599 79 NC1M          599 MA
QSO: 28064 CW 2025-12-13 1532 DF6FQ         599 71 K4AB          599 AL
QSO: 28058 CW 2025-12-13 1536 DF6FQ         599 83 VA1EET        599 NS
QSO: 28059 CW 2025-12-13 1536 DF6FQ         599 082 K1TO          599 FL
QSO: 28059 CW 2025-12-13 1537 DF6FQ         599 84 K1TO          599 FL
QSO: 28056 CW 2025-12-13 1538 DF6FQ         599 85 WA0MHJ        599 MN
QSO: 28055 CW 2025-12-13 1540 DF6FQ         599 87 N9NC          599 NH
QSO: 28056 CW 2025-12-13 1540 DF6FQ         599 088 W2AW          599 NJ
QSO: 28000 CW 2025-12-13 1541 DF6FQ         599 088 WA8RCN        599 OH
QSO: 28054 CW 2025-12-13 1542 DF6FQ         599 89 KN2M          599 NY
QSO: 28053 CW 2025-12-13 1543 DF6FQ         599 090 N2YO          599 VA
QSO: 28052 CW 2025-12-13 1544 DF6FQ         599 91 KM0O          599 MN
QSO: 28051 CW 2025-12-13 1545 DF6FQ         599 92 K2SG          599 FL
QSO: 28000 CW 2025-12-13 1546 DF6FQ         599 093 N4KS          599 FL
QSO: 28049 CW 2025-12-13 1548 DF6FQ         599 095 W0PI          599 MN
QSO: 28048 CW 2025-12-13 1550 DF6FQ         599 096 VA3AR         599 ON
QSO: 28047 CW 2025-12-13 1551 DF6FQ         599 097 W4RM          599 NC
QSO: 28046 CW 2025-12-13 1552 DF6FQ         599 98 N2UR          599 MA
QSO: 28044 CW 2025-12-13 1553 DF6FQ         599 99 VE3AT         599 ON
QSO: 28040 CW 2025-12-13 1557 DF6FQ         599 102 N3RS          599 PA
QSO: 28041 CW 2025-12-13 1557 DF6FQ         599 101 N2OO          599 NJ
QSO: 28041 CW 2025-12-13 1559 DF6FQ         599 103 N2OO          599 NJ
QSO: 28002 CW 2025-12-13 1601 DF6FQ         599 104 N2PP          599 NY
QSO: 28002 CW 2025-12-13 1602 DF6FQ         599 105 NJ4P          599 TN
QSO: 28002 CW 2025-12-13 1603 DF6FQ         599 106 K1LZ          599 ME
QSO: 28000 CW 2025-12-13 1604 DF6FQ         599 107 N8II          599 WV
QSO: 28004 CW 2025-12-13 1604 DF6FQ         599 108 N3QE          599 MD
QSO: 28000 CW 2025-12-13 1605 DF6FQ         599 109 W0EWD         599 IA
QSO: 28006 CW 2025-12-13 1608 DF6FQ         599 110 K0AD          599 MN
QSO: 28007 CW 2025-12-13 1609 DF6FQ         599 111 NS0R          599 KS
QSO: 28011 CW 2025-12-13 1610 DF6FQ         599 112 W2CDO         599 MD
QSO: 28012 CW 2025-12-13 1611 DF6FQ         599 113 W2RQ          599 NJ
QSO: 28016 CW 2025-12-13 1612 DF6FQ         599 115 K8BZ          599 MI
QSO: 28017 CW 2025-12-13 1613 DF6FQ         599 116 N6NT          599 NC
QSO: 28018 CW 2025-12-13 1614 DF6FQ         599 117 K1RX          599 NH
QSO: 28018 CW 2025-12-13 1615 DF6FQ         599 118 AJ9C          599 IN
QSO: 28020 CW 2025-12-13 1616 DF6FQ         599 119 K3RV          599 VA
QSO: 28020 CW 2025-12-13 1616 DF6FQ         599 120 W1KM          599 MA
QSO: 28022 CW 2025-12-13 1618 DF6FQ         599 121 AB0S          599 NE
QSO: 28024 CW 2025-12-13 1619 DF6FQ         599 122 KI1G          599 RI
QSO: 28031 CW 2025-12-13 1620 DF6FQ         599 123 W8FN          599 NC
QSO: 28031 CW 2025-12-13 1621 DF6FQ         599 124 WI9WI         599 WI
QSO: 28032 CW 2025-12-13 1623 DF6FQ         599 4 KE0UI         599 CO
QSO: 28033 CW 2025-12-13 1624 DF6FQ         599 126 KR2AA         599 NY
QSO: 28034 CW 2025-12-13 1625 DF6FQ         599 127 N4KM          599 FL
QSO: 28035 CW 2025-12-13 1625 DF6FQ         599 128 K3RA          599 MD
QSO: 28019 CW 2025-12-14 0649 DF6FQ         599 130 OM8CW         599 923
QSO: 28008 CW 2025-12-14 0653 DF6FQ         599 131 UP4L          599 933
QSO: 28007 CW 2025-12-14 0822 DF6FQ         599 132 UA4M          599 912
