START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: G3BOY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: G3BOY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2025.
QSO: 28043 CW 2025-12-13 0756 G3BOY         599 1 UA4S          599 99
QSO: 28042 CW 2025-12-13 0757 G3BOY         599 2 TA3D          599 67
QSO: 28041 CW 2025-12-13 0800 G3BOY         599 3 4X1MM         599 273
QSO: 28057 CW 2025-12-13 0800 G3BOY         599 004 UN3M          599 176
QSO: 28048 CW 2025-12-13 0801 G3BOY         599 5 4Z5ML         599 308
QSO: 28026 CW 2025-12-13 0803 G3BOY         599 006 M0DHO         599 035
QSO: 28022 CW 2025-12-13 0812 G3BOY         599 008 LZ1NK         599 247
QSO: 28024 CW 2025-12-13 0812 G3BOY         599 007 R3ZZ          599 190
QSO: 28011 CW 2025-12-13 0813 G3BOY         599 10 LZ6K          599 101
QSO: 28011 CW 2025-12-13 0813 G3BOY         599 009 RM4F          599 147
QSO: 28009 CW 2025-12-13 0814 G3BOY         599 11 UA6LUQ        599 18
QSO: 28000 CW 2025-12-13 0815 G3BOY         599 012 LZ9W          599 189
QSO: 28000 CW 2025-12-13 0822 G3BOY         599 014 RA6MQ         599 0090
QSO: 28055 CW 2025-12-13 0823 G3BOY         599 15 RN1B          599 184
QSO: 28042 CW 2025-12-13 0824 G3BOY         599 016 YT9W          599 134
QSO: 28039 CW 2025-12-13 0825 G3BOY         599 17 YO4NF         599 77
QSO: 28037 CW 2025-12-13 0826 G3BOY         599 018 YU6DX         599 076
QSO: 28031 CW 2025-12-13 0827 G3BOY         599 020 YT7AA         599 111
QSO: 28034 CW 2025-12-13 0827 G3BOY         599 019 YT3X          599 242
QSO: 28019 CW 2025-12-13 0829 G3BOY         599 21 YT5K          599 81
QSO: 28000 CW 2025-12-13 0830 G3BOY         599 022 Z33B          599 022
QSO: 28009 CW 2025-12-13 0831 G3BOY         599 023 RK4FD         599 365
QSO: 28063 CW 2025-12-13 0834 G3BOY         599 24 4Z5PN         599 226
QSO: 28004 CW 2025-12-13 0837 G3BOY         599 024 UP0L          599 461
QSO: 28055 CW 2025-12-13 0838 G3BOY         599 026 YT0Z          599 206
QSO: 28045 CW 2025-12-13 0839 G3BOY         599 27 UR5ECW        599 22
QSO: 28039 CW 2025-12-13 0840 G3BOY         599 028 RA6CA         599 139
QSO: 28073 CW 2025-12-13 0846 G3BOY         599 29 5Z4VJ         599 179
QSO: 28007 CW 2025-12-13 0847 G3BOY         599 30 UP4L          599 525
QSO: 28049 CW 2025-12-13 0848 G3BOY         599 31 PR1T          599 289
QSO: 28020 CW 2025-12-13 0850 G3BOY         599 32 7Q2T          599 349
QSO: 28021 CW 2025-12-13 0851 G3BOY         599 033 RZ9YI         599 231
QSO: 28032 CW 2025-12-13 0853 G3BOY         599 035 RM9I          599 515
QSO: 28045 CW 2025-12-13 0854 G3BOY         599 036 IT9ORA        599 020
QSO: 28057 CW 2025-12-13 0856 G3BOY         599 037 M5B           599 011
QSO: 28062 CW 2025-12-13 0857 G3BOY         599 038 R4BD          599 040
QSO: 28068 CW 2025-12-13 0858 G3BOY         599 039 R2RA          599 104
QSO: 28071 CW 2025-12-13 0859 G3BOY         599 40 G4RGK         599 16
QSO: 28022 CW 2025-12-13 0901 G3BOY         599 41 RG0A          599 418
QSO: 28049 CW 2025-12-13 0902 G3BOY         599 42 RY3D          599 88
QSO: 28053 CW 2025-12-13 0902 G3BOY         599 43 IT9RZU        599 138
QSO: 28048 CW 2025-12-13 0904 G3BOY         599 044 YR8I          599 169
QSO: 28064 CW 2025-12-13 0905 G3BOY         599 45 E2A           599 522
QSO: 28062 CW 2025-12-13 0906 G3BOY         599 046 BY4SZ         599 527
QSO: 28009 CW 2025-12-13 0908 G3BOY         599 47 ZS1C          599 171
QSO: 28053 CW 2025-12-13 1443 G3BOY         599 48 VY2TT         599 PE
QSO: 28055 CW 2025-12-13 1443 G3BOY         599 49 N4OGW         599 MS
QSO: 28047 CW 2025-12-13 1444 G3BOY         599 50 N1TO          599 FL
QSO: 28059 CW 2025-12-13 1444 G3BOY         599 51 AB0S          599 NE
QSO: 28043 CW 2025-12-13 1445 G3BOY         599 54 VE2FK         599 QC
QSO: 28050 CW 2025-12-13 1445 G3BOY         599 52 W0CP          599 CO
QSO: 28053 CW 2025-12-13 1445 G3BOY         599 53 N0AV          599 IA
QSO: 28049 CW 2025-12-13 1446 G3BOY         599 55 PJ4PA         599 311
QSO: 28027 CW 2025-12-13 1447 G3BOY         599 56 K2LE          599 VT
QSO: 28038 CW 2025-12-13 1448 G3BOY         599 57 N2RC          599 NY
QSO: 28043 CW 2025-12-13 1448 G3BOY         599 58 K9MA          599 WI
QSO: 28062 CW 2025-12-13 1450 G3BOY         599 59 N6NT          599 NC
QSO: 28063 CW 2025-12-13 1450 G3BOY         599 60 N5RZ          599 TX
QSO: 28065 CW 2025-12-13 1451 G3BOY         599 61 AA3B          599 PA
QSO: 28072 CW 2025-12-13 1451 G3BOY         599 62 NB1N          599 MA
QSO: 28048 CW 2025-12-13 1452 G3BOY         599 063 VA3AR         599 ON
QSO: 28061 CW 2025-12-13 1453 G3BOY         599 64 W4NF          599 VA
QSO: 28073 CW 2025-12-13 1453 G3BOY         599 65 K0PC          599 MN
QSO: 28079 CW 2025-12-13 1453 G3BOY         599 066 K1DG          599 NH
QSO: 28085 CW 2025-12-13 1453 G3BOY         599 67 NA8V          599 MI
QSO: 28096 CW 2025-12-13 1454 G3BOY         599 68 K1LT          599 OH
QSO: 28099 CW 2025-12-13 1455 G3BOY         599 69 KG9N          599 IL
QSO: 28104 CW 2025-12-13 1455 G3BOY         599 70 KG9X          599 IL
QSO: 28107 CW 2025-12-13 1456 G3BOY         599 71 KS1J          599 RI
QSO: 28001 CW 2025-12-13 1458 G3BOY         599 072 NN7CW         599 FL
QSO: 28012 CW 2025-12-13 1459 G3BOY         599 74 K8BZ          599 MI
QSO: 28113 CW 2025-12-13 1459 G3BOY         599 73 KU8E          599 GA
QSO: 28017 CW 2025-12-13 1500 G3BOY         599 76 WF4W          599 GA
QSO: 28020 CW 2025-12-13 1500 G3BOY         599 75 W1KM          599 MA
QSO: 28023 CW 2025-12-13 1501 G3BOY         599 77 VA2WA         599 QC
QSO: 28029 CW 2025-12-13 1501 G3BOY         599 78 N7US          599 IL
QSO: 28016 CW 2025-12-13 1502 G3BOY         599 80 WO4O          599 FL
QSO: 28028 CW 2025-12-13 1502 G3BOY         599 79 N4BP          599 FL
QSO: 28004 CW 2025-12-13 1503 G3BOY         599 82 K5ZD          599 OH
QSO: 28102 CW 2025-12-13 1504 G3BOY         599 84 KE4KY         599 KY
QSO: 28115 CW 2025-12-13 1504 G3BOY         599 83 N2IC          599 NM
QSO: 28094 CW 2025-12-13 1505 G3BOY         599 85 KR2Q          599 NJ
QSO: 28064 CW 2025-12-13 1506 G3BOY         599 87 K4AB          599 AL
QSO: 28002 CW 2025-12-13 1507 G3BOY         599 088 K1LZ          599 ME
QSO: 28019 CW 2025-12-13 1508 G3BOY         599 89 K4RO          599 TN
QSO: 28000 CW 2025-12-13 1619 G3BOY         599 91 N8II          599 WV
QSO: 28019 CW 2025-12-13 1619 G3BOY         599 90 K6LL          599 AZ
QSO: 28019 CW 2025-12-13 1620 G3BOY         599 92 N4SS          599 KY
QSO: 28086 CW 2025-12-13 1622 G3BOY         599 93 W7CXX         599 UT
QSO: 28002 CW 2025-12-13 1623 G3BOY         599 95 NJ4P          599 TN
QSO: 28000 CW 2025-12-13 1624 G3BOY         599 97 K7SV          599 VA
QSO: 28132 CW 2025-12-13 1624 G3BOY         599 96 K7BG          599 SD
QSO: 28088 CW 2025-12-13 1625 G3BOY         599 98 N7CW          599 AZ
QSO: 28042 CW 2025-12-13 1626 G3BOY         599 101 N9RV          599 MT
QSO: 28046 CW 2025-12-13 1626 G3BOY         599 100 K0VBU         599 KS
QSO: 28051 CW 2025-12-13 1626 G3BOY         599 099 NX6T          599 CA
QSO: 28014 CW 2025-12-13 1627 G3BOY         599 103 K1RM          599 CT
QSO: 28007 CW 2025-12-13 1628 G3BOY         599 106 NS0R          599 KS
QSO: 28007 CW 2025-12-13 1628 G3BOY         599 104 W4IX          599 SC
QSO: 28004 CW 2025-12-13 1629 G3BOY         599 106 N3QE          599 MD
QSO: 28018 CW 2025-12-13 1629 G3BOY         599 107 AJ9C          599 IN
QSO: 28000 CW 2025-12-13 1631 G3BOY         599 109 W0EWD         599 IA
QSO: 28002 CW 2025-12-13 1631 G3BOY         599 108 W4WF          599 FL
QSO: 28021 CW 2025-12-13 1632 G3BOY         599 110 W3RJ          599 PA
QSO: 28012 CW 2025-12-13 1633 G3BOY         599 111 W2RQ          599 NJ
QSO: 28034 CW 2025-12-13 1635 G3BOY         599 113 N4KM          599 FL
