START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: F2GL
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F2GL
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2025.
QSO: 28001 CW 2025-12-13 0928 F2GL          599 2 3W9A          599 624
QSO: 28029 CW 2025-12-13 0931 F2GL          599 2 BI4XDT        599 184
QSO: 28059 CW 2025-12-13 0938 F2GL          599 3 BG0DLA        599 412
QSO: 28000 PH 2025-12-13 1034 F2GL          59 003 RA3AGF        59 115
QSO: 28388 PH 2025-12-13 1037 F2GL          59 005 DL2ARD        59 269
QSO: 28573 PH 2025-12-13 1134 F2GL          59 005 CA6SNT        59 160
QSO: 28552 PH 2025-12-13 1355 F2GL          59 7 UA6YN         59 62
QSO: 28000 PH 2025-12-13 1356 F2GL          59 9 VY2GF         59 PE
QSO: 28000 PH 2025-12-13 1401 F2GL          59 059 AF1T          59 NH
QSO: 28553 PH 2025-12-13 1401 F2GL          59 10 AC1W          59 MI
QSO: 28536 PH 2025-12-13 1407 F2GL          59 013 F6PTT         59 392
QSO: 28509 PH 2025-12-13 1409 F2GL          59 014 OT2A          59 493
QSO: 28000 PH 2025-12-13 1412 F2GL          59 016 RK6OU         59 0409
QSO: 28000 PH 2025-12-13 1413 F2GL          59 17 K4TMC         59 NC
QSO: 28000 PH 2025-12-13 1414 F2GL          59 18 VE3YZ         59 ON
QSO: 28000 PH 2025-12-13 1415 F2GL          59 19 KF4TY         59 TN
QSO: 28000 PH 2025-12-13 1415 F2GL          59 20 W3MAX         59 DE
QSO: 28495 PH 2025-12-13 1416 F2GL          59 021 R3OA          59 025
QSO: 28496 PH 2025-12-13 1417 F2GL          59 022 UR4QFP        59 36
QSO: 28000 PH 2025-12-13 1420 F2GL          59 23 LT1K          59 23
QSO: 28490 PH 2025-12-13 1421 F2GL          59 024 CQ9A          59 1076
QSO: 28480 PH 2025-12-13 1422 F2GL          59 025 PY2BRP        59 20
QSO: 28443 PH 2025-12-13 1424 F2GL          59 026 PT5J          59 1229
QSO: 28309 PH 2025-12-13 1430 F2GL          59 28 TI1T          59 527
QSO: 28358 PH 2025-12-13 1437 F2GL          59 030 N4UU          59 FL
QSO: 28459 PH 2025-12-13 1441 F2GL          59 031 PY2CX         59 27
QSO: 28474 PH 2025-12-13 1443 F2GL          59 032 N1DRS         59 MA
QSO: 28488 PH 2025-12-13 1445 F2GL          59 33 CB4K          59 259
QSO: 28542 PH 2025-12-13 1447 F2GL          59 34 CW5W          59 1072
QSO: 28563 PH 2025-12-13 1450 F2GL          59 35 CX1AR         59 183
QSO: 28583 PH 2025-12-13 1452 F2GL          59 36 K0TT          59 MN
QSO: 28595 PH 2025-12-13 1453 F2GL          59 037 EA5DFV        59 178
QSO: 28603 PH 2025-12-13 1456 F2GL          59 38 AD5XD         59 TX
QSO: 28613 PH 2025-12-13 1457 F2GL          59 039 PJ4DX         59 294
QSO: 28657 PH 2025-12-13 1512 F2GL          59 040 N2BJ          59 IL
QSO: 28000 PH 2025-12-13 1517 F2GL          59 042 PY5MM         59 67
QSO: 28348 PH 2025-12-13 1518 F2GL          59 41 KP4AA         59 1008
QSO: 28348 PH 2025-12-13 1526 F2GL          59 44 N0XR          59 IA
QSO: 28349 PH 2025-12-13 1526 F2GL          59 43 W8ZN          59 VA
QSO: 28348 PH 2025-12-13 1527 F2GL          59 046 VE3REV        59 ON
QSO: 28000 PH 2025-12-13 1529 F2GL          59 48 KE2DPK        59 NY
QSO: 28348 PH 2025-12-13 1531 F2GL          59 51 NC0B          59 CO
QSO: 28348 PH 2025-12-13 1534 F2GL          59 54 KD9GY         59 IL
QSO: 28000 PH 2025-12-13 1535 F2GL          59 057 W5GCX         59 TX
QSO: 28348 PH 2025-12-13 1535 F2GL          59 056 WB5WAJ        59 TN
QSO: 28348 PH 2025-12-13 1536 F2GL          59 58 K3LL          59 PA
QSO: 28000 PH 2025-12-13 1537 F2GL          59 59 KD2TC         59 DE
QSO: 28300 PH 2025-12-13 1538 F2GL          59 061 W4SNW         59 FL
QSO: 28000 PH 2025-12-13 1539 F2GL          59 062 K4ZMA         59 VA
QSO: 28348 PH 2025-12-13 1540 F2GL          59 063 N3RJ          59 PA
QSO: 28000 PH 2025-12-13 1541 F2GL          59 65 KN4UQM        59 NC
QSO: 28348 PH 2025-12-13 1541 F2GL          59 66 VA3IDD        59 ON
QSO: 28348 PH 2025-12-13 1547 F2GL          59 74 K3CWP         59 PA
QSO: 28348 PH 2025-12-13 1548 F2GL          59 76 WB0POH        59 VA
QSO: 28348 PH 2025-12-13 1551 F2GL          59 080 N8LJ          59 MI
QSO: 28348 PH 2025-12-13 1552 F2GL          59 082 W5HL          59 NM
QSO: 28348 PH 2025-12-13 1553 F2GL          59 84 AI0M          59 MN
QSO: 28348 PH 2025-12-13 1554 F2GL          59 86 KI9A          59 IL
QSO: 28348 PH 2025-12-13 1600 F2GL          59 93 AB9YC         59 IL
QSO: 28348 PH 2025-12-13 1601 F2GL          59 094 VE3UZX        59 ON
QSO: 28348 PH 2025-12-13 1602 F2GL          59 096 WD8OOJ        59 OH
QSO: 28348 PH 2025-12-13 1603 F2GL          59 98 W8ALC         59 OH
QSO: 28348 PH 2025-12-13 1605 F2GL          59 099 KE1IH         59 NY
QSO: 28348 PH 2025-12-13 1605 F2GL          59 100 W2QFV         59 MD
QSO: 28000 PH 2025-12-14 1307 F2GL          59 200 EC8AQQ        59 277
QSO: 28000 PH 2025-12-14 1458 F2GL          59 101 K0BBB         59 MN
QSO: 28356 PH 2025-12-14 1459 F2GL          59 102 K1KA          59 NH
QSO: 28356 PH 2025-12-14 1459 F2GL          59 103 N9OK          59 IL
QSO: 28000 PH 2025-12-14 1500 F2GL          59 105 K1HC          59 ME
QSO: 28356 PH 2025-12-14 1500 F2GL          59 106 WK2M          59 NY
QSO: 28355 PH 2025-12-14 1501 F2GL          59 107 N1ROZ         59 MA
QSO: 28355 PH 2025-12-14 1502 F2GL          59 108 W3KN          59 MD
QSO: 28355 PH 2025-12-14 1502 F2GL          59 109 WA1ZYX        59 NH
QSO: 28000 PH 2025-12-14 1504 F2GL          59 112 N8II          59 WV
QSO: 28356 PH 2025-12-14 1504 F2GL          59 113 K9JY          59 VT
QSO: 28000 PH 2025-12-14 1505 F2GL          59 115 KE8JVX        59 OH
QSO: 28355 PH 2025-12-14 1505 F2GL          59 116 K5TA          59 NM
QSO: 28356 PH 2025-12-14 1506 F2GL          59 117 N1EK          59 MD
QSO: 28355 PH 2025-12-14 1507 F2GL          59 118 KB1FTB        59 MA
QSO: 28000 PH 2025-12-14 1508 F2GL          59 122 AC3KT         59 MD
QSO: 28355 PH 2025-12-14 1508 F2GL          59 121 WB1DX         59 MA
QSO: 28356 PH 2025-12-14 1509 F2GL          59 123 KA3YJM        59 MD
QSO: 28356 PH 2025-12-14 1510 F2GL          59 125 K0DG          59 NE
