START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: F2GL
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F2GL
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2025.
QSO: 28001 CW 2025-12-13 0928 F2GL          599 2 3W9A          599 624
QSO: 28355 PH 2025-12-14 1511 F2GL          59 126 N5OHL         59 OK
QSO: 28355 PH 2025-12-14 1512 F2GL          59 130 K3CCR         59 MD
QSO: 28356 PH 2025-12-14 1513 F2GL          59 129 N0VRM         59 MN
QSO: 28356 PH 2025-12-14 1513 F2GL          59 132 VE2IAG        59 QC
QSO: 28355 PH 2025-12-14 1514 F2GL          59 135 NQ9N          59 WI
QSO: 28355 PH 2025-12-14 1514 F2GL          59 133 W1CTN         59 NC
QSO: 28356 PH 2025-12-14 1514 F2GL          59 134 N3AAA         59 PA
QSO: 28355 PH 2025-12-14 1515 F2GL          59 136 VE9ML         59 NB
QSO: 28000 PH 2025-12-14 1516 F2GL          59 138 KD3BEL        59 DE
QSO: 28355 PH 2025-12-14 1517 F2GL          59 140 K1BIF         59 VT
QSO: 28355 PH 2025-12-14 1517 F2GL          59 139 W4EEY         59 SC
QSO: 28355 PH 2025-12-14 1518 F2GL          59 142 N4EXA         59 FL
QSO: 28355 PH 2025-12-14 1518 F2GL          59 143 W8RKW         59 WV
QSO: 28000 PH 2025-12-14 1520 F2GL          59 146 WA3SWJ        59 MA
QSO: 28355 PH 2025-12-14 1520 F2GL          59 148 K3SNO         59 PA
QSO: 28355 PH 2025-12-14 1520 F2GL          59 150 W4PAF         59 SC
QSO: 28356 PH 2025-12-14 1520 F2GL          59 145 KG1E          59 MA
QSO: 28355 PH 2025-12-14 1523 F2GL          59 151 N3MWQ         59 DE
QSO: 28356 PH 2025-12-14 1524 F2GL          59 152 WA2GOT        59 NY
QSO: 28355 PH 2025-12-14 1525 F2GL          59 153 KW7MM         59 AZ
QSO: 28355 PH 2025-12-14 1528 F2GL          59 156 WA2QAU        59 NY
QSO: 28355 PH 2025-12-14 1529 F2GL          59 158 K1BG          59 MA
QSO: 28356 PH 2025-12-14 1529 F2GL          59 157 K2PS          59 FL
QSO: 28000 PH 2025-12-14 1531 F2GL          59 159 KC1YMR        57 MA
QSO: 28000 PH 2025-12-14 1533 F2GL          59 162 N8AAY         59 MD
QSO: 28355 PH 2025-12-14 1533 F2GL          59 160 AA0F          59 TX
QSO: 28442 PH 2025-12-14 1534 F2GL          59 163 KE8TXB        59 MI
QSO: 28355 PH 2025-12-14 1535 F2GL          59 166 N8CWU         59 OH
QSO: 28356 PH 2025-12-14 1535 F2GL          59 167 KB9OWD        59 WI
QSO: 28355 PH 2025-12-14 1536 F2GL          59 169 K8ROX         59 OH
QSO: 28355 PH 2025-12-14 1536 F2GL          59 168 N3GB          59 FL
QSO: 28355 PH 2025-12-14 1537 F2GL          59 170 AA1SU         59 VT
QSO: 28355 PH 2025-12-14 1537 F2GL          59 171 NN4N          59 FL
QSO: 28355 PH 2025-12-14 1538 F2GL          59 174 W3ON          59 PA
QSO: 28000 PH 2025-12-14 1540 F2GL          59 175 N1YFL         59 VT
QSO: 28355 PH 2025-12-14 1540 F2GL          59 176 W0PSY         59 CO
QSO: 28355 PH 2025-12-14 1541 F2GL          59 178 K1TH          59 MA
QSO: 28355 PH 2025-12-14 1541 F2GL          59 179 N5JJ          59 TX
QSO: 28355 PH 2025-12-14 1541 F2GL          59 177 W9KEY         59 WI
QSO: 28355 PH 2025-12-14 1542 F2GL          59 181 N2TX          59 NY
QSO: 28355 PH 2025-12-14 1542 F2GL          59 180 NA4DA         59 FL
QSO: 28355 PH 2025-12-14 1544 F2GL          59 182 N1RP          59 NH
QSO: 28355 PH 2025-12-14 1545 F2GL          59 184 K0VBU         59 KS
QSO: 28355 PH 2025-12-14 1545 F2GL          59 185 KA1ZD         59 CT
QSO: 28355 PH 2025-12-14 1546 F2GL          59 186 N1WEN         59 MA
QSO: 28355 PH 2025-12-14 1548 F2GL          59 188 K4WI          59 AL
QSO: 28355 PH 2025-12-14 1549 F2GL          59 189 N3XF          59 PA
QSO: 28356 PH 2025-12-14 1600 F2GL          59 192 CV6T          59 566
QSO: 28000 PH 2025-12-14 1602 F2GL          59 193 LW3EK         59 322
QSO: 28000 PH 2025-12-14 1606 F2GL          59 194 LU1VM         59 416
QSO: 28450 PH 2025-12-14 1610 F2GL          59 115 PU1JSV        59 455
QSO: 28000 PH 2025-12-14 1611 F2GL          59 196 LT7L          59 378
QSO: 28420 PH 2025-12-14 1618 F2GL          59 197 PU3RIN        59 13
QSO: 28000 PH 2025-12-14 1621 F2GL          59 198 CB8E          59 433
QSO: 28513 PH 2025-12-14 1623 F2GL          59 199 LU3BMS        59 422
QSO: 28422 PH 2025-12-14 1741 F2GL          59 202 NO5Z          59 NM
END-OF-LOG:
