START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ WPX Contest Log 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: NR7DX
LOCATION: MT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-TIME: 13
CLUB: northern rockies dx association
CLAIMED-SCORE: 538968
OPERATORS: K7ABV
NAME: Eric Martin
SOAPBOX: great to work old friends and have time for familly duties
QSO: 14000 PH 2013-03-30 0000 NR7DX         59  001    VE3EJ         59  1      0
QSO: 14000 PH 2013-03-30 0001 NR7DX         59  002    SJ2W          59  1      0
QSO: 14000 PH 2013-03-30 0002 NR7DX         59  003    OG8X          59  008    0
QSO: 14000 PH 2013-03-30 0003 NR7DX         59  004    8P5A          59  25     0
QSO: 14000 PH 2013-03-30 0004 NR7DX         59  005    KK9A          59  13     0
QSO: 14000 PH 2013-03-30 0008 NR7DX         59  006    VE3YAA        59  2      0
QSO: 14000 PH 2013-03-30 0008 NR7DX         59  007    5D5A          59  31     0
QSO: 14000 PH 2013-03-30 0009 NR7DX         59  008    KT5J          59  28     0
QSO: 14000 PH 2013-03-30 0010 NR7DX         59  009    VA3YP         59  17     0
QSO: 14000 PH 2013-03-30 0012 NR7DX         59  010    9Y4LDK        59  17     0
QSO: 14000 PH 2013-03-30 0013 NR7DX         59  011    XE1B          59  28     0
QSO: 14000 PH 2013-03-30 0014 NR7DX         59  012    P41A          59  59     0
QSO: 14000 PH 2013-03-30 0014 NR7DX         59  013    PY1ZRT        59  23     0
QSO: 14000 PH 2013-03-30 0015 NR7DX         59  014    PP2RON        59  29     0
QSO: 14000 PH 2013-03-30 0016 NR7DX         59  015    NS1L          59  71     0
QSO: 14000 PH 2013-03-30 0020 NR7DX         59  016    9Y4W          59  64     0
QSO: 14000 PH 2013-03-30 0023 NR7DX         59  017    PY2OE         59  33     0
QSO: 14000 PH 2013-03-30 0023 NR7DX         59  018    PJ2T          59  69     0
QSO: 14000 PH 2013-03-30 0024 NR7DX         59  019    AL9A          59  26     0
QSO: 14000 PH 2013-03-30 0024 NR7DX         59  020    PQ5B          59  69     0
QSO: 14000 PH 2013-03-30 0027 NR7DX         59  021    YW5DX         59  18     0
QSO: 14000 PH 2013-03-30 0027 NR7DX         59  022    CE3CT         59  26     0
QSO: 14000 PH 2013-03-30 0027 NR7DX         59  023    PY2NY         59  50     0
QSO: 14000 PH 2013-03-30 0028 NR7DX         59  024    K5RT          59  59     0
QSO: 14000 PH 2013-03-30 0029 NR7DX         59  025    N1SZ          59  17     0
QSO: 14000 PH 2013-03-30 0030 NR7DX         59  026    D4C           59  74     0
QSO: 14000 PH 2013-03-30 0031 NR7DX         59  027    LU8YE         59  009    0
QSO: 14000 PH 2013-03-30 0032 NR7DX         59  028    LR1H          59  28     0
QSO: 14000 PH 2013-03-30 0036 NR7DX         59  029    CO2GG         59  66     0
QSO: 14000 PH 2013-03-30 0042 NR7DX         59  030    YW2LV         59  95     0
QSO: 14000 PH 2013-03-30 0042 NR7DX         59  031    NR5M          59  160    0
QSO: 14000 PH 2013-03-30 0044 NR7DX         59  032    PJ4D          59  159    0
QSO: 14000 PH 2013-03-30 0048 NR7DX         59  033    WP2Z          59  158    0
QSO: 14000 PH 2013-03-30 0050 NR7DX         59  034    NQ4I          59  84     0
QSO: 14000 PH 2013-03-30 0051 NR7DX         59  035    CO2WL         59  48     0
QSO: 14000 PH 2013-03-30 0053 NR7DX         59  036    WA5FWC        59  62     0
QSO: 14000 PH 2013-03-30 0054 NR7DX         59  037    PY1ZV         59  133    0
