START-OF-LOG: 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: JH7UJU
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-MODE: SSB
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CLAIMED-SCORE: 133128
CLUB:
CREATED-BY: CTESTWIN by JI1AQY
NAME: Nobuhiro Nishiuchi
SOAPBOX: FT817ND,  5watts.
SOAPBOX: ANTENA 3.5:R-DP, 7:2ELE YAGI, 14:5ELE YAGI, 21:5ELE YAGI, 28:5ELE YAGI
QSO: 14000 PH 2013-03-30 0005 JH7UJU        59  001    K7ZSD         59  010    0
QSO: 14000 PH 2013-03-30 0007 JH7UJU        59  002    RA/KE5JA      59  004    0
QSO: 21000 PH 2013-03-30 0013 JH7UJU        59  003    VK6NC         59  029    0
QSO: 21000 PH 2013-03-30 0015 JH7UJU        59  004    VK5PAS        59  005    0
QSO: 21000 PH 2013-03-30 0018 JH7UJU        59  005    9M6YBG        59  047    0
QSO: 21000 PH 2013-03-30 0024 JH7UJU        59  006    ZL2GQ         59  009    0
QSO: 28000 PH 2013-03-30 0027 JH7UJU        59  007    NH2DX         59  077    0
QSO: 28000 PH 2013-03-30 0029 JH7UJU        59  008    YB1C          59  060    0
QSO: 28000 PH 2013-03-30 0031 JH7UJU        59  009    KH0/RA0FU     59  066    0
QSO: 28000 PH 2013-03-30 0034 JH7UJU        59  010    VK4KW         59  066    0
QSO: 28000 PH 2013-03-30 0038 JH7UJU        59  011    YB0NFL        59  029    0
QSO: 21000 PH 2013-03-30 0044 JH7UJU        59  012    9M6SDX        59  073    0
QSO: 21000 PH 2013-03-30 0046 JH7UJU        59  013    XV9NPS        59  018    0
QSO: 21000 PH 2013-03-30 0047 JH7UJU        59  014    BY5CD         59  083    0
QSO: 21000 PH 2013-03-30 0054 JH7UJU        59  015    AH0BT         59  155    0
QSO: 21000 PH 2013-03-30 0059 JH7UJU        59  016    4H1T          59  137    0
QSO: 21000 PH 2013-03-30 0101 JH7UJU        59  017    BA5CJ         59  072    0
QSO: 21000 PH 2013-03-30 0104 JH7UJU        59  018    BH4SCF        59  043    0
QSO: 28000 PH 2013-03-30 0108 JH7UJU        59  019    VR2HKS        59  012    0
QSO: 28000 PH 2013-03-30 0110 JH7UJU        59  020    DZ1B          59  072    0
QSO: 28000 PH 2013-03-30 0113 JH7UJU        59  021    YB2ECG        59  084    0
QSO: 28000 PH 2013-03-30 0116 JH7UJU        59  022    YE1K          59  065    0
QSO: 21000 PH 2013-03-30 0128 JH7UJU        59  023    YE1K          59  127    0
QSO: 21000 PH 2013-03-30 0133 JH7UJU        59  024    DZ1B          59  111    0
QSO: 21000 PH 2013-03-30 0140 JH7UJU        59  025    DU1EG         59  005    0
QSO: 21000 PH 2013-03-30 0142 JH7UJU        59  026    VR2KF         59  091    0
QSO: 21000 PH 2013-03-30 0143 JH7UJU        59  027    BU2AW         59  141    0
QSO: 28000 PH 2013-03-30 0147 JH7UJU        59  028    BX5AA         59  043    0
