START-OF-LOG: 3.0
CALLSIGN: JN3DMJ
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 5520
LOCATION: DX
NAME: Koichi Matsumoto
OPERATORS: JN3DMJ
SOAPBOX: The actual maximum power output used is 5 watts.
QSO: 28398 PH 2013-03-30 0043 JN3DMJ        59  0001   NH2DX         59  0121
QSO: 28440 PH 2013-03-30 0047 JN3DMJ        59  0002   YB1C          59  0083
QSO: 28445 PH 2013-03-30 0051 JN3DMJ        59  0003   DZ1B          59  0042
QSO: 28450 PH 2013-03-30 0057 JN3DMJ        59  0004   KH0/RA0FU     59  0117
QSO: 21235 PH 2013-03-30 0131 JN3DMJ        59  0005   AH0BT         59  0216
QSO: 21270 PH 2013-03-30 0136 JN3DMJ        59  0006   BD3MH         59  0123
QSO: 21275 PH 2013-03-30 0201 JN3DMJ        59  0007   9M6YBG        59  0191
QSO: 21283 PH 2013-03-30 0209 JN3DMJ        59  0008   BG2VIA        59  0065
QSO: 28413 PH 2013-03-30 0223 JN3DMJ        59  0009   VR2HKS        59  0044
QSO: 21240 PH 2013-03-30 0231 JN3DMJ        59  0010   B3C           59  0197
QSO: 21254 PH 2013-03-30 0240 JN3DMJ        59  0011   YE1K          59  0268
QSO: 21305 PH 2013-03-30 0245 JN3DMJ        59  0012   DU1EG         59  0109
QSO: 21366 PH 2013-03-30 0251 JN3DMJ        59  0013   BP0P          59  0138
QSO: 28481 PH 2013-03-30 0319 JN3DMJ        59  0014   BD7LMD        59  0056
QSO: 28485 PH 2013-03-30 0322 JN3DMJ        59  0015   KH2KY         59  0080
QSO: 21185 PH 2013-03-30 0335 JN3DMJ        59  0016   RA0CGY        59  0196
QSO: 21195 PH 2013-03-30 0343 JN3DMJ        59  0017   UA0CNX        59  0110
QSO: 21220 PH 2013-03-30 0349 JN3DMJ        59  0018   RC9O          59  0318
QSO: 21303 PH 2013-03-30 0400 JN3DMJ        59  0019   KH7Y          59  0148
QSO: 21311 PH 2013-03-30 0405 JN3DMJ        59  0020   VR2XMT        59  0349
QSO: 21192 PH 2013-03-30 0423 JN3DMJ        59  0021   VK6NC         59  0329
QSO: 21301 PH 2013-03-30 0611 JN3DMJ        59  0022   DZ1B          59  0305
QSO: 21326 PH 2013-03-30 0617 JN3DMJ        59  0023   BW2/JP1RIW    59  0368
QSO: 21329 PH 2013-03-30 0620 JN3DMJ        59  0024   DX1MK         59  0163
QSO: 28477 PH 2013-03-30 0639 JN3DMJ        59  0025   VR2KF         59  0377
QSO: 28481 PH 2013-03-30 0642 JN3DMJ        59  0026   BD7OZG        59  0148
QSO: 21281 PH 2013-03-30 0845 JN3DMJ        59  0027   DU1AV         59  0281
QSO: 21298 PH 2013-03-30 0855 JN3DMJ        59  0028   BY4AA         59  0214
QSO: 21313 PH 2013-03-30 0859 JN3DMJ        59  0029   KH0/RA0FU     59  0425
QSO: 14201 PH 2013-03-30 0913 JN3DMJ        59  0030   BY5CD         59  0017
QSO: 14207 PH 2013-03-30 0922 JN3DMJ        59  0031   KH2KY         59  0362
QSO: 14210 PH 2013-03-30 0925 JN3DMJ        59  0032   AH0BT         59  0976
QSO: 21186 PH 2013-03-30 0944 JN3DMJ        59  0033   B1C           59  0311
QSO: 21233 PH 2013-03-30 0955 JN3DMJ        59  0034   YB1JYL        59  0113
QSO:  7137 PH 2013-03-30 1213 JN3DMJ        59  0035   JA7BME        59  0067
QSO:  3804 PH 2013-03-30 1227 JN3DMJ        59  0036   JE1ZWT        59  0029
QSO:  7171 PH 2013-03-30 1256 JN3DMJ        59  0037   JE8KGH/7      59  0181
QSO:  7161 PH 2013-03-30 1302 JN3DMJ        59  0038   BU2AW         59  0646
QSO:  7157 PH 2013-03-30 1309 JN3DMJ        59  0039   NF6A          59  0233
QSO: 28480 PH 2013-03-31 0416 JN3DMJ        59  0040   WH0S          59  0264
QSO: 21208 PH 2013-03-31 0423 JN3DMJ        59  0041   BY1CW         59  0740
QSO: 21268 PH 2013-03-31 0429 JN3DMJ        59  0042   BY4IIG        59  0766
QSO: 21308 PH 2013-03-31 0435 JN3DMJ        59  0043   BA4WL         59  0555
QSO: 28450 PH 2013-03-31 0449 JN3DMJ        59  0044   VK1CC         59  0068
QSO: 21287 PH 2013-03-31 0518 JN3DMJ        59  0045   RF9C          59  1479
QSO: 21318 PH 2013-03-31 0522 JN3DMJ        59  0046   BD1IIJ        59  0227
QSO: 21380 PH 2013-03-31 0527 JN3DMJ        59  0047   5W1SA         59  1265
QSO: 28445 PH 2013-03-31 0540 JN3DMJ        59  0048   AH0BT         59  2120
QSO: 21200 PH 2013-03-31 0620 JN3DMJ        59  0049   RL3A          59  3835
QSO: 21203 PH 2013-03-31 0624 JN3DMJ        59  0050   R9AE          59  0957
