START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: REF Contest
CALLSIGN: F5PCV
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F5PCV
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for REF Contest REF/2016/SSB.
QSO: 14212PH 2016-02-27 1016 UA6ART F5PCV         59 62 59            010
QSO: 21000 PH 2016-02-27 1142 F5PCV         59 62 F1TZG         59 26
QSO: 21232 PH 2016-02-27 1143 F5PCV         59 62 6W1SR         59 028
QSO: 21250 PH 2016-02-27 1202 F5PCV         59 64 TA1API        59 0014
QSO: 21232 PH 2016-02-27 1204 F5PCV         59 62 RZ3Z          59 61
QSO: 21212 PH 2016-02-27 1207 F5PCV         59 62 F6KHM         59 29
QSO: 21000 PH 2016-02-27 1209 F5PCV         59 62 FG4KH         59 FG
QSO: 21000 PH 2016-02-27 1213 F5PCV         59 62 F4KJR/P       59 62
QSO: 21000 PH 2016-02-27 1218 F5PCV         59 62 F5AAR         59 49
QSO: 21000 PH 2016-02-27 1227 F5PCV         59 62 TC4A          59 0061
QSO: 21187 PH 2016-02-27 1228 F5PCV         59 62 UA3VFS        59 53
QSO: 21000 PH 2016-02-27 1230 F5PCV         59 62 UA3QOS        59 027
QSO: 21275 PH 2016-02-27 1233 F5PCV         59 62 F5LPY         59 55
QSO: 21000 PH 2016-02-27 1236 F5PCV         59 62 TC4LOVE       59 069
QSO: 21222 PH 2016-02-27 1240 F5PCV         59 62 TM5OTT        59 37
QSO: 21180 PH 2016-02-27 1242 F5PCV         59 62 F6KNB         59 33
QSO: 21000 PH 2016-02-27 1244 F5PCV         59 62 F6DZU         59 40
QSO: 21267 PH 2016-02-27 1245 F5PCV         59 62 TM2T          59 13
QSO: 21000 PH 2016-02-27 1246 F5PCV         59 62 F5OHM         59 36
QSO: 21280 PH 2016-02-27 1248 F5PCV         59 62 F6KBF         59 78
QSO: 21000 PH 2016-02-27 1250 F5PCV         59 62 RA3DQP        59 035
QSO: 21000 PH 2016-02-27 1252 F5PCV         59 62 TA2ANB        59 0017
QSO: 21206 PH 2016-02-27 1254 F5PCV         59 62 TM2B          59 03
QSO: 21207 PH 2016-02-27 1254 F5PCV         59 62 IZ2DLV        59 179
QSO: 21000 PH 2016-02-27 1256 F5PCV         59 50 LZ7H          59 0022
QSO: 21207 PH 2016-02-27 1256 F5PCV         59 62 YO4AAC        59 0029
QSO: 21207 PH 2016-02-27 1256 F5PCV         59 62 YY4KCV        59 0001
QSO: 21200 PH 2016-02-27 1257 F5PCV         59 62 F6HPP         59 02
QSO: 21207 PH 2016-02-27 1259 F5PCV         59 62 F5JFU         59 58
QSO: 21207 PH 2016-02-27 1259 F5PCV         59 62 F6KDL         59 68
QSO: 21207 PH 2016-02-27 1300 F5PCV         59 62 TM1A          59 77
QSO: 21207 PH 2016-02-27 1303 F5PCV         59 62 F4GGQ         59 29
QSO: 21243 PH 2016-02-27 1306 F5PCV         59 62 K3IPK         59 0027
QSO: 14000 PH 2016-02-27 1320 F5PCV         59 62 F5SVO         59 44
QSO: 14000 PH 2016-02-27 1322 F5PCV         59 62 YO9IXC        59 029
QSO: 14000 PH 2016-02-27 1341 F5PCV         59 62 YO7BEM        59 020
QSO: 14243 PH 2016-02-27 1342 F5PCV         59 62 LY3CY         59 0047
QSO: 14344 PH 2016-02-27 1342 F5PCV         59 62 F4KIY         59 57
QSO: 14200 PH 2016-02-27 1345 F5PCV         59 62 ES6RMR        59 0004
QSO: 14000 PH 2016-02-27 1353 F5PCV         59 62 F4KJR/P       59 62
QSO: 14158 PH 2016-02-27 1355 F5PCV         59 62 TK5KP         59 2A
QSO: 14000 PH 2016-02-27 1356 F5PCV         59 62 FG4KH         59 FG
QSO: 14217 PH 2016-02-27 1411 F5PCV         59 62 YO6LA         59 0026
QSO: 14217 PH 2016-02-27 1412 F5PCV         59 62 RA9APG        59 016
QSO: 14000 PH 2016-02-27 1413 F5PCV         59 62 U1BD          59 094
QSO: 14000 PH 2016-02-27 1414 F5PCV         59 62 F3PZ          59 56
QSO: 14000 PH 2016-02-27 1415 F5PCV         59 62 IZ8LIP        59 005
QSO: 14000 PH 2016-02-27 1419 F5PCV         59 62 YO9IOE        59 014
QSO: 14217 PH 2016-02-27 1422 F5PCV         59 62 RF9C          59 48
QSO: 14217 PH 2016-02-27 1424 F5PCV         59 62 F4AVX         59 35
QSO: 14217 PH 2016-02-27 1424 F5PCV         59 62 RA7M          59 040
QSO: 14200 PH 2016-02-27 1425 F5PCV         59 62 IZ8YAA        59 0029
QSO: 14000 PH 2016-02-27 1427 F5PCV         59 62 F6KGL/P       59 77
QSO: 14217 PH 2016-02-27 1427 F5PCV         59 62 RZ3Z          59 118
QSO: 14217 PH 2016-02-27 1430 F5PCV         59 62 YB8ROP        59 0003
QSO: 14220 PH 2016-02-27 1431 F5PCV         59 62 SV3GKU        59 0048
QSO: 14217 PH 2016-02-27 1433 F5PCV         59 62 F4FFH         59 50
QSO: 14217 PH 2016-02-27 1433 F5PCV         59 62 RK9CYA        59 15
QSO: 14217 PH 2016-02-27 1433 F5PCV         59 62 SP5XSD        59 032
QSO: 14217 PH 2016-02-27 1434 F5PCV         59 62 F1NZC         59 63
QSO: 14000 PH 2016-02-27 1435 F5PCV         59 62 F1UMO         59 62
QSO: 14000 PH 2016-02-27 1436 F5PCV         59 62 ES8SX         59 024
QSO: 14217 PH 2016-02-27 1436 F5PCV         59 62 TM2T          59 13
QSO: 14000 PH 2016-02-27 1437 F5PCV         59 62 OM7AB         59 73
QSO: 14000 PH 2016-02-27 1438 F5PCV         59 62 F5HPY         59 85
QSO: 14000 PH 2016-02-27 1438 F5PCV         59 62 Z35W          59 0118
QSO: 14217 PH 2016-02-27 1439 F5PCV         59 62 SP5BUJ        59 0023
QSO: 14000 PH 2016-02-27 1443 F5PCV         59 62 9A1SZ         59 030
QSO: 14217 PH 2016-02-27 1443 F5PCV         59 62 R7NA          59 033
QSO: 14217 PH 2016-02-27 1445 F5PCV         59 62 US5QUB        59 0058
QSO: 14216 PH 2016-02-27 1446 F5PCV         59 62 F8ATM         59 81
QSO: 14285 PH 2016-02-27 1446 F5PCV         59 15 UA6ABE        59 002
QSO: 14217 PH 2016-02-27 1447 F5PCV         59 62 F4GGQ         59 29
QSO: 14000 PH 2016-02-27 1451 F5PCV         59 62 F8KGZ         59 54
QSO: 14000 PH 2016-02-27 1453 F5PCV         59 62 HG8W          59 58
QSO: 14000 PH 2016-02-27 1453 F5PCV         59 62 HG8W          59 0055
QSO: 14000 PH 2016-02-27 1455 F5PCV         59 62 F6HKS         59 81
QSO: 14000 PH 2016-02-27 1455 F5PCV         59 62 YO8THG        59 019
QSO: 14000 PH 2016-02-27 1456 F5PCV         59 62 F6ICG         59 89
QSO: 14217 PH 2016-02-27 1456 F5PCV         59 62 F6DEV         59 09
QSO: 14000 PH 2016-02-27 1457 F5PCV         59 62 HG5P          59 022
QSO: 14000 PH 2016-02-27 1458 F5PCV         59 62 YO7LDT        59 014
QSO: 14160 PH 2016-02-27 1458 F5PCV         59 62 TA4AKS        59 0048
QSO: 14160 PH 2016-02-27 1458 F5PCV         59 62 TA4MA         59 0043
QSO: 14000 PH 2016-02-27 1500 F5PCV         59 62 F6BAT         59 59
QSO: 14000 PH 2016-02-27 1500 F5PCV         59 62 TA4OSK        59 041
QSO: 14000 PH 2016-02-27 1500 F5PCV         59 62 YM4KT         59 023
QSO: 14000 PH 2016-02-27 1502 F5PCV         59 62 TA2ANB        59 0030
QSO: 14216 PH 2016-02-27 1504 F5PCV         59 62 UA3VFS        59 87
QSO: 14217 PH 2016-02-27 1509 F5PCV         59 62 E73EKK        59 0026
QSO: 14000 PH 2016-02-27 1510 F5PCV         59 62 F6GOX         59 24
QSO: 14217 PH 2016-02-27 1510 F5PCV         59 62 OH6ECM        59 0096
QSO: 14217 PH 2016-02-27 1512 F5PCV         59 52 SV1PMH        59 52
QSO: 14217 PH 2016-02-27 1518 F5PCV         59 62 F6KNB         59 33
QSO: 14189 PH 2016-02-27 1522 F5PCV         59 62 ES2IPA        59 010
QSO: 14000 PH 2016-02-27 1524 F5PCV         59 52 YB3IZK        59 053
QSO: 14000 PH 2016-02-27 1526 F5PCV         59 62 RV7M          59 049
QSO: 14215 PH 2016-02-27 1533 F5PCV         59 62 K3IPK         59 0099
QSO: 14206 PH 2016-02-27 1535 F5PCV         59 62 F5UTN         59 27
QSO: 14188 PH 2016-02-27 1537 F5PCV         59 62 TM2B          59 03
QSO: 14000 PH 2016-02-27 1540 F5PCV         59 62 EC7WA         59 189
QSO: 14184 PH 2016-02-27 1542 F5PCV         59 62 F6KHM         59 29
QSO: 14000 PH 2016-02-27 1550 F5PCV         52 62 F6GOE         59 19
QSO: 14000 PH 2016-02-27 1551 F5PCV         59 62 F1TZG         59 26
QSO: 14188 PH 2016-02-27 1553 F5PCV         59 19 F6ECI         59 46
QSO: 14200 PH 2016-02-27 1555 F5PCV         59 62 F6HPP         59 02
QSO: 14189 PH 2016-02-27 1556 F5PCV         59 62 F6KPQ         59 56
QSO: 14000 PH 2016-02-27 1601 F5PCV         59 62 F4DPW         59 95
QSO: 14000 PH 2016-02-27 1602 F5PCV         59 62 F5KCH         59 58
QSO: 14000 PH 2016-02-27 1602 F5PCV         59 62 F6GNG         59 27
QSO: 14000 PH 2016-02-27 1604 F5PCV         59 62 F6KJX         59 41
QSO: 14340 PH 2016-02-27 1604 F5PCV         59 62 TM2F          59 02
QSO: 14000 PH 2016-02-27 1618 F5PCV         59 62 F6DZU         59 40
QSO:    14 PH 2016-02-27 1626 F5PCV         59 62 TC7G          59 002
QSO: 14000 PH 2016-02-27 1630 F5PCV         59 62 IT9FRX        59 168
QSO: 14166 PH 2016-02-27 1638 F5PCV         59 62 R2CA          59 0033
QSO: 14000 PH 2016-02-27 1710 F5PCV         59 62 FR4QT         59 FR
QSO: 14147 PH 2016-02-27 1728 F5PCV         59 62 F8KCF         59 74
QSO: 14000 PH 2016-02-27 1735 F5PCV         59 62 FG5GP         59 FG
QSO: 14000 PH 2016-02-27 1738 F5PCV         59 62 FM5AN         59 FM
QSO: 14100 PH 2016-02-27 1740 F5PCV         59 62 DH1PAL        59 145
QSO: 14201 PH 2016-02-27 1741 F5PCV         59 62 CS7AJM        59 079
QSO: 14211 PH 2016-02-27 1745 F5PCV         59 62 EC8AQQ        59 0028
QSO: 14000 PH 2016-02-27 1749 F5PCV         59 62 F6KQV         59 67
QSO: 14000 PH 2016-02-27 1751 F5PCV         59 62 F6EQZ         59 51
QSO: 14000 PH 2016-02-27 1752 F5PCV         59 62 F6BXD         59 59
QSO: 14000 PH 2016-02-27 1753 F5PCV         59 62 F5BLC         59 12
QSO: 14201 PH 2016-02-27 1753 F5PCV         59 62 F5CQ          59 35
QSO: 14201 PH 2016-02-27 1756 F5PCV         59 62 CT2JBD        59 0013
QSO: 14201 PH 2016-02-27 1756 F5PCV         59 62 F6KRC         59 35
QSO: 14190 PH 2016-02-27 1805 F5PCV         59 62 TM350XWB      59 31
QSO: 14160 PH 2016-02-27 1807 F5PCV         59 62 F5JFU         59 58
QSO:  7000 PH 2016-02-28 0645 F5PCV         59 62 F5BZB         59 81
QSO:  7000 PH 2016-02-28 0645 F5PCV         59 62 F6DZU         59 40
QSO:  7177 PH 2016-02-28 0646 F5PCV         59 62 TM2T          59 13
QSO:  7000 PH 2016-02-28 0649 F5PCV         59 62 TM15C         59 15
QSO:  7000 PH 2016-02-28 0656 F5PCV         59 62 F8BPN         59 19
QSO:  7000 PH 2016-02-28 0657 F5PCV         59 62 F6KQV         59 67
QSO: 14000 PH 2016-02-28 0715 F5PCV         59 62 F4IVV         59 38
QSO: 14000 PH 2016-02-28 0746 F5PCV         59 62 VK2CZ         59 59
QSO: 14000 PH 2016-02-28 0803 F5PCV         59 62 FK8IK         59 FK
QSO: 14000 PH 2016-02-28 0804 F5PCV         59 62 F4EIK         59 001
QSO: 14180 PH 2016-02-28 0830 F5PCV         59 62 EA5IJG        59 0047
QSO: 14180 PH 2016-02-28 0836 F5PCV         59 62 TM5G          59 44
QSO: 21000 PH 2016-02-28 0846 F5PCV         59 62 FR4QT         59 FR
QSO: 21247 PH 2016-02-28 0846 F5PCV         59 62 R2CA          59 0128
QSO: 21000 PH 2016-02-28 0847 F5PCV         59 62 F5PAC         59 68
QSO: 21268 PH 2016-02-28 0850 F5PCV         59 62 TA8A          59 006
QSO: 21000 PH 2016-02-28 0852 F5PCV         59 62 UX3IT         59 040
QSO: 21000 PH 2016-02-28 0902 F5PCV         59 62 RV7M          59 098
QSO: 21000 PH 2016-02-28 0909 F5PCV         59 62 RZ9U          59 57
QSO: 21229 PH 2016-02-28 0909 F5PCV         59 62 RZ9U          59 126
QSO: 21258 PH 2016-02-28 0911 F5PCV         59 62 F4FFH         59 50
QSO: 21000 PH 2016-02-28 0914 F5PCV         59 62 F4IVV         59 38
QSO: 21264 PH 2016-02-28 0920 F5PCV         59 62 R7NA          59 058
QSO: 21264 PH 2016-02-28 0921 F5PCV         59 62 US5QUB        59 0128
QSO: 21000 PH 2016-02-28 0922 F5PCV         59 62 TA7EB         59 016
QSO: 21264 PH 2016-02-28 0923 F5PCV         59 62 TA2LP         59 0020
QSO: 21000 PH 2016-02-28 0924 F5PCV         59 62 F5LBL         59 30
QSO: 21264 PH 2016-02-28 0924 F5PCV         59 62 F5NBX         59 87
QSO: 21000 PH 2016-02-28 0928 F5PCV         59 62 F6BXD         59 59
QSO: 21000 PH 2016-02-28 0928 F5PCV         59 62 TA1BX         59 034
QSO: 21264 PH 2016-02-28 0929 F5PCV         59 62 TM5G          59 44
QSO: 21264 PH 2016-02-28 0931 F5PCV         59 62 F5UTN         59 27
QSO: 21000 PH 2016-02-28 0933 F5PCV         59 62 VU2DED        59 0003
QSO:  7000 PH 2016-02-28 0945 F5PCV         59 62 F4KJR/P       59 57
QSO:  7000 PH 2016-02-28 0945 F5PCV         59 62 F4KJR/P       59 62
QSO:  7146 PH 2016-02-28 0946 F5PCV         59 62 TK5KP         59 2A
QSO:  7000 PH 2016-02-28 0948 F5PCV         59 62 F5MZE         59 62
QSO:  7000 PH 2016-02-28 0950 F5PCV         59 62 TM0GSL        59 69
QSO:  7000 PH 2016-02-28 0952 F5PCV         59 62 F5HPY         59 85
QSO:  7000 PH 2016-02-28 1011 F5PCV         59 62 F6AWU         59 44
QSO:  7094 PH 2016-02-28 1016 F5PCV         59 62 F5NBX         59 87
QSO:  7055 PH 2016-02-28 1020 F5PCV         59 062 F4GHS         59 06
QSO: 21248 PH 2016-02-28 1028 F5PCV         59 62 F6KJJ         59 38
QSO:  7000 PH 2016-02-28 1037 F5PCV         59 62 F4EIK         59 001
QSO: 21262 PH 2016-02-28 1040 F5PCV         59 62 RU4SO         59 0029
QSO: 21262 PH 2016-02-28 1042 F5PCV         59 62 R8UT          59 042
QSO: 21262 PH 2016-02-28 1044 F5PCV         59 62 R2GB          59 058
QSO: 21000 PH 2016-02-28 1045 F5PCV         59 62 F4DSE         59 16
QSO: 21262 PH 2016-02-28 1047 F5PCV         59 62 F8ATM         59 81
QSO: 21000 PH 2016-02-28 1051 F5PCV         59 62 R6AC          59 043
QSO: 14213 PH 2016-02-28 1103 F5PCV         59 62 FM1HN         59 FM
QSO: 14188 PH 2016-02-28 1105 F5PCV         59 62 SP9KR         59 0358
QSO: 14215 PH 2016-02-28 1107 F5PCV         59 62 SP9MA         59 0017
QSO: 14215 PH 2016-02-28 1108 F5PCV         59 62 LA2ONA        59 0028
QSO: 14000 PH 2016-02-28 1109 F5PCV         59 62 SP9EWM        59 093
QSO: 14000 PH 2016-02-28 1110 F5PCV         59 62 SP4AAZ        59 017
QSO: 14000 PH 2016-02-28 1111 F5PCV         59 62 9A4MF         59 0093
QSO: 14215 PH 2016-02-28 1112 F5PCV         59 56 ER3CT         59 085
QSO: 14215 PH 2016-02-28 1113 F5PCV         59 62 RW3DU         59 029
QSO: 14000 PH 2016-02-28 1115 F5PCV         59 62 SM5BMB        59 027 DX
QSO: 14214 PH 2016-02-28 1117 F5PCV         59 62 YO5PCB        59 020
QSO: 14215 PH 2016-02-28 1118 F5PCV         59 62 RA0AM         59 0003
QSO: 14000 PH 2016-02-28 1119 F5PCV         59 62 RZ9WU         59 072
QSO: 14000 PH 2016-02-28 1119 F5PCV         59 62 SP5DRE        59 026
QSO: 14000 PH 2016-02-28 1120 F5PCV         59 62 OM4M          59 193
QSO: 14215 PH 2016-02-28 1120 F5PCV         59 62 LZ2ZY         59 0011
QSO: 14214 PH 2016-02-28 1121 F5PCV         59 62 R8UT          59 053
QSO: 14212 PH 2016-02-28 1236 F5PCV         59 62 F6KJJ         59 38
QSO: 14000 PH 2016-02-28 1238 F5PCV         59 62 EU6DX         59 23
QSO: 21272 PH 2016-02-28 1257 F5PCV         59 62 F6REF         59 00
END-OF-LOG:
