START-OF-LOG: 3.0
CONTEST: SAC-SSB
CALLSIGN: PA3GVQ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
OPERATORS: PA3GVQ
CLUB: VERON A37 ROTTERDAM
CLAIMED-SCORE: 8960
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: 
CATEGORY-MODE: SSB
NAME: Edwin Vos
SOAPBOX: always nice to be active in the sac. this year only a few hours,
SOAPBOX: but still not a bad result for my station, with an all band doublet and
SOAPBOX: and 150 watts output. some stations have really good ears to hear
SOAPBOX: my little signal! and it's always nice to have a short dutch qso with
SOAPBOX: zaba oh1zaa/oh4bcs. see you all next year in the sac2026!
QSO: 14248 PH 2025-10-11 1203 PA3GVQ        59       1 OG1F          59      10 0
QSO: 14248 PH 2025-10-11 1203 PA3GVQ        59       2 SK6BA         59       4 0
QSO: 14248 PH 2025-10-11 1205 PA3GVQ        59       3 OH0V          59      14 0
QSO: 14248 PH 2025-10-11 1206 PA3GVQ        59       4 OZ4GM         59       5 0
QSO: 14248 PH 2025-10-11 1209 PA3GVQ        59       5 SE5E          59      19 0
QSO: 14248 PH 2025-10-11 1210 PA3GVQ        59       6 LC6C          59      21 0
QSO: 14248 PH 2025-10-11 1212 PA3GVQ        59       7 SK0QO         59      13 0
QSO: 14248 PH 2025-10-11 1213 PA3GVQ        59       8 SG0X          59      30 0
QSO: 14248 PH 2025-10-11 1214 PA3GVQ        59       9 8S8S          59      45 0
QSO: 14248 PH 2025-10-11 1215 PA3GVQ        59      10 SD7X          59      23 0
QSO: 14248 PH 2025-10-11 1216 PA3GVQ        59      11 OH2T          59      23 0
QSO: 14248 PH 2025-10-11 1217 PA3GVQ        59      12 SE0X          59      34 0
QSO: 14248 PH 2025-10-11 1218 PA3GVQ        59      13 LN2T          59      22 0
QSO: 14248 PH 2025-10-11 1223 PA3GVQ        59      14 OH6RX         59      53 0
QSO: 14248 PH 2025-10-11 1225 PA3GVQ        59      15 SJ3A          59      26 0
QSO: 14248 PH 2025-10-11 1227 PA3GVQ        59      16 SK6AW         59      11 0
QSO: 14248 PH 2025-10-11 1229 PA3GVQ        59      17 SM6YEC        59      17 0
QSO: 14248 PH 2025-10-11 1232 PA3GVQ        59      18 LA1UKA        59      18 0
QSO: 14248 PH 2025-10-11 1233 PA3GVQ        59      19 OH6MSZ        59      33 0
QSO: 21295 PH 2025-10-11 1238 PA3GVQ        59      20 OH2OA         59      12 0
QSO: 21295 PH 2025-10-11 1241 PA3GVQ        59      21 OG8M          59      94 0
QSO: 21295 PH 2025-10-11 1242 PA3GVQ        59      22 OH6CT         59       9 0
QSO: 21295 PH 2025-10-11 1246 PA3GVQ        59      23 OH4BCS        59      65 0
QSO: 21295 PH 2025-10-11 1254 PA3GVQ        59      24 OH8X          59     100 0
QSO: 21295 PH 2025-10-11 1308 PA3GVQ        59      25 OH9GGY        59      56 0
QSO: 21295 PH 2025-10-11 1310 PA3GVQ        59      26 OH7K          59      56 0
QSO: 14248 PH 2025-10-11 1315 PA3GVQ        59      27 OG100AA       59      51 0
QSO: 14248 PH 2025-10-11 1317 PA3GVQ        59      28 OH6DX         59     156 0
QSO: 14248 PH 2025-10-11 1318 PA3GVQ        59      29 SB6S          59      49 0
