START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: RUSSIAN-DX
CALLSIGN: RN5AA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: RN5AA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for RUSSIAN-DX RussianDXContest/2021.
QSO: 21007 CW 2021-03-20 1215 RN5AA         599 MA 4X6FR         599 0042
QSO: 21000 CW 2021-03-20 1224 RN5AA         599 MA VR2BLEE       599 0030
QSO: 21041 CW 2021-03-20 1226 RN5AA         599 MA UN8PT         599 0046
QSO: 21000 CW 2021-03-20 1227 RN5AA         599 MA 5Z4VJ         599 0063
QSO: 21045 CW 2021-03-20 1227 RN5AA         599 MA 3V8SS         599 0067
QSO: 21063 CW 2021-03-20 1232 RN5AA         599 MA 4F3BZ         599 0014
QSO: 21047 CW 2021-03-20 1235 RN5AA         599 MA IT9LKX        599 0031
QSO: 21050 CW 2021-03-20 1235 RN5AA         599 MA EA8RM         599 0038
QSO: 21021 CW 2021-03-20 1243 RN5AA         599 MA IZ8GCB        599 0066
QSO: 21026 CW 2021-03-20 1245 RN5AA         599 MA SV1ENG        599 0051
QSO: 21027 CW 2021-03-20 1245 RN5AA         599 MA C4W           599 0134
QSO: 21036 CW 2021-03-20 1247 RN5AA         599 MA IS0/OM3RM     599 0090
QSO: 21045 CW 2021-03-20 1248 RN5AA         599 MA SV5DKL        599 0021
QSO: 21064 CW 2021-03-20 1252 RN5AA         599 MA PY5ZHP        599 0012
QSO: 21052 CW 2021-03-20 1253 RN5AA         599 MA EA4R          599 0058
QSO: 21034 CW 2021-03-20 1256 RN5AA         599 MA CT1DRB        599 0024
QSO: 14000 CW 2021-03-20 1302 RN5AA         599 MA I6FCR         599 0006
QSO: 14012 CW 2021-03-20 1302 RN5AA         599 MA LZ3ZZ         599 0082
QSO: 14010 CW 2021-03-20 1303 RN5AA         599 MA LA8OM         599 0004
QSO: 14007 CW 2021-03-20 1304 RN5AA         599 MA HG5D          599 0137
QSO: 14002 CW 2021-03-20 1306 RN5AA         599 MA CS7AMH        599 0015
QSO: 14006 CW 2021-03-20 1308 RN5AA         599 MA G6T           599 0079
QSO: 14016 CW 2021-03-20 1311 RN5AA         599 MA EI0W          599 0074
QSO: 14016 CW 2021-03-20 1311 RN5AA         599 MA F5IN          599 0136
QSO: 14017 CW 2021-03-20 1312 RN5AA         599 MA HA5JI         599 0114
QSO: 14018 CW 2021-03-20 1312 RN5AA         599 MA LZ1QN         599 0091
QSO: 14025 CW 2021-03-20 1314 RN5AA         599 MA DM0A          599 0190
QSO: 14026 CW 2021-03-20 1315 RN5AA         599 MA HA8A          599 0099
QSO: 14026 CW 2021-03-20 1316 RN5AA         599 MA HA2KMR        599 0049
QSO: 14000 CW 2021-03-20 1317 RN5AA         599 MA HA4A          599 0127
QSO: 14029 CW 2021-03-20 1317 RN5AA         599 MA I3FIY         599 0081
QSO: 14031 CW 2021-03-20 1318 RN5AA         599 MA 4L8A          599 0187
QSO: 14030 CW 2021-03-20 1319 RN5AA         599 MA GU4YOX        599 0101
QSO: 14033 CW 2021-03-20 1320 RN5AA         599 MA OK3C          599 0122
QSO: 14038 CW 2021-03-20 1320 RN5AA         599 MA PG5M          599 0080
QSO: 14038 CW 2021-03-20 1321 RN5AA         599 MA YT5A          599 0175
QSO: 14042 CW 2021-03-20 1322 RN5AA         599 MA DL70TRS       599 0058
QSO: 14043 CW 2021-03-20 1324 RN5AA         599 MA IK2QPR        599 0103
QSO: 14045 CW 2021-03-20 1325 RN5AA         599 MA LZ1ZM         599 0173
QSO: 14046 CW 2021-03-20 1326 RN5AA         599 MA 9A2AJ         599 0068
QSO: 14046 CW 2021-03-20 1327 RN5AA         599 MA DF4XX         599 0044
QSO: 14051 CW 2021-03-20 1330 RN5AA         599 MA E77W          599 0005
QSO: 14051 CW 2021-03-20 1330 RN5AA         599 MA S53MM         599 0216
QSO: 14054 CW 2021-03-20 1332 RN5AA         599 MA DR3W          599 0060
QSO: 14056 CW 2021-03-20 1332 RN5AA         599 MA E77A          599 0028
QSO: 14057 CW 2021-03-20 1333 RN5AA         599 MA EA1G          599 0089
QSO: 14059 CW 2021-03-20 1333 RN5AA         599 MA PA4O          599 0125
QSO: 14000 CW 2021-03-20 1334 RN5AA         599 MA IK3UNA        599 0106
QSO: 14000 CW 2021-03-20 1336 RN5AA         599 MA YO7LYM        599 0034
QSO: 14061 CW 2021-03-20 1336 RN5AA         599 MA OK1DKE        599 0043
QSO: 14061 CW 2021-03-20 1337 RN5AA         599 MA 2E0CVN        599 0054
QSO: 14061 CW 2021-03-20 1337 RN5AA         599 MA DK8NT         599 0069
QSO: 14061 CW 2021-03-20 1337 RN5AA         599 MA OK1PI         599 0075
QSO: 14061 CW 2021-03-20 1338 RN5AA         599 MA OK1PX         599 0047
QSO: 14061 CW 2021-03-20 1338 RN5AA         599 MA PA5WT         599 0095
QSO: 14061 CW 2021-03-20 1339 RN5AA         599 MA HA6NL         599 0072
QSO: 14061 CW 2021-03-20 1340 RN5AA         599 MA DL1RTL        599 0025
QSO: 14061 CW 2021-03-20 1340 RN5AA         599 MA DR7T          599 0064
QSO: 14061 CW 2021-03-20 1340 RN5AA         599 MA S53V          599 0121
QSO: 14061 CW 2021-03-20 1340 RN5AA         599 MA VA2UR         599 0038
QSO: 14000 CW 2021-03-20 1341 RN5AA         599 MA OK8KM         599 0025
QSO: 14061 CW 2021-03-20 1341 RN5AA         599 MA OK1SI         599 0031
QSO: 14000 CW 2021-03-20 1342 RN5AA         599 MA F8DGF         599 0010
QSO: 14060 CW 2021-03-20 1342 RN5AA         599 MA IK2LFF        599 0112
QSO: 14061 CW 2021-03-20 1342 RN5AA         599 MA DL6RAI        599 0100
QSO: 14061 CW 2021-03-20 1342 RN5AA         599 MA HA7ME         599 0032
QSO: 14000 CW 2021-03-20 1343 RN5AA         599 MA DL2A          599 0134
QSO: 14000 CW 2021-03-20 1343 RN5AA         599 MA DL8WEM        599 0061
QSO: 14060 CW 2021-03-20 1344 RN5AA         599 MA DJ9DZ         599 0079
QSO: 14060 CW 2021-03-20 1344 RN5AA         599 MA OE2E          599 0047
QSO: 14060 CW 2021-03-20 1345 RN5AA         599 MA DL5XJ         599 0062
QSO: 14061 CW 2021-03-20 1345 RN5AA         599 MA HA7UI         599 0090
QSO: 14061 CW 2021-03-20 1345 RN5AA         599 MA ON6FC         599 0054
QSO: 14061 CW 2021-03-20 1346 RN5AA         599 MA DJ2IA         599 0033
QSO: 14061 CW 2021-03-20 1346 RN5AA         599 MA OL5Y          599 0108
QSO: 14061 CW 2021-03-20 1346 RN5AA         599 MA PA9M          599 0069
QSO: 14000 CW 2021-03-20 1347 RN5AA         599 MA DL2DXA        599 0061
QSO: 14061 CW 2021-03-20 1347 RN5AA         599 MA LZ1RW         599 0024
QSO: 14061 CW 2021-03-20 1348 RN5AA         599 MA F5TRB         599 0029
QSO: 14061 CW 2021-03-20 1348 RN5AA         599 MA OK2HIJ        599 0010
QSO: 14060 CW 2021-03-20 1349 RN5AA         599 MA G3XLG         599 0044
QSO: 14061 CW 2021-03-20 1349 RN5AA         599 MA IZ3ETC        599 0095
QSO: 14000 CW 2021-03-20 1350 RN5AA         599 MA HA8WZ         599 0077
QSO: 14061 CW 2021-03-20 1350 RN5AA         599 MA OK2BFN        599 0046
QSO: 14000 CW 2021-03-20 1351 RN5AA         599 MA HG6C          599 0060
QSO: 14061 CW 2021-03-20 1351 RN5AA         599 MA G4IZZ         599 0080
QSO: 14061 CW 2021-03-20 1351 RN5AA         599 MA IZ4JMA        599 0068
QSO: 14061 CW 2021-03-20 1352 RN5AA         599 MA DF1LX         599 0039
QSO: 14061 CW 2021-03-20 1352 RN5AA         599 MA DK5CF         599 0024
QSO: 14061 CW 2021-03-20 1352 RN5AA         599 MA DL0RUS        599 0055
QSO: 14061 CW 2021-03-20 1353 RN5AA         599 MA OM3CQ         599 0060
QSO: 14000 CW 2021-03-20 1354 RN5AA         599 MA F6EYB         599 0044
