START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: RUSSIAN-DX
CALLSIGN: RK2M
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: RK2M
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for RUSSIAN-DX RussianDXContest/2021.
QSO: 14025 CW 2021-03-20 1203 RK2M          599 YR DM0A          599 0011
QSO: 14287 PH 2021-03-20 1432 RK2M          59 YR IK5RLP        59 0146
QSO: 14001 CW 2021-03-20 1438 RK2M          599 YR 4X6FR         599 0419
QSO: 14008 CW 2021-03-20 1440 RK2M          599 YR AA4LS         599 0290
QSO: 14010 CW 2021-03-20 1442 RK2M          599 YR ED1R          599 0266
QSO: 14015 CW 2021-03-20 1443 RK2M          599 YR G6T           599 0208
QSO: 14018 CW 2021-03-20 1444 RK2M          599 YR ON6FC         599 0099
QSO: 14000 CW 2021-03-20 1446 RK2M          599 YR YT1T          599 0213
QSO: 14025 CW 2021-03-20 1447 RK2M          599 YR 4U1GSC        599 0232
QSO: 14032 CW 2021-03-20 1448 RK2M          599 YR CR6K          599 0508
QSO: 14000 CW 2021-03-20 1450 RK2M          599 YR YT1A          599 0287
QSO: 14033 CW 2021-03-20 1450 RK2M          599 YR IQ2CJ         599 0377
QSO: 14036 CW 2021-03-20 1451 RK2M          599 YR YT3X          599 0436
QSO: 14038 CW 2021-03-20 1452 RK2M          599 YR YT5A          599 0362
QSO: 14041 CW 2021-03-20 1454 RK2M          599 YR DJ5MW         599 0306
QSO: 14043 CW 2021-03-20 1454 RK2M          599 YR PA2PKZ        599 0167
QSO: 14044 CW 2021-03-20 1455 RK2M          599 YR Z36W          599 0057
QSO: 14050 CW 2021-03-20 1456 RK2M          599 YR G3KHZ         599 0066
QSO: 14052 CW 2021-03-20 1458 RK2M          599 YR DF2KK         599 0114
QSO: 14052 CW 2021-03-20 1459 RK2M          599 YR HA50VQ        599 0043
QSO: 14052 CW 2021-03-20 1459 RK2M          599 YR LZ1FH         599 0054
QSO: 14052 CW 2021-03-20 1500 RK2M          599 YR DJ1YFK        599 0014
QSO: 14052 CW 2021-03-20 1500 RK2M          599 YR DP8M          599 0111
QSO: 14052 CW 2021-03-20 1501 RK2M          599 YR IK1RGK        599 0100
QSO: 14052 CW 2021-03-20 1503 RK2M          599 YR I2IFT         599 0047
QSO: 14052 CW 2021-03-20 1503 RK2M          599 YR S57NAW        599 0019
QSO: 14000 CW 2021-03-20 1505 RK2M          599 YR 9A2EY         599 0068
QSO: 14052 CW 2021-03-20 1505 RK2M          599 YR HA7PO         599 0018
QSO: 14052 CW 2021-03-20 1506 RK2M          599 YR DL9EE         599 0213
QSO: 14052 CW 2021-03-20 1508 RK2M          599 YR 9A5Y          599 0324
QSO: 14052 CW 2021-03-20 1509 RK2M          599 YR DL5MO         599 0102
QSO: 14052 CW 2021-03-20 1509 RK2M          599 YR LZ2RS         599 0130
QSO: 14052 CW 2021-03-20 1510 RK2M          599 YR F5JFU         599 0050
QSO: 14052 CW 2021-03-20 1510 RK2M          599 YR S54X          599 0141
QSO: 14052 CW 2021-03-20 1512 RK2M          599 YR M0DSL         599 0096
QSO: 14000 CW 2021-03-20 1515 RK2M          599 YR DD0VS         599 0032
QSO: 14000 CW 2021-03-20 1516 RK2M          599 YR F5SGI         599 0054
QSO: 14052 CW 2021-03-20 1517 RK2M          599 YR LZ3YY         599 0176
QSO: 14050 CW 2021-03-20 1518 RK2M          599 -- G4EHN         599 0006
QSO: 14052 CW 2021-03-20 1519 RK2M          599 YR DF4ZL         599 0097
QSO: 14052 CW 2021-03-20 1519 RK2M          599 YR G4IZZ         599 0126
QSO: 14052 CW 2021-03-20 1521 RK2M          599 YR SV2CLJ        599 0055
QSO: 14052 CW 2021-03-20 1522 RK2M          599 YR LZ9W          599 0422
QSO: 14052 CW 2021-03-20 1523 RK2M          599 YR IK3QAR        599 0147
QSO: 14052 CW 2021-03-20 1523 RK2M          599 YR YU1YV         599 0118
QSO: 14052 CW 2021-03-20 1524 RK2M          599 YR LZ3RR         599 0013
QSO: 14000 CW 2021-03-20 1526 RK2M          599 YR IK1RAG        599 0018
QSO: 14052 CW 2021-03-20 1526 RK2M          599 YR DK1FT         599 0153
QSO: 14052 CW 2021-03-20 1527 RK2M          599 YR DL1CW         599 0103
QSO: 14052 CW 2021-03-20 1527 RK2M          599 YR TA2DA/3       599 0064
QSO: 14052 CW 2021-03-20 1529 RK2M          599 YR DL1MAJ        599 0101
QSO: 14052 CW 2021-03-20 1529 RK2M          599 YR IZ3ETC        599 0172
QSO: 14000 CW 2021-03-20 1531 RK2M          599 YR LZ1AQ         599 0117
QSO: 14052 CW 2021-03-20 1532 RK2M          599 YR DD5M          599 0185
QSO: 14051 CW 2021-03-20 1534 RK2M          599 YR IV3FPX        599 0122
QSO: 14000 CW 2021-03-20 1535 RK2M          599 YR IW2NOY        599 0115
QSO: 14000 CW 2021-03-20 1538 RK2M          599 YR Z32U          599 0224
QSO: 14017 CW 2021-03-20 1538 RK2M          599 YR IZ4ZZB        599 0338
QSO: 14018 CW 2021-03-20 1539 RK2M          599 YR IK6QON        599 0216
QSO: 14020 CW 2021-03-20 1540 RK2M          599 YR TM2Y          599 0308
QSO: 14025 CW 2021-03-20 1541 RK2M          599 YR F8DFP         599 0024
QSO: 14000 CW 2021-03-20 1542 RK2M          599 YR Z33B          599 0136
QSO: 14038 CW 2021-03-20 1542 RK2M          599 YR IS0/OM3RM     599 0432
QSO: 14039 CW 2021-03-20 1543 RK2M          599 YR IK1JJM        599 0067
QSO:  7000 PH 2021-03-20 1555 RK2M          59 YR S51CK         59 0197
QSO:  7000 PH 2021-03-20 1556 RK2M          59 YR IK0PHY        59 0373
QSO:  7151 PH 2021-03-20 1556 RK2M          59 YR SP8R          59 0143
QSO:  7156 PH 2021-03-20 1557 RK2M          59 YR UW5ZM         59 0393
QSO:  7165 PH 2021-03-20 1557 RK2M          59 YR S52WW         59 0180
QSO:  7169 PH 2021-03-20 1558 RK2M          59 YR SO9I          59 0423
QSO:  7170 PH 2021-03-20 1558 RK2M          59 YR SP9N          59 0377
QSO:  7173 PH 2021-03-20 1559 RK2M          59 YR SN2B          59 0220
QSO:  7187 PH 2021-03-20 1559 RK2M          59 YR YT0W          59 0278
QSO:  7103 PH 2021-03-20 1601 RK2M          59 YR 9A5Y          59 0195
QSO:  7004 CW 2021-03-20 1621 RK2M          599 YR OM5ZW         599 0534
QSO:  7032 CW 2021-03-20 1622 RK2M          599 YR DL6RDE        599 0288
QSO:  7032 CW 2021-03-20 1622 RK2M          599 YR YL7X          599 0345
QSO:  7000 CW 2021-03-20 1623 RK2M          599 YR IN3NJB        599 0071
QSO:  7032 CW 2021-03-20 1626 RK2M          599 YR G4DBW         599 0088
QSO:  7032 CW 2021-03-20 1626 RK2M          599 YR LZ1QZ         599 0286
QSO:  7028 CW 2021-03-20 1632 RK2M          599 YR HA8TP         599 0189
QSO:  7032 CW 2021-03-20 1632 RK2M          599 YR OQ5M          599 0437
QSO:  7028 CW 2021-03-20 1633 RK2M          599 YR LZ3ZZ         599 0477
QSO:  7025 CW 2021-03-20 1634 RK2M          599 YR UR7GO         599 0480
QSO:  7028 CW 2021-03-20 1634 RK2M          599 YR HB9CVQ        599 0258
QSO:  7024 CW 2021-03-20 1635 RK2M          599 YR IZ4ZZB        599 0423
QSO:  7024 CW 2021-03-20 1635 RK2M          599 YR YP8T          599 0319
QSO:  7022 CW 2021-03-20 1636 RK2M          599 YR 9A7A          599 0294
QSO:  7024 CW 2021-03-20 1638 RK2M          599 YR DA2X          599 0121
QSO:  7001 CW 2021-03-20 1641 RK2M          599 YR OZ5E          599 0137
QSO:  7002 CW 2021-03-20 1642 RK2M          599 YR 4U1A          599 0570
QSO:  7002 CW 2021-03-20 1642 RK2M          599 YR YP0HQ         599 0217
QSO:  7004 CW 2021-03-20 1643 RK2M          599 YR G6T           599 0325
QSO:  7005 CW 2021-03-20 1643 RK2M          599 YR HB7X          599 0352
QSO:  7007 CW 2021-03-20 1644 RK2M          599 YR SV5DKL        599 0360
QSO:  7007 CW 2021-03-20 1646 RK2M          599 YR HB9ARF        599 0208
QSO:  7008 CW 2021-03-20 1647 RK2M          599 YR IK4VET        599 0090
QSO:  7008 CW 2021-03-20 1648 RK2M          599 YR SM2U          599 0217
QSO:  7009 CW 2021-03-20 1649 RK2M          599 YR HA8DU         599 0370
QSO:  7014 CW 2021-03-20 1707 RK2M          599 YR DL5YM         599 0211
QSO:  7017 CW 2021-03-20 1709 RK2M          599 YR YO3LW         599 0255
QSO:  7017 CW 2021-03-20 1710 RK2M          599 YR SP3HLM        599 0284
QSO:  7018 CW 2021-03-20 1711 RK2M          599 YR DL6KVA        599 0350
QSO:  7020 CW 2021-03-20 1712 RK2M          599 YR HG7T          599 0151
QSO:  7021 CW 2021-03-20 1713 RK2M          599 YR SP8R          599 0347
QSO:  7023 CW 2021-03-20 1715 RK2M          599 YR YR9F          599 0174
QSO:  7024 CW 2021-03-20 1716 RK2M          599 YR DD2D          599 0404
QSO:  7029 CW 2021-03-20 1722 RK2M          599 YR DL2SAX        599 0411
QSO:  7029 CW 2021-03-20 1722 RK2M          599 YR SN7Q          599 0507
QSO:  7030 CW 2021-03-20 1723 RK2M          599 YR DL5LYM        599 0215
QSO:  3500 PH 2021-03-20 1728 RK2M          59 YR YU1IQR        59 0052
QSO:  3775 PH 2021-03-20 1733 RK2M          59 YR SP8K          59 0263
QSO:  3742 PH 2021-03-20 1736 RK2M          59 YR EW4A          59 0155
QSO:  3530 PH 2021-03-20 1747 RK2M          59 YR UY1IP         59 0166
QSO:  3533 CW 2021-03-20 1753 RK2M          599 YR EV5A          599 0216
QSO:  3500 CW 2021-03-20 1759 RK2M          599 YR DD7NT         599 0105
QSO:  3524 CW 2021-03-20 1800 RK2M          599 YR OL5Y          599 0356
QSO:  3524 CW 2021-03-20 1800 RK2M          599 YR UW5Y          599 0111
QSO:  3524 CW 2021-03-20 1802 RK2M          599 YR E74O          599 0097
QSO:  3524 CW 2021-03-20 1802 RK2M          599 YR OH2BA         599 0245
QSO:  3524 CW 2021-03-20 1803 RK2M          599 YR UW1M          599 0720
QSO:  3524 CW 2021-03-20 1804 RK2M          599 YR HA7UI         599 0284
QSO:  3524 CW 2021-03-20 1807 RK2M          599 YR SE6U          599 0021
QSO:  3524 CW 2021-03-20 1808 RK2M          599 YR IZ5DIY        599 0051
QSO:  3524 CW 2021-03-20 1809 RK2M          599 YR EU4E          599 0192
QSO:  3524 CW 2021-03-20 1810 RK2M          599 YR HA6FQ         599 0228
QSO:  3524 CW 2021-03-20 1810 RK2M          599 YR OM8AQ         599 0042
QSO:  3524 CW 2021-03-20 1811 RK2M          599 YR PA9M          599 0200
QSO:  3524 CW 2021-03-20 1813 RK2M          599 YR UT4LW         599 0717
QSO:  3524 CW 2021-03-20 1815 RK2M          599 YR DC6O          599 0338
QSO:  3524 CW 2021-03-20 1822 RK2M          599 YR EU8U          599 0516
QSO:  3524 CW 2021-03-20 1822 RK2M          599 YR SP2LNW        599 0429
QSO:  3524 CW 2021-03-20 1822 RK2M          599 YR US7IY         599 0280
QSO:  3524 CW 2021-03-20 1823 RK2M          599 YR HG6O          599 0359
QSO:  3524 CW 2021-03-20 1823 RK2M          599 YR LZ7Y          599 0079
QSO:  3524 CW 2021-03-20 1824 RK2M          599 YR OK2ZV         599 0239
QSO:  3524 CW 2021-03-20 1826 RK2M          599 YR SE5E          599 0464
QSO:  3500 CW 2021-03-20 1828 RK2M          599 YR SP9FMP        599 0017
QSO:  3524 CW 2021-03-20 1829 RK2M          599 YR YO7CW         599 0251
QSO:  3500 CW 2021-03-20 1830 RK2M          599 YR LZ3SM         599 0034
QSO:  3524 CW 2021-03-20 1830 RK2M          599 YR LZ1GE         599 0042
QSO:  3500 CW 2021-03-20 1831 RK2M          599 YR DL5CL         599 0031
QSO:  3524 CW 2021-03-20 1832 RK2M          599 YR OK6DJ         599 0017
QSO:  3524 CW 2021-03-20 1833 RK2M          599 YR 9A5Y          599 0152
QSO:  3524 CW 2021-03-20 1833 RK2M          599 YR YO9WF         599 0587
QSO:  3524 CW 2021-03-20 1834 RK2M          599 YR LY2J          599 0288
QSO:  3524 CW 2021-03-20 1834 RK2M          599 YR YO4RDW        599 0184
QSO:  3524 CW 2021-03-20 1835 RK2M          599 YR PA6X          599 0048
QSO:  3524 CW 2021-03-20 1835 RK2M          599 YR SN8T          599 0056
QSO:  3500 CW 2021-03-20 1837 RK2M          599 YR OK1MDK        599 0112
QSO:  3524 CW 2021-03-20 1838 RK2M          599 YR OG3B          599 0189
QSO:  3524 CW 2021-03-20 1840 RK2M          599 YR DA2X          599 0166
QSO:  3524 CW 2021-03-20 1840 RK2M          599 YR DL9EE         599 0406
QSO:  3524 CW 2021-03-20 1842 RK2M          599 YR DJ9RR         599 0220
QSO:  3524 CW 2021-03-20 1843 RK2M          599 YR LY9A          599 0346
QSO:  3524 CW 2021-03-20 1844 RK2M          599 YR LY2MM         599 0247
QSO:  3524 CW 2021-03-20 1846 RK2M          599 YR 9A3B          599 0166
QSO:  3524 CW 2021-03-20 1847 RK2M          599 YR YL1ZF         599 0437
QSO:  3530 CW 2021-03-20 1848 RK2M          599 YR UR4MF         599 0105
QSO:  3524 CW 2021-03-20 1849 RK2M          599 YR D1M           599 0163
QSO:  3524 CW 2021-03-20 1849 RK2M          599 YR EW8DX         599 0529
QSO:  3524 CW 2021-03-20 1849 RK2M          599 YR SP4JCQ        599 0397
QSO:  3524 CW 2021-03-20 1852 RK2M          599 YR OE1TKW        599 0279
QSO:  3500 CW 2021-03-20 1857 RK2M          599 YR UR7MZ         599 0460
QSO:  3524 CW 2021-03-20 1857 RK2M          599 YR HG6N          599 1086
QSO:  3524 CW 2021-03-20 1858 RK2M          599 YR UP5B          599 0105
QSO:  3524 CW 2021-03-20 1858 RK2M          599 YR UR7GO         599 0725
QSO:  3524 CW 2021-03-20 1859 RK2M          599 YR LZ1QV         599 0121
QSO:  3524 CW 2021-03-20 1900 RK2M          599 YR D1CTT         599 0199
QSO:  3524 CW 2021-03-20 1902 RK2M          599 YR PA3AAV        599 0602
QSO:  3524 CW 2021-03-20 1902 RK2M          599 YR YU5R          599 0133
QSO:  3500 CW 2021-03-20 1903 RK2M          599 YR IK0MHR        599 0011
QSO:  3524 CW 2021-03-20 1903 RK2M          599 YR YL3FW         599 0182
QSO:  3524 CW 2021-03-20 1905 RK2M          599 YR DL5LYM        599 0300
QSO:  3524 CW 2021-03-20 1907 RK2M          599 YR SQ3RX         599 0405
QSO:  3524 CW 2021-03-20 1909 RK2M          599 YR DM7EE         599 0221
QSO:  3524 CW 2021-03-20 1911 RK2M          599 YR DL3JAN        599 0087
QSO:  3524 CW 2021-03-20 1912 RK2M          599 YR SQ8N          599 0110
QSO:  3500 CW 2021-03-20 1914 RK2M          599 YR UN7JX         599 0195
QSO:  3524 CW 2021-03-20 1916 RK2M          599 YR SP7AH         599 0142
QSO:  3524 CW 2021-03-20 1916 RK2M          599 YR UT7CR         599 0811
QSO:  3524 CW 2021-03-20 1917 RK2M          599 YR 9A7A          599 0223
QSO:  3524 CW 2021-03-20 1918 RK2M          599 YR HA8JV         599 0364
QSO:  3524 CW 2021-03-20 1919 RK2M          599 YR OL4W          599 0116
QSO:  3524 CW 2021-03-20 1919 RK2M          599 YR YU1YV         599 0254
QSO:  3524 CW 2021-03-20 1920 RK2M          599 YR YT1HA         599 0284
QSO:  3524 CW 2021-03-20 1924 RK2M          599 YR F6DCQ         599 0221
QSO:  1852 PH 2021-03-20 1935 RK2M          59 YR LY4A          59 0813
QSO:  1826 CW 2021-03-20 1945 RK2M          599 YR SM2U          599 0084
QSO:  1833 CW 2021-03-20 1955 RK2M          599 YR EU8U          599 0667
QSO:  1829 CW 2021-03-20 2006 RK2M          599 YR OG7F          599 0149
QSO:  1829 CW 2021-03-20 2010 RK2M          599 YR OG4T          599 0155
QSO:  1822 CW 2021-03-20 2013 RK2M          599 YR 9A5W          599 0301
QSO:  1825 CW 2021-03-20 2014 RK2M          599 YR LY5W          599 0049
QSO:  3504 CW 2021-03-20 2038 RK2M          599 YR OQ5M          599 0937
QSO:  3509 CW 2021-03-20 2039 RK2M          599 YR CR6K          599 1339
QSO:  3515 CW 2021-03-20 2040 RK2M          599 YR OH0T          599 1409
QSO:  3522 CW 2021-03-20 2046 RK2M          599 YR EW4A          599 0356
QSO:  3523 CW 2021-03-20 2048 RK2M          599 YR YL3GX         599 0154
QSO:  3523 CW 2021-03-20 2049 RK2M          599 YR ES3RF         599 0042
QSO:  3500 CW 2021-03-20 2050 RK2M          599 YR LZ1AQ         599 0296
QSO:  3523 CW 2021-03-20 2051 RK2M          599 YR DD5M          599 0385
QSO:  3523 CW 2021-03-20 2052 RK2M          599 YR UT9EZ         599 0248
QSO:  3523 CW 2021-03-20 2054 RK2M          599 YR OM8ON         599 0210
QSO:  3524 CW 2021-03-20 2101 RK2M          599 YR DL4ME         599 0340
QSO:  3524 CW 2021-03-20 2101 RK2M          599 YR EA4R          599 0500
QSO:  3523 CW 2021-03-20 2102 RK2M          599 YR UV1IX         599 0175
QSO:  3523 CW 2021-03-20 2102 RK2M          599 YR YO8DOH        599 0431
QSO:  3524 CW 2021-03-20 2103 RK2M          599 YR LZ1QZ         599 0470
QSO:  3523 CW 2021-03-20 2105 RK2M          599 YR UP7L          599 0552
QSO:  7025 CW 2021-03-20 2112 RK2M          599 YR DL9EE         599 0560
QSO:  7030 CW 2021-03-20 2115 RK2M          599 YR 3V8SS         599 1071
QSO:  7036 CW 2021-03-20 2117 RK2M          599 YR HB9ON         599 0184
QSO:  7037 CW 2021-03-20 2118 RK2M          599 YR IS0/OM3RM     599 1013
QSO:  7002 CW 2021-03-20 2119 RK2M          599 YR 9A3XV         599 0138
QSO:  7002 CW 2021-03-20 2120 RK2M          599 YR UW5Y          599 0781
QSO:  7003 CW 2021-03-20 2121 RK2M          599 YR YU1A          599 0564
QSO:  7011 CW 2021-03-20 2126 RK2M          599 YR YO4DW         599 0410
QSO:  7012 CW 2021-03-20 2126 RK2M          599 YR YP0K          599 0468
QSO:  7014 CW 2021-03-20 2128 RK2M          599 YR OL7O          599 0230
QSO:  7017 CW 2021-03-20 2128 RK2M          599 YR YT4W          599 0794
QSO:  7018 CW 2021-03-20 2129 RK2M          599 YR S53BB         599 0223
QSO:  7019 CW 2021-03-20 2129 RK2M          599 YR P3X           599 1784
QSO:  7023 CW 2021-03-20 2131 RK2M          599 YR 9A5Y          599 0578
QSO:  7023 CW 2021-03-20 2131 RK2M          599 YR F6IRA         599 0511
QSO:  7023 CW 2021-03-20 2131 RK2M          599 YR IK2SND        599 0520
QSO:  7023 CW 2021-03-20 2132 RK2M          599 YR DJ3XA         599 0070
QSO:  7023 CW 2021-03-20 2132 RK2M          599 YR G3RLE         599 0038
QSO:  7022 CW 2021-03-20 2133 RK2M          599 YR SP6MQO        599 0002
QSO:  7023 CW 2021-03-20 2134 RK2M          599 YR DL3JAN        599 0255
