START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: WW_PMC
CALLSIGN: LZ3QE
CATEGORY: ALL - All bands low power CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14000 CW 2025-01-04 1200 LZ3QE         599 20         RW3AI         599 MOS*      
QSO: 14000 CW 2025-01-04 1200 LZ3QE         599 20         YU3M          599 15        
QSO: 14000 CW 2025-01-04 1202 LZ3QE         599 20         OK1KKI        599 PRA*      
QSO: 14000 CW 2025-01-04 1203 LZ3QE         599 20         RV6HV         599 16        
QSO: 14000 CW 2025-01-04 1203 LZ3QE         599 20         PA3DRL        599 ARN*      
QSO: 14000 CW 2025-01-04 1205 LZ3QE         599 20         EV6Z          599 16        
QSO: 14000 CW 2025-01-04 1206 LZ3QE         599 20         OU2I          599 KOB*      
QSO: 14000 CW 2025-01-04 1210 LZ3QE         599 20         SQ9FMU        599 15        
QSO: 14000 CW 2025-01-04 1213 LZ3QE         599 20         OM7AT         599 15        
QSO: 14000 CW 2025-01-04 1218 LZ3QE         599 20         S58M          599 15        
QSO: 14000 CW 2025-01-04 1219 LZ3QE         599 20         YT2ISM        599 15        
QSO: 14000 CW 2025-01-04 1220 LZ3QE         599 20         LZ1ND         599 20        
QSO: 14000 CW 2025-01-04 1221 LZ3QE         599 20         SE4E          599 STO*      
QSO: 14000 CW 2025-01-04 1222 LZ3QE         599 20         HG6O          599 15        
QSO: 14000 CW 2025-01-04 1224 LZ3QE         599 20         EW1TZ         599 MIN*      
QSO: 14000 CW 2025-01-04 1225 LZ3QE         599 20         HA1DAE        599 15        
QSO: 14000 CW 2025-01-04 1230 LZ3QE         599 20         ON4DN         599 14        
QSO: 14000 CW 2025-01-04 1232 LZ3QE         599 20         US3EW         599 16        
QSO: 14000 CW 2025-01-04 1234 LZ3QE         599 20         PA2VS         599 14        
QSO: 14000 CW 2025-01-04 1236 LZ3QE         599 20         OK1TDX        599 15        
QSO: 14000 CW 2025-01-04 1238 LZ3QE         599 20         OK6OK         599 15        
QSO: 14000 CW 2025-01-04 1238 LZ3QE         599 20         S51W          599 15        
QSO: 14000 CW 2025-01-04 1240 LZ3QE         599 20         PE2K          599 14        
QSO: 14000 CW 2025-01-04 1241 LZ3QE         599 20         LY2BAA        599 15        
QSO: 14000 CW 2025-01-04 1241 LZ3QE         599 20         DJ1PQ         599 14        
QSO: 14000 CW 2025-01-04 1244 LZ3QE         599 20         SM5S          599 14        
QSO: 21000 CW 2025-01-04 1246 LZ3QE         599 20         S58Y          599 LJA*      
QSO: 21000 CW 2025-01-04 1247 LZ3QE         599 20         UA9QCQ        599 17        
QSO: 21000 CW 2025-01-04 1248 LZ3QE         599 20         SD6M          599 14        
QSO: 21000 CW 2025-01-04 1249 LZ3QE         599 20         UA6AK         599 16        
QSO: 21000 CW 2025-01-04 1250 LZ3QE         599 20         SO5N          599 WAR*      
QSO: 21000 CW 2025-01-04 1251 LZ3QE         599 20         S57Q          599 15        
QSO: 21000 CW 2025-01-04 1252 LZ3QE         599 20         SC6O          599 STO*      
QSO: 21000 CW 2025-01-04 1254 LZ3QE         599 20         RN2FQ         599 15        
QSO: 21000 CW 2025-01-04 1255 LZ3QE         599 20         UV1IX         599 16        
QSO: 21000 CW 2025-01-04 1255 LZ3QE         599 20         RA9AP         599 17        
QSO: 21000 CW 2025-01-04 1256 LZ3QE         599 20         UA6GO         599 16        
QSO: 21000 CW 2025-01-04 1256 LZ3QE         599 20         SE6K          599 14        
QSO: 21000 CW 2025-01-04 1257 LZ3QE         599 20         UN8PT         599 17        
QSO: 21000 CW 2025-01-04 1257 LZ3QE         599 20         OK2BRJ        599 15        
QSO: 21000 CW 2025-01-04 1300 LZ3QE         599 20         LA2XNA        599 14        
QSO: 21000 CW 2025-01-04 1301 LZ3QE         599 20         OK5SA         599 15        
QSO: 21000 CW 2025-01-04 1301 LZ3QE         599 20         F6GCI         599 14        
QSO: 21000 CW 2025-01-04 1301 LZ3QE         599 20         UA3RBR        599 16        
QSO: 21000 CW 2025-01-04 1302 LZ3QE         599 20         RA3XCZ        599 16        
QSO: 21000 CW 2025-01-04 1303 LZ3QE         599 20         IK1RQQ        599 15        
QSO: 21000 CW 2025-01-04 1303 LZ3QE         599 20         PC1PM         599 ARN*      
QSO: 21000 CW 2025-01-04 1304 LZ3QE         599 20         OK6OK         599 15        
QSO: 21000 CW 2025-01-04 1304 LZ3QE         599 20         LC2F          599 14        
QSO: 21000 CW 2025-01-04 1305 LZ3QE         599 20         S52AW         599 LJA       
QSO: 21000 CW 2025-01-04 1306 LZ3QE         599 20         S51Z          599 LJA       
QSO: 21000 CW 2025-01-04 1306 LZ3QE         599 20         EW1TO         599 MIN*      
QSO: 21000 CW 2025-01-04 1307 LZ3QE         599 20         DF6RI         599 14        
QSO: 21000 CW 2025-01-04 1307 LZ3QE         599 20         K1ZZ          599 5         
QSO: 21000 CW 2025-01-04 1309 LZ3QE         599 20         RV6HV         599 16        
QSO: 21000 CW 2025-01-04 1312 LZ3QE         599 20         SD1A          599 14        
QSO: 21000 CW 2025-01-04 1312 LZ3QE         599 20         S52P          599 SLG*      
QSO: 21000 CW 2025-01-04 1313 LZ3QE         599 20         RK3P          599 16        
QSO: 21000 CW 2025-01-04 1313 LZ3QE         599 20         R4BZ          599 VOL*      
QSO: 21000 CW 2025-01-04 1314 LZ3QE         599 20         RT1I          599 17        
QSO: 21000 CW 2025-01-04 1316 LZ3QE         599 20         EA1G          599 14        
QSO: 21000 CW 2025-01-04 1316 LZ3QE         599 20         RT6N          599 16        
QSO: 21000 CW 2025-01-04 1317 LZ3QE         599 20         S59AA         599 LJA       
QSO: 21000 CW 2025-01-04 1318 LZ3QE         599 20         S51W          599 15        
QSO: 21000 CW 2025-01-04 1319 LZ3QE         599 20         S59DCD        599 SLG       
QSO: 21000 CW 2025-01-04 1320 LZ3QE         599 20         S52W          599 15        
QSO: 21000 CW 2025-01-04 1320 LZ3QE         599 20         PA3FQA        599 ARN       
QSO: 21000 CW 2025-01-04 1321 LZ3QE         599 20         OH7CW         599 15        
QSO: 21000 CW 2025-01-04 1324 LZ3QE         599 20         UA3PSV        599 16        
QSO: 21000 CW 2025-01-04 1325 LZ3QE         599 20         OU2I          599 KOB*      
QSO: 21000 CW 2025-01-04 1325 LZ3QE         599 20         YL7X          599 15        
QSO: 21000 CW 2025-01-04 1326 LZ3QE         599 20         RK4HYT        599 16        
QSO: 21000 CW 2025-01-04 1327 LZ3QE         599 20         DM4KM         599 14        
QSO: 21000 CW 2025-01-04 1327 LZ3QE         599 20         ES3RF         599 15        
QSO: 21000 CW 2025-01-04 1327 LZ3QE         599 20         IZ3NVR        599 15        
QSO: 21000 CW 2025-01-04 1328 LZ3QE         599 20         UA9XO         599 17        
QSO: 21000 CW 2025-01-04 1329 LZ3QE         599 20         DO6SR         599 14        
QSO: 21000 CW 2025-01-04 1333 LZ3QE         599 20         DO2XU         599 14        
QSO: 21000 CW 2025-01-04 1334 LZ3QE         599 20         R1QE          599 16        
QSO: 21000 CW 2025-01-04 1334 LZ3QE         599 20         PA3DRL        599 ARN       
QSO: 21000 CW 2025-01-04 1335 LZ3QE         599 20         EV6Z          599 16        
QSO: 21000 CW 2025-01-04 1336 LZ3QE         599 20         RV3ZN         599 16        
QSO: 21000 CW 2025-01-04 1337 LZ3QE         599 20         LY2BAA        599 15        
QSO: 21000 CW 2025-01-04 1337 LZ3QE         599 20         RW4HFH        599 16        
QSO: 21000 CW 2025-01-04 1340 LZ3QE         599 20         OK1OA         599 PRA*      
QSO: 21000 CW 2025-01-04 1340 LZ3QE         599 20         4X1ST         599 20        
QSO: 21000 CW 2025-01-04 1342 LZ3QE         599 20         HB9HKN        599 14        
