START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: REF-SSB
CALLSIGN: F6BNX
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F6BNX
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for REF-SSB REF/2024/SSB.
QSO: 14000PH 2024-02-24 1434 F6CQI F6BNX         59 06 59            49
QSO:  3643 PH 2024-02-24 0843 F6BNX         59 06 F1RHS         59 82
QSO:  3500 PH 2024-02-24 0847 F6BNX         59 06 F6GOE         59 19
QSO:  7072 PH 2024-02-24 0913 F6BNX         59 06 F6KLO         59 19
QSO:  7171 PH 2024-02-24 0940 F6BNX         59 06 TM2T          59 13
QSO:  7000 PH 2024-02-24 0943 F6BNX         59 06 F6KMC         59 47
QSO:  7134 PH 2024-02-24 0946 F6BNX         59 06 F8BMG         59 32
QSO:  7000 PH 2024-02-24 0949 F6BNX         59 06 F9LM          59 24
QSO:  7111 PH 2024-02-24 0955 F6BNX         59 06 TM6Y          59 46
QSO:  7000 PH 2024-02-24 1001 F6BNX         59 06 F5KSE         59 31
QSO: 14000 PH 2024-02-24 1031 F6BNX         59 06 F4FVW         59 08
QSO: 14120 PH 2024-02-24 1034 F6BNX         59 06 F5IRP         59 85
QSO: 14150 PH 2024-02-24 1041 F6BNX         59 06 9A/F5SNJ      59 086
QSO: 14000 PH 2024-02-24 1044 F6BNX         59 06 F4KJP         59 08
QSO: 14289 PH 2024-02-24 1047 F6BNX         59 06 F4IMK         59 14
QSO: 14000 PH 2024-02-24 1149 F6BNX         59 06 F8EMH         59 54
QSO: 14000 PH 2024-02-24 1154 F6BNX         59 06 TM2RJ         59 45
QSO: 14000 PH 2024-02-24 1158 F6BNX         59 06 F4JEJ         59 76
QSO: 14000 PH 2024-02-24 1200 F6BNX         59 06 F6AXN         59 28
QSO: 14175 PH 2024-02-24 1202 F6BNX         59 06 F6KOP         59 77
QSO: 14000 PH 2024-02-24 1204 F6BNX         59 06 TM3RH         59 57
QSO: 14205 PH 2024-02-24 1207 F6BNX         59 06 S51CK         59 0110
QSO: 14270 PH 2024-02-24 1211 F6BNX         59 06 EA1FHQ        59 0162
QSO: 14000 PH 2024-02-24 1217 F6BNX         59 06 F6FET         59 53
QSO: 14155 PH 2024-02-24 1221 F6BNX         59 06 F6KNB         59 33
QSO: 14164 PH 2024-02-24 1225 F6BNX         59 06 F4EMI         59 85
QSO: 14000 PH 2024-02-24 1231 F6BNX         59 06 F6DZU         59 40
QSO: 14254 PH 2024-02-24 1236 F6BNX         59 06 PB6W          59 0124
QSO: 14000 PH 2024-02-24 1240 F6BNX         59 06 TM3E          59 33
QSO: 14000 PH 2024-02-24 1243 F6BNX         59 06 F4FSV         59 64
QSO: 14000 PH 2024-02-24 1247 F6BNX         59 06 F6GCT         59 77
QSO: 14218 PH 2024-02-24 1249 F6BNX         59 06 TM0P          59 75
QSO: 14000 PH 2024-02-24 1256 F6BNX         59 06 F5MFI         59 45
QSO: 14000 PH 2024-02-24 1300 F6BNX         59 06 HA5PHK        59 0298
QSO: 14000 PH 2024-02-24 1304 F6BNX         59 06 F1DCX         59 17
QSO: 14151 PH 2024-02-24 1308 F6BNX         59 06 F5HIJ         59 33
QSO: 14140 PH 2024-02-24 1312 F6BNX         59 06 IT9UFP        59 034
QSO: 14188 PH 2024-02-24 1317 F6BNX         59 06 PD8DX         59 0011
QSO: 14000 PH 2024-02-24 1319 F6BNX         59 06 F6GNG         59 76
QSO: 14000 PH 2024-02-24 1322 F6BNX         59 06 F4JUQ         59 28
QSO: 14227 PH 2024-02-24 1324 F6BNX         59 06 F5KAR         59 76
QSO: 14000 PH 2024-02-24 1329 F6BNX         59 06 F5RAV         59 27
QSO: 14157 PH 2024-02-24 1333 F6BNX         59 06 2E0INN        59 0097
QSO: 14000 PH 2024-02-24 1336 F6BNX         59 06 F6KJU         59 59
QSO: 14139 PH 2024-02-24 1338 F6BNX         59 06 F5PHW         59 56
QSO: 14000 PH 2024-02-24 1342 F6BNX         59 06 TM4A          59 79
QSO: 14187 PH 2024-02-24 1343 F6BNX         59 06 F6REF         59 00
QSO: 14242 PH 2024-02-24 1349 F6BNX         59 06 UR2Y          59 0142
QSO: 14000 PH 2024-02-24 1357 F6BNX         59 06 OS8L          59 0077
QSO: 14000 PH 2024-02-24 1358 F6BNX         59 06 F1TZE         59 60
QSO: 14000 PH 2024-02-24 1359 F6BNX         59 06 F4CYQ         59 40
QSO: 14000 PH 2024-02-24 1359 F6BNX         59 06 F4LAN         59 40
QSO: 14000 PH 2024-02-24 1401 F6BNX         59 06 F6BQG         59 35
QSO: 14200 PH 2024-02-24 1402 F6BNX         59 06 ON8BM         59 0129
QSO: 14000 PH 2024-02-24 1404 F6BNX         59 06 F4JJC         59 91
QSO: 14000 PH 2024-02-24 1408 F6BNX         59 06 F4HQB         59 62
QSO: 14000 PH 2024-02-24 1426 F6BNX         59 06 F4HAQ         59 61
QSO: 14123 PH 2024-02-24 1430 F6BNX         59 06 PE1FTV        59 0021
QSO: 14000 PH 2024-02-24 1432 F6BNX         59 06 PD5BS         59 041
QSO: 14000 PH 2024-02-24 1435 F6BNX         59 06 F1IWH         59 33
QSO: 14000 PH 2024-02-24 1437 F6BNX         59 06 F5KEQ         59 44
QSO: 14123 PH 2024-02-24 1437 F6BNX         59 06 SP9EML        59 0005
QSO: 14000 PH 2024-02-24 1439 F6BNX         59 06 F5NFS         59 56
QSO: 14122 PH 2024-02-24 1443 F6BNX         59 06 TM1D          59 83
QSO: 14123 PH 2024-02-24 1443 F6BNX         59 06 PE1GWX        59 0012
QSO: 14000 PH 2024-02-24 1444 F6BNX         59 06 TM5E          59 76
QSO: 14000 PH 2024-02-24 1445 F6BNX         59 06 F4LEV         59 14
QSO: 14123 PH 2024-02-24 1445 F6BNX         59 06 F6CZV         59 92
QSO: 14000 PH 2024-02-24 1446 F6BNX         59 06 F5PGT         59 22
QSO: 14123 PH 2024-02-24 1447 F6BNX         59 06 ON3UI         59 0044
QSO: 14123 PH 2024-02-24 1448 F6BNX         59 06 PE1EWR        59 0033
QSO: 14123 PH 2024-02-24 1449 F6BNX         59 06 F4JIK         59 78
QSO: 14000 PH 2024-02-24 1450 F6BNX         59 06 ON9AT         59 0075
QSO: 14000 PH 2024-02-24 1451 F6BNX         59 06 F4KNS         59 28
QSO: 14123 PH 2024-02-24 1451 F6BNX         59 06 IU8LUM        59 033
QSO: 14122 PH 2024-02-24 1452 F6BNX         59 06 F1RHS         59 82
QSO: 14000 PH 2024-02-24 1453 F6BNX         59 06 F6BLU         59 56
QSO: 14123 PH 2024-02-24 1454 F6BNX         59 06 OK1BR         59 039
QSO: 14123 PH 2024-02-24 1455 F6BNX         59 06 DJ6DO         59 0036
QSO: 14000 PH 2024-02-24 1456 F6BNX         59 06 F5HHW         59 27
QSO: 14000 PH 2024-02-24 1456 F6BNX         59 06 F8DCZ         59 56
QSO: 14000 PH 2024-02-24 1457 F6BNX         59 06 F4ECU         59 02
QSO: 14123 PH 2024-02-24 1458 F6BNX         59 06 M6EAM         59 045
QSO: 14000 PH 2024-02-24 1501 F6BNX         59 06 F4JEJ         59 76
QSO: 14123 PH 2024-02-24 1501 F6BNX         59 06 IU8RIA        59 261
QSO: 14123 PH 2024-02-24 1504 F6BNX         59 06 F5FDC         59 82
QSO: 14122 PH 2024-02-24 1505 F6BNX         59 06 HA1WD         59 013
QSO: 14123 PH 2024-02-24 1505 F6BNX         59 06 F4BDG         59 77
QSO: 14000 PH 2024-02-24 1506 F6BNX         59 06 F4TXU         59 30
QSO: 14123 PH 2024-02-24 1507 F6BNX         59 06 F2FZ          59 47
QSO: 14122 PH 2024-02-24 1508 F6BNX         59 06 F6KFV         59 78
QSO: 14000 PH 2024-02-24 1509 F6BNX         59 06 F5AAR         59 49
QSO: 14123 PH 2024-02-24 1509 F6BNX         59 06 RZ3Z          59 0065
QSO: 14000 PH 2024-02-24 1510 F6BNX         59 06 ON5HE         59 0144
QSO: 14123 PH 2024-02-24 1510 F6BNX         59 06 F4ITQ         59 29
QSO: 14123 PH 2024-02-24 1512 F6BNX         59 06 F4CWN         59 32
QSO: 14000 PH 2024-02-24 1513 F6BNX         59 06 F4HWF         59 59
QSO: 14000 PH 2024-02-24 1513 F6BNX         59 06 F4IDN         59 49
QSO: 14123 PH 2024-02-24 1513 F6BNX         59 06 F4KKF         59 13
QSO: 14000 PH 2024-02-24 1515 F6BNX         59 06 F4CTJ         59 76
QSO: 14000 PH 2024-02-24 1515 F6BNX         59 06 F5NHJ         59 49
QSO: 14123 PH 2024-02-24 1516 F6BNX         59 06 F5RKG         59 59
QSO: 14000 PH 2024-02-24 1517 F6BNX         59 06 F9SS          59 77
QSO: 14000 PH 2024-02-24 1517 F6BNX         59 06 ON3ONX        59 0139
QSO: 14123 PH 2024-02-24 1519 F6BNX         59 06 M0MPM         59 001
QSO: 14123 PH 2024-02-24 1519 F6BNX         59 06 TM4K          59 03
QSO: 14000 PH 2024-02-24 1520 F6BNX         59 06 F4DPW         59 95
QSO: 14000 PH 2024-02-24 1521 F6BNX         59 06 F5JU          59 35
QSO: 14000 PH 2024-02-24 1522 F6BNX         59 06 F5MA          59 78
QSO: 14123 PH 2024-02-24 1522 F6BNX         59 06 F6IIT         59 86
QSO: 14123 PH 2024-02-24 1523 F6BNX         59 06 DC5CH         59 145
QSO: 14255 PH 2024-02-24 1523 F6BNX         59 06 DD0VE         59 074
QSO: 14123 PH 2024-02-24 1524 F6BNX         59 06 CT2IXX        59 0003
QSO: 14123 PH 2024-02-24 1524 F6BNX         59 06 F6AUS         59 79
QSO: 14123 PH 2024-02-24 1525 F6BNX         59 06 SM5JVF        59 0070
QSO: 14000 PH 2024-02-24 1527 F6BNX         59 06 F1BZG         59 45
QSO: 14000 PH 2024-02-24 1527 F6BNX         59 06 F4ILK         59 49
QSO: 14000 PH 2024-02-24 1527 F6BNX         59 06 F4KIP         59 57
QSO: 14000 PH 2024-02-24 1527 F6BNX         59 06 F8KGN         59 59
