START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2016
CALLSIGN: OK2ABU
OPERATORS: OK2ABU
CATEGORY: SINGLE-OP 15M LOWSINGLE-OP 20M LOWSINGLE-OP 40M LOWSINGLE-OP 80M LOWSINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 80M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14000 CW 2016-11-12 1200 OK2ABU        599 GZS        UT8AL         599 1         
QSO: 14000 CW 2016-11-12 1201 OK2ABU        599 GZS        OH3KAV        599 1         
QSO: 14000 CW 2016-11-12 1202 OK2ABU        599 GZS        RW4LR         599 1         
QSO: 14000 CW 2016-11-12 1202 OK2ABU        599 GZS        F6GVC         599 1         
QSO: 14000 CW 2016-11-12 1203 OK2ABU        599 GZS        RA3MD         599 3         
QSO: 14000 CW 2016-11-12 1204 OK2ABU        599 GZS        EU6DX         599 2         
QSO: 14000 CW 2016-11-12 1204 OK2ABU        599 GZS        RN3S          599 2         
QSO: 14000 CW 2016-11-12 1205 OK2ABU        599 GZS        LA2HFA        599 2         
QSO: 14000 CW 2016-11-12 1205 OK2ABU        599 GZS        LA7SI         599 2         
QSO: 14000 CW 2016-11-12 1206 OK2ABU        599 GZS        RX9CM         599 3         
QSO: 14000 CW 2016-11-12 1208 OK2ABU        599 GZS        RN3YA         599 2         
QSO: 14000 CW 2016-11-12 1208 OK2ABU        599 GZS        RU4LM         599 6         
QSO: 14000 CW 2016-11-12 1209 OK2ABU        599 GZS        LZ1VQ         599 3         
QSO: 14000 CW 2016-11-12 1210 OK2ABU        599 GZS        RC9J          599 2         
QSO: 14000 CW 2016-11-12 1210 OK2ABU        599 GZS        UN7CN         599 1         
QSO: 14000 CW 2016-11-12 1211 OK2ABU        599 GZS        LZ2CH         599 3         
QSO: 14000 CW 2016-11-12 1212 OK2ABU        599 GZS        EU6A          599 1         
QSO: 14000 CW 2016-11-12 1212 OK2ABU        599 GZS        RX3AP         599 3         
QSO: 14000 CW 2016-11-12 1213 OK2ABU        599 GZS        UA3QGT        599 11        
QSO: 14000 CW 2016-11-12 1213 OK2ABU        599 GZS        RA1TU         599 10        
QSO: 14000 CW 2016-11-12 1214 OK2ABU        599 GZS        RN4CN         599 10        
QSO: 14000 CW 2016-11-12 1215 OK2ABU        599 GZS        LZ1DQ         599 8         
QSO: 14000 CW 2016-11-12 1215 OK2ABU        599 GZS        UC5D          599 7         
QSO: 14000 CW 2016-11-12 1216 OK2ABU        599 GZS        UA4QK         599 5         
QSO: 14000 CW 2016-11-12 1216 OK2ABU        599 GZS        RU4SO         599 16        
QSO: 14000 CW 2016-11-12 1217 OK2ABU        599 GZS        RA3XCZ        599 5         
QSO: 14000 CW 2016-11-12 1217 OK2ABU        599 GZS        R3MU          599 13        
QSO: 14000 CW 2016-11-12 1218 OK2ABU        599 GZS        UY5ZI         599 4         
QSO: 14000 CW 2016-11-12 1218 OK2ABU        599 GZS        RN4W          599 22        
QSO: 14000 CW 2016-11-12 1219 OK2ABU        599 GZS        OH2VZ         599 13        
QSO: 14000 CW 2016-11-12 1219 OK2ABU        599 GZS        R4YY          599 4         
QSO: 14000 CW 2016-11-12 1219 OK2ABU        599 GZS        W3DA          599 7         
QSO: 14000 CW 2016-11-12 1220 OK2ABU        599 GZS        R3VL          599 12        
QSO: 14000 CW 2016-11-12 1221 OK2ABU        599 GZS        OG7F          599 25        
QSO: 14000 CW 2016-11-12 1222 OK2ABU        599 GZS        UA4FDL        599 16        
QSO: 14000 CW 2016-11-12 1223 OK2ABU        599 GZS        RK3ER         599 21        
QSO: 14000 CW 2016-11-12 1224 OK2ABU        599 GZS        RZ3FQ         599 9         
QSO: 14000 CW 2016-11-12 1225 OK2ABU        599 GZS        UC8U          599 14        
QSO: 14000 CW 2016-11-12 1225 OK2ABU        599 GZS        F5OZC         599 2         
