START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2016
CALLSIGN: OK1IE
OPERATORS: OK1IE
CATEGORY: SINGLE-OP 15M HIGHSINGLE-OP 160M LOWSINGLE-OP 20M HIGHSINGLE-OP 40M HIGHSINGLE-OP 80M HIGHSINGLE-OP ALL HIGH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 160M
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21000 CW 2016-11-12 1206 OK1IE         599 GTR        UA4FDL        599 7         
QSO: 21000 CW 2016-11-12 1207 OK1IE         599 GTR        K1ZZ          599 10        
QSO: 21000 CW 2016-11-12 1207 OK1IE         599 GTR        RT3T          599 12        
QSO: 21000 CW 2016-11-12 1208 OK1IE         599 GTR        RA9AP         599 13        
QSO: 21000 CW 2016-11-12 1209 OK1IE         599 GTR        UD8A          599 10        
QSO: 21000 CW 2016-11-12 1209 OK1IE         599 GTR        RA4LO         599 15        
QSO: 21000 CW 2016-11-12 1210 OK1IE         599 GTR        RM3N          599 6         
QSO: 21000 CW 2016-11-12 1210 OK1IE         599 GTR        EA7KB         599 2         
QSO: 21000 CW 2016-11-12 1211 OK1IE         599 GTR        RW9DX         599 7         
QSO: 21000 CW 2016-11-12 1212 OK1IE         599 GTR        CT1ELZ        599 5         
QSO: 21000 CW 2016-11-12 1213 OK1IE         599 GTR        R1QE          599 6         
QSO: 21000 CW 2016-11-12 1213 OK1IE         599 GTR        UG4A          599 13        
QSO: 21000 CW 2016-11-12 1214 OK1IE         599 GTR        R9XS          599 12        
QSO: 21000 CW 2016-11-12 1238 OK1IE         599 GTR        RA6FUZ        599 21        
QSO: 21000 CW 2016-11-12 1239 OK1IE         599 GTR        UW1M          599 36        
QSO: 21000 CW 2016-11-12 1240 OK1IE         599 GTR        RM4R          599 33        
QSO: 21000 CW 2016-11-12 1241 OK1IE         599 GTR        RN4SC         599 32        
QSO: 21000 CW 2016-11-12 1243 OK1IE         599 GTR        TF3GB         599 12        
QSO: 21000 CW 2016-11-12 1244 OK1IE         599 GTR        RW4CLF        599 20        
QSO: 21000 CW 2016-11-12 1246 OK1IE         599 GTR        UI7F          599 37        
QSO: 21000 CW 2016-11-12 1246 OK1IE         599 GTR        UC7A          599 48        
QSO: 21000 CW 2016-11-12 1248 OK1IE         599 GTR        SM2T          599 41        
QSO: 21000 CW 2016-11-12 1250 OK1IE         599 GTR        SE2T          599 8         
