START-OF-LOG: 3.0
CREATED-BY: ua9qcq-rda-ubn-downloader
CONTEST: RDA
CALLSIGN: OK4RQ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: LOW
OPERATORS: OK4RQ
QSO: 14010 CW 2020-08-15 1511 OK4RQ         599 0001   RG4A          599 VG23  
QSO: 14000 CW 2020-08-15 1512 OK4RQ         599 0002   RL9A          599 CB12  
QSO: 14002 CW 2020-08-15 1512 OK4RQ         599 0003   RQ5D/6        599 RO47  
QSO: 14000 CW 2020-08-15 1513 OK4RQ         599 0004   RT5T          599 NN33  
QSO: 14008 CW 2020-08-15 1513 OK4RQ         599 0005   RW9JZ         599 HM12  
QSO: 14008 CW 2020-08-15 1513 OK4RQ         599 0006   R6CZ/P        599 KR09  
QSO: 14009 CW 2020-08-15 1514 OK4RQ         599 0007   UA4AGT        599 VG44  
QSO: 14006 CW 2020-08-15 1515 OK4RQ         599 0008   RU4W/3        599 MO75  
QSO: 14001 CW 2020-08-15 1515 OK4RQ         599 0009   RK9AX         599 CB50  
QSO: 14005 CW 2020-08-15 1515 OK4RQ         599 0010   RF9C/P        599 SV35  
QSO: 14007 CW 2020-08-15 1516 OK4RQ         599 0011   RA1ZZ/3       599 MO36  
QSO: 14013 CW 2020-08-15 1517 OK4RQ         599 0012   RW3RN         599 TB29  
QSO: 14015 CW 2020-08-15 1518 OK4RQ         599 0013   RA9DZ         599 SV07  
QSO: 14015 CW 2020-08-15 1518 OK4RQ         599 0014   RZ9L          599 TN01  
QSO: 14014 CW 2020-08-15 1519 OK4RQ         599 0015   R5QQ          599 VR31  
QSO: 14018 CW 2020-08-15 1520 OK4RQ         599 0016   RD0A          599 KK49  
QSO: 14019 CW 2020-08-15 1521 OK4RQ         599 0017   RM3TO         599 NN20  
QSO: 14019 CW 2020-08-15 1522 OK4RQ         599 0018   RC2A          599 MO88  
QSO: 14020 CW 2020-08-15 1522 OK4RQ         599 0019   R7RC          599 SE01  
QSO: 14021 CW 2020-08-15 1522 OK4RQ         599 0020   RK3MXT        599 YR07  
QSO: 14026 CW 2020-08-15 1523 OK4RQ         599 0021   UA3R          599 TB01  
QSO: 14026 CW 2020-08-15 1524 OK4RQ         599 0022   R7AW          599 KR30  
QSO: 14028 CW 2020-08-15 1524 OK4RQ         599 0023   RT3F          599 MO14  
QSO: 14030 CW 2020-08-15 1525 OK4RQ         599 0024   RO7C          599 KR11  
QSO: 14033 CW 2020-08-15 1526 OK4RQ         599 0025   RU6MO         599 RO22  
QSO: 14034 CW 2020-08-15 1526 OK4RQ         599 0026   RT0O          599 BU22  
QSO: 14041 CW 2020-08-15 1526 OK4RQ         599 0027   R8OM          599 NS15  
QSO: 14046 CW 2020-08-15 1527 OK4RQ         599 0028   RU5TT         599 NN07  
QSO: 14043 CW 2020-08-15 1528 OK4RQ         599 0029   RM3F          599 MO60  
QSO: 14046 CW 2020-08-15 1529 OK4RQ         599 0030   UD4F          599 PE24  
QSO: 14047 CW 2020-08-15 1529 OK4RQ         599 0031   RK3P          599 TL11  
QSO: 14049 CW 2020-08-15 1529 OK4RQ         599 0032   RL6M          599 RO19  
QSO: 14051 CW 2020-08-15 1530 OK4RQ         599 0033   RL6K          599 RK01  
QSO: 14052 CW 2020-08-15 1530 OK4RQ         599 0034   RT9S          599 OB34  
QSO: 14062 CW 2020-08-15 1531 OK4RQ         599 0035   RK3TD         599 NN26  
QSO: 14063 CW 2020-08-15 1532 OK4RQ         599 0036   R1NO          599 KL01  
QSO: 14009 CW 2020-08-15 1536 OK4RQ         599 0037   RA4Y          599 CU09  
QSO: 14010 CW 2020-08-15 1536 OK4RQ         599 0038   UA6CC         599 KR35  
QSO: 14017 CW 2020-08-15 1537 OK4RQ         599 0039   RM7M/P        599 RO31  
QSO: 14022 CW 2020-08-15 1538 OK4RQ         599 0040   R4GM          599 PE06  
QSO: 14030 CW 2020-08-15 1539 OK4RQ         599 0041   UA9BA         599 CB38  
QSO: 14031 CW 2020-08-15 1540 OK4RQ         599 0042   UD8A          599 CB23  
QSO: 14038 CW 2020-08-15 1541 OK4RQ         599 0043   RU4SS         599 MR01  
QSO: 14040 CW 2020-08-15 1541 OK4RQ         599 0044   RA3UT         599 IV02  
QSO: 14043 CW 2020-08-15 1542 OK4RQ         599 0045   UA3LID        599 SM18  
QSO: 14045 CW 2020-08-15 1543 OK4RQ         599 0046   RU3XY         599 KG06  
QSO: 14048 CW 2020-08-15 1543 OK4RQ         599 0047   UA9MA         599 OM30  
QSO: 14048 CW 2020-08-15 1544 OK4RQ         599 0048   R9AB          599 CB22  
QSO: 14049 CW 2020-08-15 1545 OK4RQ         599 0049   R7CT          599 KR55  
QSO: 14053 CW 2020-08-15 1546 OK4RQ         599 0050   RU9CC         599 SV08  
QSO: 14059 CW 2020-08-15 1547 OK4RQ         599 0051   R3CW          599 MA09  
QSO: 14002 CW 2020-08-15 1548 OK4RQ         599 0052   RM2T/P        599 NN06  
QSO: 14012 CW 2020-08-15 1548 OK4RQ         599 0053   RX9AF         599 CB25  
QSO: 14011 CW 2020-08-15 1549 OK4RQ         599 0054   UI3D          599 MO28  
QSO: 14017 CW 2020-08-15 1549 OK4RQ         599 0055   RT5P          599 TL14  
QSO: 14022 CW 2020-08-15 1550 OK4RQ         599 0056   RX9CM         599 SV34  
QSO: 14023 CW 2020-08-15 1551 OK4RQ         599 0057   R4RN/P        599 TA58  
QSO: 14024 CW 2020-08-15 1551 OK4RQ         599 0058   RU6K          599 RK01  
QSO: 14027 CW 2020-08-15 1552 OK4RQ         599 0059   RC6U          599 AO13  
QSO: 14039 CW 2020-08-15 1553 OK4RQ         599 0060   R8TT          599 OB26  
QSO: 14042 CW 2020-08-15 1554 OK4RQ         599 0061   RU6DX         599 KR66  
QSO: 14042 CW 2020-08-15 1555 OK4RQ         599 0062   RU7K          599 RK03  
QSO: 14046 CW 2020-08-15 1556 OK4RQ         599 0063   R3OR          599 VR06  
QSO: 14052 CW 2020-08-15 1557 OK4RQ         599 0064   UA9AX         599 CB13  
QSO: 14060 CW 2020-08-15 1558 OK4RQ         599 0065   UA4M          599 UL14  
QSO: 14066 CW 2020-08-15 1558 OK4RQ         599 0066   RD3PO/P       599 TL32  
QSO: 14067 CW 2020-08-15 1600 OK4RQ         599 0067   RW3YB         599 BR01  
QSO: 14002 CW 2020-08-15 1600 OK4RQ         599 0068   UA4FER        599 PE04  
QSO: 14011 CW 2020-08-15 1601 OK4RQ         599 0069   RT2A/P        599 NN51  
QSO: 14014 CW 2020-08-15 1602 OK4RQ         599 0070   R8WO          599 BA55  
QSO: 14014 CW 2020-08-15 1603 OK4RQ         599 0071   RA5G/P        599 LP21  
QSO: 14025 CW 2020-08-15 1603 OK4RQ         599 0072   RN9C          599 SV54  
QSO: 14026 CW 2020-08-15 1604 OK4RQ         599 0073   R4LC          599 UL06  
QSO: 14027 CW 2020-08-15 1605 OK4RQ         599 0074   RA3AN         599 MO88  
