START-OF-LOG: 3.0
CATEGORY: Single operator, CW, high power
CONTEST: WAG
SPECIFIC: Y21
CREATED-BY: Win-Test 4.49.0, modified by DXHF upload.
GRID-LOCATOR: JO72BH
CALLSIGN: DL5YM
CLAIMED-SCORE: 894640
OPERATORS:
CLUB: rhein ruhr dx association
CERTIFICATE: NO
QSO: 21000 CW 2023-10-21 1526 DL5YM         599 Y21    DL7UKT        599 Y07
QSO: 21000 CW 2023-10-21 1529 DL5YM         599 Y21    UA9CTT        599 031
QSO: 21000 CW 2023-10-21 1530 DL5YM         599 Y21    SN1T          599 034
QSO: 21000 CW 2023-10-21 1530 DL5YM         599 Y21    K1RX          599 029
QSO: 21000 CW 2023-10-21 1531 DL5YM         599 Y21    RT9A          599 062
QSO: 21000 CW 2023-10-21 1531 DL5YM         599 Y21    UA4PN         599 007
QSO: 21000 CW 2023-10-21 1532 DL5YM         599 Y21    UI8C          599 020
QSO: 21000 CW 2023-10-21 1534 DL5YM         599 Y21    CR5O          599 035
QSO: 21000 CW 2023-10-21 1534 DL5YM         599 Y21    K1ZZ          599 040
QSO: 21000 CW 2023-10-21 1535 DL5YM         599 Y21    RA9AP         599 038
QSO: 21000 CW 2023-10-21 1535 DL5YM         599 Y21    K5KG          599 036
QSO: 21000 CW 2023-10-21 1536 DL5YM         599 Y21    UA6GO         599 041
QSO: 21000 CW 2023-10-21 1538 DL5YM         599 Y21    W8FJ          599 017
QSO: 21000 CW 2023-10-21 1538 DL5YM         599 Y21    N5AW          599 021
QSO: 21000 CW 2023-10-21 1538 DL5YM         599 Y21    UA6HFI        599 009
QSO: 21000 CW 2023-10-21 1539 DL5YM         599 Y21    W1UE          599 021
QSO: 21000 CW 2023-10-21 1540 DL5YM         599 Y21    R9AE          599 030
QSO: 21000 CW 2023-10-21 1542 DL5YM         599 Y21    W4RM          599 054
QSO: 21000 CW 2023-10-21 1542 DL5YM         599 Y21    N4FCG         599 044
QSO: 21000 CW 2023-10-21 1543 DL5YM         599 Y21    DJ1YF         599 E03
QSO: 21000 CW 2023-10-21 1544 DL5YM         599 Y21    DK3GI         599 B40
QSO: 21000 CW 2023-10-21 1545 DL5YM         599 Y21    S57T          599 003
QSO: 21000 CW 2023-10-21 1547 DL5YM         599 Y21    S53V          599 061
QSO: 21000 CW 2023-10-21 1552 DL5YM         599 Y21    EA4HKF        599 013
QSO: 21000 CW 2023-10-21 1554 DL5YM         599 Y21    OK1TN         599 018
QSO: 21000 CW 2023-10-21 1555 DL5YM         599 Y21    9A1AA         599 045
QSO: 21000 CW 2023-10-21 1555 DL5YM         599 Y21    K4MM          599 015
QSO: 21000 CW 2023-10-21 1556 DL5YM         599 Y21    EA5ITT        599 030
QSO: 21000 CW 2023-10-21 1557 DL5YM         599 Y21    R4KO          599 011
QSO: 21033 CW 2023-10-21 1606 DL5YM         599 Y21    DL5YL         599 Y21
QSO: 21009 CW 2023-10-21 1607 DL5YM         599 Y21    IK1JJM        599 029
QSO: 21014 CW 2023-10-21 1608 DL5YM         599 Y21    F5IN          599 035
QSO: 21017 CW 2023-10-21 1609 DL5YM         599 Y21    DM4L          599 B41
