START-OF-LOG: 3.0
CATEGORY: Single operator, CW, high power
CONTEST: WAG
SPECIFIC: V06
CALLSIGN: DJ8RS
CLAIMED-SCORE: 421002
CREATED-BY: UcxLog 8.29, modified by DXHF upload.
GRID-LOCATOR: JO54XC
QSO: 28000 CW 2023-10-21 1506 DJ8RS         599 V06    DL5KVV        599 V07
QSO: 28000 CW 2023-10-21 1507 DJ8RS         599 V06    DL6WT         599 K04
QSO: 28000 CW 2023-10-21 1509 DJ8RS         599 V06    DL2NBU        599 C12
QSO: 28000 CW 2023-10-21 1510 DJ8RS         599 V06    DK5HZ         599 E30
QSO: 28000 CW 2023-10-21 1512 DJ8RS         599 V06    DK5SF         599 Z46
QSO: 28000 CW 2023-10-21 1514 DJ8RS         599 V06    DM3TAA        599 NO
QSO: 28000 CW 2023-10-21 1516 DJ8RS         599 V06    DL4WK         599 V22
QSO: 28000 CW 2023-10-21 1517 DJ8RS         599 V06    I0GOJ         599 3
QSO: 28000 CW 2023-10-21 1520 DJ8RS         599 V06    OK1TN         599 3
QSO: 28000 CW 2023-10-21 1520 DJ8RS         599 V06    SN1T          599 024
QSO: 28000 CW 2023-10-21 1525 DJ8RS         599 V06    DL0MCM        599 MCM
QSO: 21000 CW 2023-10-21 1529 DJ8RS         599 V06    K1LZ          599 46
QSO: 21000 CW 2023-10-21 1533 DJ8RS         599 V06    UC4L          599 066
QSO: 21000 CW 2023-10-21 1535 DJ8RS         599 V06    IZ5FDE        599 030
QSO: 21000 CW 2023-10-21 1536 DJ8RS         599 V06    EA1X          599 085
QSO: 21000 CW 2023-10-21 1537 DJ8RS         599 V06    E74A          599 066
QSO: 21000 CW 2023-10-21 1539 DJ8RS         599 V06    HS0ZFV        599 053
QSO: 21000 CW 2023-10-21 1542 DJ8RS         599 V06    SN1T          599 047
QSO: 21000 CW 2023-10-21 1544 DJ8RS         599 V06    UA6HFI        599 016
QSO: 21000 CW 2023-10-21 1544 DJ8RS         599 V06    UA4PN         599 049
QSO: 21000 CW 2023-10-21 1545 DJ8RS         599 V06    EA5ITT        599 24
QSO: 21000 CW 2023-10-21 1545 DJ8RS         599 V06    RT9A          599 087
QSO: 21000 CW 2023-10-21 1547 DJ8RS         599 V06    9A1AA         599 037
QSO: 21000 CW 2023-10-21 1548 DJ8RS         599 V06    S53V          599 63
QSO: 21000 CW 2023-10-21 1549 DJ8RS         599 V06    R9LY          599 049
QSO: 21000 CW 2023-10-21 1550 DJ8RS         599 V06    DJ1YF         599 E03
QSO: 21000 CW 2023-10-21 1551 DJ8RS         599 V06    RA9AP         599 060
QSO: 21000 CW 2023-10-21 1553 DJ8RS         599 V06    S57T          599 008
QSO: 21000 CW 2023-10-21 1554 DJ8RS         599 V06    EA4HKF        599 16
QSO: 21000 CW 2023-10-21 1558 DJ8RS         599 V06    UI8C          599 045
QSO: 21000 CW 2023-10-21 1603 DJ8RS         599 V06    P33W          599 197
QSO: 21000 CW 2023-10-21 1605 DJ8RS         599 V06    CT7BJG        599 71
QSO: 21000 CW 2023-10-21 1605 DJ8RS         599 V06    EC5K          599 042
QSO: 21000 CW 2023-10-21 1608 DJ8RS         599 V06    R4KO          599 026
QSO: 21000 CW 2023-10-21 1609 DJ8RS         599 V06    EA4OR         599 029
QSO: 21000 CW 2023-10-21 1610 DJ8RS         599 V06    RW7F          599 093
QSO: 21000 CW 2023-10-21 1612 DJ8RS         599 V06    F5IN          599 037
QSO: 21000 CW 2023-10-21 1614 DJ8RS         599 V06    IK1JJM        599 035
QSO: 21000 CW 2023-10-21 1615 DJ8RS         599 V06    PT1K          599 62
QSO: 21000 CW 2023-10-21 1615 DJ8RS         599 V06    CR5O          599 079
QSO: 21000 CW 2023-10-21 1618 DJ8RS         599 V06    4Z5DX         599 53
QSO: 14000 CW 2023-10-21 1624 DJ8RS         599 V06    N3QE          599 60
QSO: 14000 CW 2023-10-21 1625 DJ8RS         599 V06    R4ACY         599 068
QSO: 14000 CW 2023-10-21 1628 DJ8RS         599 V06    SV1JG         599 082
QSO: 14000 CW 2023-10-21 1630 DJ8RS         599 V06    ZA1RR         599 044
QSO: 14000 CW 2023-10-21 1632 DJ8RS         599 V06    BG7AJH        599 16
QSO: 14000 CW 2023-10-21 1650 DJ8RS         599 V06    LZ1BP         599 99
QSO: 14000 CW 2023-10-21 1651 DJ8RS         599 V06    EA5ITT        599 50
QSO: 14000 CW 2023-10-21 1651 DJ8RS         599 V06    W2CDO         599 93
QSO: 14000 CW 2023-10-21 1652 DJ8RS         599 V06    EU4E          599 127
QSO: 14000 CW 2023-10-21 1653 DJ8RS         599 V06    EW1I          599 122
QSO: 14000 CW 2023-10-21 1653 DJ8RS         599 V06    TA2DA         599 066
QSO: 14000 CW 2023-10-21 1653 DJ8RS         599 V06    EV1R          599 166
QSO: 14000 CW 2023-10-21 1654 DJ8RS         599 V06    E74YM         599 014
QSO: 14000 CW 2023-10-21 1655 DJ8RS         599 V06    DL1STG        599 O26
QSO: 14000 CW 2023-10-21 1656 DJ8RS         599 V06    AA3B          599 203
QSO: 14000 CW 2023-10-21 1657 DJ8RS         599 V06    YO4FPF        599 042
QSO: 14000 CW 2023-10-21 1658 DJ8RS         599 V06    UA6LCJ        599 082
QSO: 14000 CW 2023-10-21 1658 DJ8RS         599 V06    W7VJ          599 44
QSO: 14000 CW 2023-10-21 1659 DJ8RS         599 V06    S57T          599 023
QSO: 14000 CW 2023-10-21 1659 DJ8RS         599 V06    KD2KW         599 6
QSO: 14000 CW 2023-10-21 1700 DJ8RS         599 V06    UA4FCO        599 074
QSO: 14000 CW 2023-10-21 1700 DJ8RS         599 V06    UA6GO         599 186
QSO: 14000 CW 2023-10-21 1701 DJ8RS         599 V06    DR7T          599 O47
QSO: 14000 CW 2023-10-21 1701 DJ8RS         599 V06    RF9C          599 172
QSO: 14000 CW 2023-10-21 1701 DJ8RS         599 V06    S57X          599 024
QSO: 14000 CW 2023-10-21 1702 DJ8RS         599 V06    E74A          599 205
QSO: 14000 CW 2023-10-21 1702 DJ8RS         599 V06    NW7E          599 12
QSO: 14000 CW 2023-10-21 1703 DJ8RS         599 V06    R3RK          599 074
QSO: 14000 CW 2023-10-21 1703 DJ8RS         599 V06    W3TB          599 4
QSO: 14000 CW 2023-10-21 1704 DJ8RS         599 V06    N4FCG         599 89
QSO: 14000 CW 2023-10-21 1704 DJ8RS         599 V06    R7MM          599 145
QSO: 14000 CW 2023-10-21 1704 DJ8RS         599 V06    UA6YH         599 82
QSO: 14000 CW 2023-10-21 1705 DJ8RS         599 V06    LZ1ND         599 178
QSO: 14000 CW 2023-10-21 1706 DJ8RS         599 V06    W4RM          599 138
QSO: 14000 CW 2023-10-21 1708 DJ8RS         599 V06    LZ2PS         599 71
QSO: 14000 CW 2023-10-21 1708 DJ8RS         599 V06    K5KG          599 107
QSO: 14000 CW 2023-10-21 1708 DJ8RS         599 V06    N5RZ          599 46
QSO: 14000 CW 2023-10-21 1709 DJ8RS         599 V06    S58RU         599 009
QSO: 14000 CW 2023-10-21 1711 DJ8RS         599 V06    N4UU          599 26
QSO: 14000 CW 2023-10-21 1711 DJ8RS         599 V06    N3RD          599 136
QSO: 14000 CW 2023-10-21 1712 DJ8RS         599 V06    W7SW          599 002
QSO: 14000 CW 2023-10-21 1712 DJ8RS         599 V06    RK4HYT        599 075
QSO: 14000 CW 2023-10-21 1712 DJ8RS         599 V06    UR7R          599 29
QSO: 14000 CW 2023-10-21 1713 DJ8RS         599 V06    YU7KW         599 083
QSO: 14000 CW 2023-10-21 1713 DJ8RS         599 V06    UA4CBJ        599 022
QSO: 14000 CW 2023-10-21 1714 DJ8RS         599 V06    RN4SC         599 035
QSO: 14000 CW 2023-10-21 1714 DJ8RS         599 V06    UA9CTT        599 117
QSO: 14000 CW 2023-10-21 1715 DJ8RS         599 V06    KO7SS         599 2
QSO: 14000 CW 2023-10-21 1716 DJ8RS         599 V06    YL7X          599 173
QSO: 14000 CW 2023-10-21 1717 DJ8RS         599 V06    UW2U          599 128
QSO: 14000 CW 2023-10-21 1718 DJ8RS         599 V06    S53V          599 176
QSO: 14000 CW 2023-10-21 1719 DJ8RS         599 V06    9A3SM         599 045
QSO: 14000 CW 2023-10-21 1719 DJ8RS         599 V06    9A1AA         599 138
QSO: 14000 CW 2023-10-21 1720 DJ8RS         599 V06    K4NMR         599 11
QSO: 14000 CW 2023-10-21 1720 DJ8RS         599 V06    N8CC          599 17
QSO: 14000 CW 2023-10-21 1721 DJ8RS         599 V06    RU4SO         599 109
QSO: 14000 CW 2023-10-21 1721 DJ8RS         599 V06    RU4SO         599 050
QSO: 14000 CW 2023-10-21 1722 DJ8RS         599 V06    SV1BJW        599 110
QSO: 14000 CW 2023-10-21 1723 DJ8RS         599 V06    F8KLY         599 13
QSO: 14000 CW 2023-10-21 1724 DJ8RS         599 V06    HA9AX         599 114
QSO: 14000 CW 2023-10-21 1724 DJ8RS         599 V06    9A5M          599 159
QSO: 14000 CW 2023-10-21 1725 DJ8RS         599 V06    DJ3XA         599 V01
QSO: 14000 CW 2023-10-21 1726 DJ8RS         599 V06    RD4WM         599 047
QSO: 14000 CW 2023-10-21 1727 DJ8RS         599 V06    AC5XK         599 044
QSO: 14000 CW 2023-10-21 1728 DJ8RS         599 V06    N8UM          599 48
QSO: 14000 CW 2023-10-21 1728 DJ8RS         599 V06    KQ4R          599 51
QSO: 14000 CW 2023-10-21 1730 DJ8RS         599 V06    DL9GMC        599 NM
QSO: 14000 CW 2023-10-21 1733 DJ8RS         599 V06    VE3TM         599 6
QSO: 14000 CW 2023-10-21 1734 DJ8RS         599 V06    NB1N          599 70
QSO: 14000 CW 2023-10-21 1734 DJ8RS         599 V06    DJ1YF         599 E03
QSO: 14000 CW 2023-10-21 1735 DJ8RS         599 V06    NN1SS         599 014
QSO: 14000 CW 2023-10-21 1735 DJ8RS         599 V06    K1AR          599 8
QSO: 14000 CW 2023-10-21 1736 DJ8RS         599 V06    IZ3SQW        599 51
QSO: 14000 CW 2023-10-21 1737 DJ8RS         599 V06    EA5IUI        599 8,
QSO: 14000 CW 2023-10-21 1737 DJ8RS         599 V06    R9AE          599 058
