START-OF-LOG: 3.0
CONTEST: SAC-CW
CALLSIGN: YL3PO
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
OPERATORS: YL3PO
CLAIMED-SCORE: 27724
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: ROOKIE
CATEGORY-MODE: CW
NAME: Aleksandrs Strods
SOAPBOX: i passed my first ham radio license in june 2024
QSO: 28011 CW 2025-09-20 1206 YL3PO         599      1 TF3W          599     15 0
QSO: 14007 CW 2025-09-20 1220 YL3PO         599      2 OH2XX         599     47 0
QSO: 14011 CW 2025-09-20 1225 YL3PO         599      3 LC2F          599     40 0
QSO: 14008 CW 2025-09-20 1227 YL3PO         599      4 OG5O          599     66 0
QSO: 21009 CW 2025-09-20 1230 YL3PO         599      5 TF3EO         599      5 0
QSO: 21004 CW 2025-09-20 1232 YL3PO         599      6 SM6U          599     48 0
QSO: 21012 CW 2025-09-20 1240 YL3PO         599      7 SE0X          599     77 0
QSO: 14031 CW 2025-09-20 1328 YL3PO         599      8 SM6M          599    179 0
QSO: 14024 CW 2025-09-20 1329 YL3PO         599      9 SE4E          599    133 0
QSO: 14017 CW 2025-09-20 1331 YL3PO         599     10 SC7DX         599    161 0
QSO: 14027 CW 2025-09-20 1333 YL3PO         599     11 OH3FM         599    175 0
QSO: 14030 CW 2025-09-20 1336 YL3PO         599     12 OH7K          599    174 0
QSO: 14023 CW 2025-09-20 1338 YL3PO         599     13 OZ5W          599     75 0
QSO: 14021 CW 2025-09-20 1342 YL3PO         599     14 OH0Z          599     18 0
QSO: 21027 CW 2025-09-20 1346 YL3PO         599     15 OV2T          599    138 0
QSO: 21004 CW 2025-09-20 1349 YL3PO         599     16 OH2OA         599     75 0
QSO: 21018 CW 2025-09-20 1354 YL3PO         599     17 SM5INC        599    147 0
QSO: 21009 CW 2025-09-20 1359 YL3PO         599     18 OH8Z          599    231 0
QSO: 21004 CW 2025-09-20 1401 YL3PO         599     19 TF3W          599    294 0
QSO: 21012 CW 2025-09-20 1404 YL3PO         599     20 SE5E          599    312 0
QSO: 21003 CW 2025-09-20 1409 YL3PO         599     21 OH0Z          599    273 0
QSO: 28038 CW 2025-09-20 1420 YL3PO         599     22 OH3Z          599    212 0
QSO: 14019 CW 2025-09-20 1432 YL3PO         599     23 SE8X          599    191 0
QSO: 14042 CW 2025-09-20 1433 YL3PO         599     24 SI6T          599     82 0
QSO: 14015 CW 2025-09-20 1450 YL3PO         599     25 LC5T          599    299 0
QSO: 14048 CW 2025-09-20 1452 YL3PO         599     26 LA9OI         599    261 0
QSO: 14040 CW 2025-09-20 1454 YL3PO         599     27 SK0QO         599    196 0
QSO: 14020 CW 2025-09-20 1456 YL3PO         599     28 LA8OM         599    339 0
QSO: 14035 CW 2025-09-20 1459 YL3PO         599     29 SK3W          599    279 0
QSO: 14025 CW 2025-09-20 1503 YL3PO         599     30 LB6VI         599     87 0
QSO: 14010 CW 2025-09-20 1506 YL3PO         599     31 LA/DH0JAE     599    112 0
QSO: 14029 CW 2025-09-20 1518 YL3PO         599     32 SE5E          599    447 0
QSO: 14021 CW 2025-09-20 1519 YL3PO         599     33 LA8HGA        599    220 0
QSO: 14019 CW 2025-09-20 1520 YL3PO         599     34 OH5Z          599    528 0
QSO: 14056 CW 2025-09-20 1523 YL3PO         599     35 LC5P          599    130 0
QSO: 14040 CW 2025-09-20 1525 YL3PO         599     36 OZ1IKY        599    278 0
QSO: 14025 CW 2025-09-20 1526 YL3PO         599     37 LA3BO         599    280 0
QSO: 14020 CW 2025-09-20 1542 YL3PO         599     38 LA8OM         599    395 0
QSO: 14017 CW 2025-09-20 1545 YL3PO         599     39 OH2OA         599    233 0
QSO: 14012 CW 2025-09-20 1549 YL3PO         599     40 OY1CT         599    419 0
QSO: 14005 CW 2025-09-20 1550 YL3PO         599     41 TF3W          599    528 0
QSO: 14005 CW 2025-09-20 1551 YL3PO         599     42 OH1VR         599    429 0
QSO: 14001 CW 2025-09-20 1558 YL3PO         599     43 OG5B          599    307 0
QSO: 14034 CW 2025-09-20 1614 YL3PO         599     44 OF9X          599    548 0
QSO: 14029 CW 2025-09-20 1617 YL3PO         599     45 LB4UH         599    289 0
QSO: 14046 CW 2025-09-20 1619 YL3PO         599     46 SG4G          599    241 0
QSO: 14017 CW 2025-09-20 1623 YL3PO         599     47 OI5AY         599    275 0
QSO: 14013 CW 2025-09-20 1627 YL3PO         599     48 SJ2W          599    689 0
QSO: 14002 CW 2025-09-20 1631 YL3PO         599     49 SK1BL         599    374 0
QSO: 14031 CW 2025-09-20 1633 YL3PO         599     50 OG3FM         599    461 0
QSO: 14009 CW 2025-09-20 1636 YL3PO         599     51 OF60AP        599    386 0
QSO: 21014 CW 2025-09-20 1641 YL3PO         599     52 OZ5W          599    337 0
QSO: 21031 CW 2025-09-20 1645 YL3PO         599     53 LA3BO         599    405 0
