START-OF-LOG: 3.0
CONTEST: SAC-CW
CALLSIGN: PA0RDT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
OPERATORS: PA0RDT
CLUB: VERON WALCHEREN
CLAIMED-SCORE: 20460
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: 
CATEGORY-MODE: CW
NAME: Roelof Bakker
SOAPBOX: rig: qrplabs qmx+ pwr 5w, ant: doublet 2 x 16m, 12m open feeders,
SOAPBOX: k1el winkeyer usb, begali sculpture mono, logging: n1mm with
SOAPBOX: spectrum window via rsp1a connected via a home made internal ptt
SOAPBOX: controlled electronic t/r switch.
QSO: 14023 CW 2025-09-20 1200 PA0RDT        599      1 SM5CSS        599      1 0
QSO: 14023 CW 2025-09-20 1201 PA0RDT        599      2 SD6M          599      4 0
QSO: 14023 CW 2025-09-20 1202 PA0RDT        599      3 OG3B          599      6 0
QSO: 14027 CW 2025-09-20 1203 PA0RDT        599      4 OH1VR         599      7 0
QSO: 14027 CW 2025-09-20 1204 PA0RDT        599      5 OH3FM         599      4 0
QSO: 14024 CW 2025-09-20 1204 PA0RDT        599      6 SM6TOL        599      5 0
QSO: 14026 CW 2025-09-20 1205 PA0RDT        599      7 SC6O          599      5 0
QSO: 14021 CW 2025-09-20 1206 PA0RDT        599      8 OH0Z          599     11 0
QSO: 14020 CW 2025-09-20 1208 PA0RDT        599      9 OI5AY         599     10 0
QSO: 14020 CW 2025-09-20 1209 PA0RDT        599     10 SC7DX         599     25 0
QSO: 14015 CW 2025-09-20 1210 PA0RDT        599     11 LC5T          599     25 0
QSO: 14009 CW 2025-09-20 1211 PA0RDT        599     12 OG5O          599     26 0
QSO: 14010 CW 2025-09-20 1212 PA0RDT        599     13 SD6O          599     19 0
QSO: 14011 CW 2025-09-20 1215 PA0RDT        599     14 LC2F          599     21 0
QSO: 14011 CW 2025-09-20 1216 PA0RDT        599     15 SE4E          599     23 0
QSO: 14001 CW 2025-09-20 1219 PA0RDT        599     16 OG5B          599     34 0
QSO: 14003 CW 2025-09-20 1219 PA0RDT        599     17 SF0A          599     33 0
QSO: 14017 CW 2025-09-20 1220 PA0RDT        599     18 SD6F          599     26 0
QSO: 14035 CW 2025-09-20 1224 PA0RDT        599     19 SK3W          599     55 0
QSO: 14037 CW 2025-09-20 1225 PA0RDT        599     20 OG9E          599     18 0
