START-OF-LOG:  2.0
CREATED-BY:    SD V13.15 and SDCHECK V13.15
CONTEST:       KING-OF-SPAIN
CALLSIGN:      LZ2PS
CATEGORY:      SINGLE-OP ALL LOW 
CLAIMED-SCORE: 204010
NAME:          STEFAN GETSOV
OPERATORS:     LZ2PS
X-SUMMARY: 
X-SUMMARY:                     160m  80m  40m  20m  15m  10m  Total
X-SUMMARY: 
X-SUMMARY:         Valid QSOs:    0   27  144  202  153   31   557
X-SUMMARY:        Total Mults:    0   21   56   70   61   19   227
X-SUMMARY:       Total Points:    0   87  553  304  276   60  1280
X-SUMMARY: 
X-SUMMARY: 
X-SUMMARY:     I declare that this station was operated strictly in
X-SUMMARY:     accordance with the rules and spirit of the contest,
X-SUMMARY:     and within the conditions of my licence.  My report
X-SUMMARY:     is correct and true to the best of my knowledge.
X-SUMMARY:     I agree that the decision of the contest organisers
X-SUMMARY:     shall be final in all cases of dispute.  I agree to
X-SUMMARY:     this data being stored, analysed and cross-checked
X-SUMMARY:     by computer.
X-SUMMARY: 
X-SUMMARY: 
QSO: 28000 CW 2014-05-17 1211 LZ2PS         599  001   OG0W          599 009                   
QSO: 28000 CW 2014-05-17 1212 LZ2PS         599  002   EA8DA         599  GC                   
QSO: 28000 CW 2014-05-17 1214 LZ2PS         599  003   DO4DXA        599 011                   
QSO: 28000 CW 2014-05-17 1216 LZ2PS         599  004   EF8U          599  GC                   
QSO: 21000 CW 2014-05-17 1224 LZ2PS         599  005   EA5WU         599  CS                   
QSO: 21000 CW 2014-05-17 1224 LZ2PS         599  006   EF5Y          599   A                   
QSO: 21000 CW 2014-05-17 1227 LZ2PS         599  007   OR5T          599 001                   
QSO: 21000 CW 2014-05-17 1230 LZ2PS         599  008   EF0JC         599 SMR                   
QSO: 21000 CW 2014-05-17 1232 LZ2PS         599  009   7Z1HL         599 042                   
QSO: 21000 CW 2014-05-17 1234 LZ2PS         599  010   EA1CS         599   O                   
QSO: 21000 CW 2014-05-17 1235 LZ2PS         599  011   W9OA          599 021                   
QSO: 21000 CW 2014-05-17 1236 LZ2PS         599  012   DD2CW         599 026                   
QSO: 21000 CW 2014-05-17 1237 LZ2PS         599  013   ED7P          599  SE                   
QSO: 21000 CW 2014-05-17 1238 LZ2PS         599  014   OH2KM         599 025                   
QSO: 21000 CW 2014-05-17 1240 LZ2PS         599  015   K8MP          599 012                   
QSO: 21000 CW 2014-05-17 1243 LZ2PS         599  016   EF8U          599  GC                   
QSO: 21000 CW 2014-05-17 1244 LZ2PS         599  017   RG9A          599 033                   
QSO: 21000 CW 2014-05-17 1247 LZ2PS         599  018   EA1VT         599   C                   
QSO: 21000 CW 2014-05-17 1250 LZ2PS         599  019   EA5DD         599   A                   
QSO: 21000 CW 2014-05-17 1256 LZ2PS         599  020   EB7KA         599  AL                   
QSO: 21000 CW 2014-05-17 1259 LZ2PS         599  021   EA4ESP        599  CC                   
QSO: 21000 CW 2014-05-17 1301 LZ2PS         599  022   ED4T          599  TO                   
QSO: 21000 CW 2014-05-17 1304 LZ2PS         599  023   OG0W          599 067                   
QSO: 21000 CW 2014-05-17 1305 LZ2PS         599  024   ED1R          599  AV                   
QSO: 21000 CW 2014-05-17 1306 LZ2PS         599  025   EF5R          599   A                   
QSO: 21000 CW 2014-05-17 1307 LZ2PS         599  026   EA7OR         599  CO                   
QSO: 21000 CW 2014-05-17 1310 LZ2PS         599  027   MW0EDX        599 058                   
QSO: 21000 CW 2014-05-17 1315 LZ2PS         599  028   CN8KD         599 036                   
QSO: 21000 CW 2014-05-17 1319 LZ2PS         599  029   EA5CP         599  MU                   
QSO: 21000 CW 2014-05-17 1319 LZ2PS         599  030   EA5ARC        599   A                   
QSO: 21000 CW 2014-05-17 1320 LZ2PS         599  031   EA4EQD        599   M                   
QSO: 21000 CW 2014-05-17 1323 LZ2PS         599  032   UA4RW         599 032                   
QSO: 21000 CW 2014-05-17 1324 LZ2PS         599  033   N4UP          599 036                   
QSO: 21000 CW 2014-05-17 1325 LZ2PS         599  034   EA1MX         599   S                   
QSO: 21000 CW 2014-05-17 1326 LZ2PS         599  035   UA1ZZ         599 036                   
QSO: 21000 CW 2014-05-17 1328 LZ2PS         599  036   K3TN          599 108                   
QSO: 21000 CW 2014-05-17 1330 LZ2PS         599  037   SM2T          599 005                   
QSO: 21000 CW 2014-05-17 1332 LZ2PS         599  038   HS0ZLM        599 019                   
QSO: 21000 CW 2014-05-17 1338 LZ2PS         599  039   EI3KI         599 073                   
QSO: 21000 CW 2014-05-17 1339 LZ2PS         599  040   EF5T          599  MU                   
QSO: 14000 CW 2014-05-17 1344 LZ2PS         599  041   DK2DQ         599 039                   
QSO: 14000 CW 2014-05-17 1345 LZ2PS         599  042   EA5WU         599  CS                   
QSO: 14000 CW 2014-05-17 1347 LZ2PS         599  043   EA5KY         599   V                   
QSO: 14000 CW 2014-05-17 1348 LZ2PS         599  044   LA2MOA        599 053                   
QSO: 14000 CW 2014-05-17 1348 LZ2PS         599  045   EF0JC         599 SMR                   
QSO: 14000 CW 2014-05-17 1349 LZ2PS         599  046   ED1R          599  AV                   
QSO: 14000 CW 2014-05-17 1351 LZ2PS         599  047   EA2AAZ        599  NA                   
QSO: 14000 CW 2014-05-17 1353 LZ2PS         599  048   EA1IBH        599  PO                   
QSO: 14000 CW 2014-05-17 1354 LZ2PS         599  049   EA1MX         599   S                   
QSO: 14000 CW 2014-05-17 1355 LZ2PS         599  050   EA4URE        599   M                   
QSO: 14000 CW 2014-05-17 1358 LZ2PS         599  051   EA4ESP        599  CC                   
QSO: 14000 CW 2014-05-17 1359 LZ2PS         599  052   UA6LFQ        599 072                   
QSO: 14000 CW 2014-05-17 1401 LZ2PS         599  053   RX3AP         599 019                   
QSO: 14000 CW 2014-05-17 1402 LZ2PS         599  054   EA5HPX        599   A                   
QSO: 14000 CW 2014-05-17 1405 LZ2PS         599  055   LZ1RF         599 013                   
QSO: 14000 CW 2014-05-17 1406 LZ2PS         599  056   EF5Y          599   A                   
QSO: 14000 CW 2014-05-17 1407 LZ2PS         599  057   EB7KA         599  AL                   
QSO: 14000 CW 2014-05-17 1409 LZ2PS         599  058   EA5IIK        599  CS                   
QSO: 14000 CW 2014-05-17 1409 LZ2PS         599  059   ED4T          599  TO                   
QSO: 21000 CW 2014-05-17 1416 LZ2PS         599  060   PP1CZ         599 033                   
QSO: 21000 CW 2014-05-17 1417 LZ2PS         599  061   JG1VGX        599 016                   
QSO: 21000 CW 2014-05-17 1419 LZ2PS         599  062   EA5KY         599   V                   
QSO: 21000 CW 2014-05-17 1434 LZ2PS         599  063   N8UM          599 061                   
QSO: 14000 CW 2014-05-17 1441 LZ2PS         599  064   PA3DBS        599 004                   
QSO: 14000 CW 2014-05-17 1444 LZ2PS         599  065   EA5FV/P       599  MU                   
QSO: 14000 CW 2014-05-17 1444 LZ2PS         599  066   HB9CPS        599 037                   
QSO: 14000 CW 2014-05-17 1446 LZ2PS         599  067   OH6NIO        599 107                   
QSO: 14000 CW 2014-05-17 1447 LZ2PS         599  068   EA1NE         599   P                   
QSO: 14000 CW 2014-05-17 1450 LZ2PS         599  069   EB5CS         599  CS                   
QSO: 14000 CW 2014-05-17 1452 LZ2PS         599  070   EA1AUS        599  SA                   
QSO: 14000 CW 2014-05-17 1453 LZ2PS         599  071   EA5DD         599   A                   
QSO: 14000 CW 2014-05-17 1455 LZ2PS         599  072   OH2KM         599 044                   
