START-OF-LOG:  2.0
CREATED-BY:    SD V13.15 and SDCHECK V13.15
CONTEST:       KING-OF-SPAIN
CALLSIGN:      LZ2PS
CATEGORY:      SINGLE-OP ALL LOW 
CLAIMED-SCORE: 204010
NAME:          STEFAN GETSOV
OPERATORS:     LZ2PS
X-SUMMARY: 
X-SUMMARY:                     160m  80m  40m  20m  15m  10m  Total
X-SUMMARY: 
X-SUMMARY:         Valid QSOs:    0   27  144  202  153   31   557
X-SUMMARY:        Total Mults:    0   21   56   70   61   19   227
X-SUMMARY:       Total Points:    0   87  553  304  276   60  1280
X-SUMMARY: 
X-SUMMARY: 
X-SUMMARY:     I declare that this station was operated strictly in
X-SUMMARY:     accordance with the rules and spirit of the contest,
X-SUMMARY:     and within the conditions of my licence.  My report
QSO: 14000 CW 2014-05-17 1457 LZ2PS         599  073   OH2BN         599 059                   
QSO: 14000 CW 2014-05-17 1459 LZ2PS         599  074   OH9W          599 121                   
QSO: 14000 CW 2014-05-17 1500 LZ2PS         599  075   RN4SC         599 029                   
QSO: 14000 CW 2014-05-17 1500 LZ2PS         599  076   RW3AI         599 028                   
QSO: 14000 CW 2014-05-17 1501 LZ2PS         599  077   SP2CBS        599 024                   
QSO: 14000 CW 2014-05-17 1501 LZ2PS         599  078   DL5QS         599 024                   
QSO: 14000 CW 2014-05-17 1502 LZ2PS         599  079   ON3ND         599 038                   
QSO: 14000 CW 2014-05-17 1504 LZ2PS         599  080   EA5CP         599  MU                   
QSO: 14000 CW 2014-05-17 1505 LZ2PS         599  081   EU6AA         599 029                   
QSO: 14000 CW 2014-05-17 1511 LZ2PS         599  082   EA5GFX        599   A                   
QSO: 21000 CW 2014-05-17 1515 LZ2PS         599  083   EA4URE        599   M                   
QSO: 21000 CW 2014-05-17 1518 LZ2PS         599  084   EA1ND         599  PO                   
QSO: 21000 CW 2014-05-17 1521 LZ2PS         599  085   EA1WX         599   O                   
QSO: 21000 CW 2014-05-17 1523 LZ2PS         599  086   EA1JK         599   S                   
QSO: 21000 CW 2014-05-17 1524 LZ2PS         599  087   EA1FAQ        599  VA                   
QSO: 21000 CW 2014-05-17 1524 LZ2PS         599  088   EA1FA         599   O                   
QSO: 21000 CW 2014-05-17 1525 LZ2PS         599  089   EF1A          599   C                   
QSO: 21000 CW 2014-05-17 1532 LZ2PS         599  090   EA1BYA/QRP    599  SG                   
QSO: 21000 CW 2014-05-17 1533 LZ2PS         599  091   EA5VN         599  MU                   
QSO: 21000 CW 2014-05-17 1539 LZ2PS         599  092   N7DR          599 031                   
QSO: 21000 CW 2014-05-17 1543 LZ2PS         599  093   EA7AYF        599  MA                   
QSO: 21000 CW 2014-05-17 1544 LZ2PS         599  094   VA7ST         599 033                   
QSO: 14000 CW 2014-05-17 1555 LZ2PS         599  095   EC7CW         599  CA                   
QSO: 14000 CW 2014-05-17 1558 LZ2PS         599  096   CN8KD         599 142                   
QSO: 14000 CW 2014-05-17 1600 LZ2PS         599  097   EF1A          599   C                   
QSO: 14000 CW 2014-05-17 1601 LZ2PS         599  098   EA3FAR        599   T                   
QSO: 14000 CW 2014-05-17 1605 LZ2PS         599  099   EF5R          599   A                   
QSO: 14000 CW 2014-05-17 1607 LZ2PS         599  100   EF8U          599  GC                   
QSO: 14000 CW 2014-05-17 1608 LZ2PS         599  101   EI3KI         599 146                   
QSO: 14000 CW 2014-05-17 1609 LZ2PS         599  102   DL9LM         599 071                   
QSO: 14000 CW 2014-05-17 1610 LZ2PS         599  103   EA1ND         599  PO                   
QSO: 14000 CW 2014-05-17 1611 LZ2PS         599  104   EA7GV         599  GR                   
QSO: 14000 CW 2014-05-17 1613 LZ2PS         599  105   EA4ALU        599  CC                   
QSO: 14000 CW 2014-05-17 1615 LZ2PS         599  106   YL2TD         599 025                   
QSO: 14000 CW 2014-05-17 1616 LZ2PS         599  107   EA5GIE        599   V                   
QSO: 14000 CW 2014-05-17 1621 LZ2PS         599  108   OH2PM         599 070                   
QSO: 14000 CW 2014-05-17 1623 LZ2PS         599  109   UA1AJ         599 012                   
QSO: 14000 CW 2014-05-17 1624 LZ2PS         599  110   IZ2GRG        599 051                   
QSO: 14000 CW 2014-05-17 1625 LZ2PS         599  111   DL1MFZ        599 017                   
QSO: 14000 CW 2014-05-17 1625 LZ2PS         599  112   UA1ZZ         599 080                   
QSO: 14000 CW 2014-05-17 1626 LZ2PS         599  113   RA3DJA        599 043                   
QSO: 14000 CW 2014-05-17 1627 LZ2PS         599  114   SE4E          599 022                   
QSO: 14000 CW 2014-05-17 1627 LZ2PS         599  115   RY6Y          599 237                   
QSO: 14000 CW 2014-05-17 1632 LZ2PS         599  116   HG6V          599 136                   
QSO: 14000 CW 2014-05-17 1633 LZ2PS         599  117   OG0W          599 268                   
QSO: 14000 CW 2014-05-17 1634 LZ2PS         599  118   EA4BL         599  BA                   
QSO: 14000 CW 2014-05-17 1638 LZ2PS         599  119   EA2BD         599  NA                   
QSO: 21000 CW 2014-05-17 1639 LZ2PS         599  120   EA7GV         599  GR                   
QSO: 21000 CW 2014-05-17 1639 LZ2PS         599  121   EC7CW         599  CA                   
QSO: 21000 CW 2014-05-17 1643 LZ2PS         599  122   JR3AAZ        599 064                   
QSO: 21000 CW 2014-05-17 1645 LZ2PS         599  123   OZ7EA         599 082                   
QSO: 14000 CW 2014-05-17 1654 LZ2PS         599  124   PA0VAJ        599 011                   
QSO: 14000 CW 2014-05-17 1656 LZ2PS         599  125   EC7AMY        599  SE                   
QSO: 14000 CW 2014-05-17 1659 LZ2PS         599  126   EA1WX         599   O                   
QSO: 14000 CW 2014-05-17 1701 LZ2PS         599  127   OM5WW         599 091                   
QSO: 14000 CW 2014-05-17 1703 LZ2PS         599  128   EA8AA         599  TF                   
QSO: 14000 CW 2014-05-17 1705 LZ2PS         599  129   EF1M          599  BU                   
QSO: 14000 CW 2014-05-17 1708 LZ2PS         599  130   EA2RCA        599  VI                   
QSO: 14000 CW 2014-05-17 1710 LZ2PS         599  131   SP4GL         599 014                   
QSO: 21000 CW 2014-05-17 1719 LZ2PS         599  132   R9GM          599 126                   
QSO: 21000 CW 2014-05-17 1720 LZ2PS         599  133   UA3XAO        599 132                   
QSO: 21000 CW 2014-05-17 1720 LZ2PS         599  134   N4BP          599 139                   
QSO: 21000 CW 2014-05-17 1721 LZ2PS         599  135   K4BAI         599 053                   
QSO: 21000 CW 2014-05-17 1724 LZ2PS         599  136   EA5GX         599  CS                   
QSO: 21000 CW 2014-05-17 1725 LZ2PS         599  137   SN7Q          599 249                   
QSO: 21000 CW 2014-05-17 1728 LZ2PS         599  138   KP2/K3TEJ     599 039                   
QSO: 21000 CW 2014-05-17 1729 LZ2PS         599  139   SP4GL         599 023                   
QSO:  7000 CW 2014-05-17 1737 LZ2PS         599  140   9A6A          599 096                   
QSO:  7000 CW 2014-05-17 1742 LZ2PS         599  141   EA5UF         599   V                   
QSO:  7000 CW 2014-05-17 1743 LZ2PS         599  142   EF5Y          599   A                   
QSO:  7000 CW 2014-05-17 1746 LZ2PS         599  143   EA4KG         599   M                   
QSO:  7000 CW 2014-05-17 1748 LZ2PS         599  144   IZ2GRG        599 107                   
QSO: 14000 CW 2014-05-17 1757 LZ2PS         599  145   EA5ON         599  TE                   
QSO: 14000 CW 2014-05-17 1758 LZ2PS         599  146   IK0GDG        599 168                   
QSO: 14000 CW 2014-05-17 1800 LZ2PS         599  147   RA3Y          599 100                   
QSO: 14000 CW 2014-05-17 1802 LZ2PS         599  148   HA6NL         599 122                   
QSO: 14000 CW 2014-05-17 1806 LZ2PS         599  149   EA1FA         599   O                   
QSO: 14000 CW 2014-05-17 1807 LZ2PS         599  150   EW6GF         599 038                   
QSO: 14000 CW 2014-05-17 1809 LZ2PS         599  151   4Z5TK         599 041                   
QSO: 14000 CW 2014-05-17 1810 LZ2PS         599  152   YQ6A          599 096                   
QSO: 14000 CW 2014-05-17 1815 LZ2PS         599  153   RK4HYT        599 060                   
QSO: 14000 CW 2014-05-17 1816 LZ2PS         599  154   RG3B          599 030                   
QSO: 14000 CW 2014-05-17 1817 LZ2PS         599  155   DJ0AJ         599 026                   
QSO: 14000 CW 2014-05-17 1820 LZ2PS         599  156   OM150JM       599 038                   
QSO: 14000 CW 2014-05-17 1821 LZ2PS         599  157   PA9CW         599 019                   
QSO: 14000 CW 2014-05-17 1821 LZ2PS         599  158   EA5ARC        599   A                   
QSO: 14000 CW 2014-05-17 1823 LZ2PS         599  159   S57OWA        599 050                   
QSO: 14000 CW 2014-05-17 1824 LZ2PS         599  160   OK1QM         599 055                   
QSO: 14000 CW 2014-05-17 1824 LZ2PS         599  161   EA5ICS        599   A                   
QSO: 14000 CW 2014-05-17 1826 LZ2PS         599  162   UR7VA         599 071                   
QSO: 14000 CW 2014-05-17 1829 LZ2PS         599  163   EA1WZ         599   C                   
QSO: 14000 CW 2014-05-17 1829 LZ2PS         599  164   DG7EE         599 049                   
QSO: 14000 CW 2014-05-17 1831 LZ2PS         599  165   SM2T          599 028                   
QSO: 14000 CW 2014-05-17 1833 LZ2PS         599  166   K3TN          599 169                   
QSO: 14000 CW 2014-05-17 1834 LZ2PS         599  167   RW4HFH        599 022                   
QSO: 14000 CW 2014-05-17 1836 LZ2PS         599  168   I0ZUT         599 012                   
QSO: 14000 CW 2014-05-17 1837 LZ2PS         599  169   DK8NT         599 166                   
QSO: 14000 CW 2014-05-17 1838 LZ2PS         599  170   IZ3SQW        599 054                   
QSO: 14000 CW 2014-05-17 1840 LZ2PS         599  171   DM3HZN        599 033                   
QSO: 14000 CW 2014-05-17 1842 LZ2PS         599  172   RA/UU9JK      599 096                   
QSO: 14000 CW 2014-05-17 1842 LZ2PS         599  173   DK3AX         599 017                   
QSO: 14000 CW 2014-05-17 1844 LZ2PS         599  174   AA3B          599 297                   
QSO: 14000 CW 2014-05-17 1844 LZ2PS         599  175   PA3AQL        599 043                   
QSO: 14000 CW 2014-05-17 1845 LZ2PS         599  176   DM9AYZ        599 059                   
QSO: 14000 CW 2014-05-17 1845 LZ2PS         599  177   ON6LS         599 018                   
QSO: 14000 CW 2014-05-17 1846 LZ2PS         599  178   PC6F          599 013                   
QSO: 14000 CW 2014-05-17 1853 LZ2PS         599  179   RF9C          599 072                   
QSO: 14000 CW 2014-05-17 1854 LZ2PS         599  180   EA1FAQ        599  VA                   
QSO: 14000 CW 2014-05-17 1857 LZ2PS         599  181   OZ7EA         599 093                   
QSO: 21000 CW 2014-05-17 1904 LZ2PS         599  182   EA8NQ         599  TF                   
QSO: 21000 CW 2014-05-17 1907 LZ2PS         599  183   EC2DX         599  NA                   
QSO:  7000 CW 2014-05-17 1910 LZ2PS         599  184   PC6F          599 027                   
QSO:  7000 CW 2014-05-17 1911 LZ2PS         599  185   YO4DW         599 040                   
QSO:  7000 CW 2014-05-17 1912 LZ2PS         599  186   EA4ESP        599  CC                   
QSO:  7000 CW 2014-05-17 1914 LZ2PS         599  187   EI3KI         599 247                   
QSO:  7000 CW 2014-05-17 1915 LZ2PS         599  188   EA1FAQ        599  VA                   
QSO:  7000 CW 2014-05-17 1916 LZ2PS         599  189   EA5DD         599   A                   
QSO:  7000 CW 2014-05-17 1919 LZ2PS         599  190   EF1A          599   C                   
QSO:  7000 CW 2014-05-17 1919 LZ2PS         599  191   EF0JC         599 SMR                   
QSO:  7000 CW 2014-05-17 1920 LZ2PS         599  192   EA4EN         599   M                   
QSO:  7000 CW 2014-05-17 1922 LZ2PS         599  193   EA5KY         599   V                   
QSO:  7000 CW 2014-05-17 1925 LZ2PS         599  194   F5VMN         599 135                   
QSO:  7000 CW 2014-05-17 1925 LZ2PS         599  195   ED1R          599  AV                   
QSO:  7000 CW 2014-05-17 1926 LZ2PS         599  196   OG0W          599 387                   
QSO:  7000 CW 2014-05-17 1929 LZ2PS         599  197   EA3GBA        599   B                   
QSO:  7000 CW 2014-05-17 1930 LZ2PS         599  198   OH6NIO        599 197                   
QSO:  7000 CW 2014-05-17 1935 LZ2PS         599  199   EI8JX         599 092                   
QSO:  7000 CW 2014-05-17 1935 LZ2PS         599  200   YU1AHW        599 131                   
QSO:  7000 CW 2014-05-17 1939 LZ2PS         599  201   ON3ND         599 130                   
QSO:  7000 CW 2014-05-17 1943 LZ2PS         599  202   OK2DM         599 026                   
QSO: 14000 CW 2014-05-17 1945 LZ2PS         599  203   EA1VT         599   C                   
QSO: 14000 CW 2014-05-17 1946 LZ2PS         599  204   9A1AA         599 085                   
QSO: 14000 CW 2014-05-17 1947 LZ2PS         599  205   PA4PS         599 020                   
QSO: 14000 CW 2014-05-17 1953 LZ2PS         599  206   EA7HCB        599  SE                   
QSO: 14000 CW 2014-05-17 1957 LZ2PS         599  207   JG1VGX        599 135                   
QSO: 14000 CW 2014-05-17 1957 LZ2PS         599  208   DK2CX         599 126                   
QSO: 14000 CW 2014-05-17 1959 LZ2PS         599  209   SM5ALJ        599 055                   
QSO: 14000 CW 2014-05-17 2001 LZ2PS         599  210   SI5Y          599 058                   
QSO: 14000 CW 2014-05-17 2002 LZ2PS         599  211   DJ3GE         599 010                   
QSO: 14000 CW 2014-05-17 2003 LZ2PS         599  212   IK2UJF        599 027                   
QSO: 14000 CW 2014-05-17 2003 LZ2PS         599  213   K2NV          599 012                   
QSO: 14000 CW 2014-05-17 2004 LZ2PS         599  214   EA2DPA        599  BI                   
QSO: 14000 CW 2014-05-17 2005 LZ2PS         599  215   DL2BIS        599 012                   
QSO: 14000 CW 2014-05-17 2008 LZ2PS         599  216   EA1AER        599  LE                   
QSO: 14000 CW 2014-05-17 2010 LZ2PS         599  217   EA4FLY        599   M                   
QSO: 14000 CW 2014-05-17 2011 LZ2PS         599  218   OK2EA         599 036                   
QSO: 14000 CW 2014-05-17 2013 LZ2PS         599  219   N2ZN          599 054                   
QSO: 14000 CW 2014-05-17 2014 LZ2PS         599  220   EA5FQ         599   V                   
QSO: 14000 CW 2014-05-17 2021 LZ2PS         599  221   EA7OR         599  CO                   
QSO: 14000 CW 2014-05-17 2022 LZ2PS         599  222   OM4O          599 121                   
QSO: 14000 CW 2014-05-17 2025 LZ2PS         599  223   Z35G          599 076                   
QSO: 14000 CW 2014-05-17 2027 LZ2PS         599  224   PA3GDD        599 004                   
QSO: 14000 CW 2014-05-17 2028 LZ2PS         599  225   DF6RI         599 011                   
QSO: 14000 CW 2014-05-17 2028 LZ2PS         599  226   OM7JG         599 022                   
QSO: 14000 CW 2014-05-17 2030 LZ2PS         599  227   EA2GM         599   O                   
QSO: 14000 CW 2014-05-17 2032 LZ2PS         599  228   EA1JK         599   S                   
QSO: 14000 CW 2014-05-17 2033 LZ2PS         599  229   K8MP          599 052                   
QSO: 14000 CW 2014-05-17 2035 LZ2PS         599  230   ZL3AB         599 003                   
QSO: 14000 CW 2014-05-17 2036 LZ2PS         599  231   IZ8JFL/1      599 034                   
QSO: 14000 CW 2014-05-17 2039 LZ2PS         599  232   UX4FC         599 253                   
QSO: 14000 CW 2014-05-17 2040 LZ2PS         599  233   EA6UN         599  IB                   
QSO:  7000 CW 2014-05-17 2045 LZ2PS         599  234   F5VLY         599 092                   
QSO:  7000 CW 2014-05-17 2045 LZ2PS         599  235   HA6NL         599 190                   
QSO:  7000 CW 2014-05-17 2046 LZ2PS         599  236   IK3UNA/1      599 060                   
QSO:  7000 CW 2014-05-17 2047 LZ2PS         599  237   OM4J          599 128                   
QSO:  7000 CW 2014-05-17 2048 LZ2PS         599  238   OM4O          599 137                   
QSO:  7000 CW 2014-05-17 2048 LZ2PS         599  239   YU5T          599 040                   
QSO:  7000 CW 2014-05-17 2049 LZ2PS         599  240   R9GM          599 257                   
QSO:  7000 CW 2014-05-17 2049 LZ2PS         599  241   EA5GIE        599   V                   
QSO:  7000 CW 2014-05-17 2051 LZ2PS         599  242   EA4XT         599  CU                   
QSO:  7000 CW 2014-05-17 2052 LZ2PS         599  243   PG2AA         599 062                   
QSO:  7000 CW 2014-05-17 2053 LZ2PS         599  244   PA3GDD        599 023                   
QSO:  7000 CW 2014-05-17 2054 LZ2PS         599  245   DK6SP         599 004                   
QSO:  7000 CW 2014-05-17 2055 LZ2PS         599  246   S57DX         599 047                   
QSO:  7000 CW 2014-05-17 2056 LZ2PS         599  247   F5NBX         599 048                   
QSO:  3500 CW 2014-05-17 2057 LZ2PS         599  248   HA6NW         599 229                   
QSO:  3500 CW 2014-05-17 2058 LZ2PS         599  249   EI3KI         599 321                   
QSO:  3500 CW 2014-05-17 2059 LZ2PS         599  250   YU1RA         599 032                   
QSO:  3500 CW 2014-05-17 2100 LZ2PS         599  251   OK2EA         599 058                   
QSO:  7000 CW 2014-05-17 2105 LZ2PS         599  252   IZ8JFL/1      599 055                   
QSO:  7000 CW 2014-05-17 2107 LZ2PS         599  253   IV3SKB        599 163                   
QSO:  7000 CW 2014-05-17 2111 LZ2PS         599  254   OK2EA         599 075                   
QSO:  7000 CW 2014-05-17 2112 LZ2PS         599  255   EF8U          599  GC                   
QSO:  7000 CW 2014-05-17 2114 LZ2PS         599  256   OM150JM       599 111                   
QSO:  7000 CW 2014-05-17 2115 LZ2PS         599  257   LY2F          599 222                   
QSO:  7000 CW 2014-05-17 2115 LZ2PS         599  258   S56A          599 197                   
QSO:  7000 CW 2014-05-17 2116 LZ2PS         599  259   OT7G          599 022                   
QSO:  7000 CW 2014-05-17 2116 LZ2PS         599  260   OM5WW         599 243                   
QSO:  7000 CW 2014-05-17 2117 LZ2PS         599  261   OK1KZ         599 076                   
QSO:  7000 CW 2014-05-17 2118 LZ2PS         599  262   EA5LA         599   V                   
QSO:  7000 CW 2014-05-17 2119 LZ2PS         599  263   ON7CC         599 022                   
QSO:  7000 CW 2014-05-17 2120 LZ2PS         599  264   EA5AIO        599   V                   
QSO:  7000 CW 2014-05-17 2120 LZ2PS         599  265   RY6Y          599 439                   
QSO:  7000 CW 2014-05-17 2121 LZ2PS         599  266   E73SD         599 084                   
QSO:  7000 CW 2014-05-17 2121 LZ2PS         599  267   UA1ZZ         599 185                   
QSO:  7000 CW 2014-05-17 2122 LZ2PS         599  268   EA6ZS         599  IB                   
QSO:  7000 CW 2014-05-17 2123 LZ2PS         599  269   S51MF         599 019                   
QSO:  7000 CW 2014-05-17 2123 LZ2PS         599  270   S52AU         599 015                   
QSO:  7000 CW 2014-05-17 2126 LZ2PS         599  271   UA6LFQ        599 339                   
QSO:  7000 CW 2014-05-17 2127 LZ2PS         599  272   OL1M          599 157                   
QSO:  7000 CW 2014-05-17 2127 LZ2PS         599  273   DL1EAL        599 094                   
QSO:  7000 CW 2014-05-17 2130 LZ2PS         599  274   LZ2NG         599 057                   
QSO:  7000 CW 2014-05-17 2130 LZ2PS         599  275   SP9MZH        599 045                   
QSO:  7000 CW 2014-05-17 2134 LZ2PS         599  276   9A1CRT        599 157                   
QSO:  7000 CW 2014-05-17 2135 LZ2PS         599  277   HA6NW         599 256                   
QSO:  7000 CW 2014-05-17 2136 LZ2PS         599  278   PA3BWK        599 016                   
QSO:  7000 CW 2014-05-17 2137 LZ2PS         599  279   Z35G          599 136                   
QSO:  7000 CW 2014-05-17 2138 LZ2PS         599  280   9A5V          599 097                   
QSO:  7000 CW 2014-05-17 2141 LZ2PS         599  281   SP2LNW        599 056                   
QSO:  7000 CW 2014-05-17 2142 LZ2PS         599  282   EF8A          599  TF                   
QSO:  7000 CW 2014-05-17 2142 LZ2PS         599  283   EA7AZA        599  CA                   
QSO:  7000 CW 2014-05-17 2147 LZ2PS         599  284   PA0RBA        599 075                   
QSO:  7000 CW 2014-05-17 2156 LZ2PS         599  285   EA7KZ         599   J                   
QSO:  7000 CW 2014-05-17 2158 LZ2PS         599  286   EA7AYF        599  MA                   
QSO:  7000 CW 2014-05-17 2200 LZ2PS         599  287   EA2DK         599  SS                   
QSO:  7000 CW 2014-05-17 2204 LZ2PS         599  288   EA1WX         599   O                   
QSO:  7000 CW 2014-05-17 2204 LZ2PS         599  289   EA1FA         599   O                   
QSO:  7000 CW 2014-05-17 2206 LZ2PS         599  290   EA7RM         599   J                   
QSO:  7000 CW 2014-05-17 2211 LZ2PS         599  291   YT6W          599 155                   
QSO:  7000 CW 2014-05-17 2215 LZ2PS         599  292   EC7AKV        599  SE                   
QSO:  7000 CW 2014-05-17 2216 LZ2PS         599  293   EA5WU         599  CS                   
