START-OF-LOG: 3.0
CREATED-BY: TR Log POST Version 6.93
CALLSIGN: W9RE
CONTEST: CQ-WW-SSB
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 7601322
CLUB: Society of Midwest Contesters
NAME: Michael J. Wetzel
OPERATORS: W9RE
SOAPBOX: Best rates I have ever had in 40 years of contesting!
LOCATION: IN
QSO: 28380 PH 2011-10-29 0001 W9RE          59  04     W7FGS         59  03     0
QSO: 28380 PH 2011-10-29 0001 W9RE          59  04     W6ZQ          59  03     0
QSO: 28380 PH 2011-10-29 0001 W9RE          59  04     ZL3TE         59  32     0
QSO: 28380 PH 2011-10-29 0002 W9RE          59  04     KB7QND        59  03     0
QSO: 21204 PH 2011-10-29 0003 W9RE          59  04     BY1OK         59  24     1
QSO: 28380 PH 2011-10-29 0004 W9RE          59  04     VE7XS         59  03     0
QSO: 21217 PH 2011-10-29 0005 W9RE          59  04     9M8Z          59  28     1
QSO: 28380 PH 2011-10-29 0005 W9RE          59  04     ZL2US         59  32     0
QSO: 21221 PH 2011-10-29 0006 W9RE          59  04     BY4IO         59  24     1
QSO: 21228 PH 2011-10-29 0007 W9RE          59  04     LU4FM         59  13     1
QSO: 28329 PH 2011-10-29 0008 W9RE          59  04     KH6MB         59  31     0
QSO: 28339 PH 2011-10-29 0009 W9RE          59  04     ZK2X          59  32     0
QSO: 28354 PH 2011-10-29 0009 W9RE          59  04     VE7SV         59  03     0
QSO: 28490 PH 2011-10-29 0016 W9RE          59  04     VK8DX         59  29     0
QSO: 28513 PH 2011-10-29 0017 W9RE          59  04     NH7A          59  31     0
QSO: 28524 PH 2011-10-29 0018 W9RE          59  04     VK4QH         59  30     0
QSO: 28629 PH 2011-10-29 0019 W9RE          59  04     KH6GT         59  31     0
QSO: 28432 PH 2011-10-29 0021 W9RE          59  04     KH7X          59  31     0
QSO: 28497 PH 2011-10-29 0022 W9RE          59  04     KH7CW         59  31     0
QSO: 21417 PH 2011-10-29 0024 W9RE          59  04     JR4PMX/1      59  25     0
QSO: 21417 PH 2011-10-29 0027 W9RE          59  04     JD1BIA        59  27     0
QSO: 21234 PH 2011-10-29 0030 W9RE          59  04     JA8RWU        59  25     0
QSO: 21237 PH 2011-10-29 0031 W9RE          59  04     AL9A          59  01     0
QSO: 14184 PH 2011-10-29 0033 W9RE          59  04     VO2NS         59  02     1
QSO: 21284 PH 2011-10-29 0034 W9RE          59  04     N9OI          59  04     0
QSO: 21284 PH 2011-10-29 0034 W9RE          59  04     UA0IBX        59  19     0
QSO: 14202 PH 2011-10-29 0035 W9RE          59  04     WP2X          59  08     1
QSO: 21284 PH 2011-10-29 0035 W9RE          59  04     JL1UTS        59  25     0
QSO: 21284 PH 2011-10-29 0036 W9RE          59  04     JA1HZC        59  25     0
QSO: 21284 PH 2011-10-29 0036 W9RE          59  04     JI1KXL        59  25     0
QSO: 21284 PH 2011-10-29 0036 W9RE          59  04     WH6PS/M       59  31     0
QSO: 14207 PH 2011-10-29 0037 W9RE          59  04     HC1JQ         59  10     1
QSO: 21284 PH 2011-10-29 0038 W9RE          59  04     JA2ZJW        59  25     0
QSO: 14208 PH 2011-10-29 0038 W9RE          59  04     D4C           59  35     1
QSO: 14215 PH 2011-10-29 0039 W9RE          59  04     CE1Z          59  12     1
QSO: 14219 PH 2011-10-29 0040 W9RE          59  04     CR2X          59  14     1
QSO: 21284 PH 2011-10-29 0041 W9RE          59  04     JG1ITH        59  25     0
QSO: 21284 PH 2011-10-29 0041 W9RE          59  04     VE7CV         59  03     0
QSO: 14226 PH 2011-10-29 0042 W9RE          59  04     PY5CA         59  11     1
QSO: 14234 PH 2011-10-29 0042 W9RE          59  04     PJ4T          59  09     1
QSO: 14238 PH 2011-10-29 0043 W9RE          59  04     CR3A          59  33     1
QSO: 21284 PH 2011-10-29 0044 W9RE          59  04     KL7D          59  01     0
QSO: 14241 PH 2011-10-29 0044 W9RE          59  04     CR3L          59  33     1
QSO: 14246 PH 2011-10-29 0044 W9RE          59  04     OG73X         59  15     1
QSO: 21284 PH 2011-10-29 0045 W9RE          59  04     JA2CUS        59  25     0
QSO: 21284 PH 2011-10-29 0046 W9RE          59  04     JE1CPB        59  25     0
QSO: 21284 PH 2011-10-29 0046 W9RE          59  04     7K4XNN        59  25     0
QSO: 21284 PH 2011-10-29 0047 W9RE          59  04     JS1MZV        59  25     0
