START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: OK7N
CLAIMED-SCORE: 117943
SOAPBOX:                to be sent to [email hidden] subject "OK7N SSB"
OPERATORS: OK7N
NAME:    Jiri Nemejc
SOAPBOX: Score calculated manually:
SOAPBOX:  zones @ bands = 67,  DXCC countries @ bands = 136 => mults= 203
SOAPBOX:  QSO total=283,       QSO OK(@ 0pts)=  4, DUPE= 1
SOAPBOX:                       QSO EU (@1 pt)= 125, QSO nonEU (@3pts)= 153-1 dupe=152
SOAPBOX:  581 (total QSO pts) * 203 (mults) = 117943  (claimed score)
SOAPBOX: 1 DUPE QSO = 28000 PH 2011-10-30 1053 OK7N   59  15 C5A   59  35
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 28000 PH 2011-10-29 1014 OK7N          59      15 VK7AC         59      30
QSO: 28000 PH 2011-10-29 1015 OK7N          59      15 UN8GV         59      17
QSO: 28000 PH 2011-10-29 1016 OK7N          59      15 UA6AA         59      16
QSO: 28000 PH 2011-10-29 1018 OK7N          59      15 UA4W          59      16
QSO: 28000 PH 2011-10-29 1019 OK7N          59      15 RZ8U          59      18
QSO: 28000 PH 2011-10-29 1020 OK7N          59      15 RA6XW         59      16
QSO: 28000 PH 2011-10-29 1021 OK7N          59      15 UA6YE         59      16
QSO: 28000 PH 2011-10-29 1023 OK7N          59      15 4X0A          59      20
QSO: 28000 PH 2011-10-29 1025 OK7N          59      15 9Q6CC         59      36
QSO: 28000 PH 2011-10-29 1028 OK7N          59      15 CR3A          59      33
QSO: 28000 PH 2011-10-29 1036 OK7N          59      15 E73W          59      15
QSO: 28000 PH 2011-10-29 1042 OK7N          59      15 VK8DX         59      29
QSO: 28000 PH 2011-10-29 1045 OK7N          59      15 JT5DX         59      23
QSO: 28000 PH 2011-10-29 1048 OK7N          59      15 SX5P          59      20
QSO: 28000 PH 2011-10-29 1053 OK7N          59      15 II9K          59      15
QSO: 28000 PH 2011-10-29 1054 OK7N          59      15 DP9I          59      14
QSO: 28000 PH 2011-10-29 1056 OK7N          59      15 RK8I          59      18
QSO: 28000 PH 2011-10-29 1056 OK7N          59      15 EK6TA         59      21
QSO: 28000 PH 2011-10-29 1057 OK7N          59      15 RK9CYA        59      17
QSO: 28000 PH 2011-10-29 1058 OK7N          59      15 S50G          59      15
QSO: 28000 PH 2011-10-29 1059 OK7N          59      15 EE7L          59      14
QSO: 28000 PH 2011-10-29 1101 OK7N          59      15 EY7AD         59      17
QSO: 28000 PH 2011-10-29 1104 OK7N          59      15 J28RO         59      37
QSO: 28000 PH 2011-10-29 1109 OK7N          59      15 8Q7DV         59      22
QSO: 28000 PH 2011-10-29 1111 OK7N          59      15 CN2R          59      33
QSO: 28000 PH 2011-10-29 1112 OK7N          59      15 UN8GU         59      17
QSO: 28000 PH 2011-10-29 1114 OK7N          59      15 SK7OA         59      14
QSO: 28000 PH 2011-10-29 1117 OK7N          59      15 TF4X          59      40
QSO: 28000 PH 2011-10-29 1136 OK7N          59      15 KH7CW         59      31
QSO: 28000 PH 2011-10-29 1149 OK7N          59      15 KH7X          59      31
QSO: 28000 PH 2011-10-29 1150 OK7N          59      15 CT2IOV        59      14
QSO: 28000 PH 2011-10-29 1156 OK7N          59      15 CT1EOD        59      14
QSO: 28000 PH 2011-10-29 1157 OK7N          59      15 EE9Z          59      33
QSO: 28000 PH 2011-10-29 1158 OK7N          59      15 V55A          59      38
QSO: 28000 PH 2011-10-29 1200 OK7N          59      15 EC7ZK         59      14
QSO: 28000 PH 2011-10-29 1202 OK7N          59      15 LT1F          59      13
